hunt_code,hunt_name,species,sex_type,hunt_type,season,permits_2025_res,permits_2026_res,delta_res,permits_2025_nr,permits_2026_nr,delta_nr,permits_2025_total,permits_2026_total,delta_total,pct_change_total,change_status
EB3182,La Sal Mtns,Elk,Bull,Limited Entry,Nov 28 2026 - Dec 13 2026,7,9,2,1,1,0,8,10,2,25.0%,CHANGED
EB3190,Boulder,Elk,Bull,Limited Entry,Nov 28 2026 - Dec 13 2026,3,4,1,0,1,1,3,5,2,66.7%,CHANGED
EB3521,Grass Valley/Clark Canyon CWMU,Elk,Bull,CWMU,Contact operator for 2026 season dates,12,10,-2,0,0,0,12,10,-2,-16.7%,CHANGED
EB3619,Weber Florence Creek/Stillman Creek CWMU,Elk,Bull,CWMU,Contact operator for 2026 season dates,12,10,-2,0,0,0,12,10,-2,-16.7%,CHANGED
EL3037,Cache South,Elk,Bull,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,13,,,1,,,14,16,2,14.3%,CHANGED
EL3097,San Juan Bull Elk,Elk,Bull,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,1,,,0,,,1,3,2,200.0%,CHANGED
EL3155,Southwest Desert South,Elk,Bull,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,1,,,0,,,1,3,2,200.0%,CHANGED
EL3184,Monroe,Elk,Bull,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,,,,,16,14,-2,-12.5%,CHANGED
EL3186,Mt Dutton,Elk,Bull,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,,,,,16,14,-2,-12.5%,CHANGED
GO6806,High Uintas East,Mountain Goat,Hunters Choice,Once-in-a-lifetime,Sept 05 2026 - Oct 31 2026,1,3,2,0,0,0,1,3,2,200.0%,CHANGED
GO6810,"Ogden, Willard Peak",Mountain Goat,Hunters Choice,Once-in-a-lifetime,Sept 05 2026 - Nov 25 2026,3,1,-2,0,0,0,3,1,-2,-66.7%,CHANGED
GO6821,Nebo,Mountain Goat,Hunters Choice,Once-in-a-lifetime,Sept 16 2026 - Sept 25 2026,9,12,3,1,0,-1,10,12,2,20.0%,CHANGED
LO1544,Ogden,Deer,Buck,General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,4,,,0,,,4,2,-2,-50.0%,CHANGED
LO1596,Fishlake,Deer,Buck,General Season - Private Land Only,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,,,,,3,1,-2,-66.7%,CHANGED
MA1005,Morgan-South Rich,Moose,Antlerless,Limited Entry,Sep 20 2025 - Oct 19 2025,4,6,2,1,1,0,5,7,2,40.0%,CHANGED
PB5003,"Box Elder, Promontory",Pronghorn,Buck,Limited Entry,Aug 15 2026 - Sept 11 2026,2,4,2,0,0,0,2,4,2,100.0%,CHANGED
PB5004,"Box Elder, Puddle Valley",Pronghorn,Buck,Limited Entry,Aug 15 2026 - Sept 11 2026,2,3,1,0,1,1,2,4,2,100.0%,CHANGED
PB5044,"San Juan, Hatch Point",Pronghorn,Buck,Limited Entry,Sept 12 2026 - Sept 20 2026,1,3,2,0,0,0,1,3,2,200.0%,CHANGED
RS6724,"Wasatch Mtns, West",Rocky Mountain Bighorn Sheep,Male Only,Once-in-a-lifetime,Oct 31 2026 - Nov 30 2026,1,3,2,0,0,0,1,3,2,200.0%,CHANGED
BI6536,"Book Cliffs, Bitter Creek",Bison,Cow Only,Once-in-a-lifetime,Nov 14 2026 - Nov 29 2026,,15,,,0,,16,15,-1,-6.3%,CHANGED
BI6537,"Book Cliffs, Little Creek/South",Bison,Hunters Choice,Once-in-a-lifetime,Nov 07 2026 - Jan 31 2027,14,8,-6,2,7,5,16,15,-1,-6.3%,CHANGED
BR7020,Monroe,Black Bear,Either Sex,Limited Entry - Spring,"March 28 - May 25, 2026",2,1,-1,0,0,0,2,1,-1,-50.0%,CHANGED
BR7124,Fillmore Pahvant,Black Bear,Either Sex,Limited Entry - Summer,"May 25 - June 28, 2026",1,2,1,0,0,0,1,2,1,100.0%,CHANGED
BR7237,Monroe,Black Bear,Either Sex,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",2,1,-1,0,0,0,2,1,-1,-50.0%,CHANGED
BR7303,Manti North,Black Bear,Either Sex,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & July 5 - 31 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",,13,,,1,,15,14,-1,-6.7%,CHANGED
BR7309,Panguitch Lake/Zion,Black Bear,Either Sex,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",3,4,1,0,0,0,3,4,1,33.3%,CHANGED
BR7311,Fishlake/Thousand Lakes,Black Bear,Either Sex,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",2,3,1,0,0,0,2,3,1,50.0%,CHANGED
DB0007,Buck Deer - Statewide Permit,Deer,Buck,Statewide,"Archery: Aug 15 - Aug 31, 2026 | ALW: Sept 1, 2026 - Jan 15, 2027",2,,,0,,,2,1,-1,-50.0%,CHANGED
DB1034,Pine Valley,Deer,Buck,Limited Entry,Oct 28 2026 - Nov 05 2026,,13,,,2,,16,15,-1,-6.3%,CHANGED
DB1046,"San Juan, Elk Ridge",Deer,Buck,Limited Entry,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 25, 2026",1,2,1,0,0,0,1,2,1,100.0%,CHANGED
DB1106,Thousand Lakes,Deer,Buck,Limited Entry,Aug 15 2026 - Sept 11 2026,,20,,,2,,21,22,1,4.8%,CHANGED
DB1208,Blackhawk CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,,2,,,0,,1,2,1,100.0%,CHANGED
DB1271,Oak Ranch CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,4,3,-1,0,0,0,4,3,-1,-25.0%,CHANGED
DB1273,Park Valley Hereford CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,4,6,2,1,0,-1,5,6,1,20.0%,CHANGED
DB1294,Spring Creek Acres CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,,1,,,0,,2,1,-1,-50.0%,CHANGED
DB1341,Dry Creek CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,2,1,-1,0,0,0,2,1,-1,-50.0%,CHANGED
DS6606,"San Juan, Lockhart",Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,1,2,1,0,0,0,1,2,1,100.0%,CHANGED
DS6624,"San Rafael, Dirty Devil",Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,Nov 11 2026 - Dec 17 2026,1,2,1,0,0,0,1,2,1,100.0%,CHANGED
DS6626,"Escalante, East",Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,6,5,-1,0,2,2,6,7,1,16.7%,CHANGED
EA1259,Diamond Mountain CWMU,Elk,Antlerless,CWMU,Contact operator for 2025 season dates,1,2,1,0,0,0,1,2,1,100.0%,CHANGED
EB3033,Cache Meadowville,Elk,Bull,Limited Entry,Nov 07 2026 - Nov 15 2026,6,6,0,0,1,1,6,7,1,16.7%,CHANGED
EB3036,Cache South,Elk,Bull,Limited Entry,Sept 16 2026 - Sept 20 2026,5,4,-1,0,0,0,5,4,-1,-20.0%,CHANGED
EB3050,Mt Dutton,Elk,Bull,Limited Entry,Nov 07 2026 - Nov 15 2026,,13,,,2,,16,15,-1,-6.3%,CHANGED
EB3168,Cache Meadowville,Elk,Bull,Limited Entry,Nov 28 2026 - Dec 13 2026,6,4,-2,0,1,1,6,5,-1,-16.7%,CHANGED
EB3534,Little Red Creek CWMU,Elk,Bull,CWMU,Contact operator for 2026 season dates,3,2,-1,0,0,0,3,2,-1,-33.3%,CHANGED
EL3002,Book Cliffs Little Creek Roadless,Elk,Bull,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,14,,,1,,,15,16,1,6.7%,CHANGED
EL3008,Fillmore Pahvant,Elk,Bull,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,15,,,2,,,17,16,-1,-5.9%,CHANGED
EL3009,La Sal La Sal Mtns,Elk,Bull,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,13,,,2,,,15,16,1,6.7%,CHANGED
EL3032,Cache Meadowville,Elk,Bull,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,18,,,2,,,20,21,1,5.0%,CHANGED
EL3046,La Sal La Sal Mtns,Elk,Bull,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,13,,,2,,,15,16,1,6.7%,CHANGED
EL3079,Book Cliffs Little Creek Roadless,Elk,Bull,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,0,,,2,,,2,3,1,50.0%,CHANGED
EL3091,North Slope Three Corners,Elk,Bull,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,2,,,0,,,2,3,1,50.0%,CHANGED
EL3176,Nebo/San Pitch Mtns,Elk,Bull,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,15,,,2,,,17,16,-1,-5.9%,CHANGED
GO6805,High Uintas Central,Mountain Goat,Hunters Choice,Once-in-a-lifetime,Sept 05 2026 - Oct 31 2026,4,5,1,0,0,0,4,5,1,25.0%,CHANGED
GO6807,High Uintas Leidy Peak,Mountain Goat,Hunters Choice,Once-in-a-lifetime,Sept 05 2026 - Oct 31 2026,1,2,1,0,0,0,1,2,1,100.0%,CHANGED
GO6822,Beaver,Mountain Goat,Hunters Choice,Once-in-a-lifetime,Nov 14 2026 - Nov 23 2026,1,2,1,0,0,0,1,2,1,100.0%,CHANGED
LO1549,Fishlake,Deer,Buck,General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,,,3,2,-1,-33.3%,CHANGED
LO1559,Zion,Deer,Buck,General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,,,3,2,-1,-33.3%,CHANGED
MA1008,"Wasatch Mtns, Salt Lake-Timpanogos",Moose,Antlerless,Limited Entry,Sep 20 2025 - Oct 19 2025,6,4,-2,0,1,1,6,5,-1,-16.7%,CHANGED
MA1009,Causey Spring CWMU,Moose,Antlerless,CWMU,Contact Operator for 2025 season dates,2,1,-1,0,0,0,2,1,-1,-50.0%,CHANGED
PB5002,"Book Cliffs, South",Pronghorn,Buck,Limited Entry,Aug 15 2026 - Sept 11 2026,9,8,-1,1,1,0,10,9,-1,-10.0%,CHANGED
PB5073,"Cache, Rich",Pronghorn,Buck,Limited Entry,Sept 12 2026 - Sept 20 2026,5,6,1,0,0,0,5,6,1,20.0%,CHANGED
PB5342,Salt Wells CWMU,Pronghorn,Buck,CWMU,Contact operator for 2026 season dates,2,1,-1,0,0,0,2,1,-1,-50.0%,CHANGED
PD1049,Zane CWMU,Pronghorn,Doe,CWMU,Contact operator for 2025 season dates,5,6,1,0,0,0,5,6,1,20.0%,CHANGED
RE1000,"Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,Ewe,General Season,Sep 08 2025 - Sep 16 2025,4,4,0,0,1,1,4,5,1,25.0%,CHANGED
RS6709,"North Slope, Summit/West Daggett",Rocky Mountain Bighorn Sheep,Male Only,Once-in-a-lifetime,Sept 14 2026 - Nov 30 2026,2,3,1,0,0,0,2,3,1,50.0%,CHANGED
BI6516,Henry Mtns,Bison,Hunters Choice,Once-in-a-lifetime,Nov 25 2026 - Dec 6 2026,5,6,1,1,0,-1,6,6,0,0.0%,CHANGED
BR1017,La Sal,Black Bear,Either Sex,Restricted Pursuit - Spring,"March 28 - May 25, 2026",2,0,-2,0,2,2,2,2,0,0.0%,CHANGED
DS6603,"Kaiparowits, West",Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,4,3,-1,0,1,1,4,4,0,0.0%,CHANGED
EB3136,Southwest Desert North,Elk,Bull,Limited Entry,Sept 01 2026 - Sept 30 2026,20,21,1,3,2,-1,23,23,0,0.0%,CHANGED
MB6005,Morgan-South Rich,Moose,Bull,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,5,6,1,1,0,-1,6,6,0,0.0%,CHANGED
