hunt_code,hunt_name,species,sex_type,hunt_type,season,permits_2025_res,permits_2026_res,delta_res,permits_2025_nr,permits_2026_nr,delta_nr,permits_2025_total,permits_2026_total,delta_total,pct_change_total,change_status
EA1165,Skull Crack CWMU,Elk,Antlerless,CWMU,Contact operator for 2025 season dates,,15,,,0,,100,15,-85,-85.0%,CHANGED
EB3144,West Desert Deep Creek,Elk,Bull,Limited Entry,Nov 07 2026 - Nov 30 2026,,13,,,2,,100,15,-85,-85.0%,CHANGED
EB3084,Manti,Elk,Bull,Limited Entry,Sept 21 2026 - Oct 02 2026,14,89,75,1,10,9,15,99,84,560.0%,CHANGED
EL3069,Diamond Mtn,Elk,Bull,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,,,,,100,16,-84,-84.0%,CHANGED
PB5037,"Nine Mile, Anthro-Myton Bench",Pronghorn,Buck,Limited Entry,Sept 12 2026 - Sept 20 2026,13,89,76,2,10,8,15,99,84,560.0%,CHANGED
EA1242,"Vernal, Buckskin Hills-Jensen",Elk,Antlerless,General Season,Dec 01 2025 - Dec 31 2025,15,90,75,2,10,8,17,100,83,488.2%,CHANGED
DB1004,Paunsaugunt,Deer,Buck,Premium Limited Entry,Oct 17 2026 - Oct 31 2026,1,75,74,0,8,8,1,83,82,8200.0%,CHANGED
EA1244,Yellowstone,Elk,Antlerless,General Season,Oct 04 2025 - Oct 17 2025,17,90,73,2,10,8,19,100,81,426.3%,CHANGED
EA2030,Diamond Mtn,Elk,Antlerless,Private Lands Only,Aug 01 2025 - Jan 31 2026,,,,,,,280,200,-80,-28.6%,CHANGED
DB1617,"West Desert, Swasey",Deer,Buck,General Season,Aug 15 2026 - Sept 11 2026,1,,,0,,,1,80,79,7900.0%,CHANGED
EL3166,Book Cliffs Bitter Creek/East,Elk,Bull,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,73,,,8,,,81,3,-78,-96.3%,CHANGED
EA1267,Cache,Elk,Antlerless,General Season,Oct 04 2025 - Oct 26 2025,13,81,68,1,9,8,14,90,76,542.9%,CHANGED
EB3160,Book Cliffs Bitter Creek/East,Elk,Bull,Limited Entry,Aug 15 2026 - Sept 15 2026,89,22,-67,10,2,-8,99,24,-75,-75.8%,CHANGED
MB6002,East Canyon,Moose,Bull,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,,5,,,0,,80,5,-75,-93.8%,CHANGED
DB1280,Promontory Point CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,67,1,-66,8,0,-8,75,1,-74,-98.7%,CHANGED
DB1312,Woodruff Creek South CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,67,1,-66,8,0,-8,75,1,-74,-98.7%,CHANGED
EA1196,"North Slope, Summit",Elk,Antlerless,General Season,Oct 04 2025 - Oct 26 2025,1,67,66,0,8,8,1,75,74,7400.0%,CHANGED
DB1301,Three C CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,67,2,-65,8,0,-8,75,2,-73,-97.3%,CHANGED
DB1347,The Rose of Snowville CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,67,2,-65,8,0,-8,75,2,-73,-97.3%,CHANGED
MB6219,Skull Crack CWMU,Moose,Bull,CWMU,Contact Operator for 2026 season dates,,2,,,0,,75,2,-73,-97.3%,CHANGED
DB1238,Folley Ridge CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,,3,,,0,,75,3,-72,-96.0%,CHANGED
DB1299,Summit Point CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,67,3,-64,8,0,-8,75,3,-72,-96.0%,CHANGED
EA1064,Ogden,Elk,Antlerless,General Season,Nov 08 2025 - Nov 30 2025,3,67,64,1,8,7,4,75,71,1775.0%,CHANGED
EA1132,East Fork Chalk Creek CWMU,Elk,Antlerless,CWMU,Contact operator for 2025 season dates,90,30,-60,10,0,-10,100,30,-70,-70.0%,CHANGED
EA1217,"Wasatch Mtns, Avintaquin",Elk,Antlerless,General Season,Oct 04 2025 - Oct 16 2025,,135,,,15,,220,150,-70,-31.8%,CHANGED
DB1244,Green Canyon CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,63,1,-62,7,0,-7,70,1,-69,-98.6%,CHANGED
DB1310,White's Valley CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,63,1,-62,7,0,-7,70,1,-69,-98.6%,CHANGED
EA1013,"Manti, Central",Elk,Antlerless,General Season,Oct 04 2025 - Oct 16 2025,1,63,62,0,7,7,1,70,69,6900.0%,CHANGED
EB3551,SJ Ranch CWMU,Elk,Bull,CWMU,Contact operator for 2026 season dates,,1,,,0,,70,1,-69,-98.6%,CHANGED
EA1063,Ogden,Elk,Antlerless,General Season,Oct 04 2025 - Oct 26 2025,6,67,61,1,8,7,7,75,68,971.4%,CHANGED
PB5046,"San Rafael, North",Pronghorn,Buck,Limited Entry,Sept 12 2026 - Sept 20 2026,1,62,61,0,7,7,1,69,68,6800.0%,CHANGED
BR7228,Cache/Ogden,Black Bear,Either Sex,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",61,1,-60,7,0,-7,68,1,-67,-98.5%,CHANGED
DA1050,The Rose of Snowville CWMU,Deer,Antlerless,CWMU,Contact operator for 2025 season dates,67,8,-59,8,0,-8,75,8,-67,-89.3%,CHANGED
DB1787,Boulder/Kaiparowits,Deer,Buck,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Restricted Muzz: Sept 23 2026 - Oct 01 2026 | Restricted Rifle: Oct 17 2026 - Oct 25 2026,3,,,0,,,3,70,67,2233.3%,CHANGED
EA1015,"Manti, Ferron Canyon",Elk,Antlerless,General Season,Oct 04 2025 - Oct 16 2025,4,63,59,0,7,7,4,70,66,1650.0%,CHANGED
EA2009,"La Sal, La Sal Mtns",Elk,Antlerless,Private Lands Only,Aug 01 2025 - Jan 31 2026,4,,,0,,,4,70,66,1650.0%,CHANGED
DB1618,"West Desert, Swasey",Deer,Buck,General Season,Sept 23 2026 - Oct 01 2026,13,,,2,,,15,80,65,433.3%,CHANGED
EA1228,Morgan-South Rich,Elk,Antlerless,General Season,Dec 01 2025 - Dec 21 2025,9,67,58,1,8,7,10,75,65,650.0%,CHANGED
EB3038,Manti,Elk,Bull,Limited Entry,Sept 16 2026 - Sept 20 2026,3,61,58,0,7,7,3,68,65,2166.7%,CHANGED
DB1239,Fort Ranch CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,58,1,-57,7,0,-7,65,1,-64,-98.5%,CHANGED
EB3065,Fishlake/Thousand Lakes,Elk,Bull,Limited Entry,Nov 07 2026 - Nov 15 2026,1,57,56,0,6,6,1,63,62,6200.0%,CHANGED
PD1000,"Box Elder, Snowville",Pronghorn,Doe,General Season,Nov 08 2025 - Dec 07 2025,17,72,55,1,8,7,18,80,62,344.4%,CHANGED
MB6008,Ogden,Moose,Bull,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,61,7,-54,7,0,-7,68,7,-61,-89.7%,CHANGED
PB5055,"San Rafael, Desert",Pronghorn,Buck,Limited Entry,Aug 15 2026 - Sept 11 2026,,2,,,0,,62,2,-60,-96.8%,CHANGED
TK1019,Southeastern Region - Select areas only,Turkey,Either Sex,Fall Management,"Oct 1, 2025 - Feb 28, 2026",,,,,,,6,66,60,1000.0%,CHANGED
DB1283,Roan Cliffs CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,60,1,-59,0,0,0,60,1,-59,-98.3%,CHANGED
DB1325,Double Cone CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,54,1,-53,6,0,-6,60,1,-59,-98.3%,CHANGED
DB1511,Mt Dutton,Deer,Buck,General Season,Aug 15 2026 - Sept 11 2026,,,,,,,21,80,59,281.0%,CHANGED
DB1571,Mt Dutton,Deer,Buck,General Season,Sept 23 2026 - Oct 01 2026,,,,,,,21,80,59,281.0%,CHANGED
EA2018,Panguitch Lake,Elk,Antlerless,Private Lands Only,Aug 01 2025 - Jan 31 2026,,,,,,,16,75,59,368.8%,CHANGED
EB3500,Alton CWMU,Elk,Bull,CWMU,Contact operator for 2026 season dates,60,1,-59,0,0,0,60,1,-59,-98.3%,CHANGED
EB3502,Bear Mountain CWMU,Elk,Bull,CWMU,Contact operator for 2026 season dates,54,1,-53,6,0,-6,60,1,-59,-98.3%,CHANGED
DB1802,"Beaver, East",Deer,Buck,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,3,,,0,,,3,61,58,1933.3%,CHANGED
EB3110,Fillmore Pahvant,Elk,Bull,Limited Entry,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",55,3,-52,6,0,-6,61,3,-58,-95.1%,CHANGED
EA1018,"Manti, Horn Mtn",Elk,Antlerless,General Season,Nov 19 2025 - Dec 31 2025,3,54,51,0,6,6,3,60,57,1900.0%,CHANGED
MB6004,Kamas,Moose,Bull,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,57,6,-51,6,0,-6,63,6,-57,-90.5%,CHANGED
PB5332,Mt Dutton/Paunsaugunt,Pronghorn,Buck,Limited Entry,Aug 15 2026 - Sept 11 2026,,4,,,1,,61,5,-56,-91.8%,CHANGED
EL3161,Book Cliffs Bitter Creek/East,Elk,Bull,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,62,,,7,,,69,14,-55,-79.7%,CHANGED
BR7122,Chalk Creek/East Canyon/Morgan-South Rich,Black Bear,Either Sex,Limited Entry - Summer,"May 25 - June 28, 2026",55,7,-48,6,0,-6,61,7,-54,-88.5%,CHANGED
DB1778,La Sal Mtns,Deer,Buck,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,12,,,1,,,13,67,54,415.4%,CHANGED
EA2017,Mt Dutton,Elk,Antlerless,Private Lands Only,Aug 01 2025 - Jan 31 2026,,,,,,,21,75,54,257.1%,CHANGED
EB3096,Fishlake/Thousand Lakes,Elk,Bull,Limited Entry,Sept 21 2026 - Oct 02 2026,2,50,48,0,6,6,2,56,54,2700.0%,CHANGED
PB5047,Diamond Mtn/Bonanza,Pronghorn,Buck,Limited Entry,Sept 12 2026 - Sept 20 2026,2,50,48,0,6,6,2,56,54,2700.0%,CHANGED
DB1011,Book Cliffs,Deer,Buck,Limited Entry,Aug 15 2026 - Sept 11 2026,8,55,47,0,6,6,8,61,53,662.5%,CHANGED
DB1237,Ensign Ranches CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,49,3,-46,6,0,-6,55,3,-52,-94.5%,CHANGED
DB1025,Book Cliffs,Deer,Buck,Limited Entry,Sept 23 2026 - Oct 01 2026,10,55,45,0,6,6,10,61,51,510.0%,CHANGED
EA2036,"Oquirrh-Stansbury, East",Elk,Antlerless,General Season,Nov 08 2025 - Jan 31 2026,8,54,46,1,6,5,9,60,51,566.7%,CHANGED
DB1091,Kaiparowits HAMSS,Deer,Buck,Limited Entry,Nov 07 2026 - Nov 30 2026,,4,,,1,,55,5,-50,-90.9%,CHANGED
EA1235,Sharp Mountain CWMU,Elk,Antlerless,CWMU,Contact operator for 2025 season dates,54,10,-44,6,0,-6,60,10,-50,-83.3%,CHANGED
DB1211,Blue Spring Hills CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,45,1,-44,5,0,-5,50,1,-49,-98.0%,CHANGED
DB1236,Engineer Springs CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,45,1,-44,5,0,-5,50,1,-49,-98.0%,CHANGED
DB1241,Golden Spike CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,45,1,-44,5,0,-5,50,1,-49,-98.0%,CHANGED
DB1249,Hiawatha CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,45,1,-44,5,0,-5,50,1,-49,-98.0%,CHANGED
DB1259,Tunnel Hollow CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,45,1,-44,5,0,-5,50,1,-49,-98.0%,CHANGED
DB1270,Nucor West CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,45,1,-44,5,0,-5,50,1,-49,-98.0%,CHANGED
DB1328,Clear Creek CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,45,1,-44,5,0,-5,50,1,-49,-98.0%,CHANGED
EB3198,Southwest Desert South,Elk,Bull,Limited Entry,Oct 03 2026 - Oct 15 2026,2,46,44,0,5,5,2,51,49,2450.0%,CHANGED
EB3528,Ingham Peak CWMU,Elk,Bull,CWMU,Contact operator for 2026 season dates,45,1,-44,5,0,-5,50,1,-49,-98.0%,CHANGED
BI6529,"Book Cliffs, Little Creek/South",Bison,Cow Only,Once-in-a-lifetime,Oct 17 2026 - Oct 27 2026,50,8,-42,6,0,-6,56,8,-48,-85.7%,CHANGED
DB1246,Hardscrabble CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,,2,,,0,,50,2,-48,-96.0%,CHANGED
DB1308,West Hills CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,45,2,-43,5,0,-5,50,2,-48,-96.0%,CHANGED
EA2010,San Juan,Elk,Antlerless,Private Lands Only,Aug 01 2025 - Jan 31 2026,,,,,,,2,50,48,2400.0%,CHANGED
EB3525,Heaston East CWMU,Elk,Bull,CWMU,Contact operator for 2026 season dates,45,2,-43,5,0,-5,50,2,-48,-96.0%,CHANGED
EB3559,Three C CWMU,Elk,Bull,CWMU,Contact operator for 2026 season dates,45,2,-43,5,0,-5,50,2,-48,-96.0%,CHANGED
PB5325,Allen Ranch CWMU,Pronghorn,Buck,CWMU,Contact operator for 2026 season dates,45,2,-43,5,0,-5,50,2,-48,-96.0%,CHANGED
PB5345,Green River Flat CWMU,Pronghorn,Buck,CWMU,Contact operator for 2026 season dates,45,2,-43,5,0,-5,50,2,-48,-96.0%,CHANGED
BR7120,Wasatch Mtns West-Central,Black Bear,Either Sex,Limited Entry - Summer,"May 25 - June 28, 2026",,22,,,1,,70,23,-47,-67.1%,CHANGED
DB1781,Nine Mile,Deer,Buck,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,13,,,2,,,15,62,47,313.3%,CHANGED
EA1054,"Nine Mile, West Anthro",Elk,Antlerless,General Season,Dec 13 2025 - Dec 30 2025,3,45,42,0,5,5,3,50,47,1566.7%,CHANGED
EA2019,"West Desert, Tintic Valley",Elk,Antlerless,Private Lands Only,Aug 01 2025 - Jan 31 2026,12,,,1,,,13,60,47,361.5%,CHANGED
PB5025,Beaver,Pronghorn,Buck,Limited Entry,Sept 12 2026 - Sept 20 2026,1,43,42,0,5,5,1,48,47,4700.0%,CHANGED
DB1022,"San Juan, Elk Ridge",Deer,Buck,Limited Entry,Oct 17 2026 - Oct 25 2026,1,42,41,0,5,5,1,47,46,4600.0%,CHANGED
DB1233,East Fork Chalk Creek CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,45,4,-41,5,0,-5,50,4,-46,-92.0%,CHANGED
DB1788,Fishlake,Deer,Buck,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,,,,,3,49,46,1533.3%,CHANGED
EA1264,"Wasatch Mtns, Rabbit Gulch",Elk,Antlerless,General Season,Jan 17 2026 - Jan 25 2026,4,45,41,0,5,5,4,50,46,1150.0%,CHANGED
EA1136,Grass Valley/Clark Canyon CWMU,Elk,Antlerless,CWMU,Contact operator for 2025 season dates,5,50,45,0,0,0,5,50,45,900.0%,CHANGED
EA1257,Tunnel Hollow CWMU,Elk,Antlerless,CWMU,Contact operator for 2025 season dates,45,5,-40,5,0,-5,50,5,-45,-90.0%,CHANGED
DB1079,Manti/San Rafael,Deer,Buck,Limited Entry,Oct 28 2026 - Nov 05 2026,1,40,39,0,5,5,1,45,44,4400.0%,CHANGED
DB1304,Two Bear CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,40,1,-39,5,0,-5,45,1,-44,-97.8%,CHANGED
DB1779,Monroe,Deer,Buck,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,1,,,0,,,1,45,44,4400.0%,CHANGED
DB1791,Vernal/Bonanza,Deer,Buck,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,1,,,0,,,1,45,44,4400.0%,CHANGED
EA1278,"Manti, Ferron-Nelson Mtn",Elk,Antlerless,General Season,Oct 04 2025 - Nov 30 2025,6,45,39,0,5,5,6,50,44,733.3%,CHANGED
EA1279,"Manti, Ferron-Nelson Mtn",Elk,Antlerless,General Season,Dec 01 2025 - Jan 31 2026,6,45,39,0,5,5,6,50,44,733.3%,CHANGED
EL3163,Book Cliffs Bitter Creek/East,Elk,Bull,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,54,,,6,,,60,16,-44,-73.3%,CHANGED
MB6206,Deseret CWMU,Moose,Bull,CWMU,Contact Operator for 2026 season dates,40,1,-39,5,0,-5,45,1,-44,-97.8%,CHANGED
BR7012,Boulder/Kaiparowits,Black Bear,Either Sex,Limited Entry - Spring,"March 28 - May 25, 2026",,20,,,2,,65,22,-43,-66.2%,CHANGED
BR7121,Cache/Ogden,Black Bear,Either Sex,Limited Entry - Summer,"May 25 - June 28, 2026",42,4,-38,5,0,-5,47,4,-43,-91.5%,CHANGED
BI6528,"Book Cliffs, Little Creek/South",Bison,Hunters Choice,Once-in-a-lifetime,Aug 15 2026 - Sept 11 2026,43,6,-37,5,0,-5,48,6,-42,-87.5%,CHANGED
EB3111,La Sal Mtns,Elk,Bull,Limited Entry,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",42,5,-37,5,0,-5,47,5,-42,-89.4%,CHANGED
DB1793,Southwest Desert,Deer,Buck,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,5,,,0,,,5,46,41,820.0%,CHANGED
EA1031,"Fillmore, Pahvant",Elk,Antlerless,General Season,Dec 13 2025 - Jan 30 2026,8,45,37,1,5,4,9,50,41,455.6%,CHANGED
LO1542,Nine Mile,Deer,Buck,General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,39,,,4,,,43,2,-41,-95.3%,CHANGED
DB1777,Kamas,Deer,Buck,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,13,,,2,,,15,55,40,266.7%,CHANGED
DB1804,Cedar/Stansbury,Deer,Buck,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,2,,,0,,,2,42,40,2000.0%,CHANGED
DS6623,"San Juan, San Juan River",Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,,2,,,0,,42,2,-40,-95.2%,CHANGED
EA1135,Folley Ridge CWMU,Elk,Antlerless,CWMU,Contact operator for 2025 season dates,,20,,,0,,60,20,-40,-66.7%,CHANGED
EA1170,Strawberry Ridge CWMU,Elk,Antlerless,CWMU,Contact operator for 2025 season dates,45,10,-35,5,0,-5,50,10,-40,-80.0%,CHANGED
EB3191,Boulder,Elk,Bull,Limited Entry,Oct 03 2026 - Oct 15 2026,1,37,36,0,4,4,1,41,40,4000.0%,CHANGED
PB5026,"Book Cliffs, Bitter Creek",Pronghorn,Buck,Limited Entry,Sept 12 2026 - Sept 20 2026,,50,,,6,,16,56,40,250.0%,CHANGED
PD1058,"Parker Mtn, Highlands",Pronghorn,Doe,General Season,Nov 22 2025 - Nov 30 2025,1,36,35,0,4,4,1,40,39,3900.0%,CHANGED
BR7022,La Sal Mtns,Black Bear,Either Sex,Limited Entry - Spring,"March 28 - May 25, 2026",4,40,36,1,3,2,5,43,38,760.0%,CHANGED
EA1119,Bar J Ranch CWMU,Elk,Antlerless,CWMU,Contact operator for 2025 season dates,50,12,-38,0,0,0,50,12,-38,-76.0%,CHANGED
DB1087,"Wasatch Mtns, West",Deer,Buck,Limited Entry,Oct 28 2026 - Nov 05 2026,3,36,33,0,4,4,3,40,37,1233.3%,CHANGED
EA1231,"West Desert, Tintic Valley",Elk,Antlerless,General Season,Nov 08 2025 - Jan 31 2026,12,45,33,1,5,4,13,50,37,284.6%,CHANGED
EB3063,Fishlake/Thousand Lakes,Elk,Bull,Limited Entry,Sept 16 2026 - Sept 20 2026,1,34,33,0,4,4,1,38,37,3700.0%,CHANGED
EB3146,Southwest Desert South,Elk,Bull,Limited Entry,Aug 15 2026 - Sept 15 2026,6,39,33,0,4,4,6,43,37,616.7%,CHANGED
EB3177,Nebo/San Pitch Mtns,Elk,Bull,Limited Entry,Oct 03 2026 - Oct 15 2026,2,34,32,0,4,4,2,38,36,1800.0%,CHANGED
EB3194,San Juan Bull Elk,Elk,Bull,Limited Entry,Oct 03 2026 - Oct 15 2026,1,33,32,0,4,4,1,37,36,3600.0%,CHANGED
DA1042,"San Juan, Monticello",Deer,Antlerless,General Season,Nov 24 2025 - Dec 31 2025,36,,,4,,,40,5,-35,-87.5%,CHANGED
DA1048,Fillmore City,Deer,Antlerless,General Season,Aug 01 2025 - Sep 04 2025,45,,,5,,,50,15,-35,-70.0%,CHANGED
EA1276,"Wasatch Mtns, Box Elder Peak",Elk,Antlerless,General Season,Oct 04 2025 - Oct 16 2025,,40,,,5,,80,45,-35,-43.8%,CHANGED
EL3043,Fillmore Pahvant,Elk,Bull,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,46,,,5,,,51,16,-35,-68.6%,CHANGED
EL3162,Book Cliffs Bitter Creek/East,Elk,Bull,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,50,,,6,,,56,21,-35,-62.5%,CHANGED
DB1277,Pocatello Valley CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,31,1,-30,4,0,-4,35,1,-34,-97.1%,CHANGED
DB1298,Strawberry Ridge CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,35,1,-34,0,0,0,35,1,-34,-97.1%,CHANGED
DB1806,"West Desert, Swasey",Deer,Buck,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,2,,,0,,,2,36,34,1700.0%,CHANGED
EB3145,Boulder,Elk,Bull,Limited Entry,Aug 15 2026 - Sept 15 2026,1,31,30,0,4,4,1,35,34,3400.0%,CHANGED
MB6256,Woodruff Creek South CWMU,Moose,Bull,CWMU,Contact Operator for 2026 season dates,31,1,-30,4,0,-4,35,1,-34,-97.1%,CHANGED
PB5024,Southwest Desert,Pronghorn,Buck,Limited Entry,Sept 23 2026 - Oct 01 2026,1,31,30,0,4,4,1,35,34,3400.0%,CHANGED
PD1057,"Parker Mtn, Highlands",Pronghorn,Doe,General Season,Oct 08 2025 - Oct 16 2025,1,31,30,0,4,4,1,35,34,3400.0%,CHANGED
DB1265,Mountain Top CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,31,2,-29,4,0,-4,35,2,-33,-94.3%,CHANGED
EA1030,"Fillmore, Pahvant",Elk,Antlerless,General Season,Nov 15 2025 - Dec 06 2025,75,45,-30,8,5,-3,83,50,-33,-39.8%,CHANGED
EA1245,Yellowstone,Elk,Antlerless,General Season,Oct 29 2025 - Nov 06 2025,15,45,30,2,5,3,17,50,33,194.1%,CHANGED
EB3564,Woodruff Creek South CWMU,Elk,Bull,CWMU,Contact operator for 2026 season dates,31,2,-29,4,0,-4,35,2,-33,-94.3%,CHANGED
EA1069,Panguitch Lake,Elk,Antlerless,General Season,Nov 22 2025 - Nov 30 2025,,31,,,4,,3,35,32,1066.7%,CHANGED
EA1283,Panguitch Lake,Elk,Antlerless,General Season,Aug 16 2025 - Aug 31 2025,,31,,,4,,3,35,32,1066.7%,CHANGED
EA1284,Panguitch Lake,Elk,Antlerless,General Season,Oct 29 2025 - Nov 06 2025,,31,,,4,,3,35,32,1066.7%,CHANGED
PB5018,Southwest Desert,Pronghorn,Buck,Limited Entry,Aug 15 2026 - Sept 11 2026,3,31,28,0,4,4,3,35,32,1066.7%,CHANGED
PB5311,The Rose of Snowville CWMU,Pronghorn,Buck,CWMU,Contact operator for 2026 season dates,31,3,-28,4,0,-4,35,3,-32,-91.4%,CHANGED
RS6721,"Oquirrh-Stansbury, West",Rocky Mountain Bighorn Sheep,Male Only,Once-in-a-lifetime,Oct 31 2026 - Nov 30 2026,,3,,,0,,35,3,-32,-91.4%,CHANGED
BR7101,Book Cliffs Bitter Creek/South,Black Bear,Either Sex,Limited Entry - Summer,"May 25 - June 28, 2026",,14,,,1,,46,15,-31,-67.4%,CHANGED
DB1010,Paunsaugunt,Deer,Buck,Management Buck Deer,Nov 02 2026 - Nov 20 2026,2,30,28,0,3,3,2,33,31,1550.0%,CHANGED
DB1041,"Wasatch Mtns, East",Deer,Buck,Limited Entry,Oct 28 2026 - Nov 05 2026,2,30,28,0,3,3,2,33,31,1550.0%,CHANGED
EA1153,Old Woman Plateau CWMU,Elk,Antlerless,CWMU,Contact operator for 2025 season dates,35,4,-31,0,0,0,35,4,-31,-88.6%,CHANGED
PB5059,"Nine Mile, Anthro-Myton Bench",Pronghorn,Buck,Limited Entry,Sept 23 2026 - Oct 01 2026,2,30,28,0,3,3,2,33,31,1550.0%,CHANGED
DB1335,Big Piney Ranch CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,28,1,-27,3,0,-3,31,1,-30,-96.8%,CHANGED
DB1803,"Beaver, West",Deer,Buck,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Restricted Muzz: Sept 23 2026 - Oct 01 2026 | Restricted Rifle: Oct 17 2026 - Oct 25 2026,,,,,,,14,44,30,214.3%,CHANGED
DS6600,Henry Mtns,Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,30,3,-27,3,0,-3,33,3,-30,-90.9%,CHANGED
EA1044,"Morgan-South Rich, South Rich",Elk,Antlerless,General Season,Dec 01 2025 - Jan 31 2026,4,31,27,1,4,3,5,35,30,600.0%,CHANGED
EA1090,Diamond Mtn,Elk,Antlerless,General Season,Nov 15 2025 - Nov 23 2025,,45,,,5,,80,50,-30,-37.5%,CHANGED
EA1134,Ensign Ranches CWMU,Elk,Antlerless,CWMU,Contact operator for 2025 season dates,27,60,33,3,0,-3,30,60,30,100.0%,CHANGED
EA1157,Redd Ranches CWMU,Elk,Antlerless,CWMU,Contact operator for 2025 season dates,4,35,31,1,0,-1,5,35,30,600.0%,CHANGED
EA1239,"Nine Mile, Range Creek",Elk,Antlerless,General Season,Oct 04 2025 - Oct 26 2025,,45,,,5,,80,50,-30,-37.5%,CHANGED
