current_hunt_code,database_match_status,database_boundary_id,database_species,database_hunt_name,database_sex_type,database_hunt_type,database_weapon,evidence_record_count,source_row_count,evidence_domains,source_datasets,reported_years,model_target_years,possible_fill_fields,review_statuses
EA1200,CURRENT_CODE_MATCH,554,Elk,Double R Ranch CWMU,Antlerless,CWMU,Any Legal Weapon,34,304,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2023 | 2024 | 2025 | 2026,2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1201,CURRENT_CODE_MATCH,858,Elk,Mountain Sky Ranch CWMU,Antlerless,CWMU,Any Legal Weapon,41,359,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1203,CURRENT_CODE_MATCH,682,Elk,"Box Elder, Pilot Mtn",Antlerless,General Season,Any Legal Weapon,42,391,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1204,CURRENT_CODE_MATCH,682,Elk,"Box Elder, Pilot Mtn",Antlerless,General Season,Any Legal Weapon,42,400,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1205,MISSING_FROM_DATABASE,,,,,,,23,54,comparison | coverage | draw_results | harvest | harvest_truth,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | predictive_coverage_report,2021 | 2022 | 2023,2022 | 2023 | 2024,,CROSSWALK_REQUIRED
EA1206,CURRENT_CODE_MATCH,40,Elk,"Cache, Richmond Hyde Park",Antlerless,General Season,Any Legal Weapon,42,358,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1207,CURRENT_CODE_MATCH,107,Elk,"Nebo, Moroni Hills",Antlerless,General Season,Any Legal Weapon,41,352,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1208,CURRENT_CODE_MATCH,616,Elk,Nebo,Antlerless,General Season,Any Legal Weapon,41,391,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1209,CURRENT_CODE_MATCH,85,Elk,"Fillmore, Oak Creek LE",Antlerless,General Season,Any Legal Weapon,42,370,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1217,CURRENT_CODE_MATCH,224,Elk,"Wasatch Mtns, Avintaquin",Antlerless,General Season,Any Legal Weapon,42,368,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1220,CURRENT_CODE_MATCH,5112,Elk,Manti (Expo),Antlerless,General Season,Any Legal Weapon,22,103,comparison | coverage | draw_results | harvest | harvest_truth | point_ladder,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | point_ladder_view | predictive_coverage_report,2021 | 2023 | 2025 | 2026,2022 | 2024 | 2026,permits_2025_draw_total | permits_2025_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1221,CURRENT_CODE_MATCH,5145,Elk,Fishlake/Thousand Lake (Expo),Antlerless,General Season,Any Legal Weapon,19,93,comparison | coverage | draw_results | harvest | harvest_truth | point_ladder,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | point_ladder_view | predictive_coverage_report,2023 | 2025 | 2026,2024 | 2026,permits_2025_draw_total | permits_2025_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1222,CURRENT_CODE_MATCH,685,Elk,"Beaver, East",Antlerless,General Season,Any Legal Weapon,42,394,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1223,CURRENT_CODE_MATCH,685,Elk,"Beaver, East",Antlerless,General Season,Any Legal Weapon,42,379,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1224,CURRENT_CODE_MATCH,449,Elk,"Book Cliffs, Bitter Creek/South",Antlerless,General Season,Any Legal Weapon,41,390,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1225,CURRENT_CODE_MATCH,449,Elk,"Book Cliffs, Bitter Creek/South",Antlerless,General Season,Any Legal Weapon,41,383,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1226,CURRENT_CODE_MATCH,107,Elk,"Nebo, Moroni Hills",Antlerless,General Season,Any Legal Weapon,41,291,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1227,MISSING_FROM_DATABASE,,,,,,,23,69,comparison | coverage | draw_results | harvest | harvest_truth,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | predictive_coverage_report,2021 | 2022 | 2023,2022 | 2023 | 2024,,CROSSWALK_REQUIRED
EA1228,CURRENT_CODE_MATCH,117,Elk,Morgan-South Rich,Antlerless,General Season,Any Legal Weapon,42,356,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1229,CURRENT_CODE_MATCH,117,Elk,Morgan-South Rich,Antlerless,General Season,Any Legal Weapon,42,365,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1231,CURRENT_CODE_MATCH,116,Elk,"West Desert, Tintic Valley",Antlerless,General Season,Any Legal Weapon,41,379,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1232,MISSING_FROM_DATABASE,,,,,,,3,10,harvest | harvest_truth,harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long,2021,2022,,CROSSWALK_REQUIRED
EA1233,CURRENT_CODE_MATCH,599,Elk,Avintaquin Canyon CWMU,Antlerless,CWMU,Any Legal Weapon,41,289,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1234,CURRENT_CODE_MATCH,828,Elk,Royal Ivory Outfitters CWMU,Antlerless,CWMU,Any Legal Weapon,42,352,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1235,CURRENT_CODE_MATCH,490,Elk,Sharp Mountain CWMU,Antlerless,CWMU,Any Legal Weapon,42,355,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1236,CURRENT_CODE_MATCH,276,Elk,East Canyon,Antlerless,General Season,Any Legal Weapon,42,379,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
