hunt_code,canonical_match_status,reported_hunt_year,model_target_year,normalized_hunt_name,database_hunt_name,database_boundary_id,database_species,database_hunt_type,database_weapon,source_permits,hunters,harvest,percent_success,avg_days,satisfaction,source_page,source_row,validation_status,validation_notes
DB1584,DATABASE_MATCHED,2025,2026,Southwest Desert,Southwest Desert,625,Deer,General Season,Muzzleloader,76,73,20,27.4,5.1,2.6,5,58,VALID,
DB1585,DATABASE_MATCHED,2025,2026,"Wasatch Mtns, East","Wasatch Mtns, East",621,Deer,General Season,Muzzleloader,917,789,217,27.5,4.2,3.3,5,59,VALID,
DB1586,DATABASE_MATCHED,2025,2026,"Wasatch Mtns, West","Wasatch Mtns, West",620,Deer,General Season,Muzzleloader,1129,947,187,19.7,4.0,3.1,5,60,VALID,
DB1589,DATABASE_MATCHED,2025,2026,Zion,Zion,635,Deer,General Season,Muzzleloader,489,423,185,43.7,3.8,3.5,5,61,VALID,
DB1591,DATABASE_MATCHED,2025,2026,Fillmore,Fillmore,804,Deer,General Season,Any Legal Weapon (Early),375,323,157,48.6,3.2,3.4,5,62,VALID,
DB1592,DATABASE_MATCHED,2025,2026,Kamas,Kamas,611,Deer,General Season,Any Legal Weapon (Early),233,194,38,19.6,3.1,3.2,6,2,VALID,
DB1593,DATABASE_MATCHED,2025,2026,Nine Mile,Nine Mile,615,Deer,General Season,Any Legal Weapon (Early),224,181,66,36.5,3.3,3.0,6,3,VALID,
DB1594,DATABASE_MATCHED,2025,2026,Panguitch Lake,Panguitch Lake,634,Deer,General Season,Any Legal Weapon (Early),397,348,186,53.4,3.2,3.8,6,4,VALID,
DB1595,DATABASE_MATCHED,2025,2026,Pine Valley,Pine Valley,636,Deer,General Season,Any Legal Weapon (Early),496,441,156,35.4,3.6,3.3,6,5,VALID,
DB1596,DATABASE_MATCHED,2025,2026,Fishlake,Fishlake,633,Deer,General Season,Any Legal Weapon (Early),210,191,95,49.7,3.1,3.4,6,6,VALID,
DB1597,DATABASE_MATCHED,2025,2026,Zion,Zion,635,Deer,General Season,Any Legal Weapon (Early),535,479,236,49.3,3.5,3.6,6,7,VALID,
DB1598,DATABASE_MATCHED,2025,2026,North Slope,North Slope,612,Deer,General Season,Any Legal Weapon (Early),563,474,147,31.0,3.3,3.1,6,8,VALID,
DB1599,DATABASE_MATCHED,2025,2026,Chalk Creek,Chalk Creek,69,Deer,General Season,Any Legal Weapon (Late),851,709,305,43.0,3.8,3.7,6,9,VALID,
DB1600,DATABASE_MATCHED,2025,2026,Chalk Creek,Chalk Creek,69,Deer,General Season,Archery,420,352,66,18.8,8.1,3.3,6,10,VALID,
DB1601,DATABASE_MATCHED,2025,2026,Chalk Creek,Chalk Creek,69,Deer,General Season,Any Legal Weapon (Early),433,325,104,32.0,2.9,3.4,6,11,VALID,
DB1602,DATABASE_MATCHED,2025,2026,Chalk Creek,Chalk Creek,69,Deer,General Season,Muzzleloader,277,225,57,25.3,4.0,3.2,6,12,VALID,
DB1603,DATABASE_MATCHED,2025,2026,East Canyon,East Canyon,276,Deer,General Season,Any Legal Weapon (Late),761,626,205,32.7,3.8,3.3,6,13,VALID,
DB1604,DATABASE_MATCHED,2025,2026,East Canyon,East Canyon,276,Deer,General Season,Archery,315,238,37,15.5,8.8,3.4,6,14,VALID,
DB1605,DATABASE_MATCHED,2025,2026,East Canyon,East Canyon,276,Deer,General Season,Any Legal Weapon (Early),360,274,65,23.7,3.0,3.2,6,15,VALID,
DB1606,DATABASE_MATCHED,2025,2026,East Canyon,East Canyon,276,Deer,General Season,Muzzleloader,316,242,18,7.4,3.6,2.8,6,16,VALID,
DB1607,DATABASE_MATCHED,2025,2026,Morgan-South Rich,Morgan-South Rich,117,Deer,General Season,Any Legal Weapon (Late),628,516,155,30.0,3.4,3.1,6,17,VALID,
DB1608,DATABASE_MATCHED,2025,2026,Morgan-South Rich,Morgan-South Rich,117,Deer,General Season,Archery,308,223,31,13.9,8.5,3.0,6,18,VALID,
DB1609,DATABASE_MATCHED,2025,2026,Morgan-South Rich,Morgan-South Rich,117,Deer,General Season,Any Legal Weapon (Early),323,226,47,20.8,3.0,2.9,6,19,VALID,
DB1610,DATABASE_MATCHED,2025,2026,Morgan-South Rich,Morgan-South Rich,117,Deer,General Season,Muzzleloader,181,149,18,12.1,4.8,2.7,6,20,VALID,
DB1611,DATABASE_MATCHED,2025,2026,"Beaver, East","Beaver, East",685,Deer,General Season,Archery,296,258,76,29.5,7.6,3.4,6,21,VALID,
DB1612,DATABASE_MATCHED,2025,2026,"Beaver, East","Beaver, East",685,Deer,General Season,Muzzleloader,307,275,93,33.8,4.1,3.3,6,22,VALID,
DB1613,DATABASE_MATCHED,2025,2026,"Beaver, East","Beaver, East",685,Deer,General Season,Any Legal Weapon (Late),1059,989,494,49.9,4.3,3.2,6,23,VALID,
DB1614,DATABASE_MATCHED,2025,2026,"Beaver, West","Beaver, West",672,Deer,General Season,Archery,91,85,24,28.2,9.5,3.7,6,24,VALID,
DB1615,DATABASE_MATCHED,2025,2026,"Beaver, West","Beaver, West",672,Deer,General Season,Restricted Muzzleloader,89,79,31,39.2,4.5,3.7,6,25,VALID,
DB1616,DATABASE_MATCHED,2025,2026,"Beaver, West","Beaver, West",672,Deer,General Season,Restricted Rifle,286,276,143,51.8,4.7,3.4,6,26,VALID,
DB1617,DATABASE_MATCHED,2025,2026,"West Desert, Swasey","West Desert, Swasey",926,Deer,General Season,Archery,68,55,21,38.2,9.1,3.6,6,27,VALID,
DB1618,DATABASE_MATCHED,2025,2026,"West Desert, Swasey","West Desert, Swasey",926,Deer,General Season,Muzzleloader,65,54,12,22.2,4.4,3.3,6,28,VALID,
DB1619,DATABASE_MATCHED,2025,2026,"West Desert, Swasey","West Desert, Swasey",926,Deer,General Season,Any Legal Weapon (Late),228,190,44,23.2,4.5,2.7,6,29,VALID,
DB1620,DATABASE_MATCHED,2025,2026,Oquirrh/Tintic,Oquirrh/Tintic,927,Deer,General Season,Archery,372,310,84,27.1,8.9,3.4,6,30,VALID,
DB1621,DATABASE_MATCHED,2025,2026,Oquirrh/Tintic,Oquirrh/Tintic,927,Deer,General Season,Muzzleloader,385,341,114,33.4,4.2,3.3,6,31,VALID,
DB1622,DATABASE_MATCHED,2025,2026,Oquirrh/Tintic,Oquirrh/Tintic,927,Deer,General Season,Any Legal Weapon (Late),1412,1270,598,47.1,4.0,3.4,6,32,VALID,
DB1623,DATABASE_MATCHED,2025,2026,Cedar/Stansbury,Cedar/Stansbury,925,Deer,General Season,Archery,181,155,40,25.8,7.9,3.6,6,33,VALID,
DB1624,DATABASE_MATCHED,2025,2026,Cedar/Stansbury,Cedar/Stansbury,925,Deer,General Season,Muzzleloader,190,173,39,22.5,4.2,2.9,6,34,VALID,
DB1625,DATABASE_MATCHED,2025,2026,Cedar/Stansbury,Cedar/Stansbury,925,Deer,General Season,Any Legal Weapon (Late),621,559,207,37.0,4.1,3.1,6,35,VALID,
DB1627,DATABASE_MATCHED,2025,2026,Cache,Cache,29,Deer,General Season,Restricted Rifle,2723,2413,669,27.7,4.2,3.0,6,36,VALID,
DB1628,DATABASE_MATCHED,2025,2026,Cache,Cache,29,Deer,General Season,Restricted Muzzleloader,548,428,111,25.9,4.3,3.1,6,37,VALID,
DB1629,DATABASE_MATCHED,2025,2026,Boulder/Kaiparowits,Boulder/Kaiparowits,455,Deer,General Season,Restricted Rifle,1226,1119,458,40.9,4.5,3.1,6,38,VALID,
DB1630,DATABASE_MATCHED,2025,2026,Boulder/Kaiparowits,Boulder/Kaiparowits,455,Deer,General Season,Restricted Muzzleloader,395,352,114,32.4,4.5,3.3,6,39,VALID,
DB1631,DATABASE_MATCHED,2025,2026,Box Elder,Box Elder,607,Deer,General Season,Any Legal Weapon (Early),963,784,222,28.3,3.1,3.0,6,40,VALID,
DB1770,DATABASE_MATCHED,2025,2026,Box Elder,Box Elder,607,Deer,General Season,Dedicated Hunter,83,78,29,37.2,9.9,3.6,6,41,VALID,
DB1771,DATABASE_MATCHED,2025,2026,Cache,Cache,29,Deer,General Season,Dedicated Hunter,297,281,65,23.1,9.9,3.1,6,42,VALID,
DB1772,DATABASE_MATCHED,2025,2026,Manti/San Rafael,Manti/San Rafael,619,Deer,General Season,Dedicated Hunter,1037,1001,392,39.2,9.7,3.3,6,43,VALID,
DB1773,DATABASE_MATCHED,2025,2026,Nebo,Nebo,616,Deer,General Season,Dedicated Hunter,561,518,205,39.6,10.2,3.3,6,44,VALID,
DB1774,HUNT_CODE_NOT_IN_2026_DATABASE,2025,2026,Chalk Creek/East Canyon/Morgan-South Rich,,,,,,1,1,0,0.0,7.0,5.0,6,45,VALID,
DB1775,DATABASE_MATCHED,2025,2026,Fillmore,Fillmore,804,Deer,General Season,Dedicated Hunter,291,284,123,43.3,10.6,3.6,6,46,VALID,
DB1777,DATABASE_MATCHED,2025,2026,Kamas,Kamas,611,Deer,General Season,Dedicated Hunter,104,96,32,33.3,9.0,3.1,6,47,VALID,
DB1778,DATABASE_MATCHED,2025,2026,La Sal Mtns,La Sal Mtns,617,Deer,General Season,Dedicated Hunter,215,199,95,47.7,9.4,3.7,6,48,VALID,
DB1779,DATABASE_MATCHED,2025,2026,Monroe,Monroe,629,Deer,General Season,Dedicated Hunter,73,55,31,56.4,8.5,3.6,6,49,VALID,
DB1780,DATABASE_MATCHED,2025,2026,Mt Dutton,Mt Dutton,630,Deer,General Season,Dedicated Hunter,49,47,27,57.4,7.2,3.6,6,50,VALID,
DB1781,DATABASE_MATCHED,2025,2026,Nine Mile,Nine Mile,615,Deer,General Season,Dedicated Hunter,163,156,63,40.4,11.6,3.0,6,51,VALID,
DB1782,DATABASE_MATCHED,2025,2026,North Slope,North Slope,612,Deer,General Season,Dedicated Hunter,136,127,40,31.5,8.1,3.1,6,52,VALID,
DB1783,DATABASE_MATCHED,2025,2026,Ogden,Ogden,609,Deer,General Season,Dedicated Hunter,125,120,36,30.0,11.6,3.6,6,53,VALID,
DB1785,DATABASE_MATCHED,2025,2026,Panguitch Lake,Panguitch Lake,634,Deer,General Season,Dedicated Hunter,298,282,114,40.4,11.5,3.4,6,54,VALID,
DB1786,DATABASE_MATCHED,2025,2026,Pine Valley,Pine Valley,636,Deer,General Season,Dedicated Hunter,404,384,173,45.1,10.1,3.0,6,55,VALID,
DB1787,DATABASE_MATCHED,2025,2026,Boulder/Kaiparowits,Boulder/Kaiparowits,455,Deer,General Season,Dedicated Hunter,265,251,59,23.5,9.4,3.1,6,56,VALID,
DB1788,DATABASE_MATCHED,2025,2026,Fishlake,Fishlake,633,Deer,General Season,Dedicated Hunter,155,149,59,39.6,8.5,3.7,6,57,VALID,
DB1790,DATABASE_MATCHED,2025,2026,"San Juan, Abajo Mtns","San Juan, Abajo Mtns",618,Deer,General Season,Dedicated Hunter,176,162,52,32.1,8.9,3.2,6,58,VALID,
DB1791,DATABASE_MATCHED,2025,2026,Vernal/Bonanza,Vernal/Bonanza,614,Deer,General Season,Dedicated Hunter,157,144,69,47.9,11.0,3.3,6,59,VALID,
DB1792,DATABASE_MATCHED,2025,2026,Yellowstone,Yellowstone,613,Deer,General Season,Dedicated Hunter,163,151,56,37.1,8.2,3.3,6,60,VALID,
DB1793,DATABASE_MATCHED,2025,2026,Southwest Desert,Southwest Desert,625,Deer,General Season,Dedicated Hunter,53,51,16,31.4,12.0,2.9,6,61,VALID,
DB1794,DATABASE_MATCHED,2025,2026,"Wasatch Mtns, East","Wasatch Mtns, East",621,Deer,General Season,Dedicated Hunter,788,748,244,32.6,9.4,3.4,6,62,VALID,
DB1795,DATABASE_MATCHED,2025,2026,"Wasatch Mtns, West","Wasatch Mtns, West",620,Deer,General Season,Dedicated Hunter,545,505,168,33.3,9.3,3.3,7,2,VALID,
DB1798,DATABASE_MATCHED,2025,2026,Zion,Zion,635,Deer,General Season,Dedicated Hunter,360,337,158,46.9,8.2,3.5,7,3,VALID,
DB1799,DATABASE_MATCHED,2025,2026,Chalk Creek,Chalk Creek,69,Deer,General Season,Dedicated Hunter,47,46,13,28.3,10.7,3.4,7,4,VALID,
DB1800,DATABASE_MATCHED,2025,2026,East Canyon,East Canyon,276,Deer,General Season,Dedicated Hunter,107,103,35,34.0,10.8,3.4,7,5,VALID,
DB1801,DATABASE_MATCHED,2025,2026,Morgan-South Rich,Morgan-South Rich,117,Deer,General Season,Dedicated Hunter,25,22,3,13.6,8.7,3.0,7,6,VALID,
DB1802,DATABASE_MATCHED,2025,2026,"Beaver, East","Beaver, East",685,Deer,General Season,Dedicated Hunter,245,232,76,32.8,8.2,3.3,7,7,VALID,
DB1803,DATABASE_MATCHED,2025,2026,"Beaver, West","Beaver, West",672,Deer,General Season,Dedicated Hunter,54,54,15,27.8,11.7,3.4,7,8,VALID,
DB1804,DATABASE_MATCHED,2025,2026,Cedar/Stansbury,Cedar/Stansbury,925,Deer,General Season,Dedicated Hunter,141,127,39,30.7,8.0,2.7,7,9,VALID,
DB1805,DATABASE_MATCHED,2025,2026,Oquirrh/Tintic,Oquirrh/Tintic,927,Deer,General Season,Dedicated Hunter,276,258,96,37.2,9.1,3.2,7,10,VALID,
DB1806,DATABASE_MATCHED,2025,2026,"West Desert, Swasey","West Desert, Swasey",926,Deer,General Season,Dedicated Hunter,37,34,7,20.6,9.8,3.2,7,11,VALID,
LD1001,DATABASE_MATCHED,2025,2026,Paunsaugunt - Private Land Only,Paunsaugunt - Private Land Only,163,Deer,Limited Entry - Private Land Only,Archery,1,1,0,0.0,5.0,1.0,7,12,VALID,
LD1004,DATABASE_MATCHED,2025,2026,Paunsaugunt - Private Land Only,Paunsaugunt - Private Land Only,163,Deer,Limited Entry - Private Land Only,Any Legal Weapon,1,1,1,100.0,5.0,5.0,7,13,VALID,
LD1006,DATABASE_MATCHED,2025,2026,Paunsaugunt - Private Land Only,Paunsaugunt - Private Land Only,163,Deer,Limited Entry - Private Land Only,Muzzleloader,1,1,0,0.0,6.0,2.0,7,14,VALID,
LD1019,DATABASE_MATCHED,2025,2026,"Fillmore, Oak Creek LE - Private Land Only","Fillmore, Oak Creek LE - Private Land Only",85,Deer,Limited Entry - Private Land Only,Any Legal Weapon,1,1,0,0.0,9.0,4.0,7,15,VALID,
LD1023,DATABASE_MATCHED,2025,2026,Diamond Mtn - Private Land Only,Diamond Mtn - Private Land Only,206,Deer,Limited Entry - Private Land Only,Any Legal Weapon,1,1,1,100.0,4.0,5.0,7,16,VALID,
LD1108,DATABASE_MATCHED,2025,2026,Thousand Lakes - Private Land Only,Thousand Lakes - Private Land Only,632,Deer,Limited Entry - Private Land Only,Restricted Rifle,1,1,0,0.0,5.0,3.0,7,17,VALID,
LO0009,DATABASE_MATCHED,2025,2026,Diamond Mtn Landowner Association,Diamond Mtn Landowner Association,206,Deer,Limited Entry - Private Land Only,Any Legal Weapon,25,25,25,100.0,2.7,4.3,7,18,VALID,
LO0010,DATABASE_MATCHED,2025,2026,Diamond Mtn Landowner Association,Diamond Mtn Landowner Association,206,Deer,Limited Entry - Private Land Only,Muzzleloader,2,2,2,100.0,4.0,4.0,7,19,VALID,
LO0012,DATABASE_MATCHED,2025,2026,Diamond Mtn Landowner Association,Diamond Mtn Landowner Association,206,Elk,Limited Entry - Private Land Only,Any Legal Weapon,12,12,12,100.0,2.0,4.3,7,20,VALID,
LO0013,DATABASE_MATCHED,2025,2026,Diamond Mtn Landowner Association,Diamond Mtn Landowner Association,206,Elk,Limited Entry - Private Land Only,Any Legal Weapon,9,9,9,100.0,3.0,5.0,7,21,VALID,
LO0014,DATABASE_MATCHED,2025,2026,Diamond Mtn Landowner Association,Diamond Mtn Landowner Association,206,Elk,Limited Entry - Private Land Only,Muzzleloader,5,5,5,100.0,3.2,5.0,7,22,VALID,
LO0015,DATABASE_MATCHED,2025,2026,Diamond Mtn Landowner Association,Diamond Mtn Landowner Association,206,Elk,Limited Entry - Private Land Only,Any Legal Weapon,2,2,0,0.0,7.5,4.5,7,23,VALID,
LO1502,DATABASE_MATCHED,2025,2026,Cache,Cache,29,Deer,General Season - Private Land Only,Archery,1,1,1,100.0,5.0,2.0,7,24,VALID,
LO1506,DATABASE_MATCHED,2025,2026,Fillmore,Fillmore,804,Deer,General Season - Private Land Only,Archery,1,1,0,0.0,7.0,5.0,7,25,VALID,
LO1511,DATABASE_MATCHED,2025,2026,Mt Dutton,Mt Dutton,630,Deer,General Season - Private Land Only,Archery,1,1,0,0.0,15.0,3.0,7,26,VALID,
LO1512,DATABASE_MATCHED,2025,2026,Nine Mile,Nine Mile,615,Deer,General Season - Private Land Only,Archery,3,3,1,33.3,7.7,1.7,7,27,VALID,
LO1514,DATABASE_MATCHED,2025,2026,Ogden,Ogden,609,Deer,General Season - Private Land Only,Archery,2,2,2,100.0,3.5,5.0,7,28,VALID,
LO1516,DATABASE_MATCHED,2025,2026,Panguitch Lake,Panguitch Lake,634,Deer,General Season - Private Land Only,Archery,2,2,2,100.0,10.0,4.0,7,29,VALID,
LO1517,DATABASE_MATCHED,2025,2026,Pine Valley,Pine Valley,636,Deer,General Season - Private Land Only,Archery,1,1,0,0.0,2.0,2.0,7,30,VALID,
LO1524,DATABASE_MATCHED,2025,2026,Southwest Desert,Southwest Desert,625,Deer,General Season - Private Land Only,Archery,2,2,0,0.0,4.0,3.0,7,31,VALID,
LO1529,DATABASE_MATCHED,2025,2026,Zion,Zion,635,Deer,General Season - Private Land Only,Archery,6,6,0,0.0,6.8,3.3,7,32,VALID,
LO1531,DATABASE_MATCHED,2025,2026,Box Elder,Box Elder,607,Deer,General Season - Private Land Only,Any Legal Weapon (Late),18,18,12,66.7,4.5,4.3,7,33,VALID,
LO1533,DATABASE_MATCHED,2025,2026,Manti/San Rafael,Manti/San Rafael,619,Deer,General Season - Private Land Only,Any Legal Weapon (Late),22,22,14,63.6,4.0,3.9,7,34,VALID,
LO1534,DATABASE_MATCHED,2025,2026,Nebo,Nebo,616,Deer,General Season - Private Land Only,Any Legal Weapon (Late),5,5,4,80.0,5.2,4.8,7,35,VALID,
LO1536,DATABASE_MATCHED,2025,2026,Fillmore,Fillmore,804,Deer,General Season - Private Land Only,Any Legal Weapon (Late),34,32,19,59.4,3.3,3.8,7,36,VALID,
LO1540,DATABASE_MATCHED,2025,2026,Monroe,Monroe,629,Deer,General Season - Private Land Only,Any Legal Weapon (Late),1,1,0,0.0,1.0,3.0,7,37,VALID,
LO1541,DATABASE_MATCHED,2025,2026,Mt Dutton,Mt Dutton,630,Deer,General Season - Private Land Only,Any Legal Weapon (Late),3,3,3,100.0,3.0,5.0,7,38,VALID,
LO1542,DATABASE_MATCHED,2025,2026,Nine Mile,Nine Mile,615,Deer,General Season - Private Land Only,Any Legal Weapon (Late),13,13,7,53.8,4.9,4.6,7,39,VALID,
LO1544,DATABASE_MATCHED,2025,2026,Ogden,Ogden,609,Deer,General Season - Private Land Only,Any Legal Weapon (Late),4,4,4,100.0,2.8,4.8,7,40,VALID,
LO1546,DATABASE_MATCHED,2025,2026,Panguitch Lake,Panguitch Lake,634,Deer,General Season - Private Land Only,Any Legal Weapon (Late),5,5,2,40.0,4.8,4.3,7,41,VALID,
LO1547,DATABASE_MATCHED,2025,2026,Pine Valley,Pine Valley,636,Deer,General Season - Private Land Only,Any Legal Weapon (Late),2,2,2,100.0,7.0,5.0,7,42,VALID,
LO1551,DATABASE_MATCHED,2025,2026,"San Juan, Abajo Mtns","San Juan, Abajo Mtns",618,Deer,General Season - Private Land Only,Any Legal Weapon (Late),8,8,7,87.5,3.0,4.2,7,43,VALID,
LO1552,DATABASE_MATCHED,2025,2026,Vernal/Bonanza,Vernal/Bonanza,614,Deer,General Season - Private Land Only,Any Legal Weapon (Late),4,4,3,75.0,1.3,4.0,7,44,VALID,
LO1553,DATABASE_MATCHED,2025,2026,Yellowstone,Yellowstone,613,Deer,General Season - Private Land Only,Any Legal Weapon (Late),15,13,8,61.5,3.6,4.3,7,45,VALID,
LO1554,DATABASE_MATCHED,2025,2026,Southwest Desert,Southwest Desert,625,Deer,General Season - Private Land Only,Any Legal Weapon (Late),9,9,4,44.4,4.0,3.4,7,46,VALID,
LO1555,DATABASE_MATCHED,2025,2026,"Wasatch Mtns, East","Wasatch Mtns, East",621,Deer,General Season - Private Land Only,Any Legal Weapon (Late),6,6,4,66.7,3.4,5.0,7,47,VALID,
LO1556,DATABASE_MATCHED,2025,2026,"Wasatch Mtns, West","Wasatch Mtns, West",620,Deer,General Season - Private Land Only,Any Legal Weapon (Late),1,1,1,100.0,3.0,3.0,7,48,VALID,
LO1559,DATABASE_MATCHED,2025,2026,Zion,Zion,635,Deer,General Season - Private Land Only,Any Legal Weapon (Late),29,26,9,34.6,3.3,2.9,7,49,VALID,
LO1572,DATABASE_MATCHED,2025,2026,Nine Mile,Nine Mile,615,Deer,General Season - Private Land Only,Muzzleloader,1,1,1,100.0,3.0,5.0,7,50,VALID,
LO1576,DATABASE_MATCHED,2025,2026,Panguitch Lake,Panguitch Lake,634,Deer,General Season - Private Land Only,Muzzleloader,2,2,1,50.0,3.0,3.5,7,51,VALID,
LO1581,DATABASE_MATCHED,2025,2026,"San Juan, Abajo Mtns","San Juan, Abajo Mtns",618,Deer,General Season - Private Land Only,Muzzleloader,1,1,0,0.0,5.0,2.0,7,52,VALID,
LO1589,DATABASE_MATCHED,2025,2026,Zion,Zion,635,Deer,General Season - Private Land Only,Muzzleloader,6,6,3,50.0,5.5,3.0,7,53,VALID,
LO1591,DATABASE_MATCHED,2025,2026,Fillmore,Fillmore,804,Deer,General Season - Private Land Only,Any Legal Weapon (Early),1,1,1,100.0,3.0,1.0,7,54,VALID,
LO1593,DATABASE_MATCHED,2025,2026,Nine Mile,Nine Mile,615,Deer,General Season - Private Land Only,Any Legal Weapon (Early),2,2,2,100.0,1.5,4.5,7,55,VALID,
LO1594,DATABASE_MATCHED,2025,2026,Panguitch Lake,Panguitch Lake,634,Deer,General Season - Private Land Only,Any Legal Weapon (Early),2,2,2,100.0,5.0,4.0,7,56,VALID,
LO1597,DATABASE_MATCHED,2025,2026,Zion,Zion,635,Deer,General Season - Private Land Only,Any Legal Weapon (Early),12,12,7,58.3,3.4,3.8,7,57,VALID,
LO1598,DATABASE_MATCHED,2025,2026,North Slope,North Slope,612,Deer,General Season - Private Land Only,Any Legal Weapon (Early),1,1,0,0.0,2.0,4.0,7,58,VALID,
LO1599,DATABASE_MATCHED,2025,2026,Chalk Creek,Chalk Creek,69,Deer,General Season - Private Land Only,Any Legal Weapon (Late),11,10,3,30.0,2.3,3.7,7,59,VALID,
LO1601,DATABASE_MATCHED,2025,2026,Chalk Creek,Chalk Creek,69,Deer,General Season - Private Land Only,Any Legal Weapon (Early),1,1,0,0.0,4.0,3.0,7,60,VALID,
LO1603,DATABASE_MATCHED,2025,2026,East Canyon,East Canyon,276,Deer,General Season - Private Land Only,Any Legal Weapon (Late),11,9,7,77.8,3.9,4.8,7,61,VALID,
LO1604,DATABASE_MATCHED,2025,2026,East Canyon,East Canyon,276,Deer,General Season - Private Land Only,Archery,4,3,0,0.0,4.0,3.3,7,62,VALID,
LO1607,DATABASE_MATCHED,2025,2026,Morgan-South Rich,Morgan-South Rich,117,Deer,General Season - Private Land Only,Any Legal Weapon (Late),4,3,0,0.0,3.0,2.5,8,2,VALID,
LO1608,DATABASE_MATCHED,2025,2026,Morgan-South Rich,Morgan-South Rich,117,Deer,General Season - Private Land Only,Archery,1,1,1,100.0,4.0,5.0,8,3,VALID,
LO1613,DATABASE_MATCHED,2025,2026,"Beaver, East","Beaver, East",685,Deer,General Season - Private Land Only,Any Legal Weapon (Late),5,5,0,0.0,4.8,2.5,8,4,VALID,
LO1614,DATABASE_MATCHED,2025,2026,"Beaver, West","Beaver, West",672,Deer,General Season - Private Land Only,Archery,1,1,1,100.0,7.0,5.0,8,5,VALID,
LO1616,DATABASE_MATCHED,2025,2026,"Beaver, West","Beaver, West",672,Deer,General Season - Private Land Only,Restricted Rifle,3,3,1,33.3,3.7,4.0,8,6,VALID,
LO1619,DATABASE_MATCHED,2025,2026,"West Desert, Swasey","West Desert, Swasey",926,Deer,General Season - Private Land Only,Any Legal Weapon (Late),3,3,3,100.0,4.0,5.0,8,7,VALID,
LO1622,DATABASE_MATCHED,2025,2026,Oquirrh/Tintic,Oquirrh/Tintic,927,Deer,General Season - Private Land Only,Any Legal Weapon (Late),6,5,5,100.0,2.6,4.6,8,8,VALID,
LO1625,DATABASE_MATCHED,2025,2026,Cedar/Stansbury,Cedar/Stansbury,925,Deer,General Season - Private Land Only,Any Legal Weapon (Late),1,1,0,0.0,8.0,2.0,8,9,VALID,
LO1627,DATABASE_MATCHED,2025,2026,Cache,Cache,29,Deer,General Season - Private Land Only,Restricted Rifle,8,8,6,75.0,4.4,3.2,8,10,VALID,
LO1631,DATABASE_MATCHED,2025,2026,Box Elder,Box Elder,607,Deer,General Season - Private Land Only,Any Legal Weapon (Early),3,3,0,0.0,3.5,3.0,8,11,VALID,
DS1000,DATABASE_MATCHED,2025,2026,Desert Bighorn Sheep - Statewide Permit,Desert Bighorn Sheep - Statewide Permit,5110,Desert Bighorn Sheep,Statewide,Any Legal Weapon,2,2,2,100.0,6.5,5.0,8,12,VALID,
DS1002,DATABASE_MATCHED,2025,2026,"Kaiparowits, East","Kaiparowits, East",98,Desert Bighorn Sheep,Conservation,Any Legal Weapon,1,1,1,100.0,1.0,5.0,8,13,VALID,
DS1003,DATABASE_MATCHED,2025,2026,"Kaiparowits, Escalante East/West","Kaiparowits, Escalante East/West",5141,Desert Bighorn Sheep,Conservation,Any Legal Weapon,1,1,1,100.0,4.0,4.0,8,14,VALID,
DS1004,DATABASE_MATCHED,2025,2026,"San Rafael, Dirty Devil","San Rafael, Dirty Devil",193,Desert Bighorn Sheep,Conservation,Any Legal Weapon,1,1,1,100.0,6.0,4.0,8,15,VALID,
DS1006,DATABASE_MATCHED,2025,2026,"Kaiparowits, West","Kaiparowits, West",100,Desert Bighorn Sheep,Conservation,Any Legal Weapon,1,1,1,100.0,1.0,5.0,8,16,VALID,
DS1007,DATABASE_MATCHED,2025,2026,"San Rafael, South","San Rafael, South",195,Desert Bighorn Sheep,Conservation,Any Legal Weapon,1,1,1,100.0,1.0,5.0,8,17,VALID,
DS6600,DATABASE_MATCHED,2025,2026,Henry Mtns,Henry Mtns,94,Desert Bighorn Sheep,Once-in-a-lifetime,Any Legal Weapon,3,3,2,66.7,22.7,2.3,8,18,VALID,
DS6601,DATABASE_MATCHED,2025,2026,"Kaiparowits, East","Kaiparowits, East",98,Desert Bighorn Sheep,Once-in-a-lifetime,Any Legal Weapon,13,13,13,100.0,5.3,4.8,8,19,VALID,
DS6603,DATABASE_MATCHED,2025,2026,"Kaiparowits, West","Kaiparowits, West",100,Desert Bighorn Sheep,Once-in-a-lifetime,Any Legal Weapon,5,5,5,100.0,6.0,4.4,8,20,VALID,
DS6604,DATABASE_MATCHED,2025,2026,"La Sal, Potash/South Cisco","La Sal, Potash/South Cisco",688,Desert Bighorn Sheep,Once-in-a-lifetime,Any Legal Weapon,7,7,7,100.0,7.7,4.3,8,21,VALID,
DS6605,DATABASE_MATCHED,2025,2026,"Pine Valley, Beaver Dam","Pine Valley, Beaver Dam",305,Desert Bighorn Sheep,Conservation,Any Legal Weapon,1,1,1,100.0,8.0,5.0,8,22,VALID,
DS6606,DATABASE_MATCHED,2025,2026,"San Juan, Lockhart","San Juan, Lockhart",187,Desert Bighorn Sheep,Once-in-a-lifetime,Any Legal Weapon,2,2,1,50.0,12.0,4.5,8,23,VALID,
DS6607,DATABASE_MATCHED,2025,2026,"San Juan, South","San Juan, South",190,Desert Bighorn Sheep,Once-in-a-lifetime,Any Legal Weapon,2,2,2,100.0,6.5,5.0,8,24,VALID,
