hunt_code,boundary_id,hunt_name,sex_type,species,weapon,hunt_type,hunt_class,season,permits_2026_res,permits_2026_nr,permits_2026_total,NOTES,permits_2025_draw_res,permits_2025_draw_nr,permits_2025_draw_total,draw_2025_bg_pdf_page,draw_2025_bg_report_page,draw_2025_type,permits_2025_draw_source,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2025_source,permits_2026_source,permits_2026_draw_res,permits_2026_draw_nr,permits_2026_draw_total,permits_2026_draw_source,draw_2026_system_type,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_source,permit_allotment_2026_source_file,permit_allotment_2026_status,dwr_huntplanner_source_url,dwr_huntplanner_source_retrieved_at,dwr_huntplanner_management_stats_available,dwr_huntplanner_season_date_text,dwr_huntplanner_permits_2026_res,dwr_huntplanner_permits_2026_nr,dwr_huntplanner_permits_2026_total,dwr_huntplanner_percent_harvest_success_previous_hunting_season,dwr_huntplanner_current_age_3yr_average,dwr_huntplanner_age_objective,dwr_huntplanner_population_objective,dwr_huntplanner_current_population_estimate
MB6219,578,Skull Crack CWMU,Bull,Moose,Any Legal Weapon,CWMU,CWMU,Contact Operator for 2026 season dates,,,2,,2,0,2,519,485,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,2,0,2,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Moose&gender=Bull,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=MB6219,2026-05-29T07:31:31.653Z,true,Contact Operator for 2026 season dates,2,0,0,100,,,,
DB1238,579,Folley Ridge CWMU,Buck,Deer,Any Legal Weapon,CWMU,CWMU,Contact Operator for 2026 season dates,,,3,,3,0,3,111,126,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,3,0,3,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1238,2026-05-29T07:31:31.653Z,true,Contact Operator for 2026 season dates,3,0,0,60,,,,
EA1135,579,Folley Ridge CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,CWMU,Contact operator for 2025 season dates,,,20,,,,,,,,,20,0,20,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,20,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,20,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1135,2026-05-29T07:31:31.653Z,true,Contact operator for 2025 season dates,20,0,0,60,,,,
EB3520,579,Folley Ridge CWMU,Bull,Elk,Any Legal Weapon,CWMU,CWMU,Contact operator for 2026 season dates,,,2,,2,0,2,357,396,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,2,0,2,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3520,2026-05-29T07:31:31.653Z,true,Contact operator for 2026 season dates,2,0,0,85.7,,,,
DB1317,580,Jacob's Creek CWMU,Buck,Deer,Any Legal Weapon,CWMU,CWMU,Contact Operator for 2026 season dates,,,2,,1,0,1,172,187,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,1,0,1,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1317,2026-05-29T07:31:31.653Z,true,Contact Operator for 2026 season dates,2,0,0,66.7,,,,
EB3530,580,Jacob's Creek CWMU,Bull,Elk,Any Legal Weapon,CWMU,CWMU,Contact operator for 2026 season dates,,,2,,1,0,1,367,406,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,1,0,1,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3530,2026-05-29T07:31:31.653Z,true,Contact operator for 2026 season dates,2,0,0,55.6,,,,
MB6258,580,Jacob's Creek CWMU,Bull,Moose,Any Legal Weapon,CWMU,CWMU,Contact Operator for 2026 season dates,,,1,,1,0,1,530,496,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,1,0,1,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Moose&gender=Bull,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=MB6258,2026-05-29T07:31:31.653Z,true,Contact Operator for 2026 season dates,1,0,0,100,,,,
DB1202,581,Antelope Creek CWMU,Buck,Deer,Any Legal Weapon,CWMU,CWMU,Contact Operator for 2026 season dates,,,1,,1,0,1,84,99,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,1,0,1,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1202,2026-05-29T07:31:31.653Z,true,Contact Operator for 2026 season dates,1,0,0,50,,,,
PB5300,581,Antelope Creek CWMU,Buck,Pronghorn,Any Legal Weapon,CWMU,CWMU,Contact operator for 2026 season dates,,,4,,4,0,4,473,564,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,4,0,4,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,4,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,4,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5300,2026-05-29T07:31:31.653Z,true,Contact operator for 2026 season dates,4,0,0,100,,,,
PD1047,581,Antelope Creek CWMU,Doe,Pronghorn,Any Legal Weapon,CWMU,CWMU,Contact operator for 2025 season dates,,,6,,,,,,,,,6,0,6,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,6,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,6,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PD1047,2026-05-29T07:31:31.653Z,true,Contact operator for 2025 season dates,6,0,0,100,,,,
DB1206,582,Bear Mountain CWMU,Buck,Deer,Any Legal Weapon,CWMU,CWMU,Contact Operator for 2026 season dates,,,1,,1,0,1,88,103,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,1,0,1,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1206,2026-05-29T07:31:31.653Z,true,Contact Operator for 2026 season dates,1,0,0,85.7,,,,
EA1120,582,Bear Mountain CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,CWMU,Contact operator for 2025 season dates,,,20,,,,,,,,,20,0,20,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,20,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,20,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1120,2026-05-29T07:31:31.653Z,true,Contact operator for 2025 season dates,20,0,0,21.4,,,,
EB3502,582,Bear Mountain CWMU,Bull,Elk,Any Legal Weapon,CWMU,CWMU,Contact operator for 2026 season dates,,,1,,1,0,1,344,383,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,1,0,1,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3502,2026-05-29T07:31:31.653Z,true,Contact operator for 2026 season dates,1,0,0,42.9,,,,
DB1291,585,Skull Valley South CWMU,Buck,Deer,Any Legal Weapon,CWMU,CWMU,Contact Operator for 2026 season dates,,,1,,1,0,1,155,170,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,1,0,1,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1291,2026-05-29T07:31:31.653Z,true,Contact Operator for 2026 season dates,1,0,0,100,,,,
PB5309,585,Skull Valley South CWMU,Buck,Pronghorn,Any Legal Weapon,CWMU,CWMU,Contact operator for 2026 season dates,,,2,,2,0,2,477,568,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,2,0,2,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5309,2026-05-29T07:31:31.653Z,true,Contact operator for 2026 season dates,2,0,0,100,,,,
DB1305,586,Wallsburg CWMU,Buck,Deer,Any Legal Weapon,CWMU,CWMU,Contact Operator for 2026 season dates,,,1,,1,0,1,166,181,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,1,0,1,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1305,2026-05-29T07:31:31.653Z,true,Contact Operator for 2026 season dates,1,0,0,50,,,,
EA1175,586,Wallsburg CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,CWMU,Contact operator for 2025 season dates,,,10,,,,,,,,,10,0,10,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,10,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,10,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1175,2026-05-29T07:31:31.653Z,true,Contact operator for 2025 season dates,10,0,0,0,,,,
EB3562,586,Wallsburg CWMU,Bull,Elk,Any Legal Weapon,CWMU,CWMU,Contact operator for 2026 season dates,,,1,,1,0,1,393,432,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,1,0,1,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3562,2026-05-29T07:31:31.653Z,true,Contact operator for 2026 season dates,1,0,0,70,,,,
DA1012,589,Junction Valley CWMU,Antlerless,Deer,Any Legal Weapon,CWMU,CWMU,Contact operator for 2025 season dates,,,15,,,,,,,,,15,0,15,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,15,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,15,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Antlerless,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DA1012,2026-05-29T07:31:31.653Z,true,Contact operator for 2025 season dates,15,0,0,100,,,,
DB1256,589,Junction Valley CWMU,Buck,Deer,Any Legal Weapon,CWMU,CWMU,Contact Operator for 2026 season dates,,,5,,6,0,6,127,142,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,6,0,6,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,5,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,5,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1256,2026-05-29T07:31:31.653Z,true,Contact Operator for 2026 season dates,5,0,0,88.6,,,,
EB3533,589,Junction Valley CWMU,Bull,Elk,Any Legal Weapon,CWMU,CWMU,Contact operator for 2026 season dates,,,1,,1,0,1,370,409,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,1,0,1,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3533,2026-05-29T07:31:31.653Z,true,Contact operator for 2026 season dates,1,0,0,33.3,,,,
MB6262,589,Junction Valley CWMU,Bull,Moose,Any Legal Weapon,CWMU,CWMU,Contact Operator for 2026 season dates,,,1,,1,0,1,532,498,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,1,0,1,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Moose&gender=Bull,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=MB6262,2026-05-29T07:31:31.653Z,true,Contact Operator for 2026 season dates,1,0,0,100,,,,
PB5346,589,Junction Valley CWMU,Buck,Pronghorn,Any Legal Weapon,CWMU,CWMU,Contact operator for 2026 season dates,,,1,,1,0,1,496,587,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,1,0,1,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5346,2026-05-29T07:31:31.653Z,false,Contact operator for 2026 season dates,1,0,0,,,,,
PB5306,590,Rabbit Creek CWMU,Buck,Pronghorn,Any Legal Weapon,CWMU,CWMU,Contact operator for 2026 season dates,,,1,,1,0,1,476,567,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,1,0,1,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5306,2026-05-29T07:31:31.653Z,true,Contact operator for 2026 season dates,1,0,0,50,,,,
DB1275,592,Pine Canyon CWMU,Buck,Deer,Any Legal Weapon,CWMU,CWMU,Contact Operator for 2026 season dates,,,2,,2,0,2,142,157,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,2,0,2,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1275,2026-05-29T07:31:31.653Z,true,Contact Operator for 2026 season dates,2,0,0,40,,,,
DB1215,598,Buckhorn Ranch CWMU,Buck,Deer,Any Legal Weapon,CWMU,CWMU,Contact Operator for 2026 season dates,,,1,,1,0,1,95,110,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,1,0,1,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1215,2026-05-29T07:31:31.653Z,true,Contact Operator for 2026 season dates,1,0,0,60,,,,
DB1203,599,Avintaquin Canyon CWMU,Buck,Deer,Any Legal Weapon,CWMU,CWMU,Contact Operator for 2026 season dates,,,1,,1,0,1,85,100,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,1,0,1,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1203,2026-05-29T07:31:31.653Z,true,Contact Operator for 2026 season dates,1,0,0,44.4,,,,
EA1233,599,Avintaquin Canyon CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,CWMU,Contact operator for 2025 season dates,,,4,,,,,,,,,4,0,4,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,4,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,4,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1233,2026-05-29T07:31:31.653Z,true,Contact operator for 2025 season dates,4,0,0,0,,,,
EB3608,599,Avintaquin Canyon CWMU,Bull,Elk,Any Legal Weapon,CWMU,CWMU,Contact operator for 2026 season dates,,,1,,1,0,1,400,439,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,1,0,1,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3608,2026-05-29T07:31:31.653Z,true,Contact operator for 2026 season dates,1,0,0,66.7,,,,
DB1300,602,Thatcher Mountain CWMU,Buck,Deer,Any Legal Weapon,CWMU,CWMU,Contact Operator for 2026 season dates,,,1,,1,0,1,162,177,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,1,0,1,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1300,2026-05-29T07:31:31.653Z,true,Contact Operator for 2026 season dates,1,0,0,33.3,,,,
PB5305,603,Park Valley CWMU,Buck,Pronghorn,Any Legal Weapon,CWMU,CWMU,Contact operator for 2026 season dates,,,1,,1,0,1,475,566,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,1,0,1,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5305,2026-05-29T07:31:31.653Z,true,Contact operator for 2026 season dates,1,0,0,66.7,,,,
DB1212,604,Bluebell CWMU,Buck,Deer,Any Legal Weapon,CWMU,CWMU,Contact Operator for 2026 season dates,,,1,,1,0,1,93,108,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,1,0,1,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1212,2026-05-29T07:31:31.653Z,true,Contact Operator for 2026 season dates,1,0,0,75,,,,
