hunt_code,guidebook_page,guidebook_section,species_inferred,guidebook_hunt_name,guidebook_detail_text,guidebook_season_text,guidebook_county_text,guidebook_public_permits,raw_line
EB3180,55,BULL_ELK_HUNT_TABLES,Elk,"Fillmore, Pahvant",Nov. 28-Dec. 13,Nov. 28-Dec. 13,,,"Fillmore, Pahvant EB3180 Nov. 28-Dec. 13"
EB3181,57,BULL_ELK_HUNT_TABLES,Elk,"Fillmore, Pahvant",Oct. 3-Oct. 15,Oct. 3-Oct. 15,,,"Fillmore, Pahvant EB3181 Oct. 3-Oct. 15"
EB3182,55,BULL_ELK_HUNT_TABLES,Elk,La Sal Mtns,Nov. 28-Dec. 13,Nov. 28-Dec. 13,,,La Sal Mtns EB3182 Nov. 28-Dec. 13
EB3183,57,BULL_ELK_HUNT_TABLES,Elk,La Sal Mtns,Oct. 3-Oct. 15,Oct. 3-Oct. 15,,,La Sal Mtns EB3183 Oct. 3-Oct. 15
EB3184,55,BULL_ELK_HUNT_TABLES,Elk,Monroe,Nov. 28-Dec. 13,Nov. 28-Dec. 13,,,Monroe EB3184 Nov. 28-Dec. 13
EB3185,57,BULL_ELK_HUNT_TABLES,Elk,Monroe,Oct. 3-Oct. 15,Oct. 3-Oct. 15,,,Monroe EB3185 Oct. 3-Oct. 15
EB3186,55,BULL_ELK_HUNT_TABLES,Elk,Mt Dutton,Nov. 28-Dec. 13,Nov. 28-Dec. 13,,,Mt Dutton EB3186 Nov. 28-Dec. 13
EB3187,57,BULL_ELK_HUNT_TABLES,Elk,Mt Dutton,Oct. 3-Oct. 15,Oct. 3-Oct. 15,,,Mt Dutton EB3187 Oct. 3-Oct. 15
EB3188,55,BULL_ELK_HUNT_TABLES,Elk,Panguitch Lake,Nov. 28-Dec. 13,Nov. 28-Dec. 13,,,Panguitch Lake EB3188 Nov. 28-Dec. 13
EB3189,57,BULL_ELK_HUNT_TABLES,Elk,Panguitch Lake,Oct. 3-Oct. 15,Oct. 3-Oct. 15,,,Panguitch Lake EB3189 Oct. 3-Oct. 15
EB3190,55,BULL_ELK_HUNT_TABLES,Elk,Boulder,Nov. 28-Dec. 13,Nov. 28-Dec. 13,,,Boulder EB3190 Nov. 28-Dec. 13
EB3191,57,BULL_ELK_HUNT_TABLES,Elk,Boulder,Oct. 3-Oct. 15,Oct. 3-Oct. 15,,,Boulder EB3191 Oct. 3-Oct. 15
EB3192,55,BULL_ELK_HUNT_TABLES,Elk,Fishlake/Thousand Lakes,Nov. 28-Dec. 13,Nov. 28-Dec. 13,,,Fishlake/Thousand Lakes EB3192 Nov. 28-Dec. 13
EB3193,55,BULL_ELK_HUNT_TABLES,Elk,San Juan Bull Elk,Nov. 28-Dec. 13,Nov. 28-Dec. 13,,,San Juan Bull Elk EB3193 Nov. 28-Dec. 13
EB3194,57,BULL_ELK_HUNT_TABLES,Elk,San Juan Bull Elk,Oct. 3-Oct. 15,Oct. 3-Oct. 15,,,San Juan Bull Elk EB3194 Oct. 3-Oct. 15
EB3195,55,BULL_ELK_HUNT_TABLES,Elk,Diamond Mtn,Nov. 28-Dec. 13,Nov. 28-Dec. 13,,,Diamond Mtn EB3195 Nov. 28-Dec. 13
EB3196,58,BULL_ELK_HUNT_TABLES,Elk,Diamond Mtn,Nov. 7-Nov. 15,Nov. 7-Nov. 15,,,Diamond Mtn EB3196 Nov. 7-Nov. 15
EB3197,55,BULL_ELK_HUNT_TABLES,Elk,"Southwest Desert, South",Nov. 28-Dec. 13,Nov. 28-Dec. 13,,,"Southwest Desert, South EB3197 Nov. 28-Dec. 13"
EB3198,57,BULL_ELK_HUNT_TABLES,Elk,"Southwest Desert, South",Oct. 3-Oct. 15,Oct. 3-Oct. 15,,,"Southwest Desert, South EB3198 Oct. 3-Oct. 15"
EB3199,55,BULL_ELK_HUNT_TABLES,Elk,Wasatch Mtns,Nov. 28-Dec. 13,Nov. 28-Dec. 13,,,Wasatch Mtns EB3199 Nov. 28-Dec. 13
EB3205,61,BUCK_PRONGHORN_HUNT_TABLES,Elk,East Canyon,Dec. 19-Dec. 27,Dec. 19-Dec. 27,,,East Canyon EB3205 Dec. 19-Dec. 27
EB3208,58,BULL_ELK_HUNT_TABLES,Elk,Morgan-South Rich,Dec. 19-Dec. 27,Dec. 19-Dec. 27,,,Morgan-South Rich EB3208 Dec. 19-Dec. 27
EB3210,56,BULL_ELK_HUNT_TABLES,Elk,"North Slope, Three Corners",Sept. 16-Sept. 20,Sept. 16-Sept. 20,,,"North Slope, Three Corners EB3210 Sept. 16-Sept. 20"
EB3500,74,CWMU_HUNT_TABLES,Elk,Alton,Kane 1,,Kane,1,Alton EB3500 Kane 1
EB3501,74,CWMU_HUNT_TABLES,Elk,Bar J Ranch,Sevier 2,,Sevier,2,Bar J Ranch EB3501 Sevier 2
EB3502,74,CWMU_HUNT_TABLES,Elk,Bear Mountain,Sanpete 1,,Sanpete,1,Bear Mountain EB3502 Sanpete 1
EB3503,74,CWMU_HUNT_TABLES,Elk,Bear Springs,Morgan/Weber 1,,Morgan/Weber,1,Bear Springs EB3503 Morgan/Weber 1
EB3504,74,CWMU_HUNT_TABLES,Elk,Blackhawk,Carbon 1,,Carbon,1,Blackhawk EB3504 Carbon 1
EB3505,74,CWMU_HUNT_TABLES,Elk,Boobe Hole,Sevier 2,,Sevier,2,Boobe Hole EB3505 Sevier 2
EB3506,74,CWMU_HUNT_TABLES,Elk,Causey Spring,Weber 1,,Weber,1,Causey Spring EB3506 Weber 1
EB3508,74,CWMU_HUNT_TABLES,Elk,Chimney Rock,Morgan/Summit 2,,Morgan/Summit,2,Chimney Rock EB3508 Morgan/Summit 2
EB3509,74,CWMU_HUNT_TABLES,Elk,Coldwater Ranch,Cache 3,,Cache,3,Coldwater Ranch EB3509 Cache 3
EB3511,74,CWMU_HUNT_TABLES,Elk,Cotton Thomas,Box Elder 1,,Box Elder,1,Cotton Thomas EB3511 Box Elder 1
EB3514,74,CWMU_HUNT_TABLES,Elk,Deseret,Morgan/Rich/Weber 19,,Morgan/Rich/Weber,19,Deseret EB3514 Morgan/Rich/Weber 19
EB3515,74,CWMU_HUNT_TABLES,Elk,Double Cone,Box Elder 1,,Box Elder,1,Double Cone EB3515 Box Elder 1
EB3516,74,CWMU_HUNT_TABLES,Elk,Durst Mountain,Morgan 3,,Morgan,3,Durst Mountain EB3516 Morgan 3
EB3517,74,CWMU_HUNT_TABLES,Elk,East Fork Chalk Creek,Summit 3,,Summit,3,East Fork Chalk Creek EB3517 Summit 3
EB3519,74,CWMU_HUNT_TABLES,Elk,Ensign Ranches,Morgan/Rich/Summit 6,,Morgan/Rich/Summit,6,Ensign Ranches EB3519 Morgan/Rich/Summit 6
EB3520,74,CWMU_HUNT_TABLES,Elk,Folley Ridge,Morgan 2,,Morgan,2,Folley Ridge EB3520 Morgan 2
EB3521,74,CWMU_HUNT_TABLES,Elk,Grass Valley/Clark Canyon,Summit 10,,Summit,10,Grass Valley/Clark Canyon EB3521 Summit 10
EB3522,74,CWMU_HUNT_TABLES,Elk,Grazing Pasture,Sevier 1,,Sevier,1,Grazing Pasture EB3522 Sevier 1
EB3523,74,CWMU_HUNT_TABLES,Elk,Guildersleeve,Morgan 2,,Morgan,2,Guildersleeve EB3523 Morgan 2
EB3524,74,CWMU_HUNT_TABLES,Elk,Hardscrabble,Davis/Morgan/Salt Lake 2,,Davis/Morgan/Salt Lake,2,Hardscrabble EB3524 Davis/Morgan/Salt Lake 2
EB3525,74,CWMU_HUNT_TABLES,Elk,Heaston East,Salt Lake 2,,Salt Lake,2,Heaston East EB3525 Salt Lake 2
EB3526,74,CWMU_HUNT_TABLES,Elk,Hiawatha,Carbon 2,,Carbon,2,Hiawatha EB3526 Carbon 2
EB3527,75,CWMU_HUNT_TABLES,Elk,Indian Head,Carbon/Duchesne/Utah 2,,Carbon/Duchesne/Utah,2,Indian Head EB3527 Carbon/Duchesne/Utah 2
EB3528,75,CWMU_HUNT_TABLES,Elk,Ingham Peak,Box Elder 1,,Box Elder,1,Ingham Peak EB3528 Box Elder 1
EB3529,74,CWMU_HUNT_TABLES,Elk,Circle E Ranch,Grand 2,,Grand,2,Circle E Ranch EB3529 Grand 2
EB3530,75,CWMU_HUNT_TABLES,Elk,Jacob's Creek,Davis/Morgan 2,,Davis/Morgan,2,Jacob's Creek EB3530 Davis/Morgan 2
EB3531,75,CWMU_HUNT_TABLES,Elk,Johnson Mountain Ranch,Sevier 2,,Sevier,2,Johnson Mountain Ranch EB3531 Sevier 2
EB3532,75,CWMU_HUNT_TABLES,Elk,Jump Creek,Carbon 1,,Carbon,1,Jump Creek EB3532 Carbon 1
EB3533,75,CWMU_HUNT_TABLES,Elk,Junction Valley,Box Elder 1,,Box Elder,1,Junction Valley EB3533 Box Elder 1
EB3534,75,CWMU_HUNT_TABLES,Elk,Little Red Creek,Wasatch 2,,Wasatch,2,Little Red Creek EB3534 Wasatch 2
EB3536,75,CWMU_HUNT_TABLES,Elk,Minnie Maud Ridge,Carbon/Duchesne 5,,Carbon/Duchesne,5,Minnie Maud Ridge EB3536 Carbon/Duchesne 5
EB3538,75,CWMU_HUNT_TABLES,Elk,Moon Ranch,Duchesne 1,,Duchesne,1,Moon Ranch EB3538 Duchesne 1
EB3540,75,CWMU_HUNT_TABLES,Elk,Old Woman Plateau,Sevier 2,,Sevier,2,Old Woman Plateau EB3540 Sevier 2
EB3541,75,CWMU_HUNT_TABLES,Elk,Patmos Ridge,Carbon 1,,Carbon,1,Patmos Ridge EB3541 Carbon 1
EB3543,75,CWMU_HUNT_TABLES,Elk,Preston Nutter Ranch,Carbon 3,,Carbon,3,Preston Nutter Ranch EB3543 Carbon 3
EB3544,75,CWMU_HUNT_TABLES,Elk,Redd Ranches,Grand/San Juan 2,,Grand/San Juan,2,Redd Ranches EB3544 Grand/San Juan 2
EB3545,74,CWMU_HUNT_TABLES,Elk,Cactus Ranch LLC,Box Elder 3,,Box Elder,3,Cactus Ranch LLC EB3545 Box Elder 3
EB3546,75,CWMU_HUNT_TABLES,Elk,Roan Cliffs,Carbon 1,,Carbon,1,Roan Cliffs EB3546 Carbon 1
EB3547,75,CWMU_HUNT_TABLES,Elk,Sand Creek,Duchesne 1,,Duchesne,1,Sand Creek EB3547 Duchesne 1
EB3548,75,CWMU_HUNT_TABLES,Elk,Scofield Canyons,Carbon/Utah 1,,Carbon/Utah,1,Scofield Canyons EB3548 Carbon/Utah 1
EB3549,75,CWMU_HUNT_TABLES,Elk,Scofield East,Carbon 1,,Carbon,1,Scofield East EB3549 Carbon 1
EB3550,75,CWMU_HUNT_TABLES,Elk,Scofield West,Carbon/Utah 2,,Carbon/Utah,2,Scofield West EB3550 Carbon/Utah 2
EB3551,75,CWMU_HUNT_TABLES,Elk,SJ Ranch,Cache 1,,Cache,1,SJ Ranch EB3551 Cache 1
EB3552,75,CWMU_HUNT_TABLES,Elk,Skull Crack,Morgan/Weber 1,,Morgan/Weber,1,Skull Crack EB3552 Morgan/Weber 1
EB3553,75,CWMU_HUNT_TABLES,Elk,Soldier Summit,Carbon/Utah/Wasatch 2,,Carbon/Utah/Wasatch,2,Soldier Summit EB3553 Carbon/Utah/Wasatch 2
EB3554,75,CWMU_HUNT_TABLES,Elk,South Canyon,Box Elder/Cache 1,,Box Elder/Cache,1,South Canyon EB3554 Box Elder/Cache 1
EB3555,75,CWMU_HUNT_TABLES,Elk,Spring Creek/Dodge,San Juan 2,,San Juan,2,Spring Creek/Dodge EB3555 San Juan 2
EB3557,76,CWMU_HUNT_TABLES,Elk,Strawberry Ridge,Cache/Rich 2,,Cache/Rich,2,Strawberry Ridge EB3557 Cache/Rich 2
EB3558,76,CWMU_HUNT_TABLES,Elk,Summit Point,San Juan 1,,San Juan,1,Summit Point EB3558 San Juan 1
EB3559,76,CWMU_HUNT_TABLES,Elk,Three C,Wasatch 2,,Wasatch,2,Three C EB3559 Wasatch 2
EB3562,76,CWMU_HUNT_TABLES,Elk,Wallsburg,Wasatch 1,,Wasatch,1,Wallsburg EB3562 Wasatch 1
EB3564,76,CWMU_HUNT_TABLES,Elk,Woodruff Creek South,Rich 2,,Rich,2,Woodruff Creek South EB3564 Rich 2
EB3565,75,CWMU_HUNT_TABLES,Elk,North Peaks,Box Elder 1,,Box Elder,1,North Peaks EB3565 Box Elder 1
EB3603,75,CWMU_HUNT_TABLES,Elk,Pahvant Ensign,Millard/Sevier 1,,Millard/Sevier,1,Pahvant Ensign EB3603 Millard/Sevier 1
EB3604,74,CWMU_HUNT_TABLES,Elk,Double R Ranch,Wasatch 1,,Wasatch,1,Double R Ranch EB3604 Wasatch 1
EB3606,75,CWMU_HUNT_TABLES,Elk,Mountain Sky Ranch,Utah 1,,Utah,1,Mountain Sky Ranch EB3606 Utah 1
EB3607,76,CWMU_HUNT_TABLES,Elk,West Willow Creek Ranch,Uintah 1,,Uintah,1,West Willow Creek Ranch EB3607 Uintah 1
EB3608,74,CWMU_HUNT_TABLES,Elk,Avintaquin Canyon,Duchesne 1,,Duchesne,1,Avintaquin Canyon EB3608 Duchesne 1
EB3610,75,CWMU_HUNT_TABLES,Elk,Sharp Mountain,Cache 2,,Cache,2,Sharp Mountain EB3610 Cache 2
EB3611,76,CWMU_HUNT_TABLES,Elk,West Ridge,Carbon 2,,Carbon,2,West Ridge EB3611 Carbon 2
EB3613,75,CWMU_HUNT_TABLES,Elk,Little Pole Canyon,Wasatch 1,,Wasatch,1,Little Pole Canyon EB3613 Wasatch 1
EB3614,76,CWMU_HUNT_TABLES,Elk,Tunnel Hollow,Morgan/Summit 1,,Morgan/Summit,1,Tunnel Hollow EB3614 Morgan/Summit 1
EB3619,76,CWMU_HUNT_TABLES,Elk,Weber Florence Creek/Stillman Creek,Summit 10,,Summit,10,Weber Florence Creek/Stillman Creek EB3619 Summit 10
EB3620,76,CWMU_HUNT_TABLES,Elk,The Dirty Dozen,Uintah 1,,Uintah,1,The Dirty Dozen EB3620 Uintah 1
GO1000,10,SPORTSMAN_AND_STATEWIDE_CONSERVATION_DATES,Mountain Goat,Mountain goat Any legal weapon:,"Sept. 1-Dec. 31, 2026","Sept. 1-Dec. 31, 2026",,,"GO1000 Mountain goat Any legal weapon: Sept. 1-Dec. 31, 2026"
GO6800,68,MOUNTAIN_GOAT_HUNT_TABLES,Mountain Goat,Beaver,Sept. 5-Sept. 27,Sept. 5-Sept. 27,,,Beaver GO6800 Sept. 5-Sept. 27
GO6801,68,MOUNTAIN_GOAT_HUNT_TABLES,Mountain Goat,Beaver,Sept. 28-Oct. 26,Sept. 28-Oct. 26,,,Beaver GO6801 Sept. 28-Oct. 26
GO6803,68,MOUNTAIN_GOAT_HUNT_TABLES,Mountain Goat,Nebo,Sept. 26-Nov. 25,Sept. 26-Nov. 25,,,Nebo GO6803 Sept. 26-Nov. 25
GO6804,68,MOUNTAIN_GOAT_HUNT_TABLES,Mountain Goat,High Uintas Kamas,Sept. 5-Oct. 31,Sept. 5-Oct. 31,,,High Uintas Kamas GO6804 Sept. 5-Oct. 31
GO6805,68,MOUNTAIN_GOAT_HUNT_TABLES,Mountain Goat,High Uintas Central,Sept. 5-Oct. 31,Sept. 5-Oct. 31,,,High Uintas Central GO6805 Sept. 5-Oct. 31
GO6806,68,MOUNTAIN_GOAT_HUNT_TABLES,Mountain Goat,High Uintas East,Sept. 5-Oct. 31,Sept. 5-Oct. 31,,,High Uintas East GO6806 Sept. 5-Oct. 31
GO6807,68,MOUNTAIN_GOAT_HUNT_TABLES,Mountain Goat,High Uintas Leidy Peak,Sept. 5-Oct. 31,Sept. 5-Oct. 31,,,High Uintas Leidy Peak GO6807 Sept. 5-Oct. 31
GO6808,68,MOUNTAIN_GOAT_HUNT_TABLES,Mountain Goat,High Uintas West,Sept. 5-Oct. 31,Sept. 5-Oct. 31,,,High Uintas West GO6808 Sept. 5-Oct. 31
GO6810,68,MOUNTAIN_GOAT_HUNT_TABLES,Mountain Goat,"Ogden, Willard Peak",Sept. 5-Nov. 25,Sept. 5-Nov. 25,,,"Ogden, Willard Peak GO6810 Sept. 5-Nov. 25"
GO6813,68,MOUNTAIN_GOAT_HUNT_TABLES,Mountain Goat,"Wasatch Mtns, Provo Peak",Sept. 5-Nov. 25,Sept. 5-Nov. 25,,,"Wasatch Mtns, Provo Peak GO6813 Sept. 5-Nov. 25"
GO6814,68,MOUNTAIN_GOAT_HUNT_TABLES,Mountain Goat,Mt Dutton,Sept. 5-Nov. 25,Sept. 5-Nov. 25,,,Mt Dutton GO6814 Sept. 5-Nov. 25
GO6817,68,MOUNTAIN_GOAT_HUNT_TABLES,Mountain Goat,La Sal Mtns,Sept. 5-Nov. 25,Sept. 5-Nov. 25,,,La Sal Mtns GO6817 Sept. 5-Nov. 25
GO6818,68,MOUNTAIN_GOAT_HUNT_TABLES,Mountain Goat,"Wasatch Mtns, Box Elder Peak",Sept. 5-Nov. 25,Sept. 5-Nov. 25,,,"Wasatch Mtns, Box Elder Peak GO6818 Sept. 5-Nov. 25"
GO6819,68,MOUNTAIN_GOAT_HUNT_TABLES,Mountain Goat,"Wasatch Mtns, Lone Peak",Sept. 5-Nov. 25,Sept. 5-Nov. 25,,,"Wasatch Mtns, Lone Peak GO6819 Sept. 5-Nov. 25"
GO6820,68,MOUNTAIN_GOAT_HUNT_TABLES,Mountain Goat,"Wasatch Mtns, Timpanogos",Sept. 5-Nov. 25,Sept. 5-Nov. 25,,,"Wasatch Mtns, Timpanogos GO6820 Sept. 5-Nov. 25"
GO6821,68,MOUNTAIN_GOAT_HUNT_TABLES,Mountain Goat,Nebo,Sept. 16-Sept. 25,Sept. 16-Sept. 25,,,Nebo GO6821 Sept. 16-Sept. 25
GO6822,68,MOUNTAIN_GOAT_HUNT_TABLES,Mountain Goat,Beaver,Nov. 14-Nov. 23,Nov. 14-Nov. 23,,,Beaver GO6822 Nov. 14-Nov. 23
MB1000,10,SPORTSMAN_AND_STATEWIDE_CONSERVATION_DATES,Moose,Bull moose Any legal weapon:,"Sept. 1-Nov. 15, 2026","Sept. 1-Nov. 15, 2026",,,"MB1000 Bull moose Any legal weapon: Sept. 1-Nov. 15, 2026"
MB6000,64,BUCK_PRONGHORN_OR_BULL_MOOSE_HUNT_TABLES,Moose,Cache,Sept. 12-Oct. 31,Sept. 12-Oct. 31,,,Cache MB6000 Sept. 12-Oct. 31
MB6001,64,BUCK_PRONGHORN_OR_BULL_MOOSE_HUNT_TABLES,Moose,Chalk Creek,Sept. 12-Oct. 31,Sept. 12-Oct. 31,,,Chalk Creek MB6001 Sept. 12-Oct. 31
MB6002,64,BUCK_PRONGHORN_OR_BULL_MOOSE_HUNT_TABLES,Moose,East Canyon,Sept. 12-Oct. 31,Sept. 12-Oct. 31,,,East Canyon MB6002 Sept. 12-Oct. 31
MB6003,64,BUCK_PRONGHORN_OR_BULL_MOOSE_HUNT_TABLES,Moose,"East Canyon, Morgan-Summit",Sept. 12-Oct. 31,Sept. 12-Oct. 31,,,"East Canyon, Morgan-Summit MB6003 Sept. 12-Oct. 31"
MB6004,64,BUCK_PRONGHORN_OR_BULL_MOOSE_HUNT_TABLES,Moose,Kamas,Sept. 12-Oct. 31,Sept. 12-Oct. 31,,,Kamas MB6004 Sept. 12-Oct. 31
MB6005,64,BUCK_PRONGHORN_OR_BULL_MOOSE_HUNT_TABLES,Moose,Morgan-South Rich,Sept. 12-Oct. 31,Sept. 12-Oct. 31,,,Morgan-South Rich MB6005 Sept. 12-Oct. 31
MB6006,64,BUCK_PRONGHORN_OR_BULL_MOOSE_HUNT_TABLES,Moose,"North Slope, Summit",Sept. 12-Oct. 31,Sept. 12-Oct. 31,,,"North Slope, Summit MB6006 Sept. 12-Oct. 31"
MB6007,64,BUCK_PRONGHORN_OR_BULL_MOOSE_HUNT_TABLES,Moose,"North Slope, Three Corners/West Daggett",Sept. 12-Oct. 31,Sept. 12-Oct. 31,,,"North Slope, Three Corners/West Daggett MB6007 Sept. 12-Oct. 31"
MB6008,64,BUCK_PRONGHORN_OR_BULL_MOOSE_HUNT_TABLES,Moose,Ogden,Sept. 12-Oct. 31,Sept. 12-Oct. 31,,,Ogden MB6008 Sept. 12-Oct. 31
MB6009,64,BUCK_PRONGHORN_OR_BULL_MOOSE_HUNT_TABLES,Moose,Diamond Mtn/Vernal,Sept. 12-Oct. 31,Sept. 12-Oct. 31,,,Diamond Mtn/Vernal MB6009 Sept. 12-Oct. 31
MB6010,64,BUCK_PRONGHORN_OR_BULL_MOOSE_HUNT_TABLES,Moose,Yellowstone,Sept. 12-Oct. 31,Sept. 12-Oct. 31,,,Yellowstone MB6010 Sept. 12-Oct. 31
MB6011,64,BUCK_PRONGHORN_OR_BULL_MOOSE_HUNT_TABLES,Moose,Wasatch Mtns/Central Mtns,Sept. 12-Oct. 31,Sept. 12-Oct. 31,,,Wasatch Mtns/Central Mtns MB6011 Sept. 12-Oct. 31
MB6012,64,BUCK_PRONGHORN_OR_BULL_MOOSE_HUNT_TABLES,Moose,Box Elder,Sept. 12-Oct. 31,Sept. 12-Oct. 31,,,Box Elder MB6012 Sept. 12-Oct. 31
MB6201,78,CWMU_HUNT_TABLES,Moose,Beaver Hollow (new),Morgan 1,,Morgan,1,Beaver Hollow (new) MB6201 Morgan 1
MB6202,78,CWMU_HUNT_TABLES,Moose,Causey Spring,Weber 1,,Weber,1,Causey Spring MB6202 Weber 1
MB6206,78,CWMU_HUNT_TABLES,Moose,Deseret,Morgan/Rich/Weber 1,,Morgan/Rich/Weber,1,Deseret MB6206 Morgan/Rich/Weber 1
MB6208,78,CWMU_HUNT_TABLES,Moose,East Fork Chalk Creek,Summit 2,,Summit,2,East Fork Chalk Creek MB6208 Summit 2
MB6211,78,CWMU_HUNT_TABLES,Moose,Grass Valley/Clark Canyon,Summit 4,,Summit,4,Grass Valley/Clark Canyon MB6211 Summit 4
MB6219,78,CWMU_HUNT_TABLES,Moose,Skull Crack,Morgan/Weber 2,,Morgan/Weber,2,Skull Crack MB6219 Morgan/Weber 2
MB6222,78,CWMU_HUNT_TABLES,Moose,Strawberry Ridge,Cache/Rich 1,,Cache/Rich,1,Strawberry Ridge MB6222 Cache/Rich 1
MB6251,78,CWMU_HUNT_TABLES,Moose,Hardscrabble,Davis/Morgan/Salt Lake 1,,Davis/Morgan/Salt Lake,1,Hardscrabble MB6251 Davis/Morgan/Salt Lake 1
MB6256,78,CWMU_HUNT_TABLES,Moose,Woodruff Creek South,Rich 1,,Rich,1,Woodruff Creek South MB6256 Rich 1
MB6258,78,CWMU_HUNT_TABLES,Moose,Jacob's Creek,Morgan 1,,Morgan,1,Jacob's Creek MB6258 Morgan 1
MB6262,78,CWMU_HUNT_TABLES,Moose,Junction Valley,Box Elder 1,,Box Elder,1,Junction Valley MB6262 Box Elder 1
MB6265,78,CWMU_HUNT_TABLES,Moose,Little Pole Canyon,Wasatch 1,,Wasatch,1,Little Pole Canyon MB6265 Wasatch 1
MB6266,78,CWMU_HUNT_TABLES,Moose,Weber Florence Creek/Stillman Creek,Summit 3,,Summit,3,Weber Florence Creek/Stillman Creek MB6266 Summit 3
PB1000,10,SPORTSMAN_AND_STATEWIDE_CONSERVATION_DATES,Pronghorn,Buck pronghorn,Buck pronghorn,Buck pronghorn,,,PB1000 Buck pronghorn
PB5000,61,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,Beaver,Aug. 15-Sept. 11,Aug. 15-Sept. 11,,,Beaver PB5000 Aug. 15-Sept. 11
PB5001,61,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Book Cliffs, Bitter Creek",Aug. 15-Sept. 11,Aug. 15-Sept. 11,,,"Book Cliffs, Bitter Creek PB5001 Aug. 15-Sept. 11"
PB5002,61,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Book Cliffs, South",Aug. 15-Sept. 11,Aug. 15-Sept. 11,,,"Book Cliffs, South PB5002 Aug. 15-Sept. 11"
PB5003,61,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Box Elder, Promontory",Aug. 15-Sept. 11,Aug. 15-Sept. 11,,,"Box Elder, Promontory PB5003 Aug. 15-Sept. 11"
PB5004,61,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Box Elder, Puddle Valley",Aug. 15-Sept. 11,Aug. 15-Sept. 11,,,"Box Elder, Puddle Valley PB5004 Aug. 15-Sept. 11"
PB5005,61,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Box Elder, Snowville",Aug. 15-Sept. 11,Aug. 15-Sept. 11,,,"Box Elder, Snowville PB5005 Aug. 15-Sept. 11"
PB5006,61,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Box Elder, West",Aug. 15-Sept. 11,Aug. 15-Sept. 11,,,"Box Elder, West PB5006 Aug. 15-Sept. 11"
PB5008,61,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Fillmore, Oak Creek South",Aug. 15-Sept. 11,Aug. 15-Sept. 11,,,"Fillmore, Oak Creek South PB5008 Aug. 15-Sept. 11"
PB5009,61,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"La Sal, Potash/South Cisco",Aug. 15-Sept. 11,Aug. 15-Sept. 11,,,"La Sal, Potash/South Cisco PB5009 Aug. 15-Sept. 11"
PB5011,61,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Nine Mile, Anthro-Myton Bench",Aug. 15-Sept. 11,Aug. 15-Sept. 11,,,"Nine Mile, Anthro-Myton Bench PB5011 Aug. 15-Sept. 11"
PB5012,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"North Slope, Three Corners/West Daggett",Aug. 15-Sept. 11,Aug. 15-Sept. 11,,,"North Slope, Three Corners/West Daggett PB5012 Aug. 15-Sept. 11"
PB5013,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,Pine Valley,Aug. 15-Sept. 11,Aug. 15-Sept. 11,,,Pine Valley PB5013 Aug. 15-Sept. 11
PB5015,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"San Rafael, North",Aug. 15-Sept. 11,Aug. 15-Sept. 11,,,"San Rafael, North PB5015 Aug. 15-Sept. 11"
PB5016,61,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,Diamond Mtn/Bonanza,Aug. 15-Sept. 11,Aug. 15-Sept. 11,,,Diamond Mtn/Bonanza PB5016 Aug. 15-Sept. 11
PB5017,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,Vernal,Aug. 15-Sept. 11,Aug. 15-Sept. 11,,,Vernal PB5017 Aug. 15-Sept. 11
PB5018,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,Southwest Desert,Aug. 15-Sept. 11,Aug. 15-Sept. 11,,,Southwest Desert PB5018 Aug. 15-Sept. 11
PB5019,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"West Desert, Riverbed",Aug. 15-Sept. 11,Aug. 15-Sept. 11,,,"West Desert, Riverbed PB5019 Aug. 15-Sept. 11"
PB5020,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"West Desert, Rush Valley",Aug. 15-Sept. 11,Aug. 15-Sept. 11,,,"West Desert, Rush Valley PB5020 Aug. 15-Sept. 11"
PB5021,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"West Desert, Snake Valley",Aug. 15-Sept. 11,Aug. 15-Sept. 11,,,"West Desert, Snake Valley PB5021 Aug. 15-Sept. 11"
PB5024,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,Southwest Desert,Sept. 23-Oct. 1,Sept. 23-Oct. 1,,,Southwest Desert PB5024 Sept. 23-Oct. 1
