hunt_code,guidebook_page,guidebook_section,species_inferred,guidebook_hunt_name,required_surface_status,missing_required_surfaces,optional_predictive_status,missing_optional_surfaces,in_DATABASE,in_hunt_master_enriched,in_hunt_unit_reference_linked,in_point_ladder_view,in_draw_reality_engine,in_draw_reality_engine_predictive_v2
EB3144,61,BUCK_PRONGHORN_HUNT_TABLES,Elk,"West Desert, Deep Creek",PASS,,PASS,,true,true,true,true,true,true
EB3145,54,BULL_ELK_HUNT_TABLES,Elk,Boulder,PASS,,PASS,,true,true,true,true,true,true
EB3146,54,BULL_ELK_HUNT_TABLES,Elk,"Southwest Desert, South",PASS,,PASS,,true,true,true,true,true,true
EB3147,56,BULL_ELK_HUNT_TABLES,Elk,"Box Elder, Grouse Creek",PASS,,PASS,,true,true,true,true,true,true
EB3148,56,BULL_ELK_HUNT_TABLES,Elk,Boulder,PASS,,PASS,,true,true,true,true,true,true
EB3149,56,BULL_ELK_HUNT_TABLES,Elk,"Southwest Desert, South",PASS,,PASS,,true,true,true,true,true,true
EB3150,57,BULL_ELK_HUNT_TABLES,Elk,"Box Elder, Grouse Creek",PASS,,PASS,,true,true,true,true,true,true
EB3151,58,BULL_ELK_HUNT_TABLES,Elk,Boulder,PASS,,PASS,,true,true,true,true,true,true
EB3152,58,BULL_ELK_HUNT_TABLES,Elk,"Southwest Desert, South",PASS,,PASS,,true,true,true,true,true,true
EB3153,59,BULL_ELK_HUNT_TABLES,Elk,"Box Elder, Grouse Creek",PASS,,PASS,,true,true,true,true,true,true
EB3154,59,BULL_ELK_HUNT_TABLES,Elk,Boulder,PASS,,PASS,,true,true,true,true,true,true
EB3155,59,BULL_ELK_HUNT_TABLES,Elk,"Southwest Desert, South",PASS,,PASS,,true,true,true,true,true,true
EB3156,60,BULL_ELK_HUNT_TABLES,Elk,Boulder,PASS,,PASS,,true,true,true,true,true,true
EB3157,60,BULL_ELK_HUNT_TABLES,Elk,"Southwest Desert, South",PASS,,PASS,,true,true,true,true,true,true
EB3158,55,BULL_ELK_HUNT_TABLES,Elk,"Beaver, East",PASS,,PASS,,true,true,true,true,true,true
EB3159,57,BULL_ELK_HUNT_TABLES,Elk,"Beaver, East",PASS,,PASS,,true,true,true,true,true,true
EB3160,54,BULL_ELK_HUNT_TABLES,Elk,"Book Cliffs, Bitter Creek/East",PASS,,PASS,,true,true,true,true,true,true
EB3161,55,BULL_ELK_HUNT_TABLES,Elk,"Book Cliffs, Bitter Creek/East",PASS,,PASS,,true,true,true,true,true,true
EB3162,56,BULL_ELK_HUNT_TABLES,Elk,"Book Cliffs, Bitter Creek/East",PASS,,PASS,,true,true,true,true,true,true
EB3163,58,BULL_ELK_HUNT_TABLES,Elk,"Book Cliffs, Bitter Creek/East",PASS,,PASS,,true,true,true,true,true,true
EB3164,57,BULL_ELK_HUNT_TABLES,Elk,"Book Cliffs, Bitter Creek/East",PASS,,PASS,,true,true,true,true,true,true
EB3165,60,BULL_ELK_HUNT_TABLES,Elk,"Book Cliffs, Bitter Creek/East",PASS,,PASS,,true,true,true,true,true,true
EB3166,59,BULL_ELK_HUNT_TABLES,Elk,"Book Cliffs, Bitter Creek/East",PASS,,PASS,,true,true,true,true,true,true
EB3167,57,BULL_ELK_HUNT_TABLES,Elk,"Book Cliffs, Little Creek Roadless",PASS,,PASS,,true,true,true,true,true,true
EB3168,55,BULL_ELK_HUNT_TABLES,Elk,"Cache, Meadowville",PASS,,PASS,,true,true,true,true,true,true
EB3169,57,BULL_ELK_HUNT_TABLES,Elk,"Cache, Meadowville",PASS,,PASS,,true,true,true,true,true,true
EB3170,55,BULL_ELK_HUNT_TABLES,Elk,"Cache, South",PASS,,PASS,,true,true,true,true,true,true
EB3171,57,BULL_ELK_HUNT_TABLES,Elk,"Cache, South",PASS,,PASS,,true,true,true,true,true,true
EB3172,55,BULL_ELK_HUNT_TABLES,Elk,Manti,PASS,,PASS,,true,true,true,true,true,true
EB3173,54,BULL_ELK_HUNT_TABLES,Elk,Nebo/San Pitch Mtns,PASS,,PASS,,true,true,true,true,true,true
EB3174,55,BULL_ELK_HUNT_TABLES,Elk,Nebo/San Pitch Mtns,PASS,,PASS,,true,true,true,true,true,true
EB3175,56,BULL_ELK_HUNT_TABLES,Elk,Nebo/San Pitch Mtn,PASS,,PASS,,true,true,true,true,true,true
EB3176,58,BULL_ELK_HUNT_TABLES,Elk,Nebo/San Pitch Mtns,PASS,,PASS,,true,true,true,true,true,true
EB3177,57,BULL_ELK_HUNT_TABLES,Elk,Nebo/San Pitch Mtn,PASS,,PASS,,true,true,true,true,true,true
EB3178,60,BULL_ELK_HUNT_TABLES,Elk,Nebo/San Pitch Mtns,PASS,,PASS,,true,true,true,true,true,true
EB3179,59,BULL_ELK_HUNT_TABLES,Elk,Nebo/San Pitch Mtns,PASS,,PASS,,true,true,true,true,true,true
EB3180,55,BULL_ELK_HUNT_TABLES,Elk,"Fillmore, Pahvant",PASS,,PASS,,true,true,true,true,true,true
EB3181,57,BULL_ELK_HUNT_TABLES,Elk,"Fillmore, Pahvant",PASS,,PASS,,true,true,true,true,true,true
EB3182,55,BULL_ELK_HUNT_TABLES,Elk,La Sal Mtns,PASS,,PASS,,true,true,true,true,true,true
EB3183,57,BULL_ELK_HUNT_TABLES,Elk,La Sal Mtns,PASS,,PASS,,true,true,true,true,true,true
EB3184,55,BULL_ELK_HUNT_TABLES,Elk,Monroe,PASS,,PASS,,true,true,true,true,true,true
EB3185,57,BULL_ELK_HUNT_TABLES,Elk,Monroe,PASS,,PASS,,true,true,true,true,true,true
EB3186,55,BULL_ELK_HUNT_TABLES,Elk,Mt Dutton,PASS,,PASS,,true,true,true,true,true,true
EB3187,57,BULL_ELK_HUNT_TABLES,Elk,Mt Dutton,PASS,,PASS,,true,true,true,true,true,true
EB3188,55,BULL_ELK_HUNT_TABLES,Elk,Panguitch Lake,PASS,,PASS,,true,true,true,true,true,true
EB3189,57,BULL_ELK_HUNT_TABLES,Elk,Panguitch Lake,PASS,,PASS,,true,true,true,true,true,true
EB3190,55,BULL_ELK_HUNT_TABLES,Elk,Boulder,PASS,,PASS,,true,true,true,true,true,true
EB3191,57,BULL_ELK_HUNT_TABLES,Elk,Boulder,PASS,,PASS,,true,true,true,true,true,true
EB3192,55,BULL_ELK_HUNT_TABLES,Elk,Fishlake/Thousand Lakes,PASS,,PASS,,true,true,true,true,true,true
EB3193,55,BULL_ELK_HUNT_TABLES,Elk,San Juan Bull Elk,PASS,,PASS,,true,true,true,true,true,true
EB3194,57,BULL_ELK_HUNT_TABLES,Elk,San Juan Bull Elk,PASS,,PASS,,true,true,true,true,true,true
EB3195,55,BULL_ELK_HUNT_TABLES,Elk,Diamond Mtn,PASS,,PASS,,true,true,true,true,true,true
EB3196,58,BULL_ELK_HUNT_TABLES,Elk,Diamond Mtn,PASS,,PASS,,true,true,true,true,true,true
EB3197,55,BULL_ELK_HUNT_TABLES,Elk,"Southwest Desert, South",PASS,,PASS,,true,true,true,true,true,true
EB3198,57,BULL_ELK_HUNT_TABLES,Elk,"Southwest Desert, South",PASS,,PASS,,true,true,true,true,true,true
EB3199,55,BULL_ELK_HUNT_TABLES,Elk,Wasatch Mtns,PASS,,PASS,,true,true,true,true,true,true
EB3205,61,BUCK_PRONGHORN_HUNT_TABLES,Elk,East Canyon,PASS,,PASS,,true,true,true,true,true,true
EB3208,58,BULL_ELK_HUNT_TABLES,Elk,Morgan-South Rich,PASS,,PASS,,true,true,true,true,true,true
EB3210,56,BULL_ELK_HUNT_TABLES,Elk,"North Slope, Three Corners",PASS,,PASS,,true,true,true,true,true,true
EB3500,74,CWMU_HUNT_TABLES,Elk,Alton,PASS,,PASS,,true,true,true,true,true,true
EB3501,74,CWMU_HUNT_TABLES,Elk,Bar J Ranch,PASS,,PASS,,true,true,true,true,true,true
EB3502,74,CWMU_HUNT_TABLES,Elk,Bear Mountain,PASS,,PASS,,true,true,true,true,true,true
EB3503,74,CWMU_HUNT_TABLES,Elk,Bear Springs,PASS,,PASS,,true,true,true,true,true,true
EB3504,74,CWMU_HUNT_TABLES,Elk,Blackhawk,PASS,,PASS,,true,true,true,true,true,true
EB3505,74,CWMU_HUNT_TABLES,Elk,Boobe Hole,PASS,,PASS,,true,true,true,true,true,true
EB3506,74,CWMU_HUNT_TABLES,Elk,Causey Spring,PASS,,PASS,,true,true,true,true,true,true
EB3508,74,CWMU_HUNT_TABLES,Elk,Chimney Rock,PASS,,PASS,,true,true,true,true,true,true
EB3509,74,CWMU_HUNT_TABLES,Elk,Coldwater Ranch,PASS,,PASS,,true,true,true,true,true,true
EB3511,74,CWMU_HUNT_TABLES,Elk,Cotton Thomas,PASS,,PASS,,true,true,true,true,true,true
EB3514,74,CWMU_HUNT_TABLES,Elk,Deseret,PASS,,PASS,,true,true,true,true,true,true
EB3515,74,CWMU_HUNT_TABLES,Elk,Double Cone,PASS,,PASS,,true,true,true,true,true,true
EB3516,74,CWMU_HUNT_TABLES,Elk,Durst Mountain,PASS,,PASS,,true,true,true,true,true,true
EB3517,74,CWMU_HUNT_TABLES,Elk,East Fork Chalk Creek,PASS,,PASS,,true,true,true,true,true,true
EB3519,74,CWMU_HUNT_TABLES,Elk,Ensign Ranches,PASS,,PASS,,true,true,true,true,true,true
EB3520,74,CWMU_HUNT_TABLES,Elk,Folley Ridge,PASS,,PASS,,true,true,true,true,true,true
EB3521,74,CWMU_HUNT_TABLES,Elk,Grass Valley/Clark Canyon,PASS,,PASS,,true,true,true,true,true,true
EB3522,74,CWMU_HUNT_TABLES,Elk,Grazing Pasture,PASS,,PASS,,true,true,true,true,true,true
EB3523,74,CWMU_HUNT_TABLES,Elk,Guildersleeve,PASS,,PASS,,true,true,true,true,true,true
EB3524,74,CWMU_HUNT_TABLES,Elk,Hardscrabble,PASS,,PASS,,true,true,true,true,true,true
EB3525,74,CWMU_HUNT_TABLES,Elk,Heaston East,PASS,,PASS,,true,true,true,true,true,true
EB3526,74,CWMU_HUNT_TABLES,Elk,Hiawatha,PASS,,PASS,,true,true,true,true,true,true
EB3527,75,CWMU_HUNT_TABLES,Elk,Indian Head,PASS,,PASS,,true,true,true,true,true,true
EB3528,75,CWMU_HUNT_TABLES,Elk,Ingham Peak,PASS,,PASS,,true,true,true,true,true,true
EB3529,74,CWMU_HUNT_TABLES,Elk,Circle E Ranch,PASS,,PASS,,true,true,true,true,true,true
EB3530,75,CWMU_HUNT_TABLES,Elk,Jacob's Creek,PASS,,PASS,,true,true,true,true,true,true
EB3531,75,CWMU_HUNT_TABLES,Elk,Johnson Mountain Ranch,PASS,,PASS,,true,true,true,true,true,true
EB3532,75,CWMU_HUNT_TABLES,Elk,Jump Creek,PASS,,PASS,,true,true,true,true,true,true
EB3533,75,CWMU_HUNT_TABLES,Elk,Junction Valley,PASS,,PASS,,true,true,true,true,true,true
EB3534,75,CWMU_HUNT_TABLES,Elk,Little Red Creek,PASS,,PASS,,true,true,true,true,true,true
EB3536,75,CWMU_HUNT_TABLES,Elk,Minnie Maud Ridge,PASS,,PASS,,true,true,true,true,true,true
EB3538,75,CWMU_HUNT_TABLES,Elk,Moon Ranch,PASS,,PASS,,true,true,true,true,true,true
EB3540,75,CWMU_HUNT_TABLES,Elk,Old Woman Plateau,PASS,,PASS,,true,true,true,true,true,true
EB3541,75,CWMU_HUNT_TABLES,Elk,Patmos Ridge,PASS,,PASS,,true,true,true,true,true,true
EB3543,75,CWMU_HUNT_TABLES,Elk,Preston Nutter Ranch,PASS,,PASS,,true,true,true,true,true,true
EB3544,75,CWMU_HUNT_TABLES,Elk,Redd Ranches,PASS,,PASS,,true,true,true,true,true,true
EB3545,74,CWMU_HUNT_TABLES,Elk,Cactus Ranch LLC,PASS,,PASS,,true,true,true,true,true,true
EB3546,75,CWMU_HUNT_TABLES,Elk,Roan Cliffs,PASS,,PASS,,true,true,true,true,true,true
EB3547,75,CWMU_HUNT_TABLES,Elk,Sand Creek,PASS,,PASS,,true,true,true,true,true,true
EB3548,75,CWMU_HUNT_TABLES,Elk,Scofield Canyons,PASS,,PASS,,true,true,true,true,true,true
EB3549,75,CWMU_HUNT_TABLES,Elk,Scofield East,PASS,,PASS,,true,true,true,true,true,true
EB3550,75,CWMU_HUNT_TABLES,Elk,Scofield West,PASS,,PASS,,true,true,true,true,true,true
EB3551,75,CWMU_HUNT_TABLES,Elk,SJ Ranch,PASS,,PASS,,true,true,true,true,true,true
EB3552,75,CWMU_HUNT_TABLES,Elk,Skull Crack,PASS,,PASS,,true,true,true,true,true,true
EB3553,75,CWMU_HUNT_TABLES,Elk,Soldier Summit,PASS,,PASS,,true,true,true,true,true,true
EB3554,75,CWMU_HUNT_TABLES,Elk,South Canyon,PASS,,PASS,,true,true,true,true,true,true
EB3555,75,CWMU_HUNT_TABLES,Elk,Spring Creek/Dodge,PASS,,PASS,,true,true,true,true,true,true
EB3557,76,CWMU_HUNT_TABLES,Elk,Strawberry Ridge,PASS,,PASS,,true,true,true,true,true,true
EB3558,76,CWMU_HUNT_TABLES,Elk,Summit Point,PASS,,PASS,,true,true,true,true,true,true
EB3559,76,CWMU_HUNT_TABLES,Elk,Three C,PASS,,PASS,,true,true,true,true,true,true
EB3562,76,CWMU_HUNT_TABLES,Elk,Wallsburg,PASS,,PASS,,true,true,true,true,true,true
EB3564,76,CWMU_HUNT_TABLES,Elk,Woodruff Creek South,PASS,,PASS,,true,true,true,true,true,true
EB3565,75,CWMU_HUNT_TABLES,Elk,North Peaks,PASS,,PASS,,true,true,true,true,true,true
EB3603,75,CWMU_HUNT_TABLES,Elk,Pahvant Ensign,PASS,,PASS,,true,true,true,true,true,true
EB3604,74,CWMU_HUNT_TABLES,Elk,Double R Ranch,PASS,,PASS,,true,true,true,true,true,true
EB3606,75,CWMU_HUNT_TABLES,Elk,Mountain Sky Ranch,PASS,,PASS,,true,true,true,true,true,true
EB3607,76,CWMU_HUNT_TABLES,Elk,West Willow Creek Ranch,PASS,,PASS,,true,true,true,true,true,true
EB3608,74,CWMU_HUNT_TABLES,Elk,Avintaquin Canyon,PASS,,PASS,,true,true,true,true,true,true
EB3610,75,CWMU_HUNT_TABLES,Elk,Sharp Mountain,PASS,,PASS,,true,true,true,true,true,true
EB3611,76,CWMU_HUNT_TABLES,Elk,West Ridge,PASS,,PASS,,true,true,true,true,true,true
EB3613,75,CWMU_HUNT_TABLES,Elk,Little Pole Canyon,PASS,,PASS,,true,true,true,true,true,true
EB3614,76,CWMU_HUNT_TABLES,Elk,Tunnel Hollow,PASS,,PASS,,true,true,true,true,true,true
EB3619,76,CWMU_HUNT_TABLES,Elk,Weber Florence Creek/Stillman Creek,PASS,,PASS,,true,true,true,true,true,true
EB3620,76,CWMU_HUNT_TABLES,Elk,The Dirty Dozen,PASS,,PASS,,true,true,true,true,true,true
GO1000,10,SPORTSMAN_AND_STATEWIDE_CONSERVATION_DATES,Mountain Goat,Mountain goat Any legal weapon:,PASS,,PASS,,true,true,true,true,true,true
GO6800,68,MOUNTAIN_GOAT_HUNT_TABLES,Mountain Goat,Beaver,PASS,,PASS,,true,true,true,true,true,true
GO6801,68,MOUNTAIN_GOAT_HUNT_TABLES,Mountain Goat,Beaver,PASS,,PASS,,true,true,true,true,true,true
GO6803,68,MOUNTAIN_GOAT_HUNT_TABLES,Mountain Goat,Nebo,PASS,,PASS,,true,true,true,true,true,true
GO6804,68,MOUNTAIN_GOAT_HUNT_TABLES,Mountain Goat,High Uintas Kamas,PASS,,PASS,,true,true,true,true,true,true
GO6805,68,MOUNTAIN_GOAT_HUNT_TABLES,Mountain Goat,High Uintas Central,PASS,,PASS,,true,true,true,true,true,true
GO6806,68,MOUNTAIN_GOAT_HUNT_TABLES,Mountain Goat,High Uintas East,PASS,,PASS,,true,true,true,true,true,true
GO6807,68,MOUNTAIN_GOAT_HUNT_TABLES,Mountain Goat,High Uintas Leidy Peak,PASS,,PASS,,true,true,true,true,true,true
GO6808,68,MOUNTAIN_GOAT_HUNT_TABLES,Mountain Goat,High Uintas West,PASS,,PASS,,true,true,true,true,true,true
GO6810,68,MOUNTAIN_GOAT_HUNT_TABLES,Mountain Goat,"Ogden, Willard Peak",PASS,,PASS,,true,true,true,true,true,true
GO6813,68,MOUNTAIN_GOAT_HUNT_TABLES,Mountain Goat,"Wasatch Mtns, Provo Peak",PASS,,PASS,,true,true,true,true,true,true
GO6814,68,MOUNTAIN_GOAT_HUNT_TABLES,Mountain Goat,Mt Dutton,PASS,,PASS,,true,true,true,true,true,true
GO6817,68,MOUNTAIN_GOAT_HUNT_TABLES,Mountain Goat,La Sal Mtns,PASS,,PASS,,true,true,true,true,true,true
GO6818,68,MOUNTAIN_GOAT_HUNT_TABLES,Mountain Goat,"Wasatch Mtns, Box Elder Peak",PASS,,PASS,,true,true,true,true,true,true
GO6819,68,MOUNTAIN_GOAT_HUNT_TABLES,Mountain Goat,"Wasatch Mtns, Lone Peak",PASS,,PASS,,true,true,true,true,true,true
GO6820,68,MOUNTAIN_GOAT_HUNT_TABLES,Mountain Goat,"Wasatch Mtns, Timpanogos",PASS,,PASS,,true,true,true,true,true,true
GO6821,68,MOUNTAIN_GOAT_HUNT_TABLES,Mountain Goat,Nebo,PASS,,PASS,,true,true,true,true,true,true
GO6822,68,MOUNTAIN_GOAT_HUNT_TABLES,Mountain Goat,Beaver,PASS,,PASS,,true,true,true,true,true,true
MB1000,10,SPORTSMAN_AND_STATEWIDE_CONSERVATION_DATES,Moose,Bull moose Any legal weapon:,PASS,,PASS,,true,true,true,true,true,true
MB6000,64,BUCK_PRONGHORN_OR_BULL_MOOSE_HUNT_TABLES,Moose,Cache,PASS,,PASS,,true,true,true,true,true,true
MB6001,64,BUCK_PRONGHORN_OR_BULL_MOOSE_HUNT_TABLES,Moose,Chalk Creek,PASS,,PASS,,true,true,true,true,true,true
MB6002,64,BUCK_PRONGHORN_OR_BULL_MOOSE_HUNT_TABLES,Moose,East Canyon,PASS,,PASS,,true,true,true,true,true,true
MB6003,64,BUCK_PRONGHORN_OR_BULL_MOOSE_HUNT_TABLES,Moose,"East Canyon, Morgan-Summit",PASS,,PASS,,true,true,true,true,true,true
MB6004,64,BUCK_PRONGHORN_OR_BULL_MOOSE_HUNT_TABLES,Moose,Kamas,PASS,,PASS,,true,true,true,true,true,true
MB6005,64,BUCK_PRONGHORN_OR_BULL_MOOSE_HUNT_TABLES,Moose,Morgan-South Rich,PASS,,PASS,,true,true,true,true,true,true
MB6006,64,BUCK_PRONGHORN_OR_BULL_MOOSE_HUNT_TABLES,Moose,"North Slope, Summit",PASS,,PASS,,true,true,true,true,true,true
MB6007,64,BUCK_PRONGHORN_OR_BULL_MOOSE_HUNT_TABLES,Moose,"North Slope, Three Corners/West Daggett",PASS,,PASS,,true,true,true,true,true,true
MB6008,64,BUCK_PRONGHORN_OR_BULL_MOOSE_HUNT_TABLES,Moose,Ogden,PASS,,PASS,,true,true,true,true,true,true
MB6009,64,BUCK_PRONGHORN_OR_BULL_MOOSE_HUNT_TABLES,Moose,Diamond Mtn/Vernal,PASS,,PASS,,true,true,true,true,true,true
MB6010,64,BUCK_PRONGHORN_OR_BULL_MOOSE_HUNT_TABLES,Moose,Yellowstone,PASS,,PASS,,true,true,true,true,true,true
MB6011,64,BUCK_PRONGHORN_OR_BULL_MOOSE_HUNT_TABLES,Moose,Wasatch Mtns/Central Mtns,PASS,,PASS,,true,true,true,true,true,true
MB6012,64,BUCK_PRONGHORN_OR_BULL_MOOSE_HUNT_TABLES,Moose,Box Elder,PASS,,PASS,,true,true,true,true,true,true
MB6201,78,CWMU_HUNT_TABLES,Moose,Beaver Hollow (new),PASS,,PASS,,true,true,true,true,true,true
MB6202,78,CWMU_HUNT_TABLES,Moose,Causey Spring,PASS,,PASS,,true,true,true,true,true,true
MB6206,78,CWMU_HUNT_TABLES,Moose,Deseret,PASS,,PASS,,true,true,true,true,true,true
MB6208,78,CWMU_HUNT_TABLES,Moose,East Fork Chalk Creek,PASS,,PASS,,true,true,true,true,true,true
MB6211,78,CWMU_HUNT_TABLES,Moose,Grass Valley/Clark Canyon,PASS,,PASS,,true,true,true,true,true,true
MB6219,78,CWMU_HUNT_TABLES,Moose,Skull Crack,PASS,,PASS,,true,true,true,true,true,true
MB6222,78,CWMU_HUNT_TABLES,Moose,Strawberry Ridge,PASS,,PASS,,true,true,true,true,true,true
MB6251,78,CWMU_HUNT_TABLES,Moose,Hardscrabble,PASS,,PASS,,true,true,true,true,true,true
MB6256,78,CWMU_HUNT_TABLES,Moose,Woodruff Creek South,PASS,,PASS,,true,true,true,true,true,true
MB6258,78,CWMU_HUNT_TABLES,Moose,Jacob's Creek,PASS,,PASS,,true,true,true,true,true,true
MB6262,78,CWMU_HUNT_TABLES,Moose,Junction Valley,PASS,,PASS,,true,true,true,true,true,true
MB6265,78,CWMU_HUNT_TABLES,Moose,Little Pole Canyon,PASS,,PASS,,true,true,true,true,true,true
MB6266,78,CWMU_HUNT_TABLES,Moose,Weber Florence Creek/Stillman Creek,PASS,,PASS,,true,true,true,true,true,true
PB1000,10,SPORTSMAN_AND_STATEWIDE_CONSERVATION_DATES,Pronghorn,Buck pronghorn,PASS,,PASS,,true,true,true,true,true,true
PB5000,61,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,Beaver,PASS,,PASS,,true,true,true,true,true,true
PB5001,61,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Book Cliffs, Bitter Creek",PASS,,PASS,,true,true,true,true,true,true
PB5002,61,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Book Cliffs, South",PASS,,PASS,,true,true,true,true,true,true
PB5003,61,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Box Elder, Promontory",PASS,,PASS,,true,true,true,true,true,true
PB5004,61,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Box Elder, Puddle Valley",PASS,,PASS,,true,true,true,true,true,true
PB5005,61,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Box Elder, Snowville",PASS,,PASS,,true,true,true,true,true,true
PB5006,61,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Box Elder, West",PASS,,PASS,,true,true,true,true,true,true
PB5008,61,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Fillmore, Oak Creek South",PASS,,PASS,,true,true,true,true,true,true
PB5009,61,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"La Sal, Potash/South Cisco",PASS,,PASS,,true,true,true,true,true,true
PB5011,61,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Nine Mile, Anthro-Myton Bench",PASS,,PASS,,true,true,true,true,true,true
PB5012,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"North Slope, Three Corners/West Daggett",PASS,,PASS,,true,true,true,true,true,true
PB5013,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,Pine Valley,PASS,,PASS,,true,true,true,true,true,true
PB5015,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"San Rafael, North",PASS,,PASS,,true,true,true,true,true,true
PB5016,61,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,Diamond Mtn/Bonanza,PASS,,PASS,,true,true,true,true,true,true
PB5017,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,Vernal,PASS,,PASS,,true,true,true,true,true,true
PB5018,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,Southwest Desert,PASS,,PASS,,true,true,true,true,true,true
PB5019,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"West Desert, Riverbed",PASS,,PASS,,true,true,true,true,true,true
PB5020,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"West Desert, Rush Valley",PASS,,PASS,,true,true,true,true,true,true
PB5021,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"West Desert, Snake Valley",PASS,,PASS,,true,true,true,true,true,true
PB5024,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,Southwest Desert,PASS,,PASS,,true,true,true,true,true,true
PB5025,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"North Slope, Three Corners/West Daggett PB5012 Aug. 15-Sept. 11 Beaver",PASS,,PASS,,true,true,true,true,true,true
PB5026,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Panguitch Lake/Zion, North PB5054 Aug. 15-Sept. 11 Book Cliffs, Bitter Creek",PASS,,PASS,,true,true,true,true,true,true
PB5027,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Parker Mtn PB5077 Aug. 15-Sept. 11 Book Cliffs, South",PASS,,PASS,,true,true,true,true,true,true
PB5028,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Pine Valley PB5013 Aug. 15-Sept. 11 Box Elder, Promontory",PASS,,PASS,,true,true,true,true,true,true
PB5029,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"San Rafael, Desert PB5055 Aug. 15-Sept. 11 Box Elder, Puddle Valley",PASS,,PASS,,true,true,true,true,true,true
PB5030,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"San Rafael, North PB5015 Aug. 15-Sept. 11 Box Elder, Snowville",PASS,,PASS,,true,true,true,true,true,true
PB5031,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Southwest Desert PB5018 Aug. 15-Sept. 11 Box Elder, West",PASS,,PASS,,true,true,true,true,true,true
PB5033,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"West Desert, Rush Valley PB5020 Aug. 15-Sept. 11 Fillmore, Oak Creek South",PASS,,PASS,,true,true,true,true,true,true
PB5034,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"West Desert, Snake Valley PB5021 Aug. 15-Sept. 11 Kaiparowits",PASS,,PASS,,true,true,true,true,true,true
PB5035,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"La Sal, Potash/South Cisco",PASS,,PASS,,true,true,true,true,true,true
PB5037,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Nine Mile, Anthro-Myton Bench",PASS,,PASS,,true,true,true,true,true,true
PB5038,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Nine Mile, Range Creek",PASS,,PASS,,true,true,true,true,true,true
PB5039,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"North Slope, Summit",PASS,,PASS,,true,true,true,true,true,true
PB5040,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"North Slope, Three Corners/West Daggett",PASS,,PASS,,true,true,true,true,true,true
PB5041,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Panguitch Lake/Zion, North",PASS,,PASS,,true,true,true,true,true,true
PB5042,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,Pine Valley,PASS,,PASS,,true,true,true,true,true,true
PB5044,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"San Juan, Hatch Point",PASS,,PASS,,true,true,true,true,true,true
PB5045,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"San Rafael, Desert",PASS,,PASS,,true,true,true,true,true,true
PB5046,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"San Rafael, North",PASS,,PASS,,true,true,true,true,true,true
PB5047,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"West Desert, Riverbed PB5019 Aug. 15-Sept. 11 Diamond Mtn/Bonanza",PASS,,PASS,,true,true,true,true,true,true
PB5048,64,BUCK_PRONGHORN_OR_BULL_MOOSE_HUNT_TABLES,Pronghorn,Vernal,PASS,,PASS,,true,true,true,true,true,true
PB5049,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,Southwest Desert,PASS,,PASS,,true,true,true,true,true,true
