hunt_code,residency,hunt_name_2025,hunt_name_2026,species,hunt_type_2026,weapon_2026,draw_available_permits_2025,official_allotted_permits_2026,permit_delta_2026_minus_2025,abs_delta,percent_change,bonus_permits_2025,regular_permits_2025,eligible_applicants_2025,point_rows_2025,present_in_prediction_output,compiled_prediction_quota_values,compiled_quota_source_status,classification
DB1605,Nonresident,East Canyon,East Canyon,Deer,General Season,Any Legal Weapon (Early),11,0,-11,11,-100.0,0,11,11,66,NO,,,MISSING_2026_LANE_QUOTA
DB1607,Nonresident,Morgan-South Rich,Morgan-South Rich,Deer,General Season,Any Legal Weapon (Late),11,0,-11,11,-100.0,0,11,11,66,NO,,,MISSING_2026_LANE_QUOTA
DB1778,Nonresident,La Sal Mtns,La Sal Mtns,Deer,General Season,Dedicated Hunter,11,0,-11,11,-100.0,0,11,20,21,YES,7,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1801,Resident,Morgan-South Rich,Morgan-South Rich,Deer,General Season,Dedicated Hunter,11,0,-11,11,-100.0,0,11,11,42,NO,,,MISSING_2026_LANE_QUOTA
EA1269,Resident,Ogden (Excludes Hyrum),Ogden (Excludes Hyrum),Elk,General Season,Any Legal Weapon,191,180,-11,11,-5.8,0,191,254,36,NO,,,DECREASE
EA1280,Nonresident,"La Sal, La Sal Mtns-North","La Sal, La Sal Mtns-North",Elk,General Season,Any Legal Weapon,7,18,11,11,157.1,0,7,7,36,NO,,,INCREASE
EB3072,Resident,Wasatch Mtns,Wasatch Mtns,Elk,Limited Entry,Any Legal Weapon,65,54,-11,11,-16.9,33,32,2573,33,YES,54,official,DECREASE
EB3177,Resident,Nebo/San Pitch Mtns,Nebo/San Pitch Mtns,Elk,Limited Entry,Any Legal Weapon,24,34,10,10,41.7,12,12,405,33,YES,34,official,INCREASE
DB1058,Resident,Paunsaugunt,Paunsaugunt,Deer,Cactus Buck,Any Legal Weapon,27,18,-9,9,-33.3,14,13,132,33,YES,18,MODELED_PREFERENCE,DECREASE
DB1584,Nonresident,Southwest Desert,Southwest Desert,Deer,General Season,Muzzleloader,9,0,-9,9,-100.0,0,9,47,66,YES,11,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1603,Nonresident,East Canyon,East Canyon,Deer,General Season,Any Legal Weapon (Late),9,0,-9,9,-100.0,0,9,9,66,NO,,,MISSING_2026_LANE_QUOTA
DB1614,Nonresident,"Beaver, West","Beaver, West",Deer,General Season,Archery,9,0,-9,9,-100.0,0,9,10,45,NO,,,MISSING_2026_LANE_QUOTA
EA2037,Nonresident,Yellowstone,Yellowstone,Elk,General Season,Archery,11,20,9,9,81.8,0,11,11,36,NO,,,INCREASE
EB3010,Resident,Monroe,Monroe,Elk,Limited Entry,Archery,19,10,-9,9,-47.4,10,9,273,33,YES,10,official,DECREASE
EB3197,Resident,Southwest Desert South,Southwest Desert South,Elk,Limited Entry,Archery,9,18,9,9,100.0,5,4,15,33,YES,18,official,INCREASE
PB5052,Resident,"West Desert, Snake Valley","West Desert, Snake Valley",Pronghorn,Limited Entry,Any Legal Weapon,86,95,9,9,10.5,43,43,293,33,YES,95,official,INCREASE
PB5078,Resident,Parker Mtn,Parker Mtn,Pronghorn,Limited Entry,Muzzleloader,54,45,-9,9,-16.7,27,27,75,33,YES,45,official,DECREASE
BR7211,Resident,Nine Mile,Nine Mile,Black Bear,Limited Entry - Fall,Any Legal Weapon,18,26,8,8,44.4,10,8,18,23,YES,26,MODELED_BONUS,INCREASE
DB1568,Nonresident,Kamas,Kamas,Deer,General Season,Muzzleloader,8,0,-8,8,-100.0,0,8,8,66,YES,6,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1571,Nonresident,Mt Dutton,Mt Dutton,Deer,General Season,Muzzleloader,8,0,-8,8,-100.0,0,8,21,66,YES,9,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1572,Nonresident,Nine Mile,Nine Mile,Deer,General Season,Muzzleloader,8,0,-8,8,-100.0,0,8,8,66,YES,18,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1604,Nonresident,East Canyon,East Canyon,Deer,General Season,Archery,8,0,-8,8,-100.0,0,8,9,66,NO,,,MISSING_2026_LANE_QUOTA
DB1772,Nonresident,Manti/San Rafael,Manti/San Rafael,Deer,General Season,Dedicated Hunter,8,0,-8,8,-100.0,0,8,8,42,YES,11,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1802,Nonresident,"Beaver, East","Beaver, East",Deer,General Season,Dedicated Hunter,8,0,-8,8,-100.0,0,8,8,42,NO,,,MISSING_2026_LANE_QUOTA
EA1064,Nonresident,Ogden,Ogden,Elk,General Season,Any Legal Weapon,0,8,8,8,,0,0,0,36,NO,,,NEW_OR_NO_2025_DRAW_AVAILABLE
EA1272,Nonresident,"East Canyon, East","East Canyon, East",Elk,General Season,Any Legal Weapon,7,15,8,8,114.3,0,7,7,36,NO,,,INCREASE
EB3126,Resident,Manti,Manti,Elk,Limited Entry,Any Legal Weapon,183,175,-8,8,-4.4,92,91,1616,33,YES,175,official,DECREASE
EB3173,Resident,Nebo/San Pitch Mtns,Nebo/San Pitch Mtns,Elk,Limited Entry,Archery,21,29,8,8,38.1,11,10,220,33,YES,29,official,INCREASE
PB5033,Resident,"Fillmore, Oak Creek South","Fillmore, Oak Creek South",Pronghorn,Limited Entry,Any Legal Weapon,38,46,8,8,21.1,19,19,415,33,YES,46,official,INCREASE
PB5076,Nonresident,Parker Mtn,Parker Mtn,Pronghorn,Limited Entry,Any Legal Weapon,7,15,8,8,114.3,4,3,225,33,YES,15,official,INCREASE
PB5080,Resident,"Box Elder, Snowville","Box Elder, Snowville",Pronghorn,Limited Entry,Muzzleloader,1,9,8,8,800.0,1,0,1,33,YES,9,official,INCREASE
DB1010,Resident,Paunsaugunt,Paunsaugunt,Deer,Management Buck Deer,Any Legal Weapon,23,30,7,7,30.4,12,11,617,33,YES,29,MODELED_PREFERENCE,INCREASE
DB1016,Resident,"West Desert, Vernon","West Desert, Vernon",Deer,Limited Entry,Archery,39,46,7,7,17.9,20,19,368,33,YES,46,official,INCREASE
DB1018,Resident,"Book Cliffs, South","Book Cliffs, South",Deer,Limited Entry,Any Legal Weapon,27,34,7,7,25.9,14,13,679,33,YES,34,official,INCREASE
DB1087,Resident,"Wasatch Mtns, West","Wasatch Mtns, West",Deer,Limited Entry,Muzzleloader,29,36,7,7,24.1,15,14,69,33,YES,36,official,INCREASE
DB1511,Nonresident,Mt Dutton,Mt Dutton,Deer,General Season,Archery,7,0,-7,7,-100.0,0,7,9,45,YES,9,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1514,Nonresident,Ogden,Ogden,Deer,General Season,Archery,7,0,-7,7,-100.0,0,7,7,66,YES,10,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1524,Nonresident,Southwest Desert,Southwest Desert,Deer,General Season,Archery,7,0,-7,7,-100.0,0,7,20,66,YES,11,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1602,Nonresident,Chalk Creek,Chalk Creek,Deer,General Season,Muzzleloader,7,0,-7,7,-100.0,0,7,7,66,NO,,,MISSING_2026_LANE_QUOTA
DB1617,Nonresident,"West Desert, Swasey","West Desert, Swasey",Deer,General Season,Archery,7,0,-7,7,-100.0,0,7,9,45,NO,,,MISSING_2026_LANE_QUOTA
DB1618,Nonresident,"West Desert, Swasey","West Desert, Swasey",Deer,General Season,Muzzleloader,7,0,-7,7,-100.0,0,7,15,66,NO,,,MISSING_2026_LANE_QUOTA
EA1021,Nonresident,Nebo,Nebo,Elk,General Season,Any Legal Weapon,16,23,7,7,43.8,0,16,17,36,YES,20,MODELED_PREFERENCE,INCREASE
EA1274,Resident,"North Slope, Three Corners","North Slope, Three Corners",Elk,General Season,Archery,15,22,7,7,46.7,0,15,15,36,NO,,,INCREASE
EB3006,Resident,Manti,Manti,Elk,Limited Entry,Archery,155,148,-7,7,-4.5,78,77,924,33,YES,148,official,DECREASE
PB5050,Resident,"West Desert, Riverbed","West Desert, Riverbed",Pronghorn,Limited Entry,Any Legal Weapon,66,73,7,7,10.6,33,33,647,33,YES,73,official,INCREASE
DB1023,Resident,Diamond Mtn,Diamond Mtn,Deer,Limited Entry,Any Legal Weapon,55,61,6,6,10.9,28,27,952,33,YES,61,official,INCREASE
DB1042,Resident,"West Desert, Vernon","West Desert, Vernon",Deer,Limited Entry,Muzzleloader,40,46,6,6,15.0,20,20,300,33,YES,46,official,INCREASE
DB1788,Nonresident,Fishlake,Fishlake,Deer,General Season,Dedicated Hunter,6,0,-6,6,-100.0,0,6,6,42,YES,4,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
EA1063,Nonresident,Ogden,Ogden,Elk,General Season,Any Legal Weapon,2,8,6,6,300.0,0,2,4,36,YES,3,MODELED_PREFERENCE,INCREASE
EA1242,Resident,"Vernal, Buckskin Hills-Jensen","Vernal, Buckskin Hills-Jensen",Elk,General Season,Any Legal Weapon,84,90,6,6,7.1,0,84,84,36,YES,88,MODELED_PREFERENCE,INCREASE
EA1276,Resident,"Wasatch Mtns, Box Elder Peak","Wasatch Mtns, Box Elder Peak",Elk,General Season,Any Legal Weapon,34,40,6,6,17.6,0,34,34,36,NO,,,INCREASE
EB3064,Resident,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,Elk,Limited Entry,Any Legal Weapon,93,99,6,6,6.5,47,46,694,33,YES,99,official,INCREASE
EB3158,Resident,Beaver East,Beaver East,Elk,Limited Entry,Archery,12,18,6,6,50.0,6,6,88,33,YES,18,official,INCREASE
EB3176,Resident,Nebo/San Pitch Mtns,Nebo/San Pitch Mtns,Elk,Limited Entry,Any Legal Weapon,14,20,6,6,42.9,7,7,212,33,YES,20,official,INCREASE
PB5046,Resident,"San Rafael, North","San Rafael, North",Pronghorn,Limited Entry,Any Legal Weapon,56,62,6,6,10.7,28,28,581,33,YES,62,official,INCREASE
PB5077,Resident,Parker Mtn,Parker Mtn,Pronghorn,Limited Entry,Archery,39,45,6,6,15.4,17,22,39,33,YES,45,official,INCREASE
PD1055,Resident,Parker Mtn,Parker Mtn,Pronghorn,General Season,Muzzleloader,25,31,6,6,24.0,0,25,63,20,NO,,,INCREASE
