unit,hunt_name,hunt_code,hunt_number,boundary_id,boundary_geometry_type,geometry_status,boundary_geojson_path,member_boundary_ids,merged_boundary_id
,Henry Mtns,DS6600,DS6600,94,single_kmz,mapped,processed_data/boundaries/DS6600.geojson,,
,"Kaiparowits, East",DS6601,DS6601,98,single_kmz,mapped,processed_data/boundaries/DS6601.geojson,,
,"Kaiparowits, West",DS6603,DS6603,100,single_kmz,mapped,processed_data/boundaries/DS6603.geojson,,
,"La Sal, Potash/South Cisco",DS6604,DS6604,688,single_kmz,mapped,processed_data/boundaries/DS6604.geojson,,
,"San Juan, Lockhart",DS6606,DS6606,187,single_kmz,mapped,processed_data/boundaries/DS6606.geojson,,
,"San Juan, South",DS6607,DS6607,190,single_kmz,mapped,processed_data/boundaries/DS6607.geojson,,
,"San Rafael, Dirty Devil",DS6608,DS6608,193,single_kmz,mapped,processed_data/boundaries/DS6608.geojson,,
,"San Rafael, North",DS6609,DS6609,194,single_kmz,mapped,processed_data/boundaries/DS6609.geojson,,
,"San Rafael, South",DS6610,DS6610,195,single_kmz,mapped,processed_data/boundaries/DS6610.geojson,,
,Zion,DS6611,DS6611,635,single_kmz,mapped,processed_data/boundaries/DS6611.geojson,,
,"Pine Valley, Virgin River",DS6620,DS6620,306,single_kmz,mapped,processed_data/boundaries/DS6620.geojson,,
,"Pine Valley, Beaver Dam",DS6621,DS6621,305,single_kmz,mapped,processed_data/boundaries/DS6621.geojson,,
,"San Juan, North",DS6622,DS6622,308,single_kmz,mapped,processed_data/boundaries/DS6622.geojson,,
,"San Juan, San Juan River",DS6623,DS6623,309,single_kmz,mapped,processed_data/boundaries/DS6623.geojson,,
,Mineral Mtns,DS6625,DS6625,10003,single_kmz,mapped,processed_data/boundaries/DS6625.geojson,,
,"Escalante, East",DS6626,DS6626,933,single_kmz,mapped,processed_data/boundaries/DS6626.geojson,,
,"Escalante, West",DS6627,DS6627,934,single_kmz,mapped,processed_data/boundaries/DS6627.geojson,,
,"San Rafael, Dirty Devil",DS6624,DS6624,193,single_kmz,mapped,processed_data/boundaries/DS6624.geojson,,
,Antlerless Elk Control,EA2000,EA2000,5116,merged_kmz,mapped,processed_data/boundaries/EA2000.geojson,117;276;69;94;609;611;635;636,EA2000_MERGED_2026
27,Alton CWMU,EA1118,EA1118,526,single_kmz,mapped,processed_data/boundaries/EA1118.geojson,,
25AB,Bar J Ranch CWMU,EA1119,EA1119,527,single_kmz,mapped,processed_data/boundaries/EA1119.geojson,,
16B,Bear Mountain CWMU,EA1120,EA1120,582,single_kmz,mapped,processed_data/boundaries/EA1120.geojson,,
25AB,Boobe Hole CWMU,EA1121,EA1121,529,single_kmz,mapped,processed_data/boundaries/EA1121.geojson,,
4,Causey Spring CWMU,EA1122,EA1122,560,single_kmz,mapped,processed_data/boundaries/EA1122.geojson,,
4,Chimney Rock CWMU,EA1124,EA1124,732,single_kmz,mapped,processed_data/boundaries/EA1124.geojson,,
3,Coldwater Ranch CWMU,EA1125,EA1125,505,single_kmz,mapped,processed_data/boundaries/EA1125.geojson,,
4,Deseret CWMU,EA1129,EA1129,568,single_kmz,mapped,processed_data/boundaries/EA1129.geojson,,
1,Double Cone CWMU,EA1130,EA1130,516,single_kmz,mapped,processed_data/boundaries/EA1130.geojson,,
4,Durst Mountain CWMU,EA1131,EA1131,567,single_kmz,mapped,processed_data/boundaries/EA1131.geojson,,
6,East Fork Chalk Creek CWMU,EA1132,EA1132,520,single_kmz,mapped,processed_data/boundaries/EA1132.geojson,,
6,Ensign Ranches CWMU,EA1134,EA1134,522,single_kmz,mapped,processed_data/boundaries/EA1134.geojson,,
4,Folley Ridge CWMU,EA1135,EA1135,579,single_kmz,mapped,processed_data/boundaries/EA1135.geojson,,
6,Grass Valley/Clark Canyon CWMU,EA1136,EA1136,525,single_kmz,mapped,processed_data/boundaries/EA1136.geojson,,
25AB,Grazing Pasture CWMU,EA1137,EA1137,530,single_kmz,mapped,processed_data/boundaries/EA1137.geojson,,
4,Guildersleeve CWMU,EA1138,EA1138,573,single_kmz,mapped,processed_data/boundaries/EA1138.geojson,,
5,Hardscrabble CWMU,EA1139,EA1139,577,single_kmz,mapped,processed_data/boundaries/EA1139.geojson,,
18,Heaston East CWMU,EA1140,EA1140,555,single_kmz,mapped,processed_data/boundaries/EA1140.geojson,,
16B,Hiawatha CWMU,EA1141,EA1141,550,single_kmz,mapped,processed_data/boundaries/EA1141.geojson,,
17,Indian Head CWMU,EA1142,EA1142,735,single_kmz,mapped,processed_data/boundaries/EA1142.geojson,,
13A,Circle E Ranch CWMU,EA1143,EA1143,549,single_kmz,mapped,processed_data/boundaries/EA1143.geojson,,
25AB,Johnson Mountain Ranch CWMU,EA1145,EA1145,531,single_kmz,mapped,processed_data/boundaries/EA1145.geojson,,
16B,Jump Creek CWMU,EA1146,EA1146,734,single_kmz,mapped,processed_data/boundaries/EA1146.geojson,,
17,Little Red Creek CWMU,EA1147,EA1147,484,single_kmz,mapped,processed_data/boundaries/EA1147.geojson,,
11B,Minnie Maud Ridge CWMU,EA1149,EA1149,551,single_kmz,mapped,processed_data/boundaries/EA1149.geojson,,
17,Moon Ranch CWMU,EA1151,EA1151,485,single_kmz,mapped,processed_data/boundaries/EA1151.geojson,,
16B,Old Woman Plateau CWMU,EA1153,EA1153,535,single_kmz,mapped,processed_data/boundaries/EA1153.geojson,,
11B,Preston Nutter Ranch CWMU,EA1156,EA1156,542,single_kmz,mapped,processed_data/boundaries/EA1156.geojson,,
13A,Redd Ranches CWMU,EA1157,EA1157,548,single_kmz,mapped,processed_data/boundaries/EA1157.geojson,,
1,Cactus Ranch LLC CWMU,EA1158,EA1158,517,single_kmz,mapped,processed_data/boundaries/EA1158.geojson,,
11B,Roan Cliffs CWMU,EA1159,EA1159,543,single_kmz,mapped,processed_data/boundaries/EA1159.geojson,,
17,Sand Creek CWMU,EA1160,EA1160,740,single_kmz,mapped,processed_data/boundaries/EA1160.geojson,,
16B,Scofield Canyons CWMU,EA1161,EA1161,539,single_kmz,mapped,processed_data/boundaries/EA1161.geojson,,
16B,Scofield East CWMU,EA1162,EA1162,540,single_kmz,mapped,processed_data/boundaries/EA1162.geojson,,
16B,Scofield West CWMU,EA1163,EA1163,541,single_kmz,mapped,processed_data/boundaries/EA1163.geojson,,
2,SJ Ranch CWMU,EA1164,EA1164,576,single_kmz,mapped,processed_data/boundaries/EA1164.geojson,,
4,Skull Crack CWMU,EA1165,EA1165,578,single_kmz,mapped,processed_data/boundaries/EA1165.geojson,,
16B,Soldier Summit CWMU,EA1166,EA1166,552,single_kmz,mapped,processed_data/boundaries/EA1166.geojson,,
3,South Canyon CWMU,EA1167,EA1167,491,single_kmz,mapped,processed_data/boundaries/EA1167.geojson,,
14,Spring Creek/Dodge CWMU,EA1168,EA1168,546,single_kmz,mapped,processed_data/boundaries/EA1168.geojson,,
2,Strawberry Ridge CWMU,EA1170,EA1170,562,single_kmz,mapped,processed_data/boundaries/EA1170.geojson,,
14,Summit Point CWMU,EA1171,EA1171,547,single_kmz,mapped,processed_data/boundaries/EA1171.geojson,,
17,Three C CWMU,EA1172,EA1172,553,single_kmz,mapped,processed_data/boundaries/EA1172.geojson,,
6,Two Bear CWMU,EA1174,EA1174,521,single_kmz,mapped,processed_data/boundaries/EA1174.geojson,,
17,Wallsburg CWMU,EA1175,EA1175,586,single_kmz,mapped,processed_data/boundaries/EA1175.geojson,,
4,Woodruff Creek South CWMU,EA1177,EA1177,571,single_kmz,mapped,processed_data/boundaries/EA1177.geojson,,
21,Pahvant Ensign CWMU,EA1192,EA1192,826,single_kmz,mapped,processed_data/boundaries/EA1192.geojson,,
3,Bear Springs CWMU,EA1198,EA1198,575,single_kmz,mapped,processed_data/boundaries/EA1198.geojson,,
17,Double R Ranch CWMU,EA1200,EA1200,554,single_kmz,mapped,processed_data/boundaries/EA1200.geojson,,
16A,Mountain Sky Ranch CWMU,EA1201,EA1201,858,single_kmz,mapped,processed_data/boundaries/EA1201.geojson,,
17,Avintaquin Canyon CWMU,EA1233,EA1233,599,single_kmz,mapped,processed_data/boundaries/EA1233.geojson,,
8A,Royal Ivory Outfitters CWMU,EA1234,EA1234,828,single_kmz,mapped,processed_data/boundaries/EA1234.geojson,,
3,Sharp Mountain CWMU,EA1235,EA1235,490,single_kmz,mapped,processed_data/boundaries/EA1235.geojson,,
17,Little Pole Canyon CWMU,EA1256,EA1256,556,single_kmz,mapped,processed_data/boundaries/EA1256.geojson,,
,Tunnel Hollow CWMU,EA1257,EA1257,569,single_kmz,mapped,processed_data/boundaries/EA1257.geojson,,
9C,Diamond Mountain CWMU,EA1259,EA1259,923,single_kmz,mapped,processed_data/boundaries/EA1259.geojson,,
16B,West Ridge CWMU,EA1260,EA1260,808,single_kmz,mapped,processed_data/boundaries/EA1260.geojson,,
11B,Blackhawk CWMU,EA1261,EA1261,874,single_kmz,mapped,processed_data/boundaries/EA1261.geojson,,
,Weber Florence Creek/Stillman Creek CWMU,EA1263,EA1263,524,single_kmz,mapped,processed_data/boundaries/EA1263.geojson,,
27,Alton CWMU,EB3500,EB3500,526,single_kmz,mapped,processed_data/boundaries/EB3500.geojson,,
25AB,Bar J Ranch CWMU,EB3501,EB3501,527,single_kmz,mapped,processed_data/boundaries/EB3501.geojson,,
16B,Bear Mountain CWMU,EB3502,EB3502,582,single_kmz,mapped,processed_data/boundaries/EB3502.geojson,,
3,Bear Springs CWMU,EB3503,EB3503,575,single_kmz,mapped,processed_data/boundaries/EB3503.geojson,,
16B,Blackhawk CWMU,EB3504,EB3504,874,single_kmz,mapped,processed_data/boundaries/EB3504.geojson,,
25AB,Boobe Hole CWMU,EB3505,EB3505,529,single_kmz,mapped,processed_data/boundaries/EB3505.geojson,,
4,Causey Spring CWMU,EB3506,EB3506,560,single_kmz,mapped,processed_data/boundaries/EB3506.geojson,,
4,Chimney Rock CWMU,EB3508,EB3508,732,single_kmz,mapped,processed_data/boundaries/EB3508.geojson,,
3,Coldwater Ranch CWMU,EB3509,EB3509,505,single_kmz,mapped,processed_data/boundaries/EB3509.geojson,,
1,Cotton Thomas CWMU,EB3511,EB3511,640,single_kmz,mapped,processed_data/boundaries/EB3511.geojson,,
4,Deseret CWMU,EB3514,EB3514,568,single_kmz,mapped,processed_data/boundaries/EB3514.geojson,,
1,Double Cone CWMU,EB3515,EB3515,516,single_kmz,mapped,processed_data/boundaries/EB3515.geojson,,
4,Durst Mountain CWMU,EB3516,EB3516,567,single_kmz,mapped,processed_data/boundaries/EB3516.geojson,,
6,East Fork Chalk Creek CWMU,EB3517,EB3517,520,single_kmz,mapped,processed_data/boundaries/EB3517.geojson,,
6,Ensign Ranches CWMU,EB3519,EB3519,522,single_kmz,mapped,processed_data/boundaries/EB3519.geojson,,
4,Folley Ridge CWMU,EB3520,EB3520,579,single_kmz,mapped,processed_data/boundaries/EB3520.geojson,,
6,Grass Valley/Clark Canyon CWMU,EB3521,EB3521,525,single_kmz,mapped,processed_data/boundaries/EB3521.geojson,,
25AB,Grazing Pasture CWMU,EB3522,EB3522,530,single_kmz,mapped,processed_data/boundaries/EB3522.geojson,,
4,Guildersleeve CWMU,EB3523,EB3523,573,single_kmz,mapped,processed_data/boundaries/EB3523.geojson,,
5,Hardscrabble CWMU,EB3524,EB3524,577,single_kmz,mapped,processed_data/boundaries/EB3524.geojson,,
18,Heaston East CWMU,EB3525,EB3525,555,single_kmz,mapped,processed_data/boundaries/EB3525.geojson,,
16B,Hiawatha CWMU,EB3526,EB3526,550,single_kmz,mapped,processed_data/boundaries/EB3526.geojson,,
17,Indian Head CWMU,EB3527,EB3527,735,single_kmz,mapped,processed_data/boundaries/EB3527.geojson,,
1,Ingham Peak CWMU,EB3528,EB3528,493,single_kmz,mapped,processed_data/boundaries/EB3528.geojson,,
13A,Circle E Ranch CWMU,EB3529,EB3529,549,single_kmz,mapped,processed_data/boundaries/EB3529.geojson,,
5,Jacob's Creek CWMU,EB3530,EB3530,580,single_kmz,mapped,processed_data/boundaries/EB3530.geojson,,
25AB,Johnson Mountain Ranch CWMU,EB3531,EB3531,531,single_kmz,mapped,processed_data/boundaries/EB3531.geojson,,
16B,Jump Creek CWMU,EB3532,EB3532,734,single_kmz,mapped,processed_data/boundaries/EB3532.geojson,,
1,Junction Valley CWMU,EB3533,EB3533,589,single_kmz,mapped,processed_data/boundaries/EB3533.geojson,,
17,Little Red Creek CWMU,EB3534,EB3534,484,single_kmz,mapped,processed_data/boundaries/EB3534.geojson,,
11B,Minnie Maud Ridge CWMU,EB3536,EB3536,551,single_kmz,mapped,processed_data/boundaries/EB3536.geojson,,
17,Moon Ranch CWMU,EB3538,EB3538,485,single_kmz,mapped,processed_data/boundaries/EB3538.geojson,,
16B,Old Woman Plateau CWMU,EB3540,EB3540,535,single_kmz,mapped,processed_data/boundaries/EB3540.geojson,,
11B,Patmos Ridge CWMU,EB3541,EB3541,736,single_kmz,mapped,processed_data/boundaries/EB3541.geojson,,
11B,Preston Nutter Ranch CWMU,EB3543,EB3543,542,single_kmz,mapped,processed_data/boundaries/EB3543.geojson,,
13A,Redd Ranches CWMU,EB3544,EB3544,548,single_kmz,mapped,processed_data/boundaries/EB3544.geojson,,
1,Cactus Ranch LLC CWMU,EB3545,EB3545,517,single_kmz,mapped,processed_data/boundaries/EB3545.geojson,,
11B,Roan Cliffs CWMU,EB3546,EB3546,543,single_kmz,mapped,processed_data/boundaries/EB3546.geojson,,
17,Sand Creek CWMU,EB3547,EB3547,740,single_kmz,mapped,processed_data/boundaries/EB3547.geojson,,
16B,Scofield Canyons CWMU,EB3548,EB3548,539,single_kmz,mapped,processed_data/boundaries/EB3548.geojson,,
16B,Scofield East CWMU,EB3549,EB3549,540,single_kmz,mapped,processed_data/boundaries/EB3549.geojson,,
16B,Scofield West CWMU,EB3550,EB3550,541,single_kmz,mapped,processed_data/boundaries/EB3550.geojson,,
2,SJ Ranch CWMU,EB3551,EB3551,576,single_kmz,mapped,processed_data/boundaries/EB3551.geojson,,
4,Skull Crack CWMU,EB3552,EB3552,578,single_kmz,mapped,processed_data/boundaries/EB3552.geojson,,
16B,Soldier Summit CWMU,EB3553,EB3553,552,single_kmz,mapped,processed_data/boundaries/EB3553.geojson,,
3,South Canyon CWMU,EB3554,EB3554,491,single_kmz,mapped,processed_data/boundaries/EB3554.geojson,,
14,Spring Creek/Dodge CWMU,EB3555,EB3555,546,single_kmz,mapped,processed_data/boundaries/EB3555.geojson,,
2,Strawberry Ridge CWMU,EB3557,EB3557,562,single_kmz,mapped,processed_data/boundaries/EB3557.geojson,,
14,Summit Point CWMU,EB3558,EB3558,547,single_kmz,mapped,processed_data/boundaries/EB3558.geojson,,
17,Three C CWMU,EB3559,EB3559,553,single_kmz,mapped,processed_data/boundaries/EB3559.geojson,,
17,Wallsburg CWMU,EB3562,EB3562,586,single_kmz,mapped,processed_data/boundaries/EB3562.geojson,,
4,Woodruff Creek South CWMU,EB3564,EB3564,571,single_kmz,mapped,processed_data/boundaries/EB3564.geojson,,
1,North Peaks CWMU,EB3565,EB3565,492,single_kmz,mapped,processed_data/boundaries/EB3565.geojson,,
21,Pahvant Ensign CWMU,EB3603,EB3603,826,single_kmz,mapped,processed_data/boundaries/EB3603.geojson,,
17,Double R Ranch CWMU,EB3604,EB3604,554,single_kmz,mapped,processed_data/boundaries/EB3604.geojson,,
16A,Mountain Sky Ranch CWMU,EB3606,EB3606,858,single_kmz,mapped,processed_data/boundaries/EB3606.geojson,,
10,West Willow Creek Ranch CWMU,EB3607,EB3607,805,single_kmz,mapped,processed_data/boundaries/EB3607.geojson,,
17,Avintaquin Canyon CWMU,EB3608,EB3608,599,single_kmz,mapped,processed_data/boundaries/EB3608.geojson,,
3,Sharp Mountain CWMU,EB3610,EB3610,490,single_kmz,mapped,processed_data/boundaries/EB3610.geojson,,
11B,West Ridge CWMU,EB3611,EB3611,874,single_kmz,mapped,processed_data/boundaries/EB3611.geojson,,
17,Little Pole Canyon CWMU,EB3613,EB3613,556,single_kmz,mapped,processed_data/boundaries/EB3613.geojson,,
5,Tunnel Hollow CWMU,EB3614,EB3614,569,single_kmz,mapped,processed_data/boundaries/EB3614.geojson,,
6,Weber Florence Creek/Stillman Creek CWMU,EB3619,EB3619,524,single_kmz,mapped,processed_data/boundaries/EB3619.geojson,,
,The Dirty Dozen,EB3620,EB3620,923,single_kmz,mapped,processed_data/boundaries/EB3620.geojson,,
,La Sal (Conservation),EA1180,EA1180,684,conservation_expo_bundle,mapped,processed_data/boundaries/EA1180.geojson,108;617;684;879,EA1180_BUNDLE_2026
,Fishlake (Conservation),EA1270,EA1270,175,conservation_expo_bundle,mapped,processed_data/boundaries/EA1270.geojson,175;698;699,EA1270_BUNDLE_2026
,Manti (Conservation),EA1271,EA1271,51,conservation_expo_bundle,mapped,processed_data/boundaries/EA1271.geojson,43;45;47;49;51;55;58;861;862;938,EA1271_BUNDLE_2026
,Cache (Conservation),EA2041,EA2041,29,conservation_expo_bundle,mapped,processed_data/boundaries/EA2041.geojson,29;33;38;39;40;302;303,EA2041_BUNDLE_2026
,Wasatch Mtns (Conservation),EA2045,EA2045,5118,conservation_expo_bundle,mapped,processed_data/boundaries/EA2045.geojson,222;224;225;227;234;238;240;480;817;845;920;921,EA2045_BUNDLE_2026
,Box Elder Grouse Creek,EB3128,EB3128,867,single_kmz,mapped,processed_data/boundaries/EB3128.geojson,867,
,Box Elder Pilot Mtn,EB3209,EB3209,683,conservation_expo_bundle,mapped,processed_data/boundaries/EB3209.geojson,682;683,EB3209_BUNDLE_2026
,Elk Extended Archery,EX1000,EX1000,5130,merged_kmz,mapped,processed_data/boundaries/EX1000.geojson,282;313;218,EX1000_MERGED_2026
2,"Cache, Rich",EA1010,EA1010,38,single_kmz,mapped,processed_data/boundaries/EA1010.geojson,,
2,"Cache, Richards Hollow",EA1011,EA1011,39,single_kmz,mapped,processed_data/boundaries/EA1011.geojson,,
2,"Cache, Richmond Hyde Park",EA1012,EA1012,40,single_kmz,mapped,processed_data/boundaries/EA1012.geojson,,
16B,"Manti, Central",EA1013,EA1013,43,single_kmz,mapped,processed_data/boundaries/EA1013.geojson,,
16B,"Manti, Ferron Canyon",EA1015,EA1015,45,single_kmz,mapped,processed_data/boundaries/EA1015.geojson,,
16B,"Manti, Gordon Creek-Price Canyon",EA1017,EA1017,47,single_kmz,mapped,processed_data/boundaries/EA1017.geojson,,
16B,"Manti, Horn Mtn",EA1018,EA1018,49,single_kmz,mapped,processed_data/boundaries/EA1018.geojson,,
16B,"Manti, Mohrland-Stump Flat",EA1020,EA1020,55,single_kmz,mapped,processed_data/boundaries/EA1020.geojson,,
16A,Nebo,EA1021,EA1021,616,single_kmz,mapped,processed_data/boundaries/EA1021.geojson,,
16B,"Manti, North",EA1022,EA1022,58,single_kmz,mapped,processed_data/boundaries/EA1022.geojson,,
16B,"Manti, South",EA1023,EA1023,862,single_kmz,mapped,processed_data/boundaries/EA1023.geojson,,
16B,"Manti, South",EA1024,EA1024,862,single_kmz,mapped,processed_data/boundaries/EA1024.geojson,,
16B,"Manti, West",EA1025,EA1025,861,single_kmz,mapped,processed_data/boundaries/EA1025.geojson,,
6,Chalk Creek,EA1026,EA1026,69,single_kmz,mapped,processed_data/boundaries/EA1026.geojson,,
21,"Fillmore, Pahvant",EA1030,EA1030,88,single_kmz,mapped,processed_data/boundaries/EA1030.geojson,,
21,"Fillmore, Pahvant",EA1031,EA1031,88,single_kmz,mapped,processed_data/boundaries/EA1031.geojson,,
7,Kamas,EA1033,EA1033,611,single_kmz,mapped,processed_data/boundaries/EA1033.geojson,,
7,"Kamas, Oakley",EA1035,EA1035,104,single_kmz,mapped,processed_data/boundaries/EA1035.geojson,,
13B,"La Sal, Dolores Triangle",EA1037,EA1037,108,single_kmz,mapped,processed_data/boundaries/EA1037.geojson,,
13A,"La Sal, La Sal Mtns",EA1038,EA1038,617,single_kmz,mapped,processed_data/boundaries/EA1038.geojson,,
13A,"La Sal, La Sal Mtns",EA1039,EA1039,617,single_kmz,mapped,processed_data/boundaries/EA1039.geojson,,
4,"Morgan-South Rich, South Rich",EA1044,EA1044,122,single_kmz,mapped,processed_data/boundaries/EA1044.geojson,,
24,"Mt Dutton, Deep Creek",EA1049,EA1049,438,single_kmz,mapped,processed_data/boundaries/EA1049.geojson,,
11A,"Nine Mile, West Anthro",EA1054,EA1054,132,single_kmz,mapped,processed_data/boundaries/EA1054.geojson,,
8B,"North Slope, Greendale",EA1056,EA1056,134,single_kmz,mapped,processed_data/boundaries/EA1056.geojson,,
8A,"North Slope, Henry's Fork-Burnt Fork",EA1058,EA1058,135,single_kmz,mapped,processed_data/boundaries/EA1058.geojson,,
3,Ogden,EA1063,EA1063,609,single_kmz,mapped,processed_data/boundaries/EA1063.geojson,,
3,Ogden,EA1064,EA1064,609,single_kmz,mapped,processed_data/boundaries/EA1064.geojson,,
28,Panguitch Lake,EA1069,EA1069,634,single_kmz,mapped,processed_data/boundaries/EA1069.geojson,,
27,Paunsaugunt,EA1073,EA1073,163,single_kmz,mapped,processed_data/boundaries/EA1073.geojson,,
25C/26,Boulder East,EA1075,EA1075,695,single_kmz,mapped,processed_data/boundaries/EA1075.geojson,,
25C/26,Boulder West,EA1076,EA1076,697,single_kmz,mapped,processed_data/boundaries/EA1076.geojson,,
25C/26,Boulder-Circle Cliffs,EA1077,EA1077,96,single_kmz,mapped,processed_data/boundaries/EA1077.geojson,,
25AB,Fishlake/Thousand Lakes,EA1078,EA1078,175,single_kmz,mapped,processed_data/boundaries/EA1078.geojson,,
25AB,Fishlake/Thousand Lakes East,EA1079,EA1079,698,single_kmz,mapped,processed_data/boundaries/EA1079.geojson,,
25AB,Fishlake/Thousand Lakes West,EA1080,EA1080,699,single_kmz,mapped,processed_data/boundaries/EA1080.geojson,,
14,San Juan,EA1081,EA1081,710,single_kmz,mapped,processed_data/boundaries/EA1081.geojson,,
14,San Juan,EA1082,EA1082,710,single_kmz,mapped,processed_data/boundaries/EA1082.geojson,,
12,"San Rafael, North",EA1084,EA1084,194,single_kmz,mapped,processed_data/boundaries/EA1084.geojson,,
9B,Bonanza/Vernal,EA1087,EA1087,614,single_kmz,mapped,processed_data/boundaries/EA1087.geojson,,
9C,Diamond Mtn,EA1089,EA1089,206,single_kmz,mapped,processed_data/boundaries/EA1089.geojson,,
9C,Diamond Mtn,EA1090,EA1090,206,single_kmz,mapped,processed_data/boundaries/EA1090.geojson,,
9B,"Vernal, Mosby Mtn",EA1094,EA1094,814,single_kmz,mapped,processed_data/boundaries/EA1094.geojson,,
20,Southwest Desert,EA1101,EA1101,625,single_kmz,mapped,processed_data/boundaries/EA1101.geojson,,
17,"Wasatch Mtns, Avintaquin",EA1106,EA1106,224,single_kmz,mapped,processed_data/boundaries/EA1106.geojson,,
17,"Wasatch Mtns, Salt Lake",EA1110,EA1110,234,single_kmz,mapped,processed_data/boundaries/EA1110.geojson,,
17,"Wasatch Mtns, Wallsburg",EA1111,EA1111,238,single_kmz,mapped,processed_data/boundaries/EA1111.geojson,,
17,"Wasatch Mtns, Wallsburg",EA1112,EA1112,238,single_kmz,mapped,processed_data/boundaries/EA1112.geojson,,
17,"Wasatch Mtns, West Heber",EA1113,EA1113,240,single_kmz,mapped,processed_data/boundaries/EA1113.geojson,,
17,"Wasatch Mtns, West Timpanogos",EA1114,EA1114,480,single_kmz,mapped,processed_data/boundaries/EA1114.geojson,,
29,Zion,EA1117,EA1117,635,single_kmz,mapped,processed_data/boundaries/EA1117.geojson,,
27,"Paunsaugunt, Hatch Bench",EA1187,EA1187,838,single_kmz,mapped,processed_data/boundaries/EA1187.geojson,,
2,"Cache, Rich",EA1193,EA1193,38,single_kmz,mapped,processed_data/boundaries/EA1193.geojson,,
8A,"North Slope, Summit",EA1196,EA1196,138,single_kmz,mapped,processed_data/boundaries/EA1196.geojson,,
1,"Box Elder, Pilot Mtn",EA1203,EA1203,682,single_kmz,mapped,processed_data/boundaries/EA1203.geojson,,
1,"Box Elder, Pilot Mtn",EA1204,EA1204,682,single_kmz,mapped,processed_data/boundaries/EA1204.geojson,,
2,"Cache, Richmond Hyde Park",EA1206,EA1206,40,single_kmz,mapped,processed_data/boundaries/EA1206.geojson,,
16A,"Nebo, Moroni Hills",EA1207,EA1207,107,single_kmz,mapped,processed_data/boundaries/EA1207.geojson,,
16A,Nebo,EA1208,EA1208,616,single_kmz,mapped,processed_data/boundaries/EA1208.geojson,,
21,"Fillmore, Oak Creek LE",EA1209,EA1209,85,single_kmz,mapped,processed_data/boundaries/EA1209.geojson,,
17,"Wasatch Mtns, Avintaquin",EA1217,EA1217,224,single_kmz,mapped,processed_data/boundaries/EA1217.geojson,,
,Manti (Expo),EA1220,EA1220,5112,conservation_expo_bundle,mapped,processed_data/boundaries/EA1220.geojson,43;45;47;49;51;55;58;861;862;938,EA1220_BUNDLE_2026
,Fishlake/Thousand Lake (Expo),EA1221,EA1221,5145,merged_kmz,mapped,processed_data/boundaries/EA1221.geojson,698;699;175,
22,"Beaver, East",EA1222,EA1222,685,single_kmz,mapped,processed_data/boundaries/EA1222.geojson,,
22,"Beaver, East",EA1223,EA1223,685,single_kmz,mapped,processed_data/boundaries/EA1223.geojson,,
10,"Book Cliffs, Bitter Creek/South",EA1224,EA1224,449,single_kmz,mapped,processed_data/boundaries/EA1224.geojson,,
10,"Book Cliffs, Bitter Creek/South",EA1225,EA1225,449,single_kmz,mapped,processed_data/boundaries/EA1225.geojson,,
16A,"Nebo, Moroni Hills",EA1226,EA1226,107,single_kmz,mapped,processed_data/boundaries/EA1226.geojson,,
4,Morgan-South Rich,EA1228,EA1228,117,single_kmz,mapped,processed_data/boundaries/EA1228.geojson,,
4,Morgan-South Rich,EA1229,EA1229,117,single_kmz,mapped,processed_data/boundaries/EA1229.geojson,,
19,"West Desert, Tintic Valley",EA1231,EA1231,116,single_kmz,mapped,processed_data/boundaries/EA1231.geojson,,
5,East Canyon,EA1236,EA1236,276,single_kmz,mapped,processed_data/boundaries/EA1236.geojson,,
13A,"La Sal, La Sal Mtns-North",EA1237,EA1237,879,single_kmz,mapped,processed_data/boundaries/EA1237.geojson,,
11B,"Nine Mile, Range Creek",EA1239,EA1239,277,single_kmz,mapped,processed_data/boundaries/EA1239.geojson,,
11B,"Nine Mile, Range Creek",EA1240,EA1240,277,single_kmz,mapped,processed_data/boundaries/EA1240.geojson,,
9B,"Vernal, Buckskin Hills-Jensen",EA1242,EA1242,880,single_kmz,mapped,processed_data/boundaries/EA1242.geojson,,
9B,"Vernal, Buckskin Hills-Jensen",EA1243,EA1243,880,single_kmz,mapped,processed_data/boundaries/EA1243.geojson,,
9A,Yellowstone,EA1244,EA1244,613,single_kmz,mapped,processed_data/boundaries/EA1244.geojson,,
8B,"North Slope, West Daggett",EA1250,EA1250,142,single_kmz,mapped,processed_data/boundaries/EA1250.geojson,,
20,"Southwest Desert, Burbank/Garrison",EA1251,EA1251,893,single_kmz,mapped,processed_data/boundaries/EA1251.geojson,,
30,Pine Valley,EA1254,EA1254,636,single_kmz,mapped,processed_data/boundaries/EA1254.geojson,,
,La Sal (Expo),EA1258,EA1258,5113,conservation_expo_bundle,mapped,processed_data/boundaries/EA1258.geojson,108;617;684;879,EA1258_BUNDLE_2026
17,"Wasatch Mtns, Rabbit Gulch",EA1264,EA1264,921,single_kmz,mapped,processed_data/boundaries/EA1264.geojson,,
17,"Wasatch Mtns, Tabby Mtn",EA1265,EA1265,920,single_kmz,mapped,processed_data/boundaries/EA1265.geojson,,
1,"Box Elder, Hansel Mtn",EA1266,EA1266,18,single_kmz,mapped,processed_data/boundaries/EA1266.geojson,,
2,Cache,EA1267,EA1267,29,single_kmz,mapped,processed_data/boundaries/EA1267.geojson,,
