hunt_code,hunt_name,species,boundary_id,row_origin,database_numeric_protected,target_database_status,target_2025_total,database_2025_total,target_2026_total,database_2026_total,database_allotment_2026_total,resolved_2026_res,resolved_2026_nr,resolved_2026_total,resolved_2026_source,overlay_action,review_priority,review_reason
PB5052,"West Desert, Snake Valley",Pronghorn,246,TARGET_AND_DATABASE,YES,MATCH,96,96,106,106,106,95,11,106,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
PB5073,"Cache, Rich",Pronghorn,38,TARGET_AND_DATABASE,YES,MATCH,6,6,6,6,6,6,0,6,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
PB5076,Parker Mtn,Pronghorn,703,TARGET_AND_DATABASE,YES,MATCH,80,79,150,150,150,135,15,150,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
PB5331,Mt Dutton/Paunsaugunt,Pronghorn,453,TARGET_AND_DATABASE,YES,MATCH,16,15,15,15,15,13,2,15,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
PB5000,Beaver,Pronghorn,628,TARGET_AND_DATABASE,YES,MATCH,11,11,12,12,12,11,1,12,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
PB5001,"Book Cliffs, Bitter Creek",Pronghorn,667,TARGET_AND_DATABASE,YES,MATCH,14,14,14,14,14,13,1,14,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
PB5002,"Book Cliffs, South",Pronghorn,15,TARGET_AND_DATABASE,YES,MATCH,8,8,9,9,9,8,1,9,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
PB5003,"Box Elder, Promontory",Pronghorn,24,TARGET_AND_DATABASE,YES,MATCH,4,3,4,4,4,4,0,4,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
PB5004,"Box Elder, Puddle Valley",Pronghorn,25,TARGET_AND_DATABASE,YES,MATCH,4,4,4,4,4,3,1,4,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
PB5005,"Box Elder, Snowville",Pronghorn,27,TARGET_AND_DATABASE,YES,MATCH,10,10,10,10,10,9,1,10,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
PB5006,"Box Elder, West",Pronghorn,755,TARGET_AND_DATABASE,YES,MATCH,10,10,11,11,11,10,1,11,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
PB5008,"Fillmore, Oak Creek South",Pronghorn,81,TARGET_AND_DATABASE,YES,MATCH,15,14,17,17,17,15,2,17,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
PB5009,"La Sal, Potash/South Cisco",Pronghorn,688,TARGET_AND_DATABASE,YES,MATCH,6,6,6,6,6,6,0,6,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
PB5011,"Nine Mile, Anthro-Myton Bench",Pronghorn,129,TARGET_AND_DATABASE,YES,MATCH,33,32,33,33,33,30,3,33,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
PB5012,"North Slope, Three Corners/West Daggett",Pronghorn,289,TARGET_AND_DATABASE,YES,MATCH,13,13,11,11,11,10,1,11,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
PB5013,Pine Valley,Pronghorn,636,TARGET_AND_DATABASE,YES,MATCH,8,8,8,8,8,7,1,8,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
PB5015,"San Rafael, North",Pronghorn,194,TARGET_AND_DATABASE,YES,MATCH,22,21,23,23,23,21,2,23,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
PB5016,Diamond Mtn/Bonanza,Pronghorn,461,TARGET_AND_DATABASE,YES,MATCH,19,19,19,19,19,17,2,19,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
PB5017,Vernal,Pronghorn,208,TARGET_AND_DATABASE,YES,MATCH,22,22,20,20,20,18,2,20,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
PB5018,Southwest Desert,Pronghorn,625,TARGET_AND_DATABASE,YES,MATCH,35,34,35,35,35,31,4,35,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
PB5019,"West Desert, Riverbed",Pronghorn,244,TARGET_AND_DATABASE,YES,MATCH,18,18,20,20,20,18,2,20,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
PB5020,"West Desert, Rush Valley",Pronghorn,245,TARGET_AND_DATABASE,YES,MATCH,9,9,9,9,9,8,1,9,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
PB5021,"West Desert, Snake Valley",Pronghorn,246,TARGET_AND_DATABASE,YES,MATCH,24,24,26,26,26,23,3,26,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
PB5053,"Nine Mile, Range Creek",Pronghorn,277,TARGET_AND_DATABASE,YES,MATCH,3,3,4,4,4,4,0,4,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
PB5054,"Panguitch Lake/Zion, North",Pronghorn,718,TARGET_AND_DATABASE,YES,MATCH,8,8,8,8,8,7,1,8,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
PB5055,"San Rafael, Desert",Pronghorn,443,TARGET_AND_DATABASE,YES,MATCH,2,2,2,2,2,2,0,2,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
PB5074,"Cache, Rich",Pronghorn,38,TARGET_AND_DATABASE,YES,MATCH,2,2,2,2,2,2,0,2,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
PB5077,Parker Mtn,Pronghorn,703,TARGET_AND_DATABASE,YES,MATCH,60,48,50,50,50,45,5,50,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
PB5332,Mt Dutton/Paunsaugunt,Pronghorn,453,TARGET_AND_DATABASE,YES,MATCH,4,4,5,5,5,4,1,5,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
PB5024,Southwest Desert,Pronghorn,625,TARGET_AND_DATABASE,YES,MATCH,35,34,35,35,35,31,4,35,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
PB5056,"San Rafael, North",Pronghorn,194,TARGET_AND_DATABASE,YES,MATCH,22,21,23,23,23,21,2,23,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
PB5059,"Nine Mile, Anthro-Myton Bench",Pronghorn,129,TARGET_AND_DATABASE,YES,MATCH,33,32,33,33,33,30,3,33,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
PB5060,Diamond Mtn/Bonanza,Pronghorn,461,TARGET_AND_DATABASE,YES,MATCH,19,19,19,19,19,17,2,19,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
PB5061,"Panguitch Lake/Zion, North",Pronghorn,718,TARGET_AND_DATABASE,YES,MATCH,8,8,8,8,8,7,1,8,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
PB5062,Pine Valley,Pronghorn,636,TARGET_AND_DATABASE,YES,MATCH,8,8,8,8,8,7,1,8,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
PB5065,"Fillmore, Oak Creek South",Pronghorn,81,TARGET_AND_DATABASE,YES,MATCH,15,15,17,17,17,15,2,17,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
PB5066,"North Slope, Three Corners/West Daggett",Pronghorn,289,TARGET_AND_DATABASE,YES,MATCH,13,13,11,11,11,10,1,11,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
PB5072,Vernal,Pronghorn,208,TARGET_AND_DATABASE,YES,MATCH,22,22,20,20,20,18,2,20,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
PB5075,"Cache, Rich",Pronghorn,38,TARGET_AND_DATABASE,YES,MATCH,2,2,2,2,2,2,0,2,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
PB5078,Parker Mtn,Pronghorn,703,TARGET_AND_DATABASE,YES,MATCH,60,60,50,50,50,45,5,50,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
PB5079,"Box Elder, West",Pronghorn,755,TARGET_AND_DATABASE,YES,MATCH,10,7,11,11,11,10,1,11,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
PB5080,"Box Elder, Snowville",Pronghorn,27,TARGET_AND_DATABASE,YES,MATCH,10,7,10,10,10,9,1,10,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
LP5025,Beaver - Private Land Only,Pronghorn,628,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
LP5031,"Box Elder, West - Private Land Only",Pronghorn,755,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
LP5033,"Fillmore, Oak Creek South - Private Land Only",Pronghorn,81,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
LP5046,"San Rafael, North - Private Land Only",Pronghorn,194,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
LP5049,Southwest Desert - Private Land Only,Pronghorn,625,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
LP5051,"West Desert, Rush Valley - Private Land Only",Pronghorn,245,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
PB1000,Pronghorn - Statewide Permit,Pronghorn,5134,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
RS1001,"Book Cliffs, South",Rocky Mountain Bighorn Sheep,15,TARGET_AND_DATABASE,YES,RIGHT_ONLY,,,,1,1,1,0,1,DATABASE.permits_2026,USE_DATABASE_2026_PERMITS_IN_DERIVED_OUTPUTS,HIGH,DATABASE.csv has populated 2026 permit cells. Preserve DATABASE values in derived outputs; target disagreement is review evidence only.
RS1003,"Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,20,TARGET_AND_DATABASE,YES,RIGHT_ONLY,,,,1,1,1,0,1,DATABASE.permits_2026,USE_DATABASE_2026_PERMITS_IN_DERIVED_OUTPUTS,HIGH,DATABASE.csv has populated 2026 permit cells. Preserve DATABASE values in derived outputs; target disagreement is review evidence only.
RS1006,"Nine Mile, Gray Canyon",Rocky Mountain Bighorn Sheep,821,TARGET_AND_DATABASE,YES,RIGHT_ONLY,,,,1,1,1,0,1,DATABASE.permits_2026,USE_DATABASE_2026_PERMITS_IN_DERIVED_OUTPUTS,HIGH,DATABASE.csv has populated 2026 permit cells. Preserve DATABASE values in derived outputs; target disagreement is review evidence only.
RE1000,"Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,20,TARGET_AND_DATABASE,YES,MATCH,5,5,5,5,5,4,1,5,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
RS1000,Antelope Island Conservation,Rocky Mountain Bighorn Sheep,1,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
RS6700,Antelope Island,Rocky Mountain Bighorn Sheep,1,TARGET_AND_DATABASE,YES,MATCH,1,1,2,2,2,2,0,2,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
RS6701,"Book Cliffs, South",Rocky Mountain Bighorn Sheep,15,TARGET_AND_DATABASE,YES,MATCH,6,6,6,6,6,5,1,6,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
RS6703,"Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,20,TARGET_AND_DATABASE,YES,MATCH,4,3,4,4,4,4,0,4,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
RS6704,"Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,20,TARGET_AND_DATABASE,YES,MATCH,4,4,4,4,4,3,1,4,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
RS6708,"North Slope, Three Corners",Rocky Mountain Bighorn Sheep,140,TARGET_AND_DATABASE,YES,MATCH,3,3,2,2,2,2,0,2,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
RS6709,"North Slope, Summit/West Daggett",Rocky Mountain Bighorn Sheep,143,TARGET_AND_DATABASE,YES,MATCH,4,4,3,3,3,3,0,3,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
RS6712,"Nine Mile, Gray Canyon",Rocky Mountain Bighorn Sheep,821,TARGET_AND_DATABASE,YES,MATCH,6,6,6,6,6,4,2,6,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
RS6713,"Nine Mile, Jack Creek",Rocky Mountain Bighorn Sheep,820,TARGET_AND_DATABASE,YES,MATCH,4,4,4,4,4,4,0,4,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
RS6720,"Fillmore, Oak Creek",Rocky Mountain Bighorn Sheep,668,TARGET_AND_DATABASE,YES,MATCH,4,3,4,4,4,4,0,4,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
RS6721,"Oquirrh-Stansbury, West",Rocky Mountain Bighorn Sheep,75,TARGET_AND_DATABASE,YES,MATCH,3,3,3,3,3,3,0,3,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
RS6724,"Wasatch Mtns, West",Rocky Mountain Bighorn Sheep,620,TARGET_AND_DATABASE,YES,MATCH,2,2,3,3,3,3,0,3,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
RS6725,Nebo,Rocky Mountain Bighorn Sheep,616,TARGET_AND_DATABASE,YES,MATCH,2,2,2,2,2,2,0,2,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
RS6726,"Fillmore, Oak Creek",Rocky Mountain Bighorn Sheep,668,TARGET_AND_DATABASE,YES,MATCH,5,5,4,4,4,3,1,4,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
RS6722,"Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,20,TARGET_AND_DATABASE,YES,MATCH,2,2,2,2,2,2,0,2,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
RS6727,"Fillmore, Oak Creek",Rocky Mountain Bighorn Sheep,668,TARGET_AND_DATABASE,YES,MATCH,2,2,2,2,2,2,0,2,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
RS0001,Rocky Mountain Bighorn Sheep - Statewide Permit,Rocky Mountain Bighorn Sheep,5135,TARGET_AND_DATABASE,YES,RIGHT_ONLY,,,,1,1,1,0,1,DATABASE.permits_2026,USE_DATABASE_2026_PERMITS_IN_DERIVED_OUTPUTS,HIGH,DATABASE.csv has populated 2026 permit cells. Preserve DATABASE values in derived outputs; target disagreement is review evidence only.
TK1018,Pahvant Ensign CWMU,Turkey,826,TARGET_AND_DATABASE,YES,MATCH,,0,6,6,,,,6,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
TK1021,East Zion CWMU,Turkey,807,TARGET_AND_DATABASE,YES,MATCH,,0,4,4,,,,4,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
TK1012,Central Area,Turkey,887,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
TK1013,Northeastern Area,Turkey,886,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
TK1014,Northern Area,Turkey,888,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
TK1015,Southeastern Area,Turkey,884,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
TK1016,Southern Area,Turkey,885,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
TK1000,Statewide,Turkey,454,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
TK1003,Central Area,Turkey,887,TARGET_AND_DATABASE,YES,MATCH,,75,600,600,,,,600,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
TK1004,Northeastern Area,Turkey,886,TARGET_AND_DATABASE,YES,MATCH,,37,347,347,,,,347,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
TK1005,Northern Area,Turkey,888,TARGET_AND_DATABASE,YES,MATCH,,82,500,500,,,,500,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
TK1006,Southeastern Area,Turkey,884,TARGET_AND_DATABASE,YES,MATCH,,30,250,250,,,,250,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
TK1007,Southern Area,Turkey,885,TARGET_AND_DATABASE,YES,MATCH,,93,542,542,,,,542,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
TK1019,Southeastern Region - Select areas only,Turkey,5137,TARGET_AND_DATABASE,YES,MATCH,,,66,66,,,,66,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
TK1022,Southern Region - Select areas only,Turkey,5138,TARGET_AND_DATABASE,YES,MATCH,,,155,155,,,,155,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
TK1001,Northern Region - Private land only,Turkey,5136,TARGET_AND_DATABASE,YES,MATCH,,,2060,2060,,,,2060,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
TK1020,Central Region - Private land only,Turkey,898,TARGET_AND_DATABASE,YES,MATCH,,,800,800,,,,800,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
TK0001,Turkey - Statewide Permit,Turkey,454,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
BR1001,Black Bear Harvest Objective Units,Black Bear,5002,DATABASE_ONLY,NO,DATABASE_CODE_MISSING_TARGET,,,,,,,,,,ADD_DATABASE_CODE_TO_DERIVED_UNIVERSE,HIGH,Canonical DATABASE.csv contains this hunt code but target master does not.
BR1008,Book Cliffs,Black Bear,7,DATABASE_ONLY,YES,DATABASE_CODE_MISSING_TARGET,,28,,28,,26,2,28,DATABASE.permits_2026,ADD_DATABASE_CODE_TO_DERIVED_UNIVERSE,HIGH,Canonical DATABASE.csv contains this hunt code but target master does not.
BR1009,La Sal,Black Bear,684,DATABASE_ONLY,YES,DATABASE_CODE_MISSING_TARGET,,15,,15,,14,1,15,DATABASE.permits_2026,ADD_DATABASE_CODE_TO_DERIVED_UNIVERSE,HIGH,Canonical DATABASE.csv contains this hunt code but target master does not.
BR1010,San Juan,Black Bear,710,DATABASE_ONLY,YES,DATABASE_CODE_MISSING_TARGET,,15,,15,,14,1,15,DATABASE.permits_2026,ADD_DATABASE_CODE_TO_DERIVED_UNIVERSE,HIGH,Canonical DATABASE.csv contains this hunt code but target master does not.
BR1011,Book Cliffs,Black Bear,7,DATABASE_ONLY,YES,DATABASE_CODE_MISSING_TARGET,,28,,28,,26,2,28,DATABASE.permits_2026,ADD_DATABASE_CODE_TO_DERIVED_UNIVERSE,HIGH,Canonical DATABASE.csv contains this hunt code but target master does not.
BR1012,La Sal,Black Bear,684,DATABASE_ONLY,YES,DATABASE_CODE_MISSING_TARGET,,15,,15,,14,1,15,DATABASE.permits_2026,ADD_DATABASE_CODE_TO_DERIVED_UNIVERSE,HIGH,Canonical DATABASE.csv contains this hunt code but target master does not.
BR1013,San Juan,Black Bear,710,DATABASE_ONLY,YES,DATABASE_CODE_MISSING_TARGET,,15,,15,,14,1,15,DATABASE.permits_2026,ADD_DATABASE_CODE_TO_DERIVED_UNIVERSE,HIGH,Canonical DATABASE.csv contains this hunt code but target master does not.
BR1015,Book Cliffs,Black Bear,7,DATABASE_ONLY,YES,DATABASE_CODE_MISSING_TARGET,,2,,2,,0,2,2,DATABASE.permits_2026,ADD_DATABASE_CODE_TO_DERIVED_UNIVERSE,HIGH,Canonical DATABASE.csv contains this hunt code but target master does not.
BR1016,San Juan,Black Bear,710,DATABASE_ONLY,YES,DATABASE_CODE_MISSING_TARGET,,2,,2,,0,2,2,DATABASE.permits_2026,ADD_DATABASE_CODE_TO_DERIVED_UNIVERSE,HIGH,Canonical DATABASE.csv contains this hunt code but target master does not.
BR1017,La Sal,Black Bear,684,DATABASE_ONLY,YES,DATABASE_CODE_MISSING_TARGET,,2,,2,,0,2,2,DATABASE.permits_2026,ADD_DATABASE_CODE_TO_DERIVED_UNIVERSE,HIGH,Canonical DATABASE.csv contains this hunt code but target master does not.
BR1018,Black Bear Pursuit - Nonresident,Black Bear,5013,DATABASE_ONLY,NO,DATABASE_CODE_MISSING_TARGET,,,,,,,,,,ADD_DATABASE_CODE_TO_DERIVED_UNIVERSE,HIGH,Canonical DATABASE.csv contains this hunt code but target master does not.
BR7000,Beaver,Black Bear,628,DATABASE_ONLY,YES,DATABASE_CODE_MISSING_TARGET,,10,,10,,9,1,10,DATABASE.permits_2026,ADD_DATABASE_CODE_TO_DERIVED_UNIVERSE,HIGH,Canonical DATABASE.csv contains this hunt code but target master does not.
BR7001,Book Cliffs Bitter Creek/South,Black Bear,449,DATABASE_ONLY,YES,DATABASE_CODE_MISSING_TARGET,,54,,54,,49,5,54,DATABASE.permits_2026,ADD_DATABASE_CODE_TO_DERIVED_UNIVERSE,HIGH,Canonical DATABASE.csv contains this hunt code but target master does not.
BR7003,Manti North,Black Bear,52,DATABASE_ONLY,YES,DATABASE_CODE_MISSING_TARGET,,19,,19,,17,2,19,DATABASE.permits_2026,ADD_DATABASE_CODE_TO_DERIVED_UNIVERSE,HIGH,Canonical DATABASE.csv contains this hunt code but target master does not.
BR7004,Manti South/San Rafael North,Black Bear,744,DATABASE_ONLY,YES,DATABASE_CODE_MISSING_TARGET,,20,,18,,18,0,18,DATABASE.permits_2026,ADD_DATABASE_CODE_TO_DERIVED_UNIVERSE,HIGH,Canonical DATABASE.csv contains this hunt code but target master does not.
BR7005,Nebo,Black Bear,616,DATABASE_ONLY,YES,DATABASE_CODE_MISSING_TARGET,,7,,7,,7,0,7,DATABASE.permits_2026,ADD_DATABASE_CODE_TO_DERIVED_UNIVERSE,HIGH,Canonical DATABASE.csv contains this hunt code but target master does not.
BR7007,Fillmore Pahvant,Black Bear,88,DATABASE_ONLY,YES,DATABASE_CODE_MISSING_TARGET,,1,,1,,1,0,1,DATABASE.permits_2026,ADD_DATABASE_CODE_TO_DERIVED_UNIVERSE,HIGH,Canonical DATABASE.csv contains this hunt code but target master does not.
BR7009,Mt Dutton,Black Bear,630,DATABASE_ONLY,YES,DATABASE_CODE_MISSING_TARGET,,4,,4,,4,0,4,DATABASE.permits_2026,ADD_DATABASE_CODE_TO_DERIVED_UNIVERSE,HIGH,Canonical DATABASE.csv contains this hunt code but target master does not.
BR7010,Panguitch Lake/Zion,Black Bear,462,DATABASE_ONLY,YES,DATABASE_CODE_MISSING_TARGET,,9,,9,,9,0,9,DATABASE.permits_2026,ADD_DATABASE_CODE_TO_DERIVED_UNIVERSE,HIGH,Canonical DATABASE.csv contains this hunt code but target master does not.
