hunt_code,hunt_name,species,hunt_type,weapon,sex_type,boundary_id,in_2026_database_universe,has_2025_historical_permits,has_2026_current_permits,comparison_status,comparison_confidence,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2025_source,permits_2026_res,permits_2026_nr,permits_2026_total,permits_2026_source,permit_delta_total_exact_or_candidate,permit_delta_basis,mapped_2025_historical_codes,mapped_2025_historical_totals,mapped_2025_historical_total_sum_candidate,crosswalk_status,crosswalk_confidence,crosswalk_method,review_priority,review_reason
LO1504,Nebo,Deer,General Season - Private Land Only,Archery,Buck,616,YES,NO,NO,CURRENT_2026_REFERENCE_ONLY_NO_2025_OR_2026_PERMITS,LOW,,,,,,,,,,NOT_CALCULATED,,,,,,,LOW,Code exists in current 2026 DATABASE but has no populated 2025 or 2026 permit values.
LO1534,Nebo,Deer,General Season - Private Land Only,Any Legal Weapon (Late),Buck,616,YES,NO,YES,CURRENT_2026_PERMIT_CODE_NO_2025_HISTORY,MEDIUM,,,,,,,2,,,NOT_CALCULATED,,,,,,,MEDIUM,Populated 2026 permit code has no exact 2025 permit value and no promoted 2025 code mapping.
LO1564,Nebo,Deer,General Season - Private Land Only,Muzzleloader,Buck,616,YES,NO,NO,CURRENT_2026_REFERENCE_ONLY_NO_2025_OR_2026_PERMITS,LOW,,,,,,,,,,NOT_CALCULATED,,,,,,,LOW,Code exists in current 2026 DATABASE but has no populated 2025 or 2026 permit values.
RS6725,Nebo,Rocky Mountain Bighorn Sheep,Once-in-a-lifetime,Any Legal Weapon,Either Sex,616,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,2,0,2,2025_DRAW_RESULTS_TABLES,2,0,2,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
BR7022,La Sal Mtns,Black Bear,Limited Entry - Spring,Any Legal Weapon,Either Sex,617,YES,NO,YES,CURRENT_2026_PERMIT_CODE_NO_2025_HISTORY,MEDIUM,,,,,40,3,43,,,NOT_CALCULATED,,,,,,,MEDIUM,Populated 2026 permit code has no exact 2025 permit value and no promoted 2025 code mapping.
BR7127,La Sal Mtns,Black Bear,Limited Entry - Summer,Any Legal Weapon,Either Sex,617,YES,NO,YES,CURRENT_2026_PERMIT_CODE_NO_2025_HISTORY,MEDIUM,,,,,25,2,27,,,NOT_CALCULATED,,,,,,,MEDIUM,Populated 2026 permit code has no exact 2025 permit value and no promoted 2025 code mapping.
BR7239,La Sal Mtns,Black Bear,Limited Entry - Fall,Any Legal Weapon,Either Sex,617,YES,NO,YES,CURRENT_2026_PERMIT_CODE_NO_2025_HISTORY,MEDIUM,,,,,6,0,6,,,NOT_CALCULATED,,,,,,,MEDIUM,Populated 2026 permit code has no exact 2025 permit value and no promoted 2025 code mapping.
BR7326,La Sal Mtns,Black Bear,Limited Entry - Multiseason,Multiseason,Either Sex,617,YES,NO,YES,CURRENT_2026_PERMIT_CODE_NO_2025_HISTORY,MEDIUM,,,,,13,1,14,,,NOT_CALCULATED,,,,,,,MEDIUM,Populated 2026 permit code has no exact 2025 permit value and no promoted 2025 code mapping.
DB1081,La Sal Mtns,Deer,Limited Entry,Muzzleloader,Buck,617,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,8,1,9,2025_DRAW_RESULTS_TABLES,8,1,9,,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
DB1509,La Sal Mtns,Deer,General Season,Archery,Buck,617,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,227,27,254,2025_DRAW_RESULTS_TABLES,,,360,,106,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
DB1539,La Sal Mtns,Deer,General Season,Any Legal Weapon (Late),Buck,617,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,864,93,957,2025_DRAW_RESULTS_TABLES,,,1080,,123,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
DB1569,La Sal Mtns,Deer,General Season,Muzzleloader,Buck,617,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,235,26,261,2025_DRAW_RESULTS_TABLES,,,360,,99,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
DB1778,La Sal Mtns,Deer,General Season,Dedicated Hunter,Buck,617,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,94,11,105,2025_DRAW_RESULTS_TABLES,,,67,,-38,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EA1038,La Sal Mtns,Elk,General Season,Any Legal Weapon,Antlerless,617,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,176,20,196,2025_DRAW_RESULTS_TABLES,180,20,200,2026_RAC_CURRENT_YEAR_ALLOTMENT,4,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EA1039,La Sal Mtns,Elk,General Season,Any Legal Weapon,Antlerless,617,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,138,12,150,2025_DRAW_RESULTS_TABLES,135,15,150,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EA2009,La Sal Mtns,Elk,Private Lands Only,Any Legal Weapon,Antlerless,617,YES,NO,YES,CURRENT_2026_PERMIT_CODE_NO_2025_HISTORY,MEDIUM,,,,,,,70,2026_RAC_CURRENT_YEAR_ALLOTMENT,,NOT_CALCULATED,,,,,,,MEDIUM,Populated 2026 permit code has no exact 2025 permit value and no promoted 2025 code mapping.
EB3009,La Sal Mtns,Elk,Limited Entry,Archery,Bull,617,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,35,4,39,2025_DRAW_RESULTS_TABLES,36,4,40,2026_RAC_CURRENT_YEAR_ALLOTMENT,1,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EB3045,La Sal Mtns,Elk,Limited Entry,Early Any Legal Weapon,Bull,617,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,13,2,15,2025_DRAW_RESULTS_TABLES,14,2,16,2026_RAC_CURRENT_YEAR_ALLOTMENT,1,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EB3046,La Sal Mtns,Elk,Limited Entry,Late Any Legal Weapon,Bull,617,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,24,2,26,2025_DRAW_RESULTS_TABLES,24,3,27,2026_RAC_CURRENT_YEAR_ALLOTMENT,1,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EB3087,La Sal Mtns,Elk,Limited Entry,Muzzleloader,Bull,617,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,22,2,24,2025_DRAW_RESULTS_TABLES,22,2,24,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EB3111,La Sal Mtns,Elk,Limited Entry,Multiseason,Bull,617,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,5,0,5,2025_DRAW_RESULTS_TABLES,5,0,5,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EB3182,La Sal Mtns,Elk,Limited Entry,Late Archery,Bull,617,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,7,1,8,2025_DRAW_RESULTS_TABLES,9,1,10,2026_RAC_CURRENT_YEAR_ALLOTMENT,2,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EB3183,La Sal Mtns,Elk,Limited Entry,Mid Any Legal Weapon,Bull,617,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,41,4,45,2025_DRAW_RESULTS_TABLES,42,5,47,2026_RAC_CURRENT_YEAR_ALLOTMENT,2,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EL3009,La Sal La Sal Mtns,Elk,Limited Entry - Private Land Only,Archery,Bull,617,YES,NO,YES,CURRENT_2026_CODE_WITH_MAPPED_2025_HISTORY,HIGH,,,,,,,16,,-23,CROSSWALK_CANDIDATE_SUM,EB3009,EB3009:39,39,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,MEDIUM,"No exact 2025 permit value on current code, but promoted crosswalk maps it to 2025 history."
EL3045,La Sal La Sal Mtns,Elk,Limited Entry - Private Land Only,Any Legal Weapon,Bull,617,YES,NO,YES,CURRENT_2026_CODE_WITH_MAPPED_2025_HISTORY,HIGH,,,,,,,21,,6,CROSSWALK_CANDIDATE_SUM,EB3045,EB3045:15,15,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,MEDIUM,"No exact 2025 permit value on current code, but promoted crosswalk maps it to 2025 history."
EL3046,La Sal La Sal Mtns,Elk,Limited Entry - Private Land Only,Any Legal Weapon,Bull,617,YES,NO,YES,CURRENT_2026_CODE_WITH_MAPPED_2025_HISTORY,HIGH,,,,,,,16,,-10,CROSSWALK_CANDIDATE_SUM,EB3046,EB3046:26,26,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,MEDIUM,"No exact 2025 permit value on current code, but promoted crosswalk maps it to 2025 history."
EL3087,La Sal La Sal Mtns,Elk,Limited Entry - Private Land Only,Muzzleloader,Bull,617,YES,NO,YES,CURRENT_2026_CODE_WITH_MAPPED_2025_HISTORY,HIGH,,,,,,,3,,-21,CROSSWALK_CANDIDATE_SUM,EB3087,EB3087:24,24,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,MEDIUM,"No exact 2025 permit value on current code, but promoted crosswalk maps it to 2025 history."
EL3182,La Sal La Sal Mtns,Elk,Limited Entry - Private Land Only,Archery,Bull,617,YES,NO,YES,CURRENT_2026_CODE_WITH_MAPPED_2025_HISTORY,HIGH,,,,,,,14,,6,CROSSWALK_CANDIDATE_SUM,EB3182,EB3182:8,8,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,MEDIUM,"No exact 2025 permit value on current code, but promoted crosswalk maps it to 2025 history."
EL3183,La Sal La Sal Mtns,Elk,Limited Entry - Private Land Only,Any Legal Weapon,Bull,617,YES,NO,YES,CURRENT_2026_CODE_WITH_MAPPED_2025_HISTORY,HIGH,,,,,,,16,,-29,CROSSWALK_CANDIDATE_SUM,EB3183,EB3183:45,45,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,MEDIUM,"No exact 2025 permit value on current code, but promoted crosswalk maps it to 2025 history."
GO6817,La Sal Mtns,Mountain Goat,Once-in-a-lifetime,Any Legal Weapon,Either Sex,617,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,9,2,11,2025_DRAW_RESULTS_TABLES,10,2,12,2026_RAC_CURRENT_YEAR_ALLOTMENT,1,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
LO1509,"La Sal, La Sal Mtns",Deer,General Season - Private Land Only,Archery,Buck,617,YES,NO,NO,CURRENT_2026_REFERENCE_ONLY_NO_2025_OR_2026_PERMITS,LOW,,,,,,,,,,NOT_CALCULATED,,,,,,,LOW,Code exists in current 2026 DATABASE but has no populated 2025 or 2026 permit values.
LO1539,"La Sal, La Sal Mtns",Deer,General Season - Private Land Only,Any Legal Weapon (Late),Buck,617,YES,NO,NO,CURRENT_2026_REFERENCE_ONLY_NO_2025_OR_2026_PERMITS,LOW,,,,,,,,,,NOT_CALCULATED,,,,,,,LOW,Code exists in current 2026 DATABASE but has no populated 2025 or 2026 permit values.
LO1569,"La Sal, La Sal Mtns",Deer,General Season - Private Land Only,Muzzleloader,Buck,617,YES,NO,NO,CURRENT_2026_REFERENCE_ONLY_NO_2025_OR_2026_PERMITS,LOW,,,,,,,,,,NOT_CALCULATED,,,,,,,LOW,Code exists in current 2026 DATABASE but has no populated 2025 or 2026 permit values.
DB1085,"San Juan, Abajo Mtns",Deer,Limited Entry,Muzzleloader,Buck,618,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,12,1,13,2025_DRAW_RESULTS_TABLES,13,1,14,,1,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
DB1521,"San Juan, Abajo Mtns",Deer,General Season,Archery,Buck,618,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,421,49,470,2025_DRAW_RESULTS_TABLES,,,560,,90,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
DB1551,"San Juan, Abajo Mtns",Deer,General Season,Any Legal Weapon (Late),Buck,618,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,1317,125,1442,2025_DRAW_RESULTS_TABLES,,,1680,,238,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
DB1581,"San Juan, Abajo Mtns",Deer,General Season,Muzzleloader,Buck,618,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,426,47,473,2025_DRAW_RESULTS_TABLES,,,560,,87,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
DB1790,"San Juan, Abajo Mtns",Deer,General Season,Dedicated Hunter,Buck,618,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,58,16,74,2025_DRAW_RESULTS_TABLES,,,261,,187,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
LO1521,"San Juan, Abajo Mtns",Deer,General Season - Private Land Only,Archery,Buck,618,YES,NO,NO,CURRENT_2026_REFERENCE_ONLY_NO_2025_OR_2026_PERMITS,LOW,,,,,,,,,,NOT_CALCULATED,,,,,,,LOW,Code exists in current 2026 DATABASE but has no populated 2025 or 2026 permit values.
LO1551,"San Juan, Abajo Mtns",Deer,General Season - Private Land Only,Any Legal Weapon (Late),Buck,618,YES,NO,NO,CURRENT_2026_REFERENCE_ONLY_NO_2025_OR_2026_PERMITS,LOW,,,,,,,,,,NOT_CALCULATED,,,,,,,LOW,Code exists in current 2026 DATABASE but has no populated 2025 or 2026 permit values.
LO1581,"San Juan, Abajo Mtns",Deer,General Season - Private Land Only,Muzzleloader,Buck,618,YES,NO,NO,CURRENT_2026_REFERENCE_ONLY_NO_2025_OR_2026_PERMITS,LOW,,,,,,,,,,NOT_CALCULATED,,,,,,,LOW,Code exists in current 2026 DATABASE but has no populated 2025 or 2026 permit values.
DB1079,Manti/San Rafael,Deer,Limited Entry,Muzzleloader,Buck,619,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,37,4,41,2025_DRAW_RESULTS_TABLES,40,5,45,,4,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
DB1503,Manti/San Rafael,Deer,General Season,Archery,Buck,619,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,1106,116,1222,2025_DRAW_RESULTS_TABLES,,,1800,,578,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
DB1533,Manti/San Rafael,Deer,General Season,Any Legal Weapon (Late),Buck,619,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,4187,361,4548,2025_DRAW_RESULTS_TABLES,,,5400,,852,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
DB1563,Manti/San Rafael,Deer,General Season,Muzzleloader,Buck,619,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,1162,90,1252,2025_DRAW_RESULTS_TABLES,,,1800,,548,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
DB1772,Manti/San Rafael,Deer,General Season,Dedicated Hunter,Buck,619,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,435,8,443,2025_DRAW_RESULTS_TABLES,,,573,,130,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
LO1503,Manti/San Rafael,Deer,General Season - Private Land Only,Archery,Buck,619,YES,NO,NO,CURRENT_2026_REFERENCE_ONLY_NO_2025_OR_2026_PERMITS,LOW,,,,,,,,,,NOT_CALCULATED,,,,,,,LOW,Code exists in current 2026 DATABASE but has no populated 2025 or 2026 permit values.
LO1533,Manti/San Rafael,Deer,General Season - Private Land Only,Any Legal Weapon (Late),Buck,619,YES,NO,NO,CURRENT_2026_REFERENCE_ONLY_NO_2025_OR_2026_PERMITS,LOW,,,,,,,,,,NOT_CALCULATED,,,,,,,LOW,Code exists in current 2026 DATABASE but has no populated 2025 or 2026 permit values.
LO1563,Manti/San Rafael,Deer,General Season - Private Land Only,Muzzleloader,Buck,619,YES,NO,NO,CURRENT_2026_REFERENCE_ONLY_NO_2025_OR_2026_PERMITS,LOW,,,,,,,,,,NOT_CALCULATED,,,,,,,LOW,Code exists in current 2026 DATABASE but has no populated 2025 or 2026 permit values.
DB1087,"Wasatch Mtns, West",Deer,Limited Entry,Muzzleloader,Buck,620,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,29,3,32,2025_DRAW_RESULTS_TABLES,36,4,40,,8,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
DB1526,"Wasatch Mtns, West",Deer,General Season,Archery,Buck,620,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,1080,68,1148,2025_DRAW_RESULTS_TABLES,,,1580,,432,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
DB1556,"Wasatch Mtns, West",Deer,General Season,Any Legal Weapon (Late),Buck,620,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,3207,94,3301,2025_DRAW_RESULTS_TABLES,,,4740,,1439,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
DB1586,"Wasatch Mtns, West",Deer,General Season,Muzzleloader,Buck,620,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,507,11,518,2025_DRAW_RESULTS_TABLES,,,1580,,1062,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
DB1795,"Wasatch Mtns, West",Deer,General Season,Dedicated Hunter,Buck,620,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,159,3,162,2025_DRAW_RESULTS_TABLES,,,701,,539,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EA2012,"Wasatch Mtns, West-Central",Elk,Private Lands Only,Any Legal Weapon,Antlerless,620,YES,NO,YES,CURRENT_2026_PERMIT_CODE_NO_2025_HISTORY,MEDIUM,,,,,,,500,2026_RAC_CURRENT_YEAR_ALLOTMENT,,NOT_CALCULATED,,,,,,,MEDIUM,Populated 2026 permit code has no exact 2025 permit value and no promoted 2025 code mapping.
LO1526,"Wasatch Mtns, West",Deer,General Season - Private Land Only,Archery,Buck,620,YES,NO,NO,CURRENT_2026_REFERENCE_ONLY_NO_2025_OR_2026_PERMITS,LOW,,,,,,,,,,NOT_CALCULATED,,,,,,,LOW,Code exists in current 2026 DATABASE but has no populated 2025 or 2026 permit values.
LO1556,"Wasatch Mtns, West",Deer,General Season - Private Land Only,Any Legal Weapon (Late),Buck,620,YES,NO,NO,CURRENT_2026_REFERENCE_ONLY_NO_2025_OR_2026_PERMITS,LOW,,,,,,,,,,NOT_CALCULATED,,,,,,,LOW,Code exists in current 2026 DATABASE but has no populated 2025 or 2026 permit values.
LO1586,"Wasatch Mtns, West",Deer,General Season - Private Land Only,Muzzleloader,Buck,620,YES,NO,NO,CURRENT_2026_REFERENCE_ONLY_NO_2025_OR_2026_PERMITS,LOW,,,,,,,,,,NOT_CALCULATED,,,,,,,LOW,Code exists in current 2026 DATABASE but has no populated 2025 or 2026 permit values.
RS6724,"Wasatch Mtns, West",Rocky Mountain Bighorn Sheep,Once-in-a-lifetime,Any Legal Weapon,Either Sex,620,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,2,0,2,2025_DRAW_RESULTS_TABLES,3,0,3,2026_RAC_CURRENT_YEAR_ALLOTMENT,1,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
DB1041,"Wasatch Mtns, East",Deer,Limited Entry,Muzzleloader,Buck,621,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,26,3,29,2025_DRAW_RESULTS_TABLES,30,3,33,,4,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
DB1525,"Wasatch Mtns, East",Deer,General Season,Archery,Buck,621,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,809,69,878,2025_DRAW_RESULTS_TABLES,,,1300,,422,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
DB1555,"Wasatch Mtns, East",Deer,General Season,Any Legal Weapon (Late),Buck,621,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,3095,253,3348,2025_DRAW_RESULTS_TABLES,,,3900,,552,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
DB1585,"Wasatch Mtns, East",Deer,General Season,Muzzleloader,Buck,621,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,847,42,889,2025_DRAW_RESULTS_TABLES,,,1300,,411,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
DB1794,"Wasatch Mtns, East",Deer,General Season,Dedicated Hunter,Buck,621,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,381,3,384,2025_DRAW_RESULTS_TABLES,,,271,,-113,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
LO1525,"Wasatch Mtns, East",Deer,General Season - Private Land Only,Archery,Buck,621,YES,NO,NO,CURRENT_2026_REFERENCE_ONLY_NO_2025_OR_2026_PERMITS,LOW,,,,,,,,,,NOT_CALCULATED,,,,,,,LOW,Code exists in current 2026 DATABASE but has no populated 2025 or 2026 permit values.
LO1555,"Wasatch Mtns, East",Deer,General Season - Private Land Only,Any Legal Weapon (Late),Buck,621,YES,NO,NO,CURRENT_2026_REFERENCE_ONLY_NO_2025_OR_2026_PERMITS,LOW,,,,,,,,,,NOT_CALCULATED,,,,,,,LOW,Code exists in current 2026 DATABASE but has no populated 2025 or 2026 permit values.
LO1585,"Wasatch Mtns, East",Deer,General Season - Private Land Only,Muzzleloader,Buck,621,YES,NO,NO,CURRENT_2026_REFERENCE_ONLY_NO_2025_OR_2026_PERMITS,LOW,,,,,,,,,,NOT_CALCULATED,,,,,,,LOW,Code exists in current 2026 DATABASE but has no populated 2025 or 2026 permit values.
DB1040,Southwest Desert,Deer,Limited Entry,Muzzleloader,Buck,625,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,4,1,5,2025_DRAW_RESULTS_TABLES,4,1,5,,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
DB1524,Southwest Desert,Deer,General Season,Archery,Buck,625,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,64,7,71,2025_DRAW_RESULTS_TABLES,,,100,,29,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
DB1554,Southwest Desert,Deer,General Season,Any Legal Weapon (Late),Buck,625,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,229,25,254,2025_DRAW_RESULTS_TABLES,,,300,,46,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
DB1584,Southwest Desert,Deer,General Season,Muzzleloader,Buck,625,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,63,9,72,2025_DRAW_RESULTS_TABLES,,,100,,28,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
DB1793,Southwest Desert,Deer,General Season,Dedicated Hunter,Buck,625,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,1,1,2,2025_DRAW_RESULTS_TABLES,,,46,,44,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EA1101,Southwest Desert,Elk,General Season,Any Legal Weapon,Antlerless,625,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,90,10,100,2025_DRAW_RESULTS_TABLES,90,10,100,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
LO1524,Southwest Desert,Deer,General Season - Private Land Only,Archery,Buck,625,YES,NO,NO,CURRENT_2026_REFERENCE_ONLY_NO_2025_OR_2026_PERMITS,LOW,,,,,,,,,,NOT_CALCULATED,,,,,,,LOW,Code exists in current 2026 DATABASE but has no populated 2025 or 2026 permit values.
LO1554,Southwest Desert,Deer,General Season - Private Land Only,Any Legal Weapon (Late),Buck,625,YES,NO,NO,CURRENT_2026_REFERENCE_ONLY_NO_2025_OR_2026_PERMITS,LOW,,,,,,,,,,NOT_CALCULATED,,,,,,,LOW,Code exists in current 2026 DATABASE but has no populated 2025 or 2026 permit values.
LO1584,Southwest Desert,Deer,General Season - Private Land Only,Muzzleloader,Buck,625,YES,NO,NO,CURRENT_2026_REFERENCE_ONLY_NO_2025_OR_2026_PERMITS,LOW,,,,,,,,,,NOT_CALCULATED,,,,,,,LOW,Code exists in current 2026 DATABASE but has no populated 2025 or 2026 permit values.
LP5049,Southwest Desert - Private Land Only,Pronghorn,Limited Entry - Private Land Only,Any Legal Weapon,Buck,625,YES,NO,NO,CURRENT_2026_REFERENCE_ONLY_NO_2025_OR_2026_PERMITS,LOW,,,,,,,,,,NOT_CALCULATED,PB5049,PB5049:102,102,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,LOW,Code exists in current 2026 DATABASE but has no populated 2025 or 2026 permit values.
PB5018,Southwest Desert,Pronghorn,Limited Entry,Archery,Buck,625,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,30,4,34,2025_DRAW_RESULTS_TABLES,31,4,35,2026_RAC_CURRENT_YEAR_ALLOTMENT,1,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
