hunt_code,hunt_name,species,hunt_type,weapon,sex_type,boundary_id,in_2026_database_universe,has_2025_historical_permits,has_2026_current_permits,comparison_status,comparison_confidence,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2025_source,permits_2026_res,permits_2026_nr,permits_2026_total,permits_2026_source,permit_delta_total_exact_or_candidate,permit_delta_basis,mapped_2025_historical_codes,mapped_2025_historical_totals,mapped_2025_historical_total_sum_candidate,crosswalk_status,crosswalk_confidence,crosswalk_method,review_priority,review_reason
DB1801,Morgan-South Rich,Deer,General Season,Dedicated Hunter,Buck,117,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,11,0,11,2025_DRAW_RESULTS_TABLES,,,211,,200,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EA1228,Morgan-South Rich,Elk,General Season,Any Legal Weapon,Antlerless,117,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,64,7,71,2025_DRAW_RESULTS_TABLES,67,8,75,2026_RAC_CURRENT_YEAR_ALLOTMENT,4,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EA1229,Morgan-South Rich,Elk,General Season,Any Legal Weapon,Antlerless,117,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,147,13,160,2025_DRAW_RESULTS_TABLES,144,16,160,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EA2002,Morgan-South Rich,Elk,Private Lands Only,Any Legal Weapon,Antlerless,117,YES,NO,YES,CURRENT_2026_PERMIT_CODE_NO_2025_HISTORY,MEDIUM,,,,,,,600,2026_RAC_CURRENT_YEAR_ALLOTMENT,,NOT_CALCULATED,,,,,,,MEDIUM,Populated 2026 permit code has no exact 2025 permit value and no promoted 2025 code mapping.
EB3208,Morgan-South Rich,Elk,Limited Entry,Late Any Legal Weapon,Bull,117,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,9,1,10,2025_DRAW_RESULTS_TABLES,9,1,10,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EL3208,Morgan-South Rich,Elk,Limited Entry - Private Land Only,Any Legal Weapon (Late),Bull,117,YES,NO,YES,CURRENT_2026_CODE_WITH_MAPPED_2025_HISTORY,HIGH,,,,,,,28,,18,CROSSWALK_CANDIDATE_SUM,EB3208,EB3208:10,10,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,MEDIUM,"No exact 2025 permit value on current code, but promoted crosswalk maps it to 2025 history."
LO1607,Morgan-South Rich,Deer,General Season - Private Land Only,Any Legal Weapon (Late),Buck,117,YES,NO,NO,CURRENT_2026_REFERENCE_ONLY_NO_2025_OR_2026_PERMITS,LOW,,,,,,,,,,NOT_CALCULATED,,,,,,,LOW,Code exists in current 2026 DATABASE but has no populated 2025 or 2026 permit values.
LO1608,Morgan-South Rich,Deer,General Season - Private Land Only,Archery,Buck,117,YES,NO,NO,CURRENT_2026_REFERENCE_ONLY_NO_2025_OR_2026_PERMITS,LOW,,,,,,,,,,NOT_CALCULATED,,,,,,,LOW,Code exists in current 2026 DATABASE but has no populated 2025 or 2026 permit values.
LO1609,Morgan-South Rich,Deer,General Season - Private Land Only,Any Legal Weapon (Early),Buck,117,YES,NO,NO,CURRENT_2026_REFERENCE_ONLY_NO_2025_OR_2026_PERMITS,LOW,,,,,,,,,,NOT_CALCULATED,,,,,,,LOW,Code exists in current 2026 DATABASE but has no populated 2025 or 2026 permit values.
LO1610,Morgan-South Rich,Deer,General Season - Private Land Only,Muzzleloader,Buck,117,YES,NO,NO,CURRENT_2026_REFERENCE_ONLY_NO_2025_OR_2026_PERMITS,LOW,,,,,,,,,,NOT_CALCULATED,,,,,,,LOW,Code exists in current 2026 DATABASE but has no populated 2025 or 2026 permit values.
MA1005,Morgan-South Rich,Moose,General Season,Any Legal Weapon,Antlerless,117,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,6,1,7,2025_DRAW_RESULTS_TABLES,6,1,7,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
MA1007,Morgan-South Rich,Moose,General Season,Archery,Antlerless,117,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,3,0,3,2025_DRAW_RESULTS_TABLES,3,0,3,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
MB6005,Morgan-South Rich,Moose,Once-in-a-lifetime,Any Legal Weapon,Bull,117,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,6,0,6,2025_DRAW_RESULTS_TABLES,6,0,6,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EA1044,"Morgan-South Rich, South Rich",Elk,General Season,Any Legal Weapon,Antlerless,122,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,30,4,34,2025_DRAW_RESULTS_TABLES,31,4,35,2026_RAC_CURRENT_YEAR_ALLOTMENT,1,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EA2034,"Nine Mile, Anthro",Elk,General Season,Archery,Antlerless,128,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,8,1,9,2025_DRAW_RESULTS_TABLES,180,20,200,2026_RAC_CURRENT_YEAR_ALLOTMENT,191,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EA2008,"Nine Mile, Anthro-Myton Bench",Elk,Private Lands Only,Any Legal Weapon,Antlerless,129,YES,NO,YES,CURRENT_2026_PERMIT_CODE_NO_2025_HISTORY,MEDIUM,,,,,,,250,2026_RAC_CURRENT_YEAR_ALLOTMENT,,NOT_CALCULATED,,,,,,,MEDIUM,Populated 2026 permit code has no exact 2025 permit value and no promoted 2025 code mapping.
PB5011,"Nine Mile, Anthro-Myton Bench",Pronghorn,Limited Entry,Archery,Buck,129,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,29,3,32,2025_DRAW_RESULTS_TABLES,30,3,33,2026_RAC_CURRENT_YEAR_ALLOTMENT,1,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
PB5037,"Nine Mile, Anthro-Myton Bench",Pronghorn,Limited Entry,Any Legal Weapon,Buck,129,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,87,9,96,2025_DRAW_RESULTS_TABLES,89,10,99,2026_RAC_CURRENT_YEAR_ALLOTMENT,3,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
PB5059,"Nine Mile, Anthro-Myton Bench",Pronghorn,Limited Entry,Muzzleloader,Buck,129,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,30,2,32,2025_DRAW_RESULTS_TABLES,30,3,33,2026_RAC_CURRENT_YEAR_ALLOTMENT,1,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EA1054,"Nine Mile, West Anthro",Elk,General Season,Any Legal Weapon,Antlerless,132,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,45,4,49,2025_DRAW_RESULTS_TABLES,90,10,100,2026_RAC_CURRENT_YEAR_ALLOTMENT,51,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EA1056,"North Slope, Greendale",Elk,General Season,Any Legal Weapon,Antlerless,134,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,4,0,4,2025_DRAW_RESULTS_TABLES,4,1,5,2026_RAC_CURRENT_YEAR_ALLOTMENT,1,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EA1058,"North Slope, Henrys Fork-Burnt Fork",Elk,General Season,Any Legal Weapon,Antlerless,135,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,87,8,95,2025_DRAW_RESULTS_TABLES,90,10,100,2026_RAC_CURRENT_YEAR_ALLOTMENT,5,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EA1196,"North Slope, Summit",Elk,General Season,Any Legal Weapon,Antlerless,138,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,68,7,75,2025_DRAW_RESULTS_TABLES,67,8,75,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EA1268,"North Slope, Summit",Elk,General Season,Archery,Antlerless,138,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,79,2,81,2025_DRAW_RESULTS_TABLES,180,20,200,2026_RAC_CURRENT_YEAR_ALLOTMENT,119,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
MB6006,"North Slope, Summit",Moose,Once-in-a-lifetime,Any Legal Weapon,Bull,138,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,19,3,22,2025_DRAW_RESULTS_TABLES,20,3,23,2026_RAC_CURRENT_YEAR_ALLOTMENT,1,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
PB5039,"North Slope, Summit",Pronghorn,Limited Entry,Any Legal Weapon,Buck,138,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,15,2,17,2025_DRAW_RESULTS_TABLES,15,2,17,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EA1273,"North Slope, Three Corners",Elk,General Season,Any Legal Weapon,Antlerless,140,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,22,1,23,2025_DRAW_RESULTS_TABLES,22,3,25,2026_RAC_CURRENT_YEAR_ALLOTMENT,2,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EA1274,"North Slope, Three Corners",Elk,General Season,Archery,Antlerless,140,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,15,1,16,2025_DRAW_RESULTS_TABLES,22,3,25,2026_RAC_CURRENT_YEAR_ALLOTMENT,9,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EA1277,"North Slope, Three Corners",Elk,General Season,Any Legal Weapon,Antlerless,140,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,22,2,24,2025_DRAW_RESULTS_TABLES,22,3,25,2026_RAC_CURRENT_YEAR_ALLOTMENT,1,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EB3013,"North Slope, Three Corners",Elk,Limited Entry,Archery,Bull,140,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,6,1,7,2025_DRAW_RESULTS_TABLES,6,1,7,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EB3053,"North Slope, Three Corners",Elk,Limited Entry,Mid Any Legal Weapon,Bull,140,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,9,1,10,2025_DRAW_RESULTS_TABLES,9,1,10,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EB3091,"North Slope, Three Corners",Elk,Limited Entry,Muzzleloader,Bull,140,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,4,0,4,2025_DRAW_RESULTS_TABLES,4,0,4,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EB3115,"North Slope, Three Corners",Elk,Limited Entry,Multiseason,Bull,140,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,1,0,1,2025_DRAW_RESULTS_TABLES,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EB3210,"North Slope, Three Corners",Elk,Limited Entry,Early Any Legal Weapon,Bull,140,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,5,0,5,2025_DRAW_RESULTS_TABLES,5,0,5,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EL3013,North Slope Three Corners,Elk,Limited Entry - Private Land Only,Archery,Bull,140,YES,NO,YES,CURRENT_2026_CODE_WITH_MAPPED_2025_HISTORY,HIGH,,,,,,,16,,9,CROSSWALK_CANDIDATE_SUM,EB3013,EB3013:7,7,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,MEDIUM,"No exact 2025 permit value on current code, but promoted crosswalk maps it to 2025 history."
EL3053,North Slope Three Corners,Elk,Limited Entry - Private Land Only,Any Legal Weapon,Bull,140,YES,NO,YES,CURRENT_2026_CODE_WITH_MAPPED_2025_HISTORY,HIGH,,,,,,,16,,6,CROSSWALK_CANDIDATE_SUM,EB3053,EB3053:10,10,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,MEDIUM,"No exact 2025 permit value on current code, but promoted crosswalk maps it to 2025 history."
EL3091,North Slope Three Corners,Elk,Limited Entry - Private Land Only,Muzzleloader,Bull,140,YES,NO,YES,CURRENT_2026_CODE_WITH_MAPPED_2025_HISTORY,HIGH,,,,,,,3,,-1,CROSSWALK_CANDIDATE_SUM,EB3091,EB3091:4,4,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,MEDIUM,"No exact 2025 permit value on current code, but promoted crosswalk maps it to 2025 history."
EL3210,North Slope Three Corners,Elk,Limited Entry - Private Land Only,Any Legal Weapon,Bull,140,YES,NO,YES,CURRENT_2026_CODE_WITH_MAPPED_2025_HISTORY,HIGH,,,,,,,21,,16,CROSSWALK_CANDIDATE_SUM,EB3210,EB3210:5,5,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,MEDIUM,"No exact 2025 permit value on current code, but promoted crosswalk maps it to 2025 history."
RS6708,"North Slope, Three Corners",Rocky Mountain Bighorn Sheep,Once-in-a-lifetime,Any Legal Weapon,Either Sex,140,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,3,0,3,2025_DRAW_RESULTS_TABLES,2,0,2,2026_RAC_CURRENT_YEAR_ALLOTMENT,-1,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EA1060,"North Slope, West Daggett",Elk,General Season,Muzzleloader,Antlerless,142,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,17,1,18,2025_DRAW_RESULTS_TABLES,18,2,20,2026_RAC_CURRENT_YEAR_ALLOTMENT,2,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EA1061,"North Slope, West Daggett",Elk,General Season,Muzzleloader,Antlerless,142,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,18,2,20,2025_DRAW_RESULTS_TABLES,18,2,20,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EA1250,"North Slope, West Daggett",Elk,General Season,Any Legal Weapon,Antlerless,142,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,27,3,30,2025_DRAW_RESULTS_TABLES,27,3,30,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EA2005,"North Slope, West Daggett",Elk,Private Lands Only,Any Legal Weapon,Antlerless,142,YES,NO,YES,CURRENT_2026_PERMIT_CODE_NO_2025_HISTORY,MEDIUM,,,,,,,100,2026_RAC_CURRENT_YEAR_ALLOTMENT,,NOT_CALCULATED,,,,,,,MEDIUM,Populated 2026 permit code has no exact 2025 permit value and no promoted 2025 code mapping.
RS6709,"North Slope, Summit/West Daggett",Rocky Mountain Bighorn Sheep,Once-in-a-lifetime,Any Legal Weapon,Either Sex,143,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,4,0,4,2025_DRAW_RESULTS_TABLES,3,0,3,2026_RAC_CURRENT_YEAR_ALLOTMENT,-1,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
GO6805,High Uintas Central,Mountain Goat,Once-in-a-lifetime,Any Legal Weapon,Either Sex,145,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,5,0,5,2025_DRAW_RESULTS_TABLES,5,0,5,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
GO6806,High Uintas East,Mountain Goat,Once-in-a-lifetime,Any Legal Weapon,Either Sex,146,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,2,0,2,2025_DRAW_RESULTS_TABLES,3,0,3,2026_RAC_CURRENT_YEAR_ALLOTMENT,1,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
GO6807,High Uintas Leidy Peak,Mountain Goat,Once-in-a-lifetime,Any Legal Weapon,Either Sex,147,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,1,0,1,2025_DRAW_RESULTS_TABLES,2,0,2,2026_RAC_CURRENT_YEAR_ALLOTMENT,1,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
GO6808,High Uintas West,Mountain Goat,Once-in-a-lifetime,Any Legal Weapon,Either Sex,148,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,9,2,11,2025_DRAW_RESULTS_TABLES,9,2,11,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
GO6810,"Ogden, Willard Peak",Mountain Goat,Once-in-a-lifetime,Any Legal Weapon,Either Sex,157,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,1,0,1,2025_DRAW_RESULTS_TABLES,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
BR7011,Paunsaugunt,Black Bear,Limited Entry - Spring,Any Legal Weapon,Either Sex,163,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,4,0,4,2025_DRAW_RESULTS_TABLES,4,0,4,,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
BR7113,Paunsaugunt,Black Bear,Limited Entry - Summer,Any Legal Weapon,Either Sex,163,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,3,0,3,2025_DRAW_RESULTS_TABLES,3,0,3,,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
BR7214,Paunsaugunt,Black Bear,Limited Entry - Fall,Any Legal Weapon,Either Sex,163,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,4,0,4,2025_DRAW_RESULTS_TABLES,4,0,4,,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
BR7323,Paunsaugunt,Black Bear,Limited Entry - Multiseason,Multiseason,Either Sex,163,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,1,0,1,2025_DRAW_RESULTS_TABLES,1,0,1,,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
DB1001,Paunsaugunt Premium,Deer,Premium Limited Entry,Archery,Buck,163,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,25,3,28,2025_DRAW_RESULTS_TABLES,26,3,29,2026_RAC_CURRENT_YEAR_ALLOTMENT,1,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
DB1004,Paunsaugunt Premium,Deer,Premium Limited Entry,Any Legal Weapon,Buck,163,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,73,7,80,2025_DRAW_RESULTS_TABLES,75,8,83,2026_RAC_CURRENT_YEAR_ALLOTMENT,3,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
DB1006,Paunsaugunt Premium,Deer,Premium Limited Entry,Muzzleloader,Buck,163,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,25,3,28,2025_DRAW_RESULTS_TABLES,26,3,29,2026_RAC_CURRENT_YEAR_ALLOTMENT,1,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
DB1008,Paunsaugunt Premium,Deer,Premium Limited Entry,Multiseason,Buck,163,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,3,1,4,2025_DRAW_RESULTS_TABLES,3,1,4,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
DB1010,Paunsaugunt Management,Deer,Premium Limited Entry,Any Legal Weapon,Buck,163,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,23,3,26,2025_DRAW_RESULTS_TABLES,30,3,33,2026_RAC_CURRENT_YEAR_ALLOTMENT,7,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
DB1058,Paunsaugunt Cactus,Deer,Premium Limited Entry,Any Legal Weapon,Buck,163,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,27,3,30,2025_DRAW_RESULTS_TABLES,18,2,20,2026_RAC_CURRENT_YEAR_ALLOTMENT,-10,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
DB1073,Paunsaugunt Management,Deer,Premium Limited Entry,Archery,Buck,163,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,8,1,9,2025_DRAW_RESULTS_TABLES,10,1,11,2026_RAC_CURRENT_YEAR_ALLOTMENT,2,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
DB1074,Paunsaugunt Management,Deer,Premium Limited Entry,Muzzleloader,Buck,163,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,8,1,9,2025_DRAW_RESULTS_TABLES,10,1,11,2026_RAC_CURRENT_YEAR_ALLOTMENT,2,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EA1073,Paunsaugunt,Elk,General Season,Any Legal Weapon,Antlerless,163,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,18,2,20,2025_DRAW_RESULTS_TABLES,18,2,20,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EA2015,Paunsaugunt,Elk,Private Lands Only,Any Legal Weapon,Antlerless,163,YES,NO,YES,CURRENT_2026_PERMIT_CODE_NO_2025_HISTORY,MEDIUM,,,,,,,75,2026_RAC_CURRENT_YEAR_ALLOTMENT,,NOT_CALCULATED,,,,,,,MEDIUM,Populated 2026 permit code has no exact 2025 permit value and no promoted 2025 code mapping.
LD1001,Paunsaugunt - Private Land Only,Deer,Limited Entry - Private Land Only,Archery,Buck,163,YES,NO,NO,CURRENT_2026_REFERENCE_ONLY_NO_2025_OR_2026_PERMITS,LOW,,,,,,,,Utah DWR Hunt Planner,,NOT_CALCULATED,DB1001,DB1001:28,28,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,LOW,Code exists in current 2026 DATABASE but has no populated 2025 or 2026 permit values.
LD1004,Paunsaugunt - Private Land Only,Deer,Limited Entry - Private Land Only,Any Legal Weapon,Buck,163,YES,NO,NO,CURRENT_2026_REFERENCE_ONLY_NO_2025_OR_2026_PERMITS,LOW,,,,,,,,Utah DWR Hunt Planner,,NOT_CALCULATED,DB1004,DB1004:80,80,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,LOW,Code exists in current 2026 DATABASE but has no populated 2025 or 2026 permit values.
LD1006,Paunsaugunt - Private Land Only,Deer,Limited Entry - Private Land Only,Muzzleloader,Buck,163,YES,NO,NO,CURRENT_2026_REFERENCE_ONLY_NO_2025_OR_2026_PERMITS,LOW,,,,,,,,Utah DWR Hunt Planner,,NOT_CALCULATED,DB1006,DB1006:28,28,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,LOW,Code exists in current 2026 DATABASE but has no populated 2025 or 2026 permit values.
DA1009,"Pine Valley, Enterprise",Deer,General Season,Any Legal Weapon,Antlerless,169,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,25,0,25,2025_DRAW_RESULTS_TABLES,,,25,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EB3145,Boulder,Elk,Limited Entry,Archery,Bull,172,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,28,2,30,2025_DRAW_RESULTS_TABLES,31,4,35,2026_RAC_CURRENT_YEAR_ALLOTMENT,5,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EB3148,Boulder,Elk,Limited Entry,Early Any Legal Weapon,Bull,172,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,11,1,12,2025_DRAW_RESULTS_TABLES,13,1,14,2026_RAC_CURRENT_YEAR_ALLOTMENT,2,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EB3151,Boulder,Elk,Limited Entry,Late Any Legal Weapon,Bull,172,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,19,2,21,2025_DRAW_RESULTS_TABLES,22,2,24,2026_RAC_CURRENT_YEAR_ALLOTMENT,3,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
