hunt_code,boundary_id,hunt_name,species,hunt_class,hunt_type,draw_family,weapon,sex_type,youth_flag,eligibility_class,season,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2025_draw_source,permits_2025_source,avg_points_2025,hunters_2025,harvest_2025,success_percent_2025,avg_days_2025,satisfaction_2025,access_type,permits_2026_res,permits_2026_nr,permits_2026_total,permit_status,permit_allocation_type,permit_source_authority,permit_note,has_harvest,has_bonus_draw,has_antlerless_draw,source_file,permit_overlay_source,source_authority,data_status,permits_2025_draw_res,permits_2025_draw_nr,draw_2025_bg_pdf_page,draw_2025_bg_report_page,draw_2025_type,permits_2025_draw_total,huntCode,code,title,unitName,unitCode,boundaryId,boundary_id_numeric,boundary_token,resolvedBoundaryIds,permits_2026_source,permits_2026_conservation,permits_2026_expo,permits_2026_sportsman,special_permit_area_id,special_permit_category,special_permit_note,special_permit_overlay_source,NOTES,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_source,permit_allotment_2026_source_file,permit_allotment_2026_status
EA1111,238,"Wasatch Mtns, Wallsburg",Elk,General Season,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Nov 14 2026 - Dec 13 2026,31,2,33,,2025_DRAW_RESULTS_TABLES,,32,2,6.3,5.7,2.6,Public,31,4,35,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA1111,EA1111,"Wasatch Mtns, Wallsburg","Wasatch Mtns, Wallsburg",238,238,238,238,"[""238""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,31,4,35,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1112,238,"Wasatch Mtns, Wallsburg",Elk,General Season,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Dec 19 2026 - Jan 31 2027,50,5,55,,2025_DRAW_RESULTS_TABLES,,43,11,25.6,4.5,2.8,Public,49,6,55,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA1112,EA1112,"Wasatch Mtns, Wallsburg","Wasatch Mtns, Wallsburg",238,238,238,238,"[""238""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,49,6,55,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1113,240,"Wasatch Mtns, West Heber",Elk,General Season,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Nov 14 2026 - Jan 31 2027,27,3,30,,2025_DRAW_RESULTS_TABLES,,21,8,38.1,7.7,3.1,Public,27,3,30,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA1113,EA1113,"Wasatch Mtns, West Heber","Wasatch Mtns, West Heber",240,240,240,240,"[""240""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,27,3,30,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1114,480,"Wasatch Mtns, West Timpanogos",Elk,General Season,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Nov 14 2026 - Jan 31 2027,22,3,25,,2025_DRAW_RESULTS_TABLES,,19,9,47.4,4.7,2.9,Public,22,3,25,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA1114,EA1114,"Wasatch Mtns, West Timpanogos","Wasatch Mtns, West Timpanogos",480,480,480,480,"[""480""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,22,3,25,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1117,635,Zion,Elk,General Season,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Nov 11 2026 - Jan 10 2027,185,18,203,,2025_DRAW_RESULTS_TABLES,,164,26,15.9,9,2.6,Public,198,22,220,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA1117,EA1117,Zion,Zion,635,635,635,635,"[""635""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,198,22,220,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1187,838,"Paunsaugunt, Hatch Bench",Elk,Antlerless,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Nov 22 2025 - Dec 30 2025,11,2,13,,2025_DRAW_RESULTS_TABLES,,12,1,8.3,8.2,1.9,Public,13,2,15,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,,,,,,,EA1187,EA1187,"Paunsaugunt, Hatch Bench","Paunsaugunt, Hatch Bench",838,838,838,838,"[""838""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
EA1193,38,"Cache, Rich",Elk,General Season,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Nov 14 2026 - Jan 15 2027,18,2,20,,2025_DRAW_RESULTS_TABLES,,20,12,60,4.1,3.4,Public,31,4,35,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA1193,EA1193,"Cache, Rich","Cache, Rich",38,38,38,38,"[""38""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,31,4,35,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1196,138,"North Slope, Summit",Elk,General Season,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Oct 03 2026 - Oct 25 2026,68,7,75,,2025_DRAW_RESULTS_TABLES,,73,18,24.7,4.2,3.4,Public,67,8,75,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA1196,EA1196,"North Slope, Summit","North Slope, Summit",138,138,138,138,"[""138""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,67,8,75,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1203,682,"Box Elder, Pilot Mtn",Elk,General Season,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Aug 01 2026 - Aug 15 2026,4,1,5,,2025_DRAW_RESULTS_TABLES,,5,2,40,3.2,2.6,Public,4,1,5,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA1203,EA1203,"Box Elder, Pilot Mtn","Box Elder, Pilot Mtn",682,682,682,682,"[""682""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,4,1,5,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1204,682,"Box Elder, Pilot Mtn",Elk,General Season,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Oct 10 2026 - Oct 31 2026,4,1,5,,2025_DRAW_RESULTS_TABLES,,5,2,40,1.8,4,Public,4,1,5,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA1204,EA1204,"Box Elder, Pilot Mtn","Box Elder, Pilot Mtn",682,682,682,682,"[""682""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,4,1,5,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1206,40,"Cache, Richmond Hyde Park",Elk,Antlerless,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Dec 02 2025 - Jan 15 2026,9,1,10,,2025_DRAW_RESULTS_TABLES,,8,2,25,6.2,4.2,Public,9,1,10,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,,,,,,,EA1206,EA1206,"Cache, Richmond Hyde Park","Cache, Richmond Hyde Park",40,40,40,40,"[""40""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
EA1207,107,"Nebo, Moroni Hills",Elk,General Season,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Aug 01 2026 - Aug 19 2026,9,1,10,,2025_DRAW_RESULTS_TABLES,,8,0,0,4.7,2.1,Public,9,1,10,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA1207,EA1207,"Nebo, Moroni Hills","Nebo, Moroni Hills",107,107,107,107,"[""107""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,9,1,10,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1208,616,Nebo,Elk,General Season,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Nov 14 2026 - Jan 31 2027,247,28,275,,2025_DRAW_RESULTS_TABLES,,231,106,45.9,6.5,3.3,Public,292,33,325,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA1208,EA1208,Nebo,Nebo,616,616,616,616,"[""616""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,292,33,325,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1209,85,"Fillmore, Oak Creek LE",Elk,General Season,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Nov 14 2026 - Jan 29 2027,45,5,50,,2025_DRAW_RESULTS_TABLES,,43,11,25.6,14.5,2.5,Public,45,5,50,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA1209,EA1209,"Fillmore, Oak Creek LE","Fillmore, Oak Creek LE",85,85,85,85,"[""85""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,45,5,50,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1217,224,"Wasatch Mtns, Avintaquin",Elk,General Season,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Oct 03 2026 - Oct 15 2026,130,11,141,,2025_DRAW_RESULTS_TABLES,,131,34,26,4.9,3.2,Public,135,15,150,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA1217,EA1217,"Wasatch Mtns, Avintaquin","Wasatch Mtns, Avintaquin",224,224,224,224,"[""224""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,135,15,150,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1220,5112,Manti (Expo),Elk,Antlerless,General Season,Allocation,Any Legal Weapon,Antlerless,FALSE,STANDARD,"Oct 4 - Oct 16, 2025",,,,,,,0,,,,,Public,,,,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR published 2026 permit allocation,,TRUE,FALSE,FALSE,antlerless elk.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,EA1220,EA1220,Manti (Expo),Manti (Expo),51,51,51,51,"[""51""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
EA1221,5145,Fishlake/Thousand Lake (Expo),Elk,Antlerless,General Season,Allocation,Any Legal Weapon,Antlerless,FALSE,STANDARD,"Oct 4 - Oct 16, 2025",,,,,,,1,0,0,3,4,Public,,,,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR published 2026 permit allocation,,TRUE,FALSE,FALSE,antlerless elk.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,EA1221,EA1221,Fishlake/Thousand Lake (Expo),Fishlake/Thousand Lake (Expo),175,175,175,175,"[""175""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
EA1222,685,"Beaver, East",Elk,General Season,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Nov 21 2026 - Dec 11 2026,27,3,30,,2025_DRAW_RESULTS_TABLES,,26,11,42.3,5.7,3.7,Public,36,4,40,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA1222,EA1222,"Beaver, East","Beaver, East",685,685,685,685,"[""685""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,36,4,40,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1223,685,"Beaver, East",Elk,General Season,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Dec 12 2026 - Dec 26 2026,27,3,30,,2025_DRAW_RESULTS_TABLES,,29,11,37.9,3.5,3.2,Public,36,4,40,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA1223,EA1223,"Beaver, East","Beaver, East",685,685,685,685,"[""685""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,36,4,40,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1224,449,"Book Cliffs, Bitter Creek/South",Elk,General Season,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Oct 03 2026 - Oct 15 2026,118,12,130,,2025_DRAW_RESULTS_TABLES,,118,68,57.6,4,3.9,Public,117,13,130,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA1224,EA1224,"Book Cliffs, Bitter Creek/South","Book Cliffs, Bitter Creek/South",449,449,449,449,"[""449""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,117,13,130,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1225,449,"Book Cliffs, Bitter Creek/South",Elk,General Season,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Nov 16 2026 - Dec 13 2026,147,16,163,,2025_DRAW_RESULTS_TABLES,,146,114,78.1,2.9,4.4,Public,147,16,163,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA1225,EA1225,"Book Cliffs, Bitter Creek/South","Book Cliffs, Bitter Creek/South",449,449,449,449,"[""449""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,147,16,163,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1226,107,"Nebo, Moroni Hills",Elk,General Season,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Sept 12 2026 - Oct 02 2026,8,1,9,,2025_DRAW_RESULTS_TABLES,,5,0,0,3.6,2.2,Public,9,1,10,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA1226,EA1226,"Nebo, Moroni Hills","Nebo, Moroni Hills",107,107,107,107,"[""107""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,9,1,10,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1228,117,Morgan-South Rich,Elk,General Season,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Dec 01 2026 - Dec 21 2026,64,7,71,,2025_DRAW_RESULTS_TABLES,,49,15,30.6,2.9,3,Public,67,8,75,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA1228,EA1228,Morgan-South Rich,Morgan-South Rich,117,117,117,117,"[""117""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,67,8,75,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1229,117,Morgan-South Rich,Elk,General Season,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Dec 22 2026 - Jan 31 2027,147,13,160,,2025_DRAW_RESULTS_TABLES,,120,36,30,4.3,2.6,Public,144,16,160,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA1229,EA1229,Morgan-South Rich,Morgan-South Rich,117,117,117,117,"[""117""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,144,16,160,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1231,116,"West Desert, Tintic Valley",Elk,General Season,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Nov 07 2026 - Jan 31 2027,46,4,50,,2025_DRAW_RESULTS_TABLES,,40,13,32.5,10.4,2.7,Public,45,5,50,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA1231,EA1231,"West Desert, Tintic Valley","West Desert, Tintic Valley",116,116,116,116,"[""116""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,45,5,50,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1236,276,East Canyon,Elk,General Season,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Dec 01 2026 - Jan 11 2027,132,13,145,,2025_DRAW_RESULTS_TABLES,,116,7,6,6.3,2.6,Public,135,15,150,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA1236,EA1236,East Canyon,East Canyon,276,276,276,276,"[""276""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,135,15,150,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1237,879,"La Sal Mtns, North",Elk,General Season,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Nov 19 2026 - Dec 31 2026,43,13,56,,2025_DRAW_RESULTS_TABLES,,130,11,8.5,6.2,2.3,Public,157,18,175,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA1237,EA1237,"La Sal Mtns, North","La Sal Mtns, North",879,879,879,879,"[""879""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,157,18,175,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1239,277,"Nine Mile, Range Creek",Elk,General Season,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Oct 03 2026 - Oct 25 2026,43,5,48,,2025_DRAW_RESULTS_TABLES,,43,15,34.9,5.1,2.8,Public,45,5,50,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA1239,EA1239,"Nine Mile, Range Creek","Nine Mile, Range Creek",277,277,277,277,"[""277""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,45,5,50,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1240,277,"Nine Mile, Range Creek",Elk,General Season,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Nov 25 2026 - Jan 31 2027,132,15,147,,2025_DRAW_RESULTS_TABLES,,128,61,47.7,7.5,3.5,Public,135,15,150,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA1240,EA1240,"Nine Mile, Range Creek","Nine Mile, Range Creek",277,277,277,277,"[""277""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,135,15,150,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
