hunt_code,boundary_id,hunt_name,species,hunt_class,hunt_type,draw_family,weapon,sex_type,youth_flag,eligibility_class,season,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2025_draw_source,permits_2025_source,avg_points_2025,hunters_2025,harvest_2025,success_percent_2025,avg_days_2025,satisfaction_2025,access_type,permits_2026_res,permits_2026_nr,permits_2026_total,permit_status,permit_allocation_type,permit_source_authority,permit_note,has_harvest,has_bonus_draw,has_antlerless_draw,source_file,permit_overlay_source,source_authority,data_status,permits_2025_draw_res,permits_2025_draw_nr,draw_2025_bg_pdf_page,draw_2025_bg_report_page,draw_2025_type,permits_2025_draw_total,huntCode,code,title,unitName,unitCode,boundaryId,boundary_id_numeric,boundary_token,resolvedBoundaryIds,permits_2026_source,permits_2026_conservation,permits_2026_expo,permits_2026_sportsman,special_permit_area_id,special_permit_category,special_permit_note,special_permit_overlay_source,NOTES,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_source,permit_allotment_2026_source_file,permit_allotment_2026_status
EA1242,880,"Vernal, Buckskin Hills-Jensen",Elk,General Season,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Dec 01 2026 - Dec 31 2026,84,10,94,,2025_DRAW_RESULTS_TABLES,,90,23,25.6,5.9,2.8,Public,90,10,100,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA1242,EA1242,"Vernal, Buckskin Hills-Jensen","Vernal, Buckskin Hills-Jensen",880,880,880,880,"[""880""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,90,10,100,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1243,880,"Vernal, Buckskin Hills-Jensen",Elk,General Season,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Jan 01 2027 - Jan 31 2027,85,9,94,,2025_DRAW_RESULTS_TABLES,,80,32,40,6.3,3.1,Public,90,10,100,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA1243,EA1243,"Vernal, Buckskin Hills-Jensen","Vernal, Buckskin Hills-Jensen",880,880,880,880,"[""880""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,90,10,100,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1244,613,Yellowstone,Elk,General Season,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Oct 03 2026 - Oct 16 2026,92,8,100,,2025_DRAW_RESULTS_TABLES,,86,15,17.4,4.4,3.3,Public,90,10,100,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA1244,EA1244,Yellowstone,Yellowstone,613,613,613,613,"[""613""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,90,10,100,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1250,142,"North Slope, West Daggett",Elk,General Season,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Oct 03 2026 - Oct 25 2026,27,3,30,,2025_DRAW_RESULTS_TABLES,,28,8,28.6,6.5,3.6,Public,27,3,30,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA1250,EA1250,"North Slope, West Daggett","North Slope, West Daggett",142,142,142,142,"[""142""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,27,3,30,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1251,893,"Southwest Desert, Burbank/Garrison",Elk,General Season,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Aug 01 2026 - Aug 13 2026,13,2,15,,2025_DRAW_RESULTS_TABLES,,12,3,25,4.7,1.7,Public,11,1,12,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA1251,EA1251,"Southwest Desert, Burbank/Garrison","Southwest Desert, Burbank/Garrison",893,893,893,893,"[""893""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,11,1,12,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1254,636,Pine Valley,Elk,General Season,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Nov 11 2026 - Jan 11 2027,27,3,30,,2025_DRAW_RESULTS_TABLES,,26,1,3.8,7.8,2.4,Public,27,3,30,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA1254,EA1254,Pine Valley,Pine Valley,636,636,636,636,"[""636""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,27,3,30,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1258,5113,La Sal (Expo),Elk,Antlerless,General Season,Allocation,Any Legal Weapon,Antlerless,FALSE,STANDARD,"Oct 4 - Oct 16, 2025",,,,,,,,,,,,Public,,,,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR published 2026 permit allocation,,,,,antlerless elk.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,EA1258,EA1258,La Sal (Expo),La Sal (Expo),617,617,617,617,"[""617""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
EA1264,921,"Wasatch Mtns, Rabbit Gulch",Elk,General Season,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Jan 16 2027 - Jan 24 2027,45,4,49,,2025_DRAW_RESULTS_TABLES,,42,17,40.5,2.8,3.7,Public,45,5,50,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA1264,EA1264,"Wasatch Mtns, Rabbit Gulch","Wasatch Mtns, Rabbit Gulch",921,921,921,921,"[""921""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,45,5,50,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1265,920,"Wasatch Mtns, Tabby Mtn",Elk,General Season,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Dec 19 2026 - Dec 27 2026,90,10,100,,2025_DRAW_RESULTS_TABLES,,87,60,69,2.9,3.9,Public,90,10,100,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA1265,EA1265,"Wasatch Mtns, Tabby Mtn","Wasatch Mtns, Tabby Mtn",920,920,920,920,"[""920""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,90,10,100,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1266,18,"Box Elder, Hansel Mtn",Elk,General Season,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Aug 01 2026 - Jan 31 2027,18,2,20,,2025_DRAW_RESULTS_TABLES,,19,10,52.6,11.3,3.1,Public,27,3,30,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA1266,EA1266,"Box Elder, Hansel Mtn","Box Elder, Hansel Mtn",18,18,18,18,"[""18""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,27,3,30,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1267,29,Cache,Elk,General Season,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Oct 03 2026 - Oct 25 2026,81,9,90,,2025_DRAW_RESULTS_TABLES,,81,24,29.6,6,3.3,Public,180,20,200,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA1267,EA1267,Cache,Cache,29,29,29,29,"[""29""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,180,20,200,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1269,924,Ogden (excludes Hyrum),Elk,General Season,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Dec 01 2026 - Dec 31 2026,191,5,196,,2025_DRAW_RESULTS_TABLES,,143,43,30.1,5.4,3.1,Public,270,30,300,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA1269,EA1269,Ogden (excludes Hyrum),Ogden (excludes Hyrum),924,924,924,924,"[""924""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,270,30,300,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1272,941,"East Canyon, East",Elk,General Season,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Dec 01 2026 - Jan 31 2027,138,7,145,,2025_DRAW_RESULTS_TABLES,,99,5,5.1,6.5,2.4,Public,135,15,150,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA1272,EA1272,"East Canyon, East","East Canyon, East",941,941,941,941,"[""941""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,135,15,150,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1273,140,"North Slope, Three Corners",Elk,General Season,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Dec 19 2026 - Jan 03 2027,22,1,23,,2025_DRAW_RESULTS_TABLES,,23,19,82.6,3.1,4.3,Public,22,3,25,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA1273,EA1273,"North Slope, Three Corners","North Slope, Three Corners",140,140,140,140,"[""140""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,22,3,25,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1276,225,"Wasatch Mtns, Box Elder Peak",Elk,General Season,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Oct 03 2026 - Oct 15 2026,34,3,37,,2025_DRAW_RESULTS_TABLES,,30,11,36.7,3.4,3.5,Public,40,5,45,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA1276,EA1276,"Wasatch Mtns, Box Elder Peak","Wasatch Mtns, Box Elder Peak",225,225,225,225,"[""225""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,40,5,45,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1277,140,"North Slope, Three Corners",Elk,General Season,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Nov 21 2026 - Nov 29 2026,22,2,24,,2025_DRAW_RESULTS_TABLES,,24,15,62.5,2.1,4.3,Public,22,3,25,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA1277,EA1277,"North Slope, Three Corners","North Slope, Three Corners",140,140,140,140,"[""140""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,22,3,25,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1278,938,"Manti, Ferron-Nelson Mtn",Elk,Antlerless,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Oct 04 2025 - Nov 30 2025,21,1,22,,2025_DRAW_RESULTS_TABLES,,39,19,48.7,5.4,3.3,Public,45,5,50,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,,,,,,,EA1278,EA1278,"Manti, Ferron-Nelson Mtn","Manti, Ferron-Nelson Mtn",938,938,938,938,"[""938""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
EA1279,938,"Manti, Ferron-Nelson Mtn",Elk,Antlerless,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Dec 01 2025 - Jan 31 2026,33,4,37,,2025_DRAW_RESULTS_TABLES,,42,14,33.3,7.7,3.1,Public,45,5,50,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,,,,,,,EA1279,EA1279,"Manti, Ferron-Nelson Mtn","Manti, Ferron-Nelson Mtn",938,938,938,938,"[""938""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
EA1280,879,"La Sal, La Sal Mtns-North",Elk,Antlerless,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Dec 08 2025 - Dec 31 2025,14,7,21,,2025_DRAW_RESULTS_TABLES,,111,34,30.6,5,3.2,Public,157,18,175,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,,,,,,,EA1280,EA1280,"La Sal, La Sal Mtns-North","La Sal, La Sal Mtns-North",879,879,879,879,"[""879""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
EA1281,438,"Mt Dutton, Deep Creek",Elk,Antlerless,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Dec 20 2025 - Jan 11 2026,64,7,71,,2025_DRAW_RESULTS_TABLES,,64,24,37.5,4.2,3.3,Public,67,8,75,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,,,,,,,EA1281,EA1281,"Mt Dutton, Deep Creek","Mt Dutton, Deep Creek",438,438,438,438,"[""438""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
EA1285,634,Panguitch Lake,Elk,General Season,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Dec 12 2026 - Dec 20 2026,31,4,35,,2025_DRAW_RESULTS_TABLES,,31,19,61.3,2.2,4,Public,22,3,25,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA1285,EA1285,Panguitch Lake,Panguitch Lake,634,634,634,634,"[""634""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,22,3,25,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1286,629,Monroe,Elk,General Season,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Oct 03 2026 - Oct 15 2026,27,3,30,,2025_DRAW_RESULTS_TABLES,,15,9,60,3.8,3.8,Public,36,4,40,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.csv,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA1286,EA1286,Monroe,Monroe,629,629,629,629,"[""629""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,36,4,40,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA2036,86,"Oquirrh-Stansbury, East",Elk,General Season,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Nov 07 2026 - Jan 31 2027,55,5,60,,2025_DRAW_RESULTS_TABLES,,58,53,91.4,4.3,4.4,Public,63,7,70,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA2036,EA2036,"Oquirrh-Stansbury, East","Oquirrh-Stansbury, East",86,86,86,86,"[""86""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,63,7,70,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1085,614,Vernal/Bonanza,Elk,General Season,General Season,General,Archery,Antlerless,FALSE,STANDARD,Aug 15 2026 - Sept 16 2026,68,6,74,,2025_DRAW_RESULTS_TABLES,,91,12,13.2,9,2.9,Public,90,10,100,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA1085,EA1085,Vernal/Bonanza,Vernal/Bonanza,614,614,614,614,"[""614""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,90,10,100,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1268,138,"North Slope, Summit",Elk,General Season,General Season,General,Archery,Antlerless,FALSE,STANDARD,Aug 15 2026 - Sept 16 2026,79,2,81,,2025_DRAW_RESULTS_TABLES,,118,10,8.5,8.5,2.9,Public,180,20,200,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA1268,EA1268,"North Slope, Summit","North Slope, Summit",138,138,138,138,"[""138""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,180,20,200,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1274,140,"North Slope, Three Corners",Elk,General Season,General Season,General,Archery,Antlerless,FALSE,STANDARD,Aug 15 2026 - Sept 04 2026,15,1,16,,2025_DRAW_RESULTS_TABLES,,19,1,5.3,5.3,4.1,Public,22,3,25,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA1274,EA1274,"North Slope, Three Corners","North Slope, Three Corners",140,140,140,140,"[""140""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,22,3,25,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1282,939,"Ogden, North",Elk,Antlerless,General Season,General,Archery,Antlerless,FALSE,STANDARD,Dec 16 2025 - Jan 31 2026,10,2,12,,2025_DRAW_RESULTS_TABLES,,0,,,,,Public,180,20,200,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,,,,,,,EA1282,EA1282,"Ogden, North","Ogden, North",939,939,939,939,"[""939""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
EA1283,634,Panguitch Lake,Elk,General Season,General Season,General,Archery,Antlerless,FALSE,STANDARD,Aug 15 2026 - Aug 30 2026,29,4,33,,2025_DRAW_RESULTS_TABLES,,30,3,10,5.1,3.2,Public,31,4,35,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA1283,EA1283,Panguitch Lake,Panguitch Lake,634,634,634,634,"[""634""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,31,4,35,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA2033,611,Kamas,Elk,General Season,General Season,General,Archery,Antlerless,FALSE,STANDARD,Aug 15 2026 - Sept 16 2026,47,3,50,,2025_DRAW_RESULTS_TABLES,,48,1,2.1,6.2,3.1,Public,180,20,200,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA2033,EA2033,Kamas,Kamas,611,611,611,611,"[""611""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,180,20,200,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA2034,128,"Nine Mile, Anthro",Elk,General Season,General Season,General,Archery,Antlerless,FALSE,STANDARD,Aug 15 2026 - Sept 16 2026,8,1,9,,2025_DRAW_RESULTS_TABLES,,10,0,0,7.3,3.4,Public,180,20,200,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA2034,EA2034,"Nine Mile, Anthro","Nine Mile, Anthro",128,128,128,128,"[""128""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,180,20,200,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
