source_no,permit_class,source_year_range,model_target_year,species_raw,species,hunt_family,area,condition,value,organization,permit_total,source_file,selected_hunt_code,possible_hunt_codes,match_method,match_confidence,match_notes,allocation_cycle_years,permit_applies_each_year,permit_count_per_year,permit_count_2025,permit_count_2026,permit_count_2027,permit_year_instances_2025_2027,interpretation
143,conservation,2025-2027,2026,Elk,Elk,Elk,Diamond Mtn,Multiseason,24500.0,NWTF,1.0,2025-27 Conservation Permits.xlsx,EB3122,EB3122,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=74.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
144,conservation,2025-2027,2026,Elk,Elk,Elk,"Fillmore, Pahvant","Any Legal Weapon, late",29000.0,RMEF,1.0,2025-27 Conservation Permits.xlsx,EB3043,EB3043,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=80.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
145,conservation,2025-2027,2026,Elk,Elk,Elk,"Fillmore, Pahvant",Archery,22000.0,SFW,1.0,2025-27 Conservation Permits.xlsx,EB3008,EB3008,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=82.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
146,conservation,2025-2027,2026,Elk,Elk,Elk,"Fillmore, Pahvant",Hunter's Choice,36416.67,SFW,1.0,2025-27 Conservation Permits.xlsx,,EB3008|EB3042|EB3043|EB3086|EB3110|EB3180|EB3181,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=74; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
147,conservation,2025-2027,2026,Elk,Elk,Elk,"Fillmore, Pahvant",Multiseason,45666.67,MDF,1.0,2025-27 Conservation Permits.xlsx,EB3110,EB3110,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=82.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
148,conservation,2025-2027,2026,Elk,Elk,Elk,Fishlake/Thousand Lakes,"Any Legal Weapon, late",21500.0,SFW,1.0,2025-27 Conservation Permits.xlsx,EB3065,EB3065,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=84.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
149,conservation,2025-2027,2026,Elk,Elk,Elk,Fishlake/Thousand Lakes,"Any Legal Weapon, mid",18500.0,SFW,1.0,2025-27 Conservation Permits.xlsx,EB3064,EB3064,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=84.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
150,conservation,2025-2027,2026,Elk,Elk,Elk,Fishlake/Thousand Lakes,Archery,15500.0,UAA,1.0,2025-27 Conservation Permits.xlsx,EB3018,EB3018,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=86.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
151,conservation,2025-2027,2026,Elk,Elk,Elk,Fishlake/Thousand Lakes,Hunter's Choice,26625.0,SFW,1.0,2025-27 Conservation Permits.xlsx,,EB3018|EB3063|EB3064|EB3065|EB3096|EB3120|EB3192,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=78; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
152,conservation,2025-2027,2026,Elk,Elk,Elk,Fishlake/Thousand Lakes,Hunter's Choice,26625.0,RMEF,1.0,2025-27 Conservation Permits.xlsx,,EB3018|EB3063|EB3064|EB3065|EB3096|EB3120|EB3192,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=78; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
153,conservation,2025-2027,2026,Elk,Elk,Elk,Fishlake/Thousand Lakes,Multiseason,34750.0,SCI,1.0,2025-27 Conservation Permits.xlsx,EB3120,EB3120,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=86.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
154,conservation,2025-2027,2026,Elk,Elk,Elk,Fishlake/Thousand Lakes,Multiseason,34750.0,MDF,1.0,2025-27 Conservation Permits.xlsx,EB3120,EB3120,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=86.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
155,conservation,2025-2027,2026,Elk,Elk,Elk,Fishlake/Thousand Lakes,Muzzleloader,18666.67,MDF,1.0,2025-27 Conservation Permits.xlsx,EB3096,EB3096,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=86.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
156,conservation,2025-2027,2026,Elk,Elk,Elk,"La Sal, La Sal Mtns","Any Legal Weapon, late",15000.0,RMEF,1.0,2025-27 Conservation Permits.xlsx,EB3046,EB3046,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=54.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
157,conservation,2025-2027,2026,Elk,Elk,Elk,"La Sal, La Sal Mtns","Any Legal Weapon, mid",13500.0,SFW,1.0,2025-27 Conservation Permits.xlsx,EB3183,EB3183,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=54.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
158,conservation,2025-2027,2026,Elk,Elk,Elk,"La Sal, La Sal Mtns",Archery,15266.67,MDF,1.0,2025-27 Conservation Permits.xlsx,EB3009,EB3009,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=56.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
159,conservation,2025-2027,2026,Elk,Elk,Elk,"La Sal, La Sal Mtns",Hunter's Choice,19000.0,MDF,1.0,2025-27 Conservation Permits.xlsx,,EB3009|EB3045|EB3046|EB3087|EB3111|EB3182|EB3183,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=48; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
160,conservation,2025-2027,2026,Elk,Elk,Elk,"La Sal, La Sal Mtns",Hunter's Choice,19000.0,MDF,1.0,2025-27 Conservation Permits.xlsx,,EB3009|EB3045|EB3046|EB3087|EB3111|EB3182|EB3183,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=48; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
161,conservation,2025-2027,2026,Elk,Elk,Elk,"La Sal, La Sal Mtns",Multiseason,20833.33,MDF,1.0,2025-27 Conservation Permits.xlsx,EB3111,EB3111,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=56.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
162,conservation,2025-2027,2026,Elk,Elk,Elk,"La Sal, La Sal Mtns",Multiseason,20833.33,RMEF,1.0,2025-27 Conservation Permits.xlsx,EB3111,EB3111,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=56.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
163,conservation,2025-2027,2026,Elk,Elk,Elk,"La Sal, La Sal Mtns",Muzzleloader,16000.0,SFW,1.0,2025-27 Conservation Permits.xlsx,EB3087,EB3087,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=56.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
164,conservation,2025-2027,2026,Elk,Elk,Elk,Manti,"Any Legal Weapon, late",28000.0,MDF,1.0,2025-27 Conservation Permits.xlsx,EB3039,EB3039,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=68.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
165,conservation,2025-2027,2026,Elk,Elk,Elk,Manti,"Any Legal Weapon, mid",24500.0,SFW,1.0,2025-27 Conservation Permits.xlsx,EB3126,EB3126,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=68.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
166,conservation,2025-2027,2026,Elk,Elk,Elk,Manti,Archery,21033.33,SFW,1.0,2025-27 Conservation Permits.xlsx,EB3006,EB3006,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=70.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
167,conservation,2025-2027,2026,Elk,Elk,Elk,Manti,Hunter's Choice,34875.0,UWSF,1.0,2025-27 Conservation Permits.xlsx,,EB3006|EB3038|EB3039|EB3084|EB3108|EB3126|EB3172,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=62; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
168,conservation,2025-2027,2026,Elk,Elk,Elk,Manti,Hunter's Choice,34875.0,MDF,1.0,2025-27 Conservation Permits.xlsx,,EB3006|EB3038|EB3039|EB3084|EB3108|EB3126|EB3172,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=62; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
169,conservation,2025-2027,2026,Elk,Elk,Elk,Manti,Multiseason,45000.0,NWTF,1.0,2025-27 Conservation Permits.xlsx,EB3108,EB3108,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=70.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
170,conservation,2025-2027,2026,Elk,Elk,Elk,Manti,Multiseason,45000.0,RMEF,1.0,2025-27 Conservation Permits.xlsx,EB3108,EB3108,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=70.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
171,conservation,2025-2027,2026,Elk,Elk,Elk,Manti,Muzzleloader,22000.0,MDF,1.0,2025-27 Conservation Permits.xlsx,EB3084,EB3084,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=70.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
172,conservation,2025-2027,2026,Elk,Elk,Elk,Monroe,"Any Legal Weapon, late",52000.0,SCI,1.0,2025-27 Conservation Permits.xlsx,EB3048,EB3048,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=68.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
173,conservation,2025-2027,2026,Elk,Elk,Elk,Monroe,Archery,39000.0,SFW,1.0,2025-27 Conservation Permits.xlsx,EB3010,EB3010,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=70.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
174,conservation,2025-2027,2026,Elk,Elk,Elk,Monroe,Hunter's Choice,65000.0,MDF,1.0,2025-27 Conservation Permits.xlsx,,EB3010|EB3047|EB3048|EB3088|EB3112|EB3184|EB3185,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=62; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
175,conservation,2025-2027,2026,Elk,Elk,Elk,Monroe,Multiseason,70333.33,RMEF,1.0,2025-27 Conservation Permits.xlsx,EB3112,EB3112,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=70.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
176,conservation,2025-2027,2026,Elk,Elk,Elk,Mt Dutton,"Any Legal Weapon, late",38500.0,RMEF,1.0,2025-27 Conservation Permits.xlsx,EB3050,EB3050,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=72.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
177,conservation,2025-2027,2026,Elk,Elk,Elk,Mt Dutton,Archery,29000.0,MDF,1.0,2025-27 Conservation Permits.xlsx,EB3011,EB3011,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=74.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
178,conservation,2025-2027,2026,Elk,Elk,Elk,Mt Dutton,Hunter's Choice,48250.0,SFW,1.0,2025-27 Conservation Permits.xlsx,,EB3011|EB3049|EB3050|EB3089|EB3113|EB3186|EB3187,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=66; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
179,conservation,2025-2027,2026,Elk,Elk,Elk,Mt Dutton,Multiseason,62500.0,MDF,1.0,2025-27 Conservation Permits.xlsx,EB3113,EB3113,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=74.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
180,conservation,2025-2027,2026,Elk,Elk,Elk,Nebo/San Pitch Mtns,"Any Legal Weapon, late",28500.0,SFW,1.0,2025-27 Conservation Permits.xlsx,EB3176,EB3176,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=88.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
181,conservation,2025-2027,2026,Elk,Elk,Elk,Nebo/San Pitch Mtns,Archery,21500.0,SFW,1.0,2025-27 Conservation Permits.xlsx,,EB3173|EB3174|EB3175|EB3176|EB3177|EB3178|EB3179,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=82; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
182,conservation,2025-2027,2026,Elk,Elk,Elk,Nebo/San Pitch Mtns,Hunter's Choice,35500.0,MDF,1.0,2025-27 Conservation Permits.xlsx,,EB3173|EB3174|EB3175|EB3176|EB3177|EB3178|EB3179,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=82; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
183,conservation,2025-2027,2026,Elk,Elk,Elk,Nebo/San Pitch Mtns,Multiseason,41666.67,NWTF,1.0,2025-27 Conservation Permits.xlsx,EB3178,EB3178,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=90.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
184,conservation,2025-2027,2026,Elk,Elk,Elk,"North Slope, Three Corners",Multiseason,17666.67,NWTF,1.0,2025-27 Conservation Permits.xlsx,EB3115,EB3115,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=90.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
185,conservation,2025-2027,2026,Elk,Elk,Elk,Panguitch Lake,"Any Legal Weapon, late",48500.0,MDF,1.0,2025-27 Conservation Permits.xlsx,EB3057,EB3057,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=72.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
186,conservation,2025-2027,2026,Elk,Elk,Elk,Panguitch Lake,Hunter's Choice,60833.33,SFW,1.0,2025-27 Conservation Permits.xlsx,,EB3015|EB3056|EB3057|EB3093|EB3117|EB3188|EB3189,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=66; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
187,conservation,2025-2027,2026,Elk,Elk,Elk,Panguitch Lake,Multiseason,80666.67,MDF,1.0,2025-27 Conservation Permits.xlsx,EB3117,EB3117,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=74.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
188,conservation,2025-2027,2026,Elk,Elk,Elk,San Juan Bull Elk,"Any Legal Weapon, late",53000.0,RMEF,1.0,2025-27 Conservation Permits.xlsx,EB3067,EB3067,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=80.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
189,conservation,2025-2027,2026,Elk,Elk,Elk,San Juan Bull Elk,"Any Legal Weapon, mid",46500.0,SFW,1.0,2025-27 Conservation Permits.xlsx,EB3194,EB3194,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=80.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
190,conservation,2025-2027,2026,Elk,Elk,Elk,San Juan Bull Elk,Archery,40166.67,MDF,1.0,2025-27 Conservation Permits.xlsx,EB3019,EB3019,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=82.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
191,conservation,2025-2027,2026,Elk,Elk,Elk,San Juan Bull Elk,Hunter's Choice,66250.0,MDF,1.0,2025-27 Conservation Permits.xlsx,,EB3019|EB3066|EB3067|EB3097|EB3121|EB3193|EB3194,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=74; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
192,conservation,2025-2027,2026,Elk,Elk,Elk,San Juan Bull Elk,Multiseason,64000.0,RMEF,1.0,2025-27 Conservation Permits.xlsx,EB3121,EB3121,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=82.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
193,conservation,2025-2027,2026,Elk,Elk,Elk,"Southwest Desert, South","Any Legal Weapon, late",22500.0,MDF,1.0,2025-27 Conservation Permits.xlsx,EB3152,EB3152,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=84.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
194,conservation,2025-2027,2026,Elk,Elk,Elk,"Southwest Desert, South","Any Legal Weapon, mid",20000.0,SFW,1.0,2025-27 Conservation Permits.xlsx,EB3198,EB3198,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=84.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
195,conservation,2025-2027,2026,Elk,Elk,Elk,"Southwest Desert, South",Archery,20166.67,UAA,1.0,2025-27 Conservation Permits.xlsx,,EB3146|EB3149|EB3152|EB3155|EB3157|EB3197|EB3198,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=78; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
196,conservation,2025-2027,2026,Elk,Elk,Elk,"Southwest Desert, South",Hunter's Choice,28333.33,SFW,1.0,2025-27 Conservation Permits.xlsx,,EB3146|EB3149|EB3152|EB3155|EB3157|EB3197|EB3198,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=78; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
197,conservation,2025-2027,2026,Elk,Elk,Elk,"Southwest Desert, South",Multiseason,38583.33,RMEF,1.0,2025-27 Conservation Permits.xlsx,EB3157,EB3157,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=86.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
198,conservation,2025-2027,2026,Elk,Elk,Elk,"Southwest Desert, South",Multiseason,38583.33,MDF,1.0,2025-27 Conservation Permits.xlsx,EB3157,EB3157,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=86.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
199,conservation,2025-2027,2026,Elk,Elk,Elk,"Southwest Desert, South",Muzzleloader,23983.33,RMEF,1.0,2025-27 Conservation Permits.xlsx,EB3155,EB3155,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=86.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
200,conservation,2025-2027,2026,Elk,Elk,Elk,Wasatch Mtns,"Any Legal Weapon, late",22500.0,RMEF,1.0,2025-27 Conservation Permits.xlsx,EB3073,EB3073,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=72.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
201,conservation,2025-2027,2026,Elk,Elk,Elk,Wasatch Mtns,"Any Legal Weapon, mid",20000.0,SFW,1.0,2025-27 Conservation Permits.xlsx,EB3127,EB3127,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=72.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
202,conservation,2025-2027,2026,Elk,Elk,Elk,Wasatch Mtns,Archery,8416.67,WCF,1.0,2025-27 Conservation Permits.xlsx,,EB3022|EB3072|EB3073|EB3100|EB3124|EB3127|EB3199,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=66; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
203,conservation,2025-2027,2026,Elk,Elk,Elk,Wasatch Mtns,Hunter's Choice,28291.67,SFW,1.0,2025-27 Conservation Permits.xlsx,,EB3022|EB3072|EB3073|EB3100|EB3124|EB3127|EB3199,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=66; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
204,conservation,2025-2027,2026,Elk,Elk,Elk,Wasatch Mtns,Hunter's Choice,28291.67,SFW,1.0,2025-27 Conservation Permits.xlsx,,EB3022|EB3072|EB3073|EB3100|EB3124|EB3127|EB3199,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=66; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
205,conservation,2025-2027,2026,Elk,Elk,Elk,Wasatch Mtns,Multiseason,33583.33,RMEF,1.0,2025-27 Conservation Permits.xlsx,EB3124,EB3124,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=74.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
206,conservation,2025-2027,2026,Elk,Elk,Elk,Wasatch Mtns,Multiseason,33583.33,MDF,1.0,2025-27 Conservation Permits.xlsx,EB3124,EB3124,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=74.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
207,conservation,2025-2027,2026,Elk,Elk,Elk,Wasatch Mtns,Muzzleloader,20166.67,MDF,1.0,2025-27 Conservation Permits.xlsx,EB3100,EB3100,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=74.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
208,conservation,2025-2027,2026,Elk,Elk,Elk,Statewide,,195000.0,SFW,1.0,2025-27 Conservation Permits.xlsx,EB1000,EB1000,statewide_boundary_equivalent_to_sportsman_tag,HIGH,"Statewide conservation permit uses same statewide/boundary concept as the species sportsman tag, but remains conservation permit class.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
209,conservation,2025-2027,2026,Moose,Moose,Moose,Cache,Any Legal Weapon,44666.67,UCWF,1.0,2025-27 Conservation Permits.xlsx,MB6000,MB6000,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=66.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
210,conservation,2025-2027,2026,Moose,Moose,Moose,"North Slope, Summit",Any Legal Weapon,32666.67,SCI,1.0,2025-27 Conservation Permits.xlsx,MB6006,MB6006,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=82.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
211,conservation,2025-2027,2026,Moose,Moose,Moose,"North Slope, Summit",Any Legal Weapon,32666.67,SFW,1.0,2025-27 Conservation Permits.xlsx,MB6006,MB6006,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=82.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
212,conservation,2025-2027,2026,Moose,Moose,Moose,Wasatch Mtns/Central Mtns,Any Legal Weapon,35541.67,NWTF,1.0,2025-27 Conservation Permits.xlsx,MB6011,MB6011,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=82.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
213,conservation,2025-2027,2026,Moose,Moose,Moose,Statewide,,64000.0,RMEF,1.0,2025-27 Conservation Permits.xlsx,MB1000,MB1000,statewide_boundary_equivalent_to_sportsman_tag,HIGH,"Statewide conservation permit uses same statewide/boundary concept as the species sportsman tag, but remains conservation permit class.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
