hunt_code,boundary_id,hunt_name,species,sex_type,hunt_type,weapon,hunt_class,season,permits_2026_res,permits_2026_nr,permits_2026_total,permit_status,permit_validation_notes,notes
DA1047,895,Vernal-Ouray Valley,Deer,Antlerless,General Season,Any Legal Weapon,Public,Sep 27 2025 - Dec 12 2025,,,25,TOTAL_ONLY_SPLIT_MISSING,,
DA1048,910,Fillmore City,Deer,Antlerless,General Season,Archery,Public,Aug 01 2025 - Sep 04 2025,,,15,TOTAL_ONLY_SPLIT_MISSING,,
DA1049,909,"Vernal, Ashley Valley",Deer,Antlerless,General Season,Archery,Public,Aug 16 2025 - Dec 12 2025,,,35,TOTAL_ONLY_SPLIT_MISSING,,
DA1050,509,The Rose of Snowville CWMU,Deer,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,8,0,8,OK,,
DB0001,866,Southeastern Navajo Buck Deer,Deer,Buck,Tribal,Any Legal Weapon,Public,"Oct 18, 2025 - Oct 26, 2025",,,,NO_QUOTA_PUBLISHED,,
DB0002,866,Southeastern Navajo Buck Deer,Deer,Buck,Tribal,Archery,Public,"Aug 16, 2025 - Sept 12, 2025",,,,NO_QUOTA_PUBLISHED,,
DB0003,866,Southeastern Navajo Buck Deer,Deer,Buck,Tribal,Muzzleloader,Public,"Sept 24 - Oct 2, 2025",,,,NO_QUOTA_PUBLISHED,,
DB0004,865,Southern Navajo Buck Deer,Deer,Buck,Tribal,Any Legal Weapon,Public,"Oct 18, 2025 - Oct 26, 2025",,,,NO_QUOTA_PUBLISHED,,
DB0005,865,Southern Navajo Buck Deer,Deer,Buck,Tribal,Archery,Public,"Aug 16, 2025 - Sept 12, 2025",,,,NO_QUOTA_PUBLISHED,,
DB0006,865,Southern Navajo Buck Deer,Deer,Buck,Tribal,Muzzleloader,Public,"Sept 24 - Oct 2, 2025",,,,NO_QUOTA_PUBLISHED,,
DB0007,5108,Buck Deer - Statewide Permit,Deer,Buck,Statewide,Any Legal Weapon,Public,"Archery: Aug 15 - Aug 31, 2026 | ALW: Sept 1, 2026 - Jan 15, 2027",,,1,TOTAL_ONLY_SPLIT_MISSING,,Statewide buck deer permit: 1 public draw permit; separate auction/conservation permit noted outside standard draw allocation.
DB0008,5109,Extended Archery Deer,Deer,Hunters Choice,Extended Archery,Archery,Public,"Sept 12-Oct 15, 2026 -OR- Sept 12-Nov 30, 2026 | See guidebook for units & dates",,,2000,TOTAL_ONLY_SPLIT_MISSING,,
DB0009,1,Antelope Island - Conservation/Expo,Deer,Buck,Premium Limited Entry,Any Legal Weapon,Public,"Nov 9, 2026 - Nov 16, 2026",,,,NO_QUOTA_PUBLISHED,,
DB0010,865,Southern Paiute Buck Deer (early),Deer,Buck,Tribal,Any Legal Weapon,Public,"Oct 18, 2025 - Oct 26, 2025",,,,NO_QUOTA_PUBLISHED,,
DB0011,865,Southern Paiute Buck Deer,Deer,Buck,Tribal,Archery,Public,"Aug 16, 2025 - Sept 12, 2025",,,,NO_QUOTA_PUBLISHED,,
DB0012,865,Southern Paiute Buck Deer,Deer,Buck,Tribal,Muzzleloader,Public,"Sept 24 - Oct 2, 2025",,,,NO_QUOTA_PUBLISHED,,
DB0013,865,Southern Paiute Buck Deer (late),Deer,Buck,Tribal,Any Legal Weapon,Public,"Oct 18, 2025 - Oct 26, 2025",,,,NO_QUOTA_PUBLISHED,,
DB1000,94,Henry Mtns,Deer,Buck,Premium Limited Entry,Archery,Public,Aug 15 2026 - Sept 11 2026,8,1,9,OK,,
DB1001,163,Paunsaugunt,Deer,Buck,Premium Limited Entry,Archery,Public,Aug 15 2026 - Sept 11 2026,26,3,29,OK,,
DB1002,1,Antelope Island,Deer,Buck,Premium Limited Entry,Any Legal Weapon,Public,Nov 11 2026 - Nov 18 2026,1,0,1,OK,,
DB1003,94,Henry Mtns,Deer,Buck,Premium Limited Entry,Any Legal Weapon,Public,Oct 17 2026 - Oct 25 2026,24,3,27,OK,,
DB1004,163,Paunsaugunt,Deer,Buck,Premium Limited Entry,Any Legal Weapon,Public,Oct 17 2026 - Oct 31 2026,75,8,83,OK,,
DB1005,94,Henry Mtns,Deer,Buck,Premium Limited Entry,Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,8,1,9,OK,,
DB1006,163,Paunsaugunt,Deer,Buck,Premium Limited Entry,Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,26,3,29,OK,,
DB1007,94,Henry Mtns,Deer,Buck,Premium Limited Entry,Multiseason,Public,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 25, 2026",1,0,1,OK,,
DB1008,163,Paunsaugunt,Deer,Buck,Premium Limited Entry,Multiseason,Public,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 31, 2026",3,1,4,OK,,
DB1009,94,Henry Mtns (Management Buck Deer),Deer,Buck,Management Buck Deer,Any Legal Weapon,Public,Oct 26 2026 - Oct 30 2026,10,1,11,OK,,
DB1010,163,Paunsaugunt,Deer,Buck,Management Buck Deer,Any Legal Weapon,Public,Nov 02 2026 - Nov 20 2026,30,3,33,OK,,
DB1011,7,Book Cliffs,Deer,Buck,Limited Entry,Archery,Public,Aug 15 2026 - Sept 11 2026,55,6,61,OK,,
DB1012,85,"Fillmore, Oak Creek LE",Deer,Buck,Limited Entry,Archery,Public,Aug 15 2026 - Sept 11 2026,12,1,13,OK,,
DB1013,108,Dolores Triangle,Deer,Buck,Limited Entry,Archery,Public,Oct 31 2026 - Nov 13 2026,5,0,5,OK,,
DB1014,185,"San Juan, Elk Ridge",Deer,Buck,Limited Entry,Archery,Public,Aug 15 2026 - Sept 11 2026,15,2,17,OK,,
DB1015,206,Diamond Mtn,Deer,Buck,Limited Entry,Archery,Public,Aug 15 2026 - Sept 11 2026,22,2,24,OK,,
DB1016,248,"West Desert, Vernon",Deer,Buck,Limited Entry,Archery,Public,Aug 15 2026 - Sept 11 2026,46,5,51,OK,,
DB1017,714,"Book Cliffs, North",Deer,Buck,Limited Entry,Any Legal Weapon,Public,Oct 17 2026 - Oct 25 2026,137,15,152,OK,,
DB1018,15,"Book Cliffs, South",Deer,Buck,Limited Entry,Any Legal Weapon,Public,Oct 17 2026 - Oct 25 2026,34,4,38,OK,,
DB1019,85,"Fillmore, Oak Creek LE",Deer,Buck,Limited Entry,Any Legal Weapon,Public,Oct 17 2026 - Oct 25 2026,33,4,37,OK,,
DB1020,108,Dolores Triangle,Deer,Buck,Limited Entry,Any Legal Weapon,Public,Nov 14 2026 - Nov 22 2026,13,2,15,OK,,
DB1022,185,"San Juan, Elk Ridge",Deer,Buck,Limited Entry,Any Legal Weapon,Public,Oct 17 2026 - Oct 25 2026,42,5,47,OK,,
DB1023,206,Diamond Mtn,Deer,Buck,Limited Entry,Any Legal Weapon,Public,Oct 17 2026 - Oct 25 2026,61,7,68,OK,,
DB1024,248,"West Desert, Vernon",Deer,Buck,Limited Entry,Any Legal Weapon,Public,Oct 17 2026 - Oct 25 2026,130,14,144,OK,,
DB1025,7,Book Cliffs,Deer,Buck,Limited Entry,Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,55,6,61,OK,,
DB1026,32,"Cache, Crawford Mtn",Deer,Buck,Limited Entry,Muzzleloader,Public,Nov 07 2026 - Nov 22 2026,8,1,9,OK,,
DB1028,804,Fillmore,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,11,1,12,OK,,
DB1029,85,"Fillmore, Oak Creek LE",Deer,Buck,Limited Entry,Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,12,1,13,OK,,
DB1030,611,Kamas,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,4,1,5,OK,,
DB1031,108,Dolores Triangle,Deer,Buck,Limited Entry,Muzzleloader,Public,Nov 23 2026 - Dec 01 2026,5,0,5,OK,,
DB1032,629,Monroe,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,5,1,6,OK,,
DB1033,615,Nine Mile,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,6,1,7,OK,,
DB1034,636,Pine Valley,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,13,2,15,OK,,
DB1037,185,"San Juan, Elk Ridge",Deer,Buck,Limited Entry,Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,15,2,17,OK,,
DB1038,206,Diamond Mtn,Deer,Buck,Limited Entry,Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,22,2,24,OK,,
DB1039,613,Yellowstone,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,6,1,7,OK,,
DB1040,625,Southwest Desert,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,4,1,5,OK,,
DB1041,621,"Wasatch Mtns, East",Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,30,3,33,OK,,
DB1042,248,"West Desert, Vernon",Deer,Buck,Limited Entry,Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,46,5,51,OK,,
DB1043,635,Zion,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,15,2,17,OK,,
DB1044,7,Book Cliffs,Deer,Buck,Limited Entry,Multiseason,Public,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-25, 2026",8,1,9,OK,,
DB1045,85,"Fillmore, Oak Creek LE",Deer,Buck,Limited Entry,Multiseason,Public,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 25, 2026",2,0,2,OK,,
DB1046,185,"San Juan, Elk Ridge",Deer,Buck,Limited Entry,Multiseason,Public,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 25, 2026",2,0,2,OK,,
DB1047,206,Diamond Mtn,Deer,Buck,Limited Entry,Multiseason,Public,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 25, 2026",4,0,4,OK,,
DB1048,248,"West Desert, Vernon",Deer,Buck,Limited Entry,Multiseason,Public,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 25, 2026",7,1,8,OK,,
DB1053,630,Mt Dutton,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,4,1,5,OK,,
DB1054,609,Ogden,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,13,1,14,OK,,
DB1055,633,Fishlake,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,6,1,7,OK,,
DB1056,7,Book Cliffs (North & South),Deer,Buck,Conservation,Any Legal Weapon,Public,"Oct 17, 2026 - Oct 25, 2026",,,,NO_QUOTA_PUBLISHED,,
DB1058,163,Paunsaugunt,Deer,Buck,Cactus Buck,Any Legal Weapon,Public,Nov 02 2026 - Nov 20 2026,18,2,20,OK,,
DB1065,612,North Slope,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,14,2,16,OK,,
DB1073,163,Paunsaugunt,Deer,Buck,Management Buck Deer,Archery,Public,Aug 15 2026 - Sept 11 2026,10,1,11,OK,,
DB1074,163,Paunsaugunt,Deer,Buck,Management Buck Deer,Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,10,1,11,OK,,
DB1075,7,Book Cliffs (North & South),Deer,Buck,Conservation,Archery,Public,Aug 16 2025 - Sept 12 2025,,,,NO_QUOTA_PUBLISHED,,
DB1076,7,Book Cliffs (North & South),Deer,Buck,Conservation,Muzzleloader,Public,Sept 24 2025 - Oct 02 2025,,,,NO_QUOTA_PUBLISHED,,
DB1077,607,Box Elder,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,23,3,26,OK,,
DB1078,29,Cache,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,11,1,12,OK,,
DB1079,619,Manti/San Rafael,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,40,5,45,OK,,
DB1080,616,Nebo,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,23,3,26,OK,,
DB1081,617,La Sal Mtns,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,8,1,9,OK,,
DB1083,634,Panguitch Lake,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,12,1,13,OK,,
DB1084,455,Boulder/Kaiparowits,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,12,1,13,OK,,
DB1085,618,"San Juan, Abajo Mtns",Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,13,1,14,OK,,
DB1086,614,Vernal/Bonanza,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,6,1,7,OK,,
DB1087,620,"Wasatch Mtns, West",Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,36,4,40,OK,,
DB1090,301,"Book Cliffs, Floy Canyon",Deer,Buck,Limited Entry,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Public,Nov 07 2026 - Nov 30 2026,6,1,7,OK,,
DB1091,314,Kaiparowits HAMSS,Deer,Buck,Limited Entry,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Public,Nov 07 2026 - Nov 30 2026,4,1,5,OK,,
DB1100,69,Chalk Creek,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,10,1,11,OK,,
DB1101,276,East Canyon,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,9,1,10,OK,,
DB1103,117,Morgan-South Rich,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,7,1,8,OK,,
DB1105,276,East Canyon,Deer,Buck,Limited Entry,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Public,Nov 07 2026 - Nov 30 2026,6,1,7,OK,,
DB1106,632,Thousand Lakes,Deer,Buck,Limited Entry,Restricted Archery,Public,Aug 15 2026 - Sept 11 2026,20,2,22,OK,,
DB1107,632,Thousand Lakes,Deer,Buck,Limited Entry,Restricted Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,20,2,22,OK,,
DB1108,632,Thousand Lakes,Deer,Buck,Limited Entry,Restricted Rifle,Public,Oct 17 2026 - Oct 25 2026,27,3,30,OK,,
DB1109,632,Thousand Lakes,Deer,Buck,Limited Entry,Restricted Multiseason,Public,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 25, 2026",2,0,2,OK,,
DB1110,685,"Beaver, East",Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,10,1,11,OK,,
DB1111,672,"Beaver, West",Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,4,1,5,OK,,
DB1112,926,"West Desert, Swasey",Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,4,1,5,OK,,
DB1113,927,Oquirrh/Tintic,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,10,1,11,OK,,
DB1114,925,Cedar/Stansbury,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,5,1,6,OK,,
DB1115,928,Little Rockies,Deer,Buck,Limited Entry,Any Legal Weapon,Public,Nov 07 2026 - Nov 30 2026,4,1,5,OK,,
DB1116,929,"San Juan, Mancos Mesa",Deer,Buck,Limited Entry,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Public,Nov 07 2026 - Nov 30 2026,4,1,5,OK,,
DB1118,108,Dolores Triangle,Deer,Buck,Conservation,Multiseason,Public,"Arch: Oct 31-Nov 13, 2026 | Any Legal Weapon: Nov 14-22, 2026 | Muzz: Nov 23-Dec 1, 2026",,,,NO_QUOTA_PUBLISHED,,
DB1119,930,Moab Valley,Deer,Buck,Limited Entry,Any Legal Weapon,Public,Nov 07 2026 - Nov 22 2026,9,1,10,OK,,
DB1120,932,Castle Valley,Deer,Buck,Limited Entry,Any Legal Weapon,Public,Nov 07 2026 - Nov 22 2026,13,2,15,OK,,
DB1121,1,Antelope Island,Deer,Buck,Management Buck Deer,Any Legal Weapon,Public,"Nov 16 2026 - Nov 20, 2026",2,0,2,OK,,
DB1200,526,Alton - Premium Buck CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,3,0,3,OK,,
DB1201,526,Alton - Management Buck CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,,
DB1202,581,Antelope Creek CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,,
DB1203,599,Avintaquin Canyon CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,,
DB1204,559,Bally Watts CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,,
DB1205,527,Bar J Ranch CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,,
DB1206,582,Bear Mountain CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,,
DB1207,575,Bear Springs CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,,
DB1208,808,Blackhawk CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,OK,,
DB1209,500,Blind Springs CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,,
DB1211,510,Blue Spring Hills CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,,
DB1212,604,Bluebell CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,,
DB1213,529,Boobe Hole CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,OK,,
DB1215,598,Buckhorn Ranch CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,,
DB1216,545,Castle Valley Outdoors CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,,
DB1217,560,Causey Spring CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,,
DB1219,732,Chimney Rock CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,OK,,
DB1222,505,Coldwater Ranch CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,OK,,
DB1224,640,Cotton Thomas CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,,
DB1227,606,Deer Haven CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,OK,,
DB1228,568,Deseret CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,13,0,13,OK,,
DB1229,733,Dilly Ranch CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,,
DB1230,554,Double R Ranch CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,OK,,
DB1231,512,Dove Creek CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,OK,,
DB1232,567,Durst Mountain CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,OK,,
DB1233,520,East Fork Chalk Creek CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,4,0,4,OK,,
DB1234,807,East Zion CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,,
DB1236,519,Engineer Springs CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,,
DB1237,522,Ensign Ranches CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,3,0,3,OK,,
DB1238,579,Folley Ridge CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,3,0,3,OK,,
DB1239,514,Fort Ranch CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,,
DB1240,806,George Creek CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,,
DB1241,497,Golden Spike CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,,
DB1242,525,Grass Valley/Clark Canyon CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,14,0,14,OK,,
DB1243,530,Grazing Pasture CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,,
DB1244,489,Green Canyon CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,,
DB1245,573,Guildersleeve CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,,
DB1246,577,Hardscrabble CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,OK,,
DB1248,555,Heaston East CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,OK,,
DB1249,550,Hiawatha CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,,
DB1250,495,Indian Creek CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,,
DB1251,735,Indian Head CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,OK,,
DB1252,493,Ingham Peak CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,3,0,3,OK,,
DB1253,549,Circle E Ranch CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,,
DB1255,531,Johnson Mountain Ranch CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,OK,,
DB1256,589,Junction Valley CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,5,0,5,OK,,
DB1258,484,Little Red Creek CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,,
DB1259,569,Tunnel Hollow CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,,
DB1260,565,Middle Ridge CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,,
DB1261,551,Minnie Maud Ridge CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,5,0,5,OK,,
DB1263,485,Moon Ranch CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,,
DB1264,518,Mountain Meadow CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,,
DB1265,572,Mountain Top CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,OK,,
DB1266,533,Mt Carmel CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,3,0,3,OK,,
DB1269,513,North Promontory CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,,
DB1270,503,Nucor West CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,,
DB1271,534,Oak Ranch CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,3,0,3,OK,,
DB1272,535,Old Woman Plateau CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,3,0,3,OK,,
DB1273,504,Park Valley Hereford CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,6,0,6,OK,,
DB1274,736,Patmos Ridge CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,,
DB1275,592,Pine Canyon CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,OK,,
DB1277,501,Pocatello Valley CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,,
DB1279,542,Preston Nutter Ranch CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,,
DB1280,502,Promontory Point CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,,
DB1281,496,Rattlesnake Pass CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,OK,,
DB1282,548,Redd Ranches CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,OK,,
DB1283,543,Roan Cliffs CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,,
DB1285,740,Sand Creek CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,,
DB1286,574,Pisgah Mountain CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,OK,,
DB1287,539,Scofield Canyons CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,,
DB1288,541,Scofield West CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,OK,,
DB1289,490,Sharp Mountain CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,OK,,
DB1290,578,Skull Crack CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,,
DB1291,585,Skull Valley South CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,,
