hunt_code,boundary_id,hunt_name,species,sex_type,hunt_type,weapon,hunt_class,season,permits_2026_res,permits_2026_nr,permits_2026_total,permit_status,permit_validation_notes,notes
EA2016,616,Nebo,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,,,275,TOTAL_ONLY_SPLIT_MISSING,,
EA2017,630,Mt Dutton,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,,,75,TOTAL_ONLY_SPLIT_MISSING,,
EA2018,634,Panguitch Lake,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,,,75,TOTAL_ONLY_SPLIT_MISSING,,
EA2019,116,"West Desert, Tintic Valley",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,,,60,TOTAL_ONLY_SPLIT_MISSING,,
EA2020,635,Zion,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,,,320,TOTAL_ONLY_SPLIT_MISSING,,
EA2021,685,"Beaver, East",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,,,30,TOTAL_ONLY_SPLIT_MISSING,,
EA2026,18,"Box Elder, Hansel Mtn",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,,,200,TOTAL_ONLY_SPLIT_MISSING,,
EA2027,29,Cache,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,,,300,TOTAL_ONLY_SPLIT_MISSING,,
EA2028,614,Vernal/Bonanza,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,,,450,TOTAL_ONLY_SPLIT_MISSING,,
EA2029,277,"Nine Mile, Range Creek",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,,,150,TOTAL_ONLY_SPLIT_MISSING,,
EA2030,206,Diamond Mtn,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,,,200,TOTAL_ONLY_SPLIT_MISSING,,
EA2033,611,Kamas,Elk,Antlerless,General Season,Archery,Public,Aug 16 2025 - Sep 17 2025,225,25,250,OK,,
EA2034,128,"Nine Mile, Anthro",Elk,Antlerless,General Season,Archery,Public,Aug 16 2025 - Sep 17 2025,180,20,200,OK,,
EA2036,86,"Oquirrh-Stansbury, East",Elk,Antlerless,General Season,Any Legal Weapon,Public,Nov 08 2025 - Jan 31 2026,54,6,60,OK,,
EA2037,613,Yellowstone,Elk,Antlerless,General Season,Archery,Public,Aug 16 2025 - Sep 17 2025,180,20,200,OK,,
EA2038,222,Wasatch Mtns,Elk,Antlerless,General Season,Archery,Public,Aug 16 2025 - Sep 05 2025,1080,120,1200,OK,,
EA2039,88,"Fillmore, Pahvant",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,,,150,TOTAL_ONLY_SPLIT_MISSING,,
EA2040,611,Kamas,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,,,150,TOTAL_ONLY_SPLIT_MISSING,,
EA2041,29,Cache (Conservation),Elk,Antlerless,Conservation,Any Legal Weapon,Public,"Oct 4 - Oct 26, 2025",,,,NO_QUOTA_PUBLISHED,,
EA2045,5118,Wasatch Mtns (Conservation),Elk,Antlerless,Conservation,Any Legal Weapon,Public,"Oct 4 - Oct 16, 2025 & Nov 15, 2025 - Jan 31, 2026",,,,NO_QUOTA_PUBLISHED,,
EA2046,868,"Box Elder, Sawtooth",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,,,25,TOTAL_ONLY_SPLIT_MISSING,,
EB1000,5119,Elk - Statewide Permit,Elk,Bull,Statewide,Any Legal Weapon,Public,"Archery: Aug 15 - Aug 31, 2026 | ALW: Sept 1, 2026 - Jan 15, 2027",,,15,TOTAL_ONLY_SPLIT_MISSING,,
EB1001,5120,Any Bull Elk Units,Elk,Bull,General Season - Any Bull,Any Legal Weapon,Public,Oct 04 2025 - Oct 10 2025,,,10,TOTAL_ONLY_SPLIT_MISSING,,
EB1002,5121,Any Bull Elk Units,Elk,Bull,General Season - Any Bull,Muzzleloader,Public,Oct 29 2025 - Nov 06 2025,,,6,TOTAL_ONLY_SPLIT_MISSING,,
EB1003,5122,Spike Only Units,Elk,Bull,General Season - Spike Bull,Any Legal Weapon,Public,Oct 04 2025 - Oct 16 2025,,,16,TOTAL_ONLY_SPLIT_MISSING,,
EB1004,5123,Spike Only Units,Elk,Bull,General Season - Spike Bull,Muzzleloader,Public,Oct 29 2025 - Nov 06 2025,,,6,TOTAL_ONLY_SPLIT_MISSING,,
EB1005,5124,Archery Hunters Choice Elk,Elk,Bull,General Season - Archery,Archery,Public,"Any bull units: Aug 16 2025 - Sept 17 2025 | Spike only units: Aug 16-Sept 5, 2025 (Paunsaugunt closed to archery)",,,16,TOTAL_ONLY_SPLIT_MISSING,,
EB1007,5125,Draw-only Youth Any Bull/Hunters Choice Elk,Elk,Bull,General Season - Any Bull,Any Legal Weapon,Youth,Sept 12 2026 - Sept 22 2026,,,750,TOTAL_ONLY_SPLIT_MISSING,,
EB1009,5126,Spike Only Elk Units - Multiseason,Elk,Bull,General Season - Spike Bull,Multiseason,Public,"Spike Archery: Aug 16-Sept 5, 2025 (Paunsaugunt closed to archery) Any Bull Archery: Aug 16-Sept 17, 2025 | ALW: Oct 4 - 16, 2025 | Muzz: Oct 29-Nov 6, 2025",,,,NO_QUOTA_PUBLISHED,,
EB1010,5127,Any Bull Elk Units,Elk,Bull,General Season - Any Bull,Any Legal Weapon,Public,Oct 11 2025 - Oct 17 2025,,,17,TOTAL_ONLY_SPLIT_MISSING,,
EB1011,5128,Youth General Season Bull Elk,Elk,Bull,General Season - Youth,Any Legal Weapon,Youth,ANY BULL: Arch: 08/16-09/17/2025|ALW: 10/4-10-17/2025|Muzz: 10/29-11/6/2025 SPIKE ONLY: Arch:8/16-09/05/2025|ALW: 10/4-10/16/2025|Muzz: 10/29-11/6/2025 |Uinta Basin Private Land only:08/01-11/15/2025,,,,NO_QUOTA_PUBLISHED,,
EB1012,931,Uinta Basin Private Lands Any Bull Elk,Elk,Bull,General Season - Any Bull,Any Legal Weapon,Public,Aug 01 2025 - Nov 15 2025 - Valid only on private property within the unit,,,500,TOTAL_ONLY_SPLIT_MISSING,,
EB3000,685,Beaver East,Elk,Bull,Limited Entry,Archery,Public,Aug 15 2026 - Sept 15 2026,22,3,25,OK,,
EB3002,12,Book Cliffs Little Creek Roadless,Elk,Bull,Limited Entry,Archery,Public,Aug 15 2026 - Sept 15 2026,4,0,4,OK,,
EB3003,33,Cache Meadowville,Elk,Bull,Limited Entry,Archery,Public,Aug 15 2026 - Sept 15 2026,9,1,10,OK,,
EB3005,41,Cache South,Elk,Bull,Limited Entry,Archery,Public,Aug 15 2026 - Sept 15 2026,10,1,11,OK,,
EB3006,51,Manti,Elk,Bull,Limited Entry,Archery,Public,Aug 15 2026 - Sept 15 2026,148,17,165,OK,,
EB3008,88,Fillmore Pahvant,Elk,Bull,Limited Entry,Archery,Public,Aug 15 2026 - Sept 15 2026,19,2,21,OK,,
EB3009,617,La Sal Mtns,Elk,Bull,Limited Entry,Archery,Public,Aug 15 2026 - Sept 15 2026,36,4,40,OK,,
EB3010,629,Monroe,Elk,Bull,Limited Entry,Archery,Public,Aug 15 2026 - Sept 15 2026,10,1,11,OK,,
EB3011,630,Mt Dutton,Elk,Bull,Limited Entry,Archery,Public,Aug 15 2026 - Sept 15 2026,19,2,21,OK,,
EB3013,140,North Slope Three Corners,Elk,Bull,Limited Entry,Archery,Public,Aug 15 2026 - Sept 15 2026,6,1,7,OK,,
EB3015,634,Panguitch Lake,Elk,Bull,Limited Entry,Archery,Public,Aug 15 2026 - Sept 15 2026,17,2,19,OK,,
EB3018,175,Fishlake/Thousand Lakes,Elk,Bull,Limited Entry,Archery,Public,Aug 15 2026 - Sept 15 2026,84,9,93,OK,,
EB3019,183,San Juan Bull Elk,Elk,Bull,Limited Entry,Archery,Public,Aug 15 2026 - Sept 15 2026,29,3,32,OK,,
EB3020,206,Diamond Mtn,Elk,Bull,Limited Entry,Archery,Public,Aug 15 2026 - Sept 15 2026,25,3,28,OK,,
EB3022,222,Wasatch Mtns,Elk,Bull,Limited Entry,Archery,Public,Aug 15 2026 - Sept 15 2026,130,15,145,OK,,
EB3024,685,Beaver East,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Sept 16 2026 - Sept 20 2026,9,1,10,OK,,
EB3025,685,Beaver East,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Nov 07 2026 - Nov 15 2026,15,2,17,OK,,
EB3028,12,Book Cliffs Little Creek Roadless,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Sept 16 2026 - Sept 20 2026,3,0,3,OK,,
EB3031,682,Box Elder Pilot Mtn,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Sept 12 2026 - Oct 02 2026,6,1,7,OK,,
EB3032,33,Cache Meadowville,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Sept 16 2026 - Sept 20 2026,3,1,4,OK,,
EB3033,33,Cache Meadowville,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Nov 07 2026 - Nov 15 2026,6,1,7,OK,,
EB3036,41,Cache South,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Sept 16 2026 - Sept 20 2026,4,0,4,OK,,
EB3037,41,Cache South,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Nov 07 2026 - Nov 15 2026,6,1,7,OK,,
EB3038,51,Manti,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Sept 16 2026 - Sept 20 2026,61,7,68,OK,,
EB3039,51,Manti,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Nov 07 2026 - Nov 15 2026,102,11,113,OK,,
EB3042,88,Fillmore Pahvant,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Sept 16 2026 - Sept 20 2026,8,1,9,OK,,
EB3043,88,Fillmore Pahvant,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Nov 07 2026 - Nov 15 2026,13,2,15,OK,,
EB3044,108,Dolores Triangle,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Dec 05 2026 - Jan 31 2027,6,1,7,OK,,
EB3045,617,La Sal Mtns,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Sept 16 2026 - Sept 20 2026,14,2,16,OK,,
EB3046,617,La Sal Mtns,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Nov 07 2026 - Nov 15 2026,24,3,27,OK,,
EB3047,629,Monroe,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Sept 16 2026 - Sept 20 2026,3,1,4,OK,,
EB3048,629,Monroe,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Nov 07 2026 - Nov 15 2026,13,2,15,OK,,
EB3049,630,Mt Dutton,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Sept 16 2026 - Sept 20 2026,8,1,9,OK,,
EB3050,630,Mt Dutton,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Nov 07 2026 - Nov 15 2026,13,2,15,OK,,
EB3053,140,North Slope Three Corners,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Oct 03 2026 - Oct 15 2026,9,1,10,OK,,
EB3056,634,Panguitch Lake,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Sept 16 2026 - Sept 20 2026,7,1,8,OK,,
EB3057,634,Panguitch Lake,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Nov 07 2026 - Nov 15 2026,12,1,13,OK,,
EB3063,175,Fishlake/Thousand Lakes,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Sept 16 2026 - Sept 20 2026,34,4,38,OK,,
EB3064,175,Fishlake/Thousand Lakes,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Oct 03 2026 - Oct 15 2026,99,11,110,OK,,
EB3065,175,Fishlake/Thousand Lakes,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Nov 07 2026 - Nov 15 2026,57,6,63,OK,,
EB3066,183,San Juan Bull Elk,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Sept 16 2026 - Sept 20 2026,12,1,13,OK,,
EB3067,183,San Juan Bull Elk,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Nov 07 2026 - Nov 15 2026,20,2,22,OK,,
EB3068,206,Diamond Mtn,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Sept 16 2026 - Sept 20 2026,10,1,11,OK,,
EB3069,206,Diamond Mtn,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Oct 03 2026 - Oct 15 2026,30,3,33,OK,,
EB3072,222,Wasatch Mtns,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Sept 16 2026 - Sept 20 2026,54,6,60,OK,,
EB3073,222,Wasatch Mtns,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Nov 07 2026 - Nov 15 2026,89,10,99,OK,,
EB3077,685,Beaver East,Elk,Bull,Limited Entry,Muzzleloader,Public,Sept 21 2026 - Oct 02 2026,13,2,15,OK,,
EB3079,12,Book Cliffs Little Creek Roadless,Elk,Bull,Limited Entry,Muzzleloader,Public,Sept 21 2026 - Oct 02 2026,2,0,2,OK,,
EB3081,33,Cache Meadowville,Elk,Bull,Limited Entry,Muzzleloader,Public,Sept 21 2026 - Oct 02 2026,5,1,6,OK,,
EB3083,41,Cache South,Elk,Bull,Limited Entry,Muzzleloader,Public,Sept 21 2026 - Oct 02 2026,5,1,6,OK,,
EB3084,51,Manti,Elk,Bull,Limited Entry,Muzzleloader,Public,Sept 21 2026 - Oct 02 2026,89,10,99,OK,,
EB3086,88,Fillmore Pahvant,Elk,Bull,Limited Entry,Muzzleloader,Public,Sept 21 2026 - Oct 02 2026,12,1,13,OK,,
EB3087,617,La Sal Mtns,Elk,Bull,Limited Entry,Muzzleloader,Public,Sept 21 2026 - Oct 02 2026,22,2,24,OK,,
EB3088,629,Monroe,Elk,Bull,Limited Entry,Muzzleloader,Public,Sept 21 2026 - Oct 02 2026,10,1,11,OK,,
EB3089,630,Mt Dutton,Elk,Bull,Limited Entry,Muzzleloader,Public,Sept 21 2026 - Oct 02 2026,12,1,13,OK,,
EB3091,140,North Slope Three Corners,Elk,Bull,Limited Entry,Muzzleloader,Public,Sept 21 2026 - Oct 02 2026,4,0,4,OK,,
EB3093,634,Panguitch Lake,Elk,Bull,Limited Entry,Muzzleloader,Public,Sept 21 2026 - Oct 02 2026,10,1,11,OK,,
EB3096,175,Fishlake/Thousand Lakes,Elk,Bull,Limited Entry,Muzzleloader,Public,Sept 21 2026 - Oct 02 2026,50,6,56,OK,,
EB3097,183,San Juan Bull Elk,Elk,Bull,Limited Entry,Muzzleloader,Public,Sept 21 2026 - Oct 02 2026,17,2,19,OK,,
EB3098,206,Diamond Mtn,Elk,Bull,Limited Entry,Muzzleloader,Public,Sept 21 2026 - Oct 02 2026,15,2,17,OK,,
EB3100,222,Wasatch Mtns,Elk,Bull,Limited Entry,Muzzleloader,Public,Sept 21 2026 - Oct 02 2026,78,9,87,OK,,
EB3102,685,Beaver East,Elk,Bull,Limited Entry,Multiseason,Public,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",3,0,3,OK,,
EB3104,12,Book Cliffs Little Creek Roadless,Elk,Bull,Limited Entry,Multiseason,Public,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026",1,0,1,OK,,
EB3105,33,Cache Meadowville,Elk,Bull,Limited Entry,Multiseason,Public,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",1,0,1,OK,,
EB3107,41,Cache South,Elk,Bull,Limited Entry,Multiseason,Public,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",1,0,1,OK,,
EB3108,51,Manti,Elk,Bull,Limited Entry,Multiseason,Public,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",18,2,20,OK,,
EB3110,88,Fillmore Pahvant,Elk,Bull,Limited Entry,Multiseason,Public,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",3,0,3,OK,,
EB3111,617,La Sal Mtns,Elk,Bull,Limited Entry,Multiseason,Public,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",5,0,5,OK,,
EB3112,629,Monroe,Elk,Bull,Limited Entry,Multiseason,Public,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",2,0,2,OK,,
EB3113,630,Mt Dutton,Elk,Bull,Limited Entry,Multiseason,Public,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",3,0,3,OK,,
EB3115,140,North Slope Three Corners,Elk,Bull,Limited Entry,Multiseason,Public,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026",1,0,1,OK,,
EB3117,634,Panguitch Lake,Elk,Bull,Limited Entry,Multiseason,Public,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",2,0,2,OK,,
EB3120,175,Fishlake/Thousand Lakes,Elk,Bull,Limited Entry,Multiseason,Public,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",10,1,11,OK,,
EB3121,183,San Juan Bull Elk,Elk,Bull,Limited Entry,Multiseason,Public,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",4,0,4,OK,,
EB3122,206,Diamond Mtn,Elk,Bull,Limited Entry,Multiseason,Public,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",3,0,3,OK,,
EB3124,222,Wasatch Mtns,Elk,Bull,Limited Entry,Multiseason,Public,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",15,2,17,OK,,
EB3126,51,Manti,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Oct 03 2026 - Oct 15 2026,175,20,195,OK,,
EB3127,222,Wasatch Mtns,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Oct 03 2026 - Oct 15 2026,155,17,172,OK,,
EB3128,867,Box Elder Grouse Creek,Elk,Bull,Conservation,Multiseason,Public,"Any Legal Weapon: Sept 16-20, 2026 & Oct 3 - 15, 2026 | Muzz: Sept 21-Oct 2, 2026",,,,NO_QUOTA_PUBLISHED,,
EB3130,682,Box Elder Pilot Mtn,Elk,Bull,Limited Entry,Archery,Public,Aug 15 2026 - Sept 06 2026,2,0,2,OK,,
EB3132,36,Cache North,Elk,Bull,Limited Entry,Archery,Public,Sept 01 2026 - Sept 30 2026,22,2,24,OK,,
EB3135,869,Barney Top/Kaiparowits,Elk,Bull,Limited Entry,Archery,Public,Sept 01 2026 - Sept 30 2026,9,1,10,OK,,
EB3136,871,Southwest Desert North,Elk,Bull,Limited Entry,Archery,Public,Sept 01 2026 - Sept 30 2026,21,2,23,OK,,
EB3137,241,West Desert Deep Creek,Elk,Bull,Limited Entry,Archery,Public,Sept 01 2026 - Sept 30 2026,13,2,15,OK,,
EB3139,36,Cache North,Elk,Bull,Limited Entry,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Public,Nov 07 2026 - Nov 30 2026,22,2,24,OK,,
EB3142,869,Barney Top/Kaiparowits,Elk,Bull,Limited Entry,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Public,Nov 07 2026 - Nov 30 2026,9,1,10,OK,,
EB3143,871,Southwest Desert North,Elk,Bull,Limited Entry,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Public,Nov 07 2026 - Nov 30 2026,21,2,23,OK,,
EB3144,241,West Desert Deep Creek,Elk,Bull,Limited Entry,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Public,Nov 07 2026 - Nov 30 2026,13,2,15,OK,,
EB3145,172,Boulder,Elk,Bull,Limited Entry,Archery,Public,Aug 15 2026 - Sept 15 2026,31,4,35,OK,,
EB3146,872,Southwest Desert South,Elk,Bull,Limited Entry,Archery,Public,Aug 15 2026 - Sept 15 2026,39,4,43,OK,,
EB3147,867,Box Elder Grouse Creek,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Sept 16 2026 - Sept 20 2026,6,1,7,OK,,
EB3148,172,Boulder,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Sept 16 2026 - Sept 20 2026,13,1,14,OK,,
EB3149,872,Southwest Desert South,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Sept 16 2026 - Sept 20 2026,16,2,18,OK,,
EB3150,867,Box Elder Grouse Creek,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Oct 03 2026 - Oct 15 2026,12,1,13,OK,,
EB3151,172,Boulder,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Nov 07 2026 - Nov 15 2026,22,2,24,OK,,
EB3152,872,Southwest Desert South,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Nov 07 2026 - Nov 15 2026,26,3,29,OK,,
EB3153,867,Box Elder Grouse Creek,Elk,Bull,Limited Entry,Muzzleloader,Public,Sept 21 2026 - Oct 02 2026,2,1,3,OK,,
EB3154,172,Boulder,Elk,Bull,Limited Entry,Muzzleloader,Public,Sept 21 2026 - Oct 02 2026,19,2,21,OK,,
EB3155,872,Southwest Desert South,Elk,Bull,Limited Entry,Muzzleloader,Public,Sept 21 2026 - Oct 02 2026,23,3,26,OK,,
EB3156,172,Boulder,Elk,Bull,Limited Entry,Multiseason,Public,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",4,0,4,OK,,
EB3157,872,Southwest Desert South,Elk,Bull,Limited Entry,Multiseason,Public,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",5,0,5,OK,,
EB3158,685,Beaver East,Elk,Bull,Limited Entry,Archery,Public,Nov 28 2026 - Dec 13 2026,18,2,20,OK,,
EB3159,685,Beaver East,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Oct 03 2026 - Oct 15 2026,27,3,30,OK,,
EB3160,899,Book Cliffs Bitter Creek/East,Elk,Bull,Limited Entry,Archery,Public,Aug 15 2026 - Sept 15 2026,22,2,24,OK,,
EB3161,899,Book Cliffs Bitter Creek/East,Elk,Bull,Limited Entry,Archery,Public,Nov 28 2026 - Dec 13 2026,4,1,5,OK,,
EB3162,899,Book Cliffs Bitter Creek/East,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Sept 16 2026 - Sept 20 2026,9,1,10,OK,,
EB3163,899,Book Cliffs Bitter Creek/East,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Nov 07 2026 - Nov 15 2026,14,2,16,OK,,
EB3164,899,Book Cliffs Bitter Creek/East,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Oct 03 2026 - Oct 15 2026,25,3,28,OK,,
EB3165,899,Book Cliffs Bitter Creek/East,Elk,Bull,Limited Entry,Multiseason,Public,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",3,0,3,OK,,
EB3166,899,Book Cliffs Bitter Creek/East,Elk,Bull,Limited Entry,Muzzleloader,Public,Sept 21 2026 - Oct 02 2026,13,1,14,OK,,
EB3167,12,Book Cliffs Little Creek Roadless,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Oct 03 2026 - Oct 15 2026,4,1,5,OK,,
EB3168,33,Cache Meadowville,Elk,Bull,Limited Entry,Archery,Public,Nov 28 2026 - Dec 13 2026,4,1,5,OK,,
EB3169,33,Cache Meadowville,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Oct 03 2026 - Oct 15 2026,11,1,12,OK,,
EB3170,41,Cache South,Elk,Bull,Limited Entry,Archery,Public,Nov 28 2026 - Dec 13 2026,4,1,5,OK,,
EB3171,41,Cache South,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Oct 03 2026 - Oct 15 2026,11,1,12,OK,,
EB3172,51,Manti,Elk,Bull,Limited Entry,Archery,Public,Nov 28 2026 - Dec 13 2026,9,1,10,OK,,
EB3173,901,Nebo/San Pitch Mtns,Elk,Bull,Limited Entry,Archery,Public,Aug 15 2026 - Sept 15 2026,29,3,32,OK,,
EB3174,901,Nebo/San Pitch Mtns,Elk,Bull,Limited Entry,Archery,Public,Nov 28 2026 - Dec 13 2026,13,2,15,OK,,
EB3175,901,Nebo/San Pitch Mtns,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Sept 16 2026 - Sept 20 2026,12,1,13,OK,,
EB3176,901,Nebo/San Pitch Mtns,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Nov 07 2026 - Nov 15 2026,20,2,22,OK,,
EB3177,901,Nebo/San Pitch Mtns,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Oct 03 2026 - Oct 15 2026,34,4,38,OK,,
EB3178,901,Nebo/San Pitch Mtns,Elk,Bull,Limited Entry,Multiseason,Public,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",4,0,4,OK,,
EB3179,901,Nebo/San Pitch Mtns,Elk,Bull,Limited Entry,Muzzleloader,Public,Sept 21 2026 - Oct 02 2026,17,2,19,OK,,
EB3180,88,Fillmore Pahvant,Elk,Bull,Limited Entry,Archery,Public,Nov 28 2026 - Dec 13 2026,18,2,20,OK,,
EB3181,88,Fillmore Pahvant,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Oct 03 2026 - Oct 15 2026,22,3,25,OK,,
EB3182,617,La Sal Mtns,Elk,Bull,Limited Entry,Archery,Public,Nov 28 2026 - Dec 13 2026,9,1,10,OK,,
EB3183,617,La Sal Mtns,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Oct 03 2026 - Oct 15 2026,42,5,47,OK,,
EB3184,629,Monroe,Elk,Bull,Limited Entry,Archery,Public,Nov 28 2026 - Dec 13 2026,7,1,8,OK,,
