hunt_code,boundary_id,hunt_name,species,sex_type,hunt_type,weapon,hunt_class,season,permits_2026_res,permits_2026_nr,permits_2026_total,permit_status,source_file_2026,link_key
EB3117,634,Panguitch Lake,Elk,Bull,Limited Entry,Multiseason,Public,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",2,0,2,OK,BULL ELK DATABASE.xlsx,EB3117_RESIDENT
EB3120,175,Fishlake/Thousand Lakes,Elk,Bull,Limited Entry,Multiseason,Public,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",10,1,11,OK,BULL ELK DATABASE.xlsx,EB3120_RESIDENT
EB3121,183,San Juan Bull Elk,Elk,Bull,Limited Entry,Multiseason,Public,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",4,0,4,OK,BULL ELK DATABASE.xlsx,EB3121_RESIDENT
EB3122,206,Diamond Mtn,Elk,Bull,Limited Entry,Multiseason,Public,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",3,0,3,OK,BULL ELK DATABASE.xlsx,EB3122_RESIDENT
EB3124,222,Wasatch Mtns,Elk,Bull,Limited Entry,Multiseason,Public,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",15,2,17,OK,BULL ELK DATABASE.xlsx,EB3124_RESIDENT
EB3126,51,Manti,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Oct 03 2026 - Oct 15 2026,175,20,195,OK,BULL ELK DATABASE.xlsx,EB3126_RESIDENT
EB3127,222,Wasatch Mtns,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Oct 03 2026 - Oct 15 2026,155,17,172,OK,BULL ELK DATABASE.xlsx,EB3127_RESIDENT
EB3128,867,Box Elder Grouse Creek,Elk,Bull,Conservation,Multiseason,Public,"Any Legal Weapon: Sept 16-20, 2026 & Oct 3 - 15, 2026 | Muzz: Sept 21-Oct 2, 2026",,,,NO_QUOTA_PUBLISHED,BULL ELK DATABASE.xlsx,EB3128_RESIDENT
EB3130,682,Box Elder Pilot Mtn,Elk,Bull,Limited Entry,Archery,Public,Aug 15 2026 - Sept 06 2026,2,0,2,OK,BULL ELK DATABASE.xlsx,EB3130_RESIDENT
EB3132,36,Cache North,Elk,Bull,Limited Entry,Archery,Public,Sept 01 2026 - Sept 30 2026,22,2,24,OK,BULL ELK DATABASE.xlsx,EB3132_RESIDENT
EB3135,869,Barney Top/Kaiparowits,Elk,Bull,Limited Entry,Archery,Public,Sept 01 2026 - Sept 30 2026,9,1,10,OK,BULL ELK DATABASE.xlsx,EB3135_RESIDENT
EB3136,871,Southwest Desert North,Elk,Bull,Limited Entry,Archery,Public,Sept 01 2026 - Sept 30 2026,21,2,23,OK,BULL ELK DATABASE.xlsx,EB3136_RESIDENT
EB3137,241,West Desert Deep Creek,Elk,Bull,Limited Entry,Archery,Public,Sept 01 2026 - Sept 30 2026,13,2,15,OK,BULL ELK DATABASE.xlsx,EB3137_RESIDENT
EB3139,36,Cache North,Elk,Bull,Limited Entry,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Public,Nov 07 2026 - Nov 30 2026,22,2,24,OK,BULL ELK DATABASE.xlsx,EB3139_RESIDENT
EB3142,869,Barney Top/Kaiparowits,Elk,Bull,Limited Entry,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Public,Nov 07 2026 - Nov 30 2026,9,1,10,OK,BULL ELK DATABASE.xlsx,EB3142_RESIDENT
EB3143,871,Southwest Desert North,Elk,Bull,Limited Entry,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Public,Nov 07 2026 - Nov 30 2026,21,2,23,OK,BULL ELK DATABASE.xlsx,EB3143_RESIDENT
EB3144,241,West Desert Deep Creek,Elk,Bull,Limited Entry,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Public,Nov 07 2026 - Nov 30 2026,13,2,15,OK,BULL ELK DATABASE.xlsx,EB3144_RESIDENT
EB3145,172,Boulder,Elk,Bull,Limited Entry,Archery,Public,Aug 15 2026 - Sept 15 2026,31,4,35,OK,BULL ELK DATABASE.xlsx,EB3145_RESIDENT
EB3146,872,Southwest Desert South,Elk,Bull,Limited Entry,Archery,Public,Aug 15 2026 - Sept 15 2026,39,4,43,OK,BULL ELK DATABASE.xlsx,EB3146_RESIDENT
EB3147,867,Box Elder Grouse Creek,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Sept 16 2026 - Sept 20 2026,6,1,7,OK,BULL ELK DATABASE.xlsx,EB3147_RESIDENT
EB3148,172,Boulder,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Sept 16 2026 - Sept 20 2026,13,1,14,OK,BULL ELK DATABASE.xlsx,EB3148_RESIDENT
EB3149,872,Southwest Desert South,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Sept 16 2026 - Sept 20 2026,16,2,18,OK,BULL ELK DATABASE.xlsx,EB3149_RESIDENT
EB3150,867,Box Elder Grouse Creek,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Oct 03 2026 - Oct 15 2026,12,1,13,OK,BULL ELK DATABASE.xlsx,EB3150_RESIDENT
EB3151,172,Boulder,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Nov 07 2026 - Nov 15 2026,22,2,24,OK,BULL ELK DATABASE.xlsx,EB3151_RESIDENT
EB3152,872,Southwest Desert South,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Nov 07 2026 - Nov 15 2026,26,3,29,OK,BULL ELK DATABASE.xlsx,EB3152_RESIDENT
EB3153,867,Box Elder Grouse Creek,Elk,Bull,Limited Entry,Muzzleloader,Public,Sept 21 2026 - Oct 02 2026,2,1,3,OK,BULL ELK DATABASE.xlsx,EB3153_RESIDENT
EB3154,172,Boulder,Elk,Bull,Limited Entry,Muzzleloader,Public,Sept 21 2026 - Oct 02 2026,19,2,21,OK,BULL ELK DATABASE.xlsx,EB3154_RESIDENT
EB3155,872,Southwest Desert South,Elk,Bull,Limited Entry,Muzzleloader,Public,Sept 21 2026 - Oct 02 2026,23,3,26,OK,BULL ELK DATABASE.xlsx,EB3155_RESIDENT
EB3156,172,Boulder,Elk,Bull,Limited Entry,Multiseason,Public,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",4,0,4,OK,BULL ELK DATABASE.xlsx,EB3156_RESIDENT
EB3157,872,Southwest Desert South,Elk,Bull,Limited Entry,Multiseason,Public,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",5,0,5,OK,BULL ELK DATABASE.xlsx,EB3157_RESIDENT
EB3158,685,Beaver East,Elk,Bull,Limited Entry,Archery,Public,Nov 28 2026 - Dec 13 2026,18,2,20,OK,BULL ELK DATABASE.xlsx,EB3158_RESIDENT
EB3159,685,Beaver East,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Oct 03 2026 - Oct 15 2026,27,3,30,OK,BULL ELK DATABASE.xlsx,EB3159_RESIDENT
EB3160,899,Book Cliffs Bitter Creek/East,Elk,Bull,Limited Entry,Archery,Public,Aug 15 2026 - Sept 15 2026,22,2,24,OK,BULL ELK DATABASE.xlsx,EB3160_RESIDENT
EB3161,899,Book Cliffs Bitter Creek/East,Elk,Bull,Limited Entry,Archery,Public,Nov 28 2026 - Dec 13 2026,4,1,5,OK,BULL ELK DATABASE.xlsx,EB3161_RESIDENT
EB3162,899,Book Cliffs Bitter Creek/East,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Sept 16 2026 - Sept 20 2026,9,1,10,OK,BULL ELK DATABASE.xlsx,EB3162_RESIDENT
EB3163,899,Book Cliffs Bitter Creek/East,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Nov 07 2026 - Nov 15 2026,14,2,16,OK,BULL ELK DATABASE.xlsx,EB3163_RESIDENT
EB3164,899,Book Cliffs Bitter Creek/East,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Oct 03 2026 - Oct 15 2026,25,3,28,OK,BULL ELK DATABASE.xlsx,EB3164_RESIDENT
EB3165,899,Book Cliffs Bitter Creek/East,Elk,Bull,Limited Entry,Multiseason,Public,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",3,0,3,OK,BULL ELK DATABASE.xlsx,EB3165_RESIDENT
EB3166,899,Book Cliffs Bitter Creek/East,Elk,Bull,Limited Entry,Muzzleloader,Public,Sept 21 2026 - Oct 02 2026,13,1,14,OK,BULL ELK DATABASE.xlsx,EB3166_RESIDENT
EB3167,12,Book Cliffs Little Creek Roadless,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Oct 03 2026 - Oct 15 2026,4,1,5,OK,BULL ELK DATABASE.xlsx,EB3167_RESIDENT
EB3168,33,Cache Meadowville,Elk,Bull,Limited Entry,Archery,Public,Nov 28 2026 - Dec 13 2026,4,1,5,OK,BULL ELK DATABASE.xlsx,EB3168_RESIDENT
EB3169,33,Cache Meadowville,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Oct 03 2026 - Oct 15 2026,11,1,12,OK,BULL ELK DATABASE.xlsx,EB3169_RESIDENT
EB3170,41,Cache South,Elk,Bull,Limited Entry,Archery,Public,Nov 28 2026 - Dec 13 2026,4,1,5,OK,BULL ELK DATABASE.xlsx,EB3170_RESIDENT
EB3171,41,Cache South,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Oct 03 2026 - Oct 15 2026,11,1,12,OK,BULL ELK DATABASE.xlsx,EB3171_RESIDENT
EB3172,51,Manti,Elk,Bull,Limited Entry,Archery,Public,Nov 28 2026 - Dec 13 2026,9,1,10,OK,BULL ELK DATABASE.xlsx,EB3172_RESIDENT
EB3173,901,Nebo/San Pitch Mtns,Elk,Bull,Limited Entry,Archery,Public,Aug 15 2026 - Sept 15 2026,29,3,32,OK,BULL ELK DATABASE.xlsx,EB3173_RESIDENT
EB3174,901,Nebo/San Pitch Mtns,Elk,Bull,Limited Entry,Archery,Public,Nov 28 2026 - Dec 13 2026,13,2,15,OK,BULL ELK DATABASE.xlsx,EB3174_RESIDENT
EB3175,901,Nebo/San Pitch Mtns,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Sept 16 2026 - Sept 20 2026,12,1,13,OK,BULL ELK DATABASE.xlsx,EB3175_RESIDENT
EB3176,901,Nebo/San Pitch Mtns,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Nov 07 2026 - Nov 15 2026,20,2,22,OK,BULL ELK DATABASE.xlsx,EB3176_RESIDENT
EB3177,901,Nebo/San Pitch Mtns,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Oct 03 2026 - Oct 15 2026,34,4,38,OK,BULL ELK DATABASE.xlsx,EB3177_RESIDENT
EB3178,901,Nebo/San Pitch Mtns,Elk,Bull,Limited Entry,Multiseason,Public,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",4,0,4,OK,BULL ELK DATABASE.xlsx,EB3178_RESIDENT
EB3179,901,Nebo/San Pitch Mtns,Elk,Bull,Limited Entry,Muzzleloader,Public,Sept 21 2026 - Oct 02 2026,17,2,19,OK,BULL ELK DATABASE.xlsx,EB3179_RESIDENT
EB3180,88,Fillmore Pahvant,Elk,Bull,Limited Entry,Archery,Public,Nov 28 2026 - Dec 13 2026,18,2,20,OK,BULL ELK DATABASE.xlsx,EB3180_RESIDENT
EB3181,88,Fillmore Pahvant,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Oct 03 2026 - Oct 15 2026,22,3,25,OK,BULL ELK DATABASE.xlsx,EB3181_RESIDENT
EB3182,617,La Sal Mtns,Elk,Bull,Limited Entry,Archery,Public,Nov 28 2026 - Dec 13 2026,9,1,10,OK,BULL ELK DATABASE.xlsx,EB3182_RESIDENT
EB3183,617,La Sal Mtns,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Oct 03 2026 - Oct 15 2026,42,5,47,OK,BULL ELK DATABASE.xlsx,EB3183_RESIDENT
EB3184,629,Monroe,Elk,Bull,Limited Entry,Archery,Public,Nov 28 2026 - Dec 13 2026,7,1,8,OK,BULL ELK DATABASE.xlsx,EB3184_RESIDENT
EB3185,629,Monroe,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Oct 03 2026 - Oct 15 2026,18,3,21,OK,BULL ELK DATABASE.xlsx,EB3185_RESIDENT
EB3186,630,Mt Dutton,Elk,Bull,Limited Entry,Archery,Public,Nov 28 2026 - Dec 13 2026,13,2,15,OK,BULL ELK DATABASE.xlsx,EB3186_RESIDENT
EB3187,630,Mt Dutton,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Oct 03 2026 - Oct 15 2026,22,3,25,OK,BULL ELK DATABASE.xlsx,EB3187_RESIDENT
EB3188,634,Panguitch Lake,Elk,Bull,Limited Entry,Archery,Public,Nov 28 2026 - Dec 13 2026,13,2,15,OK,BULL ELK DATABASE.xlsx,EB3188_RESIDENT
EB3189,634,Panguitch Lake,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Oct 03 2026 - Oct 15 2026,20,2,22,OK,BULL ELK DATABASE.xlsx,EB3189_RESIDENT
EB3190,172,Boulder,Elk,Bull,Limited Entry,Archery,Public,Nov 28 2026 - Dec 13 2026,4,1,5,OK,BULL ELK DATABASE.xlsx,EB3190_RESIDENT
EB3191,172,Boulder,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Oct 03 2026 - Oct 15 2026,37,4,41,OK,BULL ELK DATABASE.xlsx,EB3191_RESIDENT
EB3192,175,Fishlake/Thousand Lakes,Elk,Bull,Limited Entry,Archery,Public,Nov 28 2026 - Dec 13 2026,13,2,15,OK,BULL ELK DATABASE.xlsx,EB3192_RESIDENT
EB3193,183,San Juan Bull Elk,Elk,Bull,Limited Entry,Archery,Public,Nov 28 2026 - Dec 13 2026,9,1,10,OK,BULL ELK DATABASE.xlsx,EB3193_RESIDENT
EB3194,183,San Juan Bull Elk,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Oct 03 2026 - Oct 15 2026,33,4,37,OK,BULL ELK DATABASE.xlsx,EB3194_RESIDENT
EB3195,206,Diamond Mtn,Elk,Bull,Limited Entry,Archery,Public,Nov 28 2026 - Dec 13 2026,4,1,5,OK,BULL ELK DATABASE.xlsx,EB3195_RESIDENT
EB3196,206,Diamond Mtn,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Nov 07 2026 - Nov 15 2026,17,2,19,OK,BULL ELK DATABASE.xlsx,EB3196_RESIDENT
EB3197,872,Southwest Desert South,Elk,Bull,Limited Entry,Archery,Public,Nov 28 2026 - Dec 13 2026,18,2,20,OK,BULL ELK DATABASE.xlsx,EB3197_RESIDENT
EB3198,872,Southwest Desert South,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Oct 03 2026 - Oct 15 2026,46,5,51,OK,BULL ELK DATABASE.xlsx,EB3198_RESIDENT
EB3199,222,Wasatch Mtns,Elk,Bull,Limited Entry,Archery,Public,Nov 28 2026 - Dec 13 2026,9,1,10,OK,BULL ELK DATABASE.xlsx,EB3199_RESIDENT
EB3205,276,East Canyon,Elk,Bull,Limited Entry,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Public,Dec 19 2026 - Dec 27 2026,7,1,8,OK,BULL ELK DATABASE.xlsx,EB3205_RESIDENT
EB3208,117,Morgan-South Rich,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Dec 19 2026 - Dec 27 2026,9,1,10,OK,BULL ELK DATABASE.xlsx,EB3208_RESIDENT
EB3209,683,Box Elder Pilot Mtn,Elk,Bull,Conservation,Multiseason,Public,"Archery: Aug 15-Sept 6, 2026 | Any Legal Weapon: Sept 12-Oct 2, 2026",,,,NO_QUOTA_PUBLISHED,BULL ELK DATABASE.xlsx,EB3209_RESIDENT
EB3210,140,North Slope Three Corners,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Sept 16 2026 - Sept 20 2026,5,0,5,OK,BULL ELK DATABASE.xlsx,EB3210_RESIDENT
EB3500,526,Alton CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,OK,BULL ELK DATABASE.xlsx,EB3500_RESIDENT
EB3501,527,Bar J Ranch CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,2,0,2,OK,BULL ELK DATABASE.xlsx,EB3501_RESIDENT
EB3502,582,Bear Mountain CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,OK,BULL ELK DATABASE.xlsx,EB3502_RESIDENT
EB3503,575,Bear Springs CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,OK,BULL ELK DATABASE.xlsx,EB3503_RESIDENT
EB3504,808,Blackhawk CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,OK,BULL ELK DATABASE.xlsx,EB3504_RESIDENT
EB3505,529,Boobe Hole CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,2,0,2,OK,BULL ELK DATABASE.xlsx,EB3505_RESIDENT
EB3506,560,Causey Spring CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,OK,BULL ELK DATABASE.xlsx,EB3506_RESIDENT
EB3508,732,Chimney Rock CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,2,0,2,OK,BULL ELK DATABASE.xlsx,EB3508_RESIDENT
EB3509,505,Coldwater Ranch CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,3,0,3,OK,BULL ELK DATABASE.xlsx,EB3509_RESIDENT
EB3511,640,Cotton Thomas CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,OK,BULL ELK DATABASE.xlsx,EB3511_RESIDENT
EB3514,568,Deseret CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,19,0,19,OK,BULL ELK DATABASE.xlsx,EB3514_RESIDENT
EB3515,516,Double Cone CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,OK,BULL ELK DATABASE.xlsx,EB3515_RESIDENT
EB3516,567,Durst Mountain CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,3,0,3,OK,BULL ELK DATABASE.xlsx,EB3516_RESIDENT
EB3517,520,East Fork Chalk Creek CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,3,0,3,OK,BULL ELK DATABASE.xlsx,EB3517_RESIDENT
EB3519,522,Ensign Ranches CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,6,0,6,OK,BULL ELK DATABASE.xlsx,EB3519_RESIDENT
EB3520,579,Folley Ridge CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,2,0,2,OK,BULL ELK DATABASE.xlsx,EB3520_RESIDENT
EB3521,525,Grass Valley/Clark Canyon CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,10,0,10,OK,BULL ELK DATABASE.xlsx,EB3521_RESIDENT
EB3522,530,Grazing Pasture CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,OK,BULL ELK DATABASE.xlsx,EB3522_RESIDENT
EB3523,573,Guildersleeve CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,2,0,2,OK,BULL ELK DATABASE.xlsx,EB3523_RESIDENT
EB3524,577,Hardscrabble CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,2,0,2,OK,BULL ELK DATABASE.xlsx,EB3524_RESIDENT
EB3525,555,Heaston East CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,2,0,2,OK,BULL ELK DATABASE.xlsx,EB3525_RESIDENT
EB3526,550,Hiawatha CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,2,0,2,OK,BULL ELK DATABASE.xlsx,EB3526_RESIDENT
EB3527,735,Indian Head CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,2,0,2,OK,BULL ELK DATABASE.xlsx,EB3527_RESIDENT
EB3528,493,Ingham Peak CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,OK,BULL ELK DATABASE.xlsx,EB3528_RESIDENT
EB3529,549,Circle E Ranch CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,2,0,2,OK,BULL ELK DATABASE.xlsx,EB3529_RESIDENT
EB3530,580,Jacob's Creek CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,2,0,2,OK,BULL ELK DATABASE.xlsx,EB3530_RESIDENT
EB3531,531,Johnson Mountain Ranch CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,2,0,2,OK,BULL ELK DATABASE.xlsx,EB3531_RESIDENT
EB3532,734,Jump Creek CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,OK,BULL ELK DATABASE.xlsx,EB3532_RESIDENT
EB3533,589,Junction Valley CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,OK,BULL ELK DATABASE.xlsx,EB3533_RESIDENT
EB3534,484,Little Red Creek CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,2,0,2,OK,BULL ELK DATABASE.xlsx,EB3534_RESIDENT
EB3536,551,Minnie Maud Ridge CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,5,0,5,OK,BULL ELK DATABASE.xlsx,EB3536_RESIDENT
EB3538,485,Moon Ranch CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,OK,BULL ELK DATABASE.xlsx,EB3538_RESIDENT
EB3540,535,Old Woman Plateau CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,2,0,2,OK,BULL ELK DATABASE.xlsx,EB3540_RESIDENT
EB3541,736,Patmos Ridge CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,OK,BULL ELK DATABASE.xlsx,EB3541_RESIDENT
EB3543,542,Preston Nutter Ranch CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,3,0,3,OK,BULL ELK DATABASE.xlsx,EB3543_RESIDENT
EB3544,548,Redd Ranches CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,2,0,2,OK,BULL ELK DATABASE.xlsx,EB3544_RESIDENT
EB3545,517,Cactus Ranch LLC CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,3,0,3,OK,BULL ELK DATABASE.xlsx,EB3545_RESIDENT
EB3546,543,Roan Cliffs CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,OK,BULL ELK DATABASE.xlsx,EB3546_RESIDENT
EB3547,740,Sand Creek CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,OK,BULL ELK DATABASE.xlsx,EB3547_RESIDENT
EB3548,539,Scofield Canyons CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,OK,BULL ELK DATABASE.xlsx,EB3548_RESIDENT
EB3549,540,Scofield East CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,OK,BULL ELK DATABASE.xlsx,EB3549_RESIDENT
EB3550,541,Scofield West CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,2,0,2,OK,BULL ELK DATABASE.xlsx,EB3550_RESIDENT
EB3551,576,SJ Ranch CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,OK,BULL ELK DATABASE.xlsx,EB3551_RESIDENT
EB3552,578,Skull Crack CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,OK,BULL ELK DATABASE.xlsx,EB3552_RESIDENT
EB3553,552,Soldier Summit CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,2,0,2,OK,BULL ELK DATABASE.xlsx,EB3553_RESIDENT
EB3554,491,South Canyon CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,OK,BULL ELK DATABASE.xlsx,EB3554_RESIDENT
EB3555,546,Spring Creek/Dodge CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,2,0,2,OK,BULL ELK DATABASE.xlsx,EB3555_RESIDENT
EB3557,562,Strawberry Ridge CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,2,0,2,OK,BULL ELK DATABASE.xlsx,EB3557_RESIDENT
EB3558,547,Summit Point CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,OK,BULL ELK DATABASE.xlsx,EB3558_RESIDENT
EB3559,553,Three C CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,2,0,2,OK,BULL ELK DATABASE.xlsx,EB3559_RESIDENT
EB3562,586,Wallsburg CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,OK,BULL ELK DATABASE.xlsx,EB3562_RESIDENT
EB3564,571,Woodruff Creek South CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,2,0,2,OK,BULL ELK DATABASE.xlsx,EB3564_RESIDENT
EB3565,492,North Peaks CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,OK,BULL ELK DATABASE.xlsx,EB3565_RESIDENT
EB3603,826,Pahvant Ensign CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,OK,BULL ELK DATABASE.xlsx,EB3603_RESIDENT
EB3604,554,Double R Ranch CWMU,Elk,Bull,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,OK,BULL ELK DATABASE.xlsx,EB3604_RESIDENT
