hunt_code,boundary_id,hunt_name,species,sex_type,hunt_type,weapon,hunt_class,season,permits_2026_res,permits_2026_nr,permits_2026_total,permit_status,source_file_2026,link_key
EA1282,939,"Ogden, North",Elk,Antlerless,General Season,Archery,Public,Dec 16 2025 - Jan 31 2026,180,20,200,OK,antlerless elk.xlsx,EA1282_RESIDENT
EA1283,634,Panguitch Lake,Elk,Antlerless,General Season,Archery,Public,Aug 16 2025 - Aug 31 2025,31,4,35,OK,antlerless elk.xlsx,EA1283_RESIDENT
EA1284,634,Panguitch Lake,Elk,Antlerless,General Season,Muzzleloader,Public,Oct 29 2025 - Nov 06 2025,31,4,35,OK,antlerless elk.xlsx,EA1284_RESIDENT
EA1285,634,Panguitch Lake,Elk,Antlerless,General Season,Any Legal Weapon,Public,Dec 13 2025 - Dec 21 2025,31,4,35,OK,antlerless elk.xlsx,EA1285_RESIDENT
EA1286,629,Monroe,Elk,Antlerless,General Season,Any Legal Weapon,Public,2026 Season Dates Pending,,,,NO_QUOTA_PUBLISHED,antlerless elk.xlsx,EA1286_RESIDENT
EA2000,5116,Antlerless Elk Control,Elk,Antlerless,Antlerless Elk Control,Any Legal Weapon,Public,"Valid for the season/weapon listed on your qualifying permit on the Chalk Creek, East Canyon, Kamas, Henry Mtns, Morgan-S. Rich, Ogden, Pine Valley & Zion Units",,,,NO_QUOTA_PUBLISHED,antlerless elk.xlsx,EA2000_RESIDENT
EA2002,117,Morgan-South Rich,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,,,600,TOTAL_ONLY_SPLIT_MISSING,antlerless elk.xlsx,EA2002_RESIDENT
EA2003,276,East Canyon,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,,,500,TOTAL_ONLY_SPLIT_MISSING,antlerless elk.xlsx,EA2003_RESIDENT
EA2004,69,Chalk Creek,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,,,600,TOTAL_ONLY_SPLIT_MISSING,antlerless elk.xlsx,EA2004_RESIDENT
EA2005,142,"North Slope, West Daggett",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,,,100,TOTAL_ONLY_SPLIT_MISSING,antlerless elk.xlsx,EA2005_RESIDENT
EA2006,613,Yellowstone,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,,,2000,TOTAL_ONLY_SPLIT_MISSING,antlerless elk.xlsx,EA2006_RESIDENT
EA2008,129,"Nine Mile, Anthro-Myton Bench",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,,,250,TOTAL_ONLY_SPLIT_MISSING,antlerless elk.xlsx,EA2008_RESIDENT
EA2009,617,"La Sal, La Sal Mtns",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,,,70,TOTAL_ONLY_SPLIT_MISSING,antlerless elk.xlsx,EA2009_RESIDENT
EA2010,710,San Juan,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,,,50,TOTAL_ONLY_SPLIT_MISSING,antlerless elk.xlsx,EA2010_RESIDENT
EA2011,51,Manti,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,,,300,TOTAL_ONLY_SPLIT_MISSING,antlerless elk.xlsx,EA2011_RESIDENT
EA2012,620,"Wasatch Mtns, West",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,,,400,TOTAL_ONLY_SPLIT_MISSING,antlerless elk.xlsx,EA2012_RESIDENT
EA2013,227,"Wasatch Mtns, Currant Creek",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,,,2000,TOTAL_ONLY_SPLIT_MISSING,antlerless elk.xlsx,EA2013_RESIDENT
EA2014,817,"Wasatch Mtns, Avintaquin - White River",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,,,400,TOTAL_ONLY_SPLIT_MISSING,antlerless elk.xlsx,EA2014_RESIDENT
EA2015,163,Paunsaugunt,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,,,100,TOTAL_ONLY_SPLIT_MISSING,antlerless elk.xlsx,EA2015_RESIDENT
EA2016,616,Nebo,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,,,275,TOTAL_ONLY_SPLIT_MISSING,antlerless elk.xlsx,EA2016_RESIDENT
EA2017,630,Mt Dutton,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,,,75,TOTAL_ONLY_SPLIT_MISSING,antlerless elk.xlsx,EA2017_RESIDENT
EA2018,634,Panguitch Lake,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,,,75,TOTAL_ONLY_SPLIT_MISSING,antlerless elk.xlsx,EA2018_RESIDENT
EA2019,116,"West Desert, Tintic Valley",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,,,60,TOTAL_ONLY_SPLIT_MISSING,antlerless elk.xlsx,EA2019_RESIDENT
EA2020,635,Zion,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,,,320,TOTAL_ONLY_SPLIT_MISSING,antlerless elk.xlsx,EA2020_RESIDENT
EA2021,685,"Beaver, East",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,,,30,TOTAL_ONLY_SPLIT_MISSING,antlerless elk.xlsx,EA2021_RESIDENT
EA2026,18,"Box Elder, Hansel Mtn",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,,,200,TOTAL_ONLY_SPLIT_MISSING,antlerless elk.xlsx,EA2026_RESIDENT
EA2027,29,Cache,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,,,300,TOTAL_ONLY_SPLIT_MISSING,antlerless elk.xlsx,EA2027_RESIDENT
EA2028,614,Vernal/Bonanza,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,,,450,TOTAL_ONLY_SPLIT_MISSING,antlerless elk.xlsx,EA2028_RESIDENT
EA2029,277,"Nine Mile, Range Creek",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,,,150,TOTAL_ONLY_SPLIT_MISSING,antlerless elk.xlsx,EA2029_RESIDENT
EA2030,206,Diamond Mtn,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,,,200,TOTAL_ONLY_SPLIT_MISSING,antlerless elk.xlsx,EA2030_RESIDENT
EA2033,611,Kamas,Elk,Antlerless,General Season,Archery,Public,Aug 16 2025 - Sep 17 2025,225,25,250,OK,antlerless elk.xlsx,EA2033_RESIDENT
EA2034,128,"Nine Mile, Anthro",Elk,Antlerless,General Season,Archery,Public,Aug 16 2025 - Sep 17 2025,180,20,200,OK,antlerless elk.xlsx,EA2034_RESIDENT
EA2036,86,"Oquirrh-Stansbury, East",Elk,Antlerless,General Season,Any Legal Weapon,Public,Nov 08 2025 - Jan 31 2026,54,6,60,OK,antlerless elk.xlsx,EA2036_RESIDENT
EA2037,613,Yellowstone,Elk,Antlerless,General Season,Archery,Public,Aug 16 2025 - Sep 17 2025,180,20,200,OK,antlerless elk.xlsx,EA2037_RESIDENT
EA2038,222,Wasatch Mtns,Elk,Antlerless,General Season,Archery,Public,Aug 16 2025 - Sep 05 2025,1080,120,1200,OK,antlerless elk.xlsx,EA2038_RESIDENT
EA2039,88,"Fillmore, Pahvant",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,,,150,TOTAL_ONLY_SPLIT_MISSING,antlerless elk.xlsx,EA2039_RESIDENT
EA2040,611,Kamas,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,,,150,TOTAL_ONLY_SPLIT_MISSING,antlerless elk.xlsx,EA2040_RESIDENT
EA2041,29,Cache (Conservation),Elk,Antlerless,Conservation,Any Legal Weapon,Public,"Oct 4 - Oct 26, 2025",,,,NO_QUOTA_PUBLISHED,antlerless elk.xlsx,EA2041_RESIDENT
EA2045,5118,Wasatch Mtns (Conservation),Elk,Antlerless,Conservation,Any Legal Weapon,Public,"Oct 4 - Oct 16, 2025 & Nov 15, 2025 - Jan 31, 2026",,,,NO_QUOTA_PUBLISHED,antlerless elk.xlsx,EA2045_RESIDENT
EA2046,868,"Box Elder, Sawtooth",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,,,25,TOTAL_ONLY_SPLIT_MISSING,antlerless elk.xlsx,EA2046_RESIDENT
EB1000,5119,Elk - Statewide Permit,Elk,Bull,Statewide,Any Legal Weapon,Public,"Archery: Aug 15 - Aug 31, 2026 | ALW: Sept 1, 2026 - Jan 15, 2027",,,15,TOTAL_ONLY_SPLIT_MISSING,BULL ELK DATABASE.xlsx,EB1000_RESIDENT
EB1001,5120,Any Bull Elk Units,Elk,Bull,General Season - Any Bull,Any Legal Weapon,Public,Oct 04 2025 - Oct 10 2025,,,10,TOTAL_ONLY_SPLIT_MISSING,BULL ELK DATABASE.xlsx,EB1001_RESIDENT
EB1002,5121,Any Bull Elk Units,Elk,Bull,General Season - Any Bull,Muzzleloader,Public,Oct 29 2025 - Nov 06 2025,,,6,TOTAL_ONLY_SPLIT_MISSING,BULL ELK DATABASE.xlsx,EB1002_RESIDENT
EB1003,5122,Spike Only Units,Elk,Bull,General Season - Spike Bull,Any Legal Weapon,Public,Oct 04 2025 - Oct 16 2025,,,16,TOTAL_ONLY_SPLIT_MISSING,BULL ELK DATABASE.xlsx,EB1003_RESIDENT
EB1004,5123,Spike Only Units,Elk,Bull,General Season - Spike Bull,Muzzleloader,Public,Oct 29 2025 - Nov 06 2025,,,6,TOTAL_ONLY_SPLIT_MISSING,BULL ELK DATABASE.xlsx,EB1004_RESIDENT
EB1005,5124,Archery Hunters Choice Elk,Elk,Bull,General Season - Archery,Archery,Public,"Any bull units: Aug 16 2025 - Sept 17 2025 | Spike only units: Aug 16-Sept 5, 2025 (Paunsaugunt closed to archery)",,,16,TOTAL_ONLY_SPLIT_MISSING,BULL ELK DATABASE.xlsx,EB1005_RESIDENT
EB1007,5125,Draw-only Youth Any Bull/Hunters Choice Elk,Elk,Bull,General Season - Any Bull,Any Legal Weapon,Youth,Sept 12 2026 - Sept 22 2026,,,750,TOTAL_ONLY_SPLIT_MISSING,BULL ELK DATABASE.xlsx,EB1007_RESIDENT
EB1009,5126,Spike Only Elk Units - Multiseason,Elk,Bull,General Season - Spike Bull,Multiseason,Public,"Spike Archery: Aug 16-Sept 5, 2025 (Paunsaugunt closed to archery) Any Bull Archery: Aug 16-Sept 17, 2025 | ALW: Oct 4 - 16, 2025 | Muzz: Oct 29-Nov 6, 2025",,,,NO_QUOTA_PUBLISHED,BULL ELK DATABASE.xlsx,EB1009_RESIDENT
EB1010,5127,Any Bull Elk Units,Elk,Bull,General Season - Any Bull,Any Legal Weapon,Public,Oct 11 2025 - Oct 17 2025,,,17,TOTAL_ONLY_SPLIT_MISSING,BULL ELK DATABASE.xlsx,EB1010_RESIDENT
EB1011,5128,Youth General Season Bull Elk,Elk,Bull,General Season - Youth,Any Legal Weapon,Youth,ANY BULL: Arch: 08/16-09/17/2025|ALW: 10/4-10-17/2025|Muzz: 10/29-11/6/2025 SPIKE ONLY: Arch:8/16-09/05/2025|ALW: 10/4-10/16/2025|Muzz: 10/29-11/6/2025 |Uinta Basin Private Land only:08/01-11/15/2025,,,,NO_QUOTA_PUBLISHED,BULL ELK DATABASE.xlsx,EB1011_RESIDENT
EB1012,931,Uinta Basin Private Lands Any Bull Elk,Elk,Bull,General Season - Any Bull,Any Legal Weapon,Public,Aug 01 2025 - Nov 15 2025 - Valid only on private property within the unit,,,500,TOTAL_ONLY_SPLIT_MISSING,BULL ELK DATABASE.xlsx,EB1012_RESIDENT
EB3000,685,Beaver East,Elk,Bull,Limited Entry,Archery,Public,Aug 15 2026 - Sept 15 2026,22,3,25,OK,BULL ELK DATABASE.xlsx,EB3000_RESIDENT
EB3002,12,Book Cliffs Little Creek Roadless,Elk,Bull,Limited Entry,Archery,Public,Aug 15 2026 - Sept 15 2026,4,0,4,OK,BULL ELK DATABASE.xlsx,EB3002_RESIDENT
EB3003,33,Cache Meadowville,Elk,Bull,Limited Entry,Archery,Public,Aug 15 2026 - Sept 15 2026,9,1,10,OK,BULL ELK DATABASE.xlsx,EB3003_RESIDENT
EB3005,41,Cache South,Elk,Bull,Limited Entry,Archery,Public,Aug 15 2026 - Sept 15 2026,10,1,11,OK,BULL ELK DATABASE.xlsx,EB3005_RESIDENT
EB3006,51,Manti,Elk,Bull,Limited Entry,Archery,Public,Aug 15 2026 - Sept 15 2026,148,17,165,OK,BULL ELK DATABASE.xlsx,EB3006_RESIDENT
EB3008,88,Fillmore Pahvant,Elk,Bull,Limited Entry,Archery,Public,Aug 15 2026 - Sept 15 2026,19,2,21,OK,BULL ELK DATABASE.xlsx,EB3008_RESIDENT
EB3009,617,La Sal Mtns,Elk,Bull,Limited Entry,Archery,Public,Aug 15 2026 - Sept 15 2026,36,4,40,OK,BULL ELK DATABASE.xlsx,EB3009_RESIDENT
EB3010,629,Monroe,Elk,Bull,Limited Entry,Archery,Public,Aug 15 2026 - Sept 15 2026,10,1,11,OK,BULL ELK DATABASE.xlsx,EB3010_RESIDENT
EB3011,630,Mt Dutton,Elk,Bull,Limited Entry,Archery,Public,Aug 15 2026 - Sept 15 2026,19,2,21,OK,BULL ELK DATABASE.xlsx,EB3011_RESIDENT
EB3013,140,North Slope Three Corners,Elk,Bull,Limited Entry,Archery,Public,Aug 15 2026 - Sept 15 2026,6,1,7,OK,BULL ELK DATABASE.xlsx,EB3013_RESIDENT
EB3015,634,Panguitch Lake,Elk,Bull,Limited Entry,Archery,Public,Aug 15 2026 - Sept 15 2026,17,2,19,OK,BULL ELK DATABASE.xlsx,EB3015_RESIDENT
EB3018,175,Fishlake/Thousand Lakes,Elk,Bull,Limited Entry,Archery,Public,Aug 15 2026 - Sept 15 2026,84,9,93,OK,BULL ELK DATABASE.xlsx,EB3018_RESIDENT
EB3019,183,San Juan Bull Elk,Elk,Bull,Limited Entry,Archery,Public,Aug 15 2026 - Sept 15 2026,29,3,32,OK,BULL ELK DATABASE.xlsx,EB3019_RESIDENT
EB3020,206,Diamond Mtn,Elk,Bull,Limited Entry,Archery,Public,Aug 15 2026 - Sept 15 2026,25,3,28,OK,BULL ELK DATABASE.xlsx,EB3020_RESIDENT
EB3022,222,Wasatch Mtns,Elk,Bull,Limited Entry,Archery,Public,Aug 15 2026 - Sept 15 2026,130,15,145,OK,BULL ELK DATABASE.xlsx,EB3022_RESIDENT
EB3024,685,Beaver East,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Sept 16 2026 - Sept 20 2026,9,1,10,OK,BULL ELK DATABASE.xlsx,EB3024_RESIDENT
EB3025,685,Beaver East,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Nov 07 2026 - Nov 15 2026,15,2,17,OK,BULL ELK DATABASE.xlsx,EB3025_RESIDENT
EB3028,12,Book Cliffs Little Creek Roadless,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Sept 16 2026 - Sept 20 2026,3,0,3,OK,BULL ELK DATABASE.xlsx,EB3028_RESIDENT
EB3031,682,Box Elder Pilot Mtn,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Sept 12 2026 - Oct 02 2026,6,1,7,OK,BULL ELK DATABASE.xlsx,EB3031_RESIDENT
EB3032,33,Cache Meadowville,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Sept 16 2026 - Sept 20 2026,3,1,4,OK,BULL ELK DATABASE.xlsx,EB3032_RESIDENT
EB3033,33,Cache Meadowville,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Nov 07 2026 - Nov 15 2026,6,1,7,OK,BULL ELK DATABASE.xlsx,EB3033_RESIDENT
EB3036,41,Cache South,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Sept 16 2026 - Sept 20 2026,4,0,4,OK,BULL ELK DATABASE.xlsx,EB3036_RESIDENT
EB3037,41,Cache South,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Nov 07 2026 - Nov 15 2026,6,1,7,OK,BULL ELK DATABASE.xlsx,EB3037_RESIDENT
EB3038,51,Manti,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Sept 16 2026 - Sept 20 2026,61,7,68,OK,BULL ELK DATABASE.xlsx,EB3038_RESIDENT
EB3039,51,Manti,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Nov 07 2026 - Nov 15 2026,102,11,113,OK,BULL ELK DATABASE.xlsx,EB3039_RESIDENT
EB3042,88,Fillmore Pahvant,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Sept 16 2026 - Sept 20 2026,8,1,9,OK,BULL ELK DATABASE.xlsx,EB3042_RESIDENT
EB3043,88,Fillmore Pahvant,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Nov 07 2026 - Nov 15 2026,13,2,15,OK,BULL ELK DATABASE.xlsx,EB3043_RESIDENT
EB3044,108,Dolores Triangle,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Dec 05 2026 - Jan 31 2027,6,1,7,OK,BULL ELK DATABASE.xlsx,EB3044_RESIDENT
EB3045,617,La Sal Mtns,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Sept 16 2026 - Sept 20 2026,14,2,16,OK,BULL ELK DATABASE.xlsx,EB3045_RESIDENT
EB3046,617,La Sal Mtns,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Nov 07 2026 - Nov 15 2026,24,3,27,OK,BULL ELK DATABASE.xlsx,EB3046_RESIDENT
EB3047,629,Monroe,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Sept 16 2026 - Sept 20 2026,3,1,4,OK,BULL ELK DATABASE.xlsx,EB3047_RESIDENT
EB3048,629,Monroe,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Nov 07 2026 - Nov 15 2026,13,2,15,OK,BULL ELK DATABASE.xlsx,EB3048_RESIDENT
EB3049,630,Mt Dutton,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Sept 16 2026 - Sept 20 2026,8,1,9,OK,BULL ELK DATABASE.xlsx,EB3049_RESIDENT
EB3050,630,Mt Dutton,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Nov 07 2026 - Nov 15 2026,13,2,15,OK,BULL ELK DATABASE.xlsx,EB3050_RESIDENT
EB3053,140,North Slope Three Corners,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Oct 03 2026 - Oct 15 2026,9,1,10,OK,BULL ELK DATABASE.xlsx,EB3053_RESIDENT
EB3056,634,Panguitch Lake,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Sept 16 2026 - Sept 20 2026,7,1,8,OK,BULL ELK DATABASE.xlsx,EB3056_RESIDENT
EB3057,634,Panguitch Lake,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Nov 07 2026 - Nov 15 2026,12,1,13,OK,BULL ELK DATABASE.xlsx,EB3057_RESIDENT
EB3063,175,Fishlake/Thousand Lakes,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Sept 16 2026 - Sept 20 2026,34,4,38,OK,BULL ELK DATABASE.xlsx,EB3063_RESIDENT
EB3064,175,Fishlake/Thousand Lakes,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Oct 03 2026 - Oct 15 2026,99,11,110,OK,BULL ELK DATABASE.xlsx,EB3064_RESIDENT
EB3065,175,Fishlake/Thousand Lakes,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Nov 07 2026 - Nov 15 2026,57,6,63,OK,BULL ELK DATABASE.xlsx,EB3065_RESIDENT
EB3066,183,San Juan Bull Elk,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Sept 16 2026 - Sept 20 2026,12,1,13,OK,BULL ELK DATABASE.xlsx,EB3066_RESIDENT
EB3067,183,San Juan Bull Elk,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Nov 07 2026 - Nov 15 2026,20,2,22,OK,BULL ELK DATABASE.xlsx,EB3067_RESIDENT
EB3068,206,Diamond Mtn,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Sept 16 2026 - Sept 20 2026,10,1,11,OK,BULL ELK DATABASE.xlsx,EB3068_RESIDENT
EB3069,206,Diamond Mtn,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Oct 03 2026 - Oct 15 2026,30,3,33,OK,BULL ELK DATABASE.xlsx,EB3069_RESIDENT
EB3072,222,Wasatch Mtns,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Sept 16 2026 - Sept 20 2026,54,6,60,OK,BULL ELK DATABASE.xlsx,EB3072_RESIDENT
EB3073,222,Wasatch Mtns,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Nov 07 2026 - Nov 15 2026,89,10,99,OK,BULL ELK DATABASE.xlsx,EB3073_RESIDENT
EB3077,685,Beaver East,Elk,Bull,Limited Entry,Muzzleloader,Public,Sept 21 2026 - Oct 02 2026,13,2,15,OK,BULL ELK DATABASE.xlsx,EB3077_RESIDENT
EB3079,12,Book Cliffs Little Creek Roadless,Elk,Bull,Limited Entry,Muzzleloader,Public,Sept 21 2026 - Oct 02 2026,2,0,2,OK,BULL ELK DATABASE.xlsx,EB3079_RESIDENT
EB3081,33,Cache Meadowville,Elk,Bull,Limited Entry,Muzzleloader,Public,Sept 21 2026 - Oct 02 2026,5,1,6,OK,BULL ELK DATABASE.xlsx,EB3081_RESIDENT
EB3083,41,Cache South,Elk,Bull,Limited Entry,Muzzleloader,Public,Sept 21 2026 - Oct 02 2026,5,1,6,OK,BULL ELK DATABASE.xlsx,EB3083_RESIDENT
EB3084,51,Manti,Elk,Bull,Limited Entry,Muzzleloader,Public,Sept 21 2026 - Oct 02 2026,89,10,99,OK,BULL ELK DATABASE.xlsx,EB3084_RESIDENT
EB3086,88,Fillmore Pahvant,Elk,Bull,Limited Entry,Muzzleloader,Public,Sept 21 2026 - Oct 02 2026,12,1,13,OK,BULL ELK DATABASE.xlsx,EB3086_RESIDENT
EB3087,617,La Sal Mtns,Elk,Bull,Limited Entry,Muzzleloader,Public,Sept 21 2026 - Oct 02 2026,22,2,24,OK,BULL ELK DATABASE.xlsx,EB3087_RESIDENT
EB3088,629,Monroe,Elk,Bull,Limited Entry,Muzzleloader,Public,Sept 21 2026 - Oct 02 2026,10,1,11,OK,BULL ELK DATABASE.xlsx,EB3088_RESIDENT
EB3089,630,Mt Dutton,Elk,Bull,Limited Entry,Muzzleloader,Public,Sept 21 2026 - Oct 02 2026,12,1,13,OK,BULL ELK DATABASE.xlsx,EB3089_RESIDENT
EB3091,140,North Slope Three Corners,Elk,Bull,Limited Entry,Muzzleloader,Public,Sept 21 2026 - Oct 02 2026,4,0,4,OK,BULL ELK DATABASE.xlsx,EB3091_RESIDENT
EB3093,634,Panguitch Lake,Elk,Bull,Limited Entry,Muzzleloader,Public,Sept 21 2026 - Oct 02 2026,10,1,11,OK,BULL ELK DATABASE.xlsx,EB3093_RESIDENT
EB3096,175,Fishlake/Thousand Lakes,Elk,Bull,Limited Entry,Muzzleloader,Public,Sept 21 2026 - Oct 02 2026,50,6,56,OK,BULL ELK DATABASE.xlsx,EB3096_RESIDENT
EB3097,183,San Juan Bull Elk,Elk,Bull,Limited Entry,Muzzleloader,Public,Sept 21 2026 - Oct 02 2026,17,2,19,OK,BULL ELK DATABASE.xlsx,EB3097_RESIDENT
EB3098,206,Diamond Mtn,Elk,Bull,Limited Entry,Muzzleloader,Public,Sept 21 2026 - Oct 02 2026,15,2,17,OK,BULL ELK DATABASE.xlsx,EB3098_RESIDENT
EB3100,222,Wasatch Mtns,Elk,Bull,Limited Entry,Muzzleloader,Public,Sept 21 2026 - Oct 02 2026,78,9,87,OK,BULL ELK DATABASE.xlsx,EB3100_RESIDENT
EB3102,685,Beaver East,Elk,Bull,Limited Entry,Multiseason,Public,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",3,0,3,OK,BULL ELK DATABASE.xlsx,EB3102_RESIDENT
EB3104,12,Book Cliffs Little Creek Roadless,Elk,Bull,Limited Entry,Multiseason,Public,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026",1,0,1,OK,BULL ELK DATABASE.xlsx,EB3104_RESIDENT
EB3105,33,Cache Meadowville,Elk,Bull,Limited Entry,Multiseason,Public,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",1,0,1,OK,BULL ELK DATABASE.xlsx,EB3105_RESIDENT
EB3107,41,Cache South,Elk,Bull,Limited Entry,Multiseason,Public,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",1,0,1,OK,BULL ELK DATABASE.xlsx,EB3107_RESIDENT
EB3108,51,Manti,Elk,Bull,Limited Entry,Multiseason,Public,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",18,2,20,OK,BULL ELK DATABASE.xlsx,EB3108_RESIDENT
EB3110,88,Fillmore Pahvant,Elk,Bull,Limited Entry,Multiseason,Public,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",3,0,3,OK,BULL ELK DATABASE.xlsx,EB3110_RESIDENT
EB3111,617,La Sal Mtns,Elk,Bull,Limited Entry,Multiseason,Public,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",5,0,5,OK,BULL ELK DATABASE.xlsx,EB3111_RESIDENT
EB3112,629,Monroe,Elk,Bull,Limited Entry,Multiseason,Public,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",2,0,2,OK,BULL ELK DATABASE.xlsx,EB3112_RESIDENT
EB3113,630,Mt Dutton,Elk,Bull,Limited Entry,Multiseason,Public,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",3,0,3,OK,BULL ELK DATABASE.xlsx,EB3113_RESIDENT
EB3115,140,North Slope Three Corners,Elk,Bull,Limited Entry,Multiseason,Public,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026",1,0,1,OK,BULL ELK DATABASE.xlsx,EB3115_RESIDENT
