reported_hunt_year,model_target_year,source_file,source_page,source_family,species,permits_sold,hunters_afield,harvest_total,percent_permits_filled,bears_per_hunter,percent_female,depredation_other_mortality,total_harvest_mortality,pursuit_permits,raw_line,source_sha256,percent_success,source_path,do_not_use_for_permit_quota,do_not_use_directly_for_p_draw,trend_feature_eligible,parse_notes,section_title,hunt_name,hunt_code,permits_issued,harvest_male,harvest_female,harvest_unknown,percent_adult_male,mean_age,depredation_male,depredation_female,depredation_unknown,average_age,unit_context,permits_or_quota,percent_permits_or_quota_filled,depredation_mortality,permits,season,hunt_type,quota,percent_quota_filled,pursuit_permits_sold,sample_n,spring_pursuers,spring_bears_per_pursuit_day,spring_bears_per_pursuer,summer_fall_pursuers,summer_fall_bears_per_pursuit_day,summer_fall_bears_per_pursuer,pursuit_type,pursuers_afield,bears_per_pursuit_day,bears_per_pursuer,pursuit_days_afield,bears_treed_male,bears_treed_female,bears_treed_cubs,bears_treed_unknown,bears_treed_total,unit_code,table_year_start,table_year_end
2019,2020,24_black_bear_report.pdf,2,black_bear_statewide_harvest_mortality_2001_2024,Black Bear,,,369.0,36.0,,36.0,,426.0,,2019 1017 236 133 0 369 36 36 28 5.6 37 16 4 426,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,36.0,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_statewide_harvest_mortality_2001_2024,,,1017.0,236.0,133.0,0.0,28.0,5.6,37.0,16.0,4.0,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2021,24_black_bear_report.pdf,2,black_bear_statewide_harvest_mortality_2001_2024,Black Bear,,,467.0,46.0,,34.0,,551.0,,2020 1034 308 159 0 467 46 34 25 5.3 58 25 1 551,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,46.0,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_statewide_harvest_mortality_2001_2024,,,1034.0,308.0,159.0,0.0,25.0,5.3,58.0,25.0,1.0,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,2022,24_black_bear_report.pdf,2,black_bear_statewide_harvest_mortality_2001_2024,Black Bear,,,431.0,37.0,,40.0,,467.0,,2021 1179 258 172 1 431 37 40 31 5.7 15 19 2 467,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,37.0,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_statewide_harvest_mortality_2001_2024,,,1179.0,258.0,172.0,1.0,31.0,5.7,15.0,19.0,2.0,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2023,24_black_bear_report.pdf,2,black_bear_statewide_harvest_mortality_2001_2024,Black Bear,,,423.0,41.0,,44.0,,464.0,,2022 1037 237 186 0 423 41 44 21 5.5 25 16 0 464,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,41.0,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_statewide_harvest_mortality_2001_2024,,,1037.0,237.0,186.0,0.0,21.0,5.5,25.0,16.0,0.0,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2024,24_black_bear_report.pdf,2,black_bear_statewide_harvest_mortality_2001_2024,Black Bear,,,342.0,33.0,,42.0,,366.0,,2023 1040 197 142 3 342 33 42 15 5.1 15 9 0 366,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,33.0,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_statewide_harvest_mortality_2001_2024,,,1040.0,197.0,142.0,3.0,15.0,5.1,15.0,9.0,0.0,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,2025,24_black_bear_report.pdf,2,black_bear_statewide_harvest_mortality_2001_2024,Black Bear,,,407.0,39.0,,32.0,,468.0,,2024 1040 277 130 0 407 39 32 22 4.6 34 23 4 468,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,39.0,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_statewide_harvest_mortality_2001_2024,,,1040.0,277.0,130.0,0.0,22.0,4.6,34.0,23.0,4.0,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,2025,24_black_bear_report.pdf,3,black_bear_unit_harvest_2024,Black Bear,,,19.0,,,42.0,,,,Beaver 34 11 8 0 19 56 42 17 0,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_harvest_2024,,,,11.0,8.0,0.0,17.0,,,,,,Beaver,34.0,56.0,0.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,
2024,2025,24_black_bear_report.pdf,3,black_bear_unit_harvest_2024,Black Bear,,,25.0,,,4.0,,,,"Book Cliffs, Bitter Creek/South 91 24 1 0 25 27 4 48 0",950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_harvest_2024,,,,24.0,1.0,0.0,48.0,,,,,,"Book Cliffs, Bitter Creek/South",91.0,27.0,0.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,
2024,2025,24_black_bear_report.pdf,3,black_bear_unit_harvest_2024,Black Bear,,,2.0,,,0.0,,,,"Book Cliffs, Little Creek Roadless 24 2 0 0 2 8 0 50 0",950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_harvest_2024,,,,2.0,0.0,0.0,50.0,,,,,,"Book Cliffs, Little Creek Roadless",24.0,8.0,0.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
2024,2025,24_black_bear_report.pdf,3,black_bear_unit_harvest_2024,Black Bear,,,19.0,,,42.0,,,,Boulder/Kaiparowits 80 11 8 0 19 24 42 18 0,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_harvest_2024,,,,11.0,8.0,0.0,18.0,,,,,,Boulder/Kaiparowits,80.0,24.0,0.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,
2024,2025,24_black_bear_report.pdf,3,black_bear_unit_harvest_2024,Black Bear,,,6.0,,,67.0,,,,Cache/Ogden 9 2 4 0 6 67 67 33 9,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_harvest_2024,,,,2.0,4.0,0.0,33.0,,,,,,Cache/Ogden,9.0,67.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,
2024,2025,24_black_bear_report.pdf,3,black_bear_unit_harvest_2024,Black Bear,,,10.0,,,30.0,,,,Chalk Creek/East Canyon/Morgan-South Rich 23 7 3 0 10 43 30 10 6,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_harvest_2024,,,,7.0,3.0,0.0,10.0,,,,,,Chalk Creek/East Canyon/Morgan-South Rich,23.0,43.0,6.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,
2024,2025,24_black_bear_report.pdf,3,black_bear_unit_harvest_2024,Black Bear,,,11.0,,,45.0,,,,Diamond Mtn/Vernal/Bonanza 41 6 5 0 11 27 45 0 7,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_harvest_2024,,,,6.0,5.0,0.0,0.0,,,,,,Diamond Mtn/Vernal/Bonanza,41.0,27.0,7.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,
2024,2025,24_black_bear_report.pdf,3,black_bear_unit_harvest_2024,Black Bear,,,1.0,,,0.0,,,,"Fillmore, Pahvant 3 1 0 0 1 33 0 0 0",950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_harvest_2024,,,,1.0,0.0,0.0,0.0,,,,,,"Fillmore, Pahvant",3.0,33.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
2024,2025,24_black_bear_report.pdf,3,black_bear_unit_harvest_2024,Black Bear,,,12.0,,,33.0,,,,Fishlake/Thousand Lakes 20 8 4 0 12 60 33 18 0,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_harvest_2024,,,,8.0,4.0,0.0,18.0,,,,,,Fishlake/Thousand Lakes,20.0,60.0,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
2024,2025,24_black_bear_report.pdf,3,black_bear_unit_harvest_2024,Black Bear,,,7.0,,,43.0,,,,"Kamas/North Slope, Summit 22 4 3 0 7 32 43 14 1",950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_harvest_2024,,,,4.0,3.0,0.0,14.0,,,,,,"Kamas/North Slope, Summit",22.0,32.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,
2024,2025,24_black_bear_report.pdf,3,black_bear_unit_harvest_2024,Black Bear,,,58.0,,,40.0,,,,La Sal 104 35 23 0 58 56 40 18 0,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_harvest_2024,,,,35.0,23.0,0.0,18.0,,,,,,La Sal,104.0,56.0,0.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,
2024,2025,24_black_bear_report.pdf,3,black_bear_unit_harvest_2024,Black Bear,,,26.0,,,35.0,,,,"Manti, North 69 17 9 0 26 38 35 8 6",950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_harvest_2024,,,,17.0,9.0,0.0,8.0,,,,,,"Manti, North",69.0,38.0,6.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,
2024,2025,24_black_bear_report.pdf,3,black_bear_unit_harvest_2024,Black Bear,,,36.0,,,38.0,,,,"Manti, South/San Rafael, North 70 24 12 0 36 51 38 12 6",950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_harvest_2024,,,,24.0,12.0,0.0,12.0,,,,,,"Manti, South/San Rafael, North",70.0,51.0,6.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,
2024,2025,24_black_bear_report.pdf,3,black_bear_unit_harvest_2024,Black Bear,,,1.0,,,0.0,,,,Monroe 2 1 0 0 1 50 0 0 0,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_harvest_2024,,,,1.0,0.0,0.0,0.0,,,,,,Monroe,2.0,50.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
2024,2025,24_black_bear_report.pdf,3,black_bear_unit_harvest_2024,Black Bear,,,3.0,,,0.0,,,,Mt Dutton 10 3 0 0 3 30 0 50 0,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_harvest_2024,,,,3.0,0.0,0.0,50.0,,,,,,Mt Dutton,10.0,30.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
2024,2025,24_black_bear_report.pdf,3,black_bear_unit_harvest_2024,Black Bear,,,20.0,,,50.0,,,,Nebo 32 10 10 0 20 63 50 0 2,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_harvest_2024,,,,10.0,10.0,0.0,0.0,,,,,,Nebo,32.0,63.0,2.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,
2024,2025,24_black_bear_report.pdf,3,black_bear_unit_harvest_2024,Black Bear,,,23.0,,,30.0,,,,Nine Mile 90 16 7 0 23 26 30 43 3,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_harvest_2024,,,,16.0,7.0,0.0,43.0,,,,,,Nine Mile,90.0,26.0,3.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,
2024,2025,24_black_bear_report.pdf,3,black_bear_unit_harvest_2024,Black Bear,,,3.0,,,67.0,,,,"North Slope, Three Corners/West Daggett 8 1 2 0 3 38 67 33 3",950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_harvest_2024,,,,1.0,2.0,0.0,33.0,,,,,,"North Slope, Three Corners/West Daggett",8.0,38.0,3.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,
2024,2025,24_black_bear_report.pdf,3,black_bear_unit_harvest_2024,Black Bear,,,10.0,,,10.0,,,,Panguitch Lake/Zion 29 9 1 0 10 34 10 22 2,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_harvest_2024,,,,9.0,1.0,0.0,22.0,,,,,,Panguitch Lake/Zion,29.0,34.0,2.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,
2024,2025,24_black_bear_report.pdf,3,black_bear_unit_harvest_2024,Black Bear,,,1.0,,,0.0,,,,Paunsaugunt 11 1 0 0 1 9 0 0 0,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_harvest_2024,,,,1.0,0.0,0.0,0.0,,,,,,Paunsaugunt,11.0,9.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,
2024,2025,24_black_bear_report.pdf,3,black_bear_unit_harvest_2024,Black Bear,,,47.0,,,28.0,,,,San Juan 104 34 13 0 47 45 28 31 3,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_harvest_2024,,,,34.0,13.0,0.0,31.0,,,,,,San Juan,104.0,45.0,3.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,
2024,2025,24_black_bear_report.pdf,3,black_bear_unit_harvest_2024,Black Bear,,,21.0,,,33.0,,,,"Wasatch Mtns, Avintaquin/Currant Creek 40 14 7 0 21 53 33 19 2",950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_harvest_2024,,,,14.0,7.0,0.0,19.0,,,,,,"Wasatch Mtns, Avintaquin/Currant Creek",40.0,53.0,2.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,
2024,2025,24_black_bear_report.pdf,3,black_bear_unit_harvest_2024,Black Bear,,,35.0,,,20.0,,,,"Wasatch Mtns, West-Central 100 28 7 0 35 35 20 24 11",950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_harvest_2024,,,,28.0,7.0,0.0,24.0,,,,,,"Wasatch Mtns, West-Central",100.0,35.0,11.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,
2024,2025,24_black_bear_report.pdf,3,black_bear_unit_harvest_2024,Black Bear,,,11.0,,,18.0,,,,Yellowstone 22 9 2 0 11 50 18 55 0,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_harvest_2024,,,,9.0,2.0,0.0,55.0,,,,,,Yellowstone,22.0,50.0,0.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,
2024,2025,24_black_bear_report.pdf,4,black_bear_hunt_code_harvest_2024,Black Bear,,,7.0,70.0,,,,,,BR7000 Beaver 10 6 1 7 70,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,70.0,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_hunt_code_harvest_2024,Beaver,BR7000,,6.0,1.0,,,,,,,,Beaver,,,,10.0,spring,limited_entry_spring,,,,,,,,,,,,,,,,,,,,,,,
2024,2025,24_black_bear_report.pdf,4,black_bear_hunt_code_harvest_2024,Black Bear,,,12.0,29.0,,,,,,"BR7001 Book Cliffs, Bitter Creek/South 41 12 0 12 29",950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,29.0,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_hunt_code_harvest_2024,"Book Cliffs, Bitter Creek/South",BR7001,,12.0,0.0,,,,,,,,"Book Cliffs, Bitter Creek/South",,,,41.0,spring,limited_entry_spring,,,,,,,,,,,,,,,,,,,,,,,
2024,2025,24_black_bear_report.pdf,4,black_bear_hunt_code_harvest_2024,Black Bear,,,0.0,0.0,,,,,,"BR7224 Book Cliffs, Little Creek Roadless 9 0 0 0 0",950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,0.0,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_hunt_code_harvest_2024,"Book Cliffs, Little Creek Roadless",BR7224,,0.0,0.0,,,,,,,,"Book Cliffs, Little Creek Roadless",,,,9.0,spring,limited_entry_spring,,,,,,,,,,,,,,,,,,,,,,,
2024,2025,24_black_bear_report.pdf,4,black_bear_hunt_code_harvest_2024,Black Bear,,,3.0,12.0,,,,,,BR7012 Boulder/Kaiparowits 25 2 1 3 12,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,12.0,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_hunt_code_harvest_2024,Boulder/Kaiparowits,BR7012,,2.0,1.0,,,,,,,,Boulder/Kaiparowits,,,,25.0,spring,limited_entry_spring,,,,,,,,,,,,,,,,,,,,,,,
2024,2025,24_black_bear_report.pdf,4,black_bear_hunt_code_harvest_2024,Black Bear,,,1.0,50.0,,,,,,BR7017 Cache/Ogden 2 0 1 1 50,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,50.0,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_hunt_code_harvest_2024,Cache/Ogden,BR7017,,0.0,1.0,,,,,,,,Cache/Ogden,,,,2.0,spring,limited_entry_spring,,,,,,,,,,,,,,,,,,,,,,,
2024,2025,24_black_bear_report.pdf,4,black_bear_hunt_code_harvest_2024,Black Bear,,,0.0,0.0,,,,,,BR7019 Chalk Creek/East Canyon/Morgan-South Rich 5 0 0 0 0,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,0.0,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_hunt_code_harvest_2024,Chalk Creek/East Canyon/Morgan-South Rich,BR7019,,0.0,0.0,,,,,,,,Chalk Creek/East Canyon/Morgan-South Rich,,,,5.0,spring,limited_entry_spring,,,,,,,,,,,,,,,,,,,,,,,
2024,2025,24_black_bear_report.pdf,4,black_bear_hunt_code_harvest_2024,Black Bear,,,1.0,8.0,,,,,,BR7015 Diamond Mtn/Vernal/Bonanza 12 1 0 1 8,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,8.0,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_hunt_code_harvest_2024,Diamond Mtn/Vernal/Bonanza,BR7015,,1.0,0.0,,,,,,,,Diamond Mtn/Vernal/Bonanza,,,,12.0,spring,limited_entry_spring,,,,,,,,,,,,,,,,,,,,,,,
2024,2025,24_black_bear_report.pdf,4,black_bear_hunt_code_harvest_2024,Black Bear,,,0.0,0.0,,,,,,"BR7007 Fillmore, Pahvant 1 0 0 0 0",950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,0.0,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_hunt_code_harvest_2024,"Fillmore, Pahvant",BR7007,,0.0,0.0,,,,,,,,"Fillmore, Pahvant",,,,1.0,spring,limited_entry_spring,,,,,,,,,,,,,,,,,,,,,,,
2024,2025,24_black_bear_report.pdf,4,black_bear_hunt_code_harvest_2024,Black Bear,,,4.0,57.0,,,,,,BR7013 Fishlake/Thousand Lakes 7 4 0 4 57,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,57.0,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_hunt_code_harvest_2024,Fishlake/Thousand Lakes,BR7013,,4.0,0.0,,,,,,,,Fishlake/Thousand Lakes,,,,7.0,spring,limited_entry_spring,,,,,,,,,,,,,,,,,,,,,,,
2024,2025,24_black_bear_report.pdf,4,black_bear_hunt_code_harvest_2024,Black Bear,,,0.0,0.0,,,,,,"BR7018 Kamas/North Slope, Summit 5 0 0 0 0",950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,0.0,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_hunt_code_harvest_2024,"Kamas/North Slope, Summit",BR7018,,0.0,0.0,,,,,,,,"Kamas/North Slope, Summit",,,,5.0,spring,limited_entry_spring,,,,,,,,,,,,,,,,,,,,,,,
2024,2025,24_black_bear_report.pdf,4,black_bear_hunt_code_harvest_2024,Black Bear,,,22.0,49.0,,,,,,BR7008 La Sal 41 12 8 22 49,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,49.0,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_hunt_code_harvest_2024,La Sal,BR7008,,12.0,8.0,,,,,,,,La Sal,,,,41.0,spring,limited_entry_spring,,,,,,,,,,,,,,,,,,,,,,,
2024,2025,24_black_bear_report.pdf,4,black_bear_hunt_code_harvest_2024,Black Bear,,,6.0,32.0,,,,,,"BR7003 Manti, North 19 4 2 6 32",950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,32.0,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_hunt_code_harvest_2024,"Manti, North",BR7003,,4.0,2.0,,,,,,,,"Manti, North",,,,19.0,spring,limited_entry_spring,,,,,,,,,,,,,,,,,,,,,,,
2024,2025,24_black_bear_report.pdf,4,black_bear_hunt_code_harvest_2024,Black Bear,,,5.0,63.0,,,,,,"BR7004 Manti, South/San Rafael, North 8 5 0 5 63",950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,63.0,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_hunt_code_harvest_2024,"Manti, South/San Rafael, North",BR7004,,5.0,0.0,,,,,,,,"Manti, South/San Rafael, North",,,,8.0,spring,limited_entry_spring,,,,,,,,,,,,,,,,,,,,,,,
2024,2025,24_black_bear_report.pdf,4,black_bear_hunt_code_harvest_2024,Black Bear,,,0.0,0.0,,,,,,BR7020 Monroe 1 0 0 0 0,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,0.0,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_hunt_code_harvest_2024,Monroe,BR7020,,0.0,0.0,,,,,,,,Monroe,,,,1.0,spring,limited_entry_spring,,,,,,,,,,,,,,,,,,,,,,,
2024,2025,24_black_bear_report.pdf,4,black_bear_hunt_code_harvest_2024,Black Bear,,,0.0,0.0,,,,,,BR7009 Mt Dutton 2 0 0 0 0,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,0.0,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_hunt_code_harvest_2024,Mt Dutton,BR7009,,0.0,0.0,,,,,,,,Mt Dutton,,,,2.0,spring,limited_entry_spring,,,,,,,,,,,,,,,,,,,,,,,
2024,2025,24_black_bear_report.pdf,4,black_bear_hunt_code_harvest_2024,Black Bear,,,2.0,33.0,,,,,,BR7005 Nebo 6 2 0 2 33,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,33.0,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_hunt_code_harvest_2024,Nebo,BR7005,,2.0,0.0,,,,,,,,Nebo,,,,6.0,spring,limited_entry_spring,,,,,,,,,,,,,,,,,,,,,,,
2024,2025,24_black_bear_report.pdf,4,black_bear_hunt_code_harvest_2024,Black Bear,,,2.0,29.0,,,,,,BR7010 Panguitch Lake/Zion 7 2 0 2 29,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,29.0,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_hunt_code_harvest_2024,Panguitch Lake/Zion,BR7010,,2.0,0.0,,,,,,,,Panguitch Lake/Zion,,,,7.0,spring,limited_entry_spring,,,,,,,,,,,,,,,,,,,,,,,
2024,2025,24_black_bear_report.pdf,4,black_bear_hunt_code_harvest_2024,Black Bear,,,0.0,0.0,,,,,,BR7011 Paunsaugunt 3 0 0 0 0,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,0.0,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_hunt_code_harvest_2024,Paunsaugunt,BR7011,,0.0,0.0,,,,,,,,Paunsaugunt,,,,3.0,spring,limited_entry_spring,,,,,,,,,,,,,,,,,,,,,,,
2024,2025,24_black_bear_report.pdf,4,black_bear_hunt_code_harvest_2024,Black Bear,,,14.0,33.0,,,,,,BR7014 San Juan 42 10 4 14 33,950e92f6b02dd6477620505e7a95c5a7a8709b8782093101df6d6fe1e9f64cf7,33.0,24_black_bear_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_hunt_code_harvest_2024,San Juan,BR7014,,10.0,4.0,,,,,,,,San Juan,,,,42.0,spring,limited_entry_spring,,,,,,,,,,,,,,,,,,,,,,,
