reported_hunt_year,model_target_year,source_file,source_page,source_family,species,unit_context,unit_code,table_year_start,table_year_end,permits_issued,harvest_male,harvest_female,harvest_total,percent_permits_filled,percent_female,percent_adult_male,mean_age,depredation_male,depredation_female,total_harvest_mortality,raw_line,source_sha256
2005,2006,24_black_bear_mortality_report.pdf,9,black_bear_unit_mortality_history,Black Bear,Diamond Mtn/Vernal/Bonanza,9bcd,2002,2024,12.0,6.0,1.0,7.0,58.0,14.0,,7.3,0,0,7,2005 12 6 1 7 58 14 — 7.3 0 0 7,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2006,2007,24_black_bear_mortality_report.pdf,9,black_bear_unit_mortality_history,Black Bear,Diamond Mtn/Vernal/Bonanza,9bcd,2002,2024,10.0,4.0,2.0,6.0,60.0,33.0,,7.8,0,0,6,2006 10 4 2 6 60 33 — 7.8 0 0 6,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2007,2008,24_black_bear_mortality_report.pdf,9,black_bear_unit_mortality_history,Black Bear,Diamond Mtn/Vernal/Bonanza,9bcd,2002,2024,12.0,6.0,2.0,8.0,67.0,25.0,,7.8,1,2,11,2007 12 6 2 8 67 25 — 7.8 1 2 11,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2008,2009,24_black_bear_mortality_report.pdf,9,black_bear_unit_mortality_history,Black Bear,Diamond Mtn/Vernal/Bonanza,9bcd,2002,2024,16.0,9.0,1.0,10.0,63.0,10.0,,3.7,1,0,11,2008 16 9 1 10 63 10 — 3.7 1 0 11,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2009,2010,24_black_bear_mortality_report.pdf,9,black_bear_unit_mortality_history,Black Bear,Diamond Mtn/Vernal/Bonanza,9bcd,2002,2024,18.0,7.0,2.0,9.0,50.0,22.0,56.0,5.3,0,0,9,2009 18 7 2 9 50 22 56 5.3 0 0 9,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2010,2011,24_black_bear_mortality_report.pdf,9,black_bear_unit_mortality_history,Black Bear,Diamond Mtn/Vernal/Bonanza,9bcd,2002,2024,23.0,6.0,5.0,11.0,48.0,45.0,27.0,4.3,0,2,13,2010 23 6 5 11 48 45 27 4.3 0 2 13,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2011,2012,24_black_bear_mortality_report.pdf,9,black_bear_unit_mortality_history,Black Bear,Diamond Mtn/Vernal/Bonanza,9bcd,2002,2024,23.0,6.0,1.0,7.0,30.0,14.0,29.0,3.9,4,3,14,2011 23 6 1 7 30 14 29 3.9 4 3 14,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2012,2013,24_black_bear_mortality_report.pdf,9,black_bear_unit_mortality_history,Black Bear,Diamond Mtn/Vernal/Bonanza,9bcd,2002,2024,30.0,6.0,7.0,13.0,43.0,54.0,38.0,6.2,4,2,19,2012 30 6 7 13 43 54 38 6.2 4 2 19,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2013,2014,24_black_bear_mortality_report.pdf,9,black_bear_unit_mortality_history,Black Bear,Diamond Mtn/Vernal/Bonanza,9bcd,2002,2024,31.0,7.0,8.0,15.0,48.0,53.0,13.0,8.0,1,0,16,2013 31 7 8 15 48 53 13 8.0 1 0 16,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2014,2015,24_black_bear_mortality_report.pdf,9,black_bear_unit_mortality_history,Black Bear,Diamond Mtn/Vernal/Bonanza,9bcd,2002,2024,31.0,9.0,7.0,16.0,52.0,44.0,31.0,7.0,4,4,24,2014 31 9 7 16 52 44 31 7.0 4 4 24,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2015,2016,24_black_bear_mortality_report.pdf,9,black_bear_unit_mortality_history,Black Bear,Diamond Mtn/Vernal/Bonanza,9bcd,2002,2024,31.0,7.0,8.0,15.0,48.0,53.0,36.0,6.7,2,1,18,2015 31 7 8 15 48 53 36 6.7 2 1 18,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2016,2017,24_black_bear_mortality_report.pdf,9,black_bear_unit_mortality_history,Black Bear,Diamond Mtn/Vernal/Bonanza,9bcd,2002,2024,31.0,8.0,5.0,13.0,42.0,38.0,31.0,5.6,0,0,13,2016 31 8 5 13 42 38 31 5.6 0 0 13,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2017,2018,24_black_bear_mortality_report.pdf,9,black_bear_unit_mortality_history,Black Bear,Diamond Mtn/Vernal/Bonanza,9bcd,2002,2024,31.0,12.0,5.0,17.0,55.0,29.0,19.0,5.3,1,0,18,2017 31 12 5 17 55 29 19 5.3 1 0 18,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2018,2019,24_black_bear_mortality_report.pdf,9,black_bear_unit_mortality_history,Black Bear,Diamond Mtn/Vernal/Bonanza,9bcd,2002,2024,31.0,11.0,7.0,18.0,58.0,39.0,24.0,5.1,1,0,19,2018 31 11 7 18 58 39 24 5.1 1 0 19,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2019,2020,24_black_bear_mortality_report.pdf,9,black_bear_unit_mortality_history,Black Bear,Diamond Mtn/Vernal/Bonanza,9bcd,2002,2024,36.0,11.0,8.0,19.0,53.0,42.0,22.0,5.2,3,0,22,2019 36 11 8 19 53 42 22 5.2 3 0 22,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2020,2021,24_black_bear_mortality_report.pdf,9,black_bear_unit_mortality_history,Black Bear,Diamond Mtn/Vernal/Bonanza,9bcd,2002,2024,35.0,19.0,5.0,24.0,69.0,21.0,30.0,4.2,5,1,30,2020 35 19 5 24 69 21 30 4.2 5 1 30,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2021,2022,24_black_bear_mortality_report.pdf,9,black_bear_unit_mortality_history,Black Bear,Diamond Mtn/Vernal/Bonanza,9bcd,2002,2024,38.0,12.0,8.0,20.0,53.0,40.0,35.0,5.0,1,1,22,2021 38 12 8 20 53 40 35 5.0 1 1 22,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2022,2023,24_black_bear_mortality_report.pdf,9,black_bear_unit_mortality_history,Black Bear,Diamond Mtn/Vernal/Bonanza,9bcd,2002,2024,41.0,9.0,10.0,19.0,46.0,53.0,17.0,6.3,6,1,26,2022 41 9 10 19 46 53 17 6.3 6 1 26,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2023,2024,24_black_bear_mortality_report.pdf,9,black_bear_unit_mortality_history,Black Bear,Diamond Mtn/Vernal/Bonanza,9bcd,2002,2024,41.0,4.0,14.0,18.0,44.0,78.0,11.0,7.2,3,1,22,2023 41 4 14 18 44 78 11 7.2 3 1 22,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2024,2025,24_black_bear_mortality_report.pdf,9,black_bear_unit_mortality_history,Black Bear,Diamond Mtn/Vernal/Bonanza,9bcd,2002,2024,41.0,6.0,5.0,11.0,27.0,45.0,0.0,4.2,5,1,18,2024 41 6 5 11 27 45 0 4.2 5 1* 18,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2012,2013,24_black_bear_mortality_report.pdf,10,black_bear_unit_mortality_history,Black Bear,"Fillmore, Pahvant",21b,2012,2024,2.0,0.0,0.0,0.0,0.0,,,,0,0,0,2012 2 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2013,2014,24_black_bear_mortality_report.pdf,10,black_bear_unit_mortality_history,Black Bear,"Fillmore, Pahvant",21b,2012,2024,2.0,0.0,0.0,0.0,0.0,,,,0,0,0,2013 2 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2014,2015,24_black_bear_mortality_report.pdf,10,black_bear_unit_mortality_history,Black Bear,"Fillmore, Pahvant",21b,2012,2024,2.0,0.0,0.0,0.0,0.0,,,,0,0,0,2014 2 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2015,2016,24_black_bear_mortality_report.pdf,10,black_bear_unit_mortality_history,Black Bear,"Fillmore, Pahvant",21b,2012,2024,2.0,1.0,0.0,1.0,50.0,0.0,0.0,3.0,0,0,1,2015 2 1 0 1 50 0 0 3.0 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2016,2017,24_black_bear_mortality_report.pdf,10,black_bear_unit_mortality_history,Black Bear,"Fillmore, Pahvant",21b,2012,2024,2.0,1.0,0.0,1.0,50.0,0.0,100.0,15.0,0,0,1,2016 2 1 0 1 50 0 100 15.0 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2017,2018,24_black_bear_mortality_report.pdf,10,black_bear_unit_mortality_history,Black Bear,"Fillmore, Pahvant",21b,2012,2024,2.0,0.0,1.0,1.0,50.0,100.0,0.0,2.0,0,0,1,2017 2 0 1 1 50 100 0 2.0 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2018,2019,24_black_bear_mortality_report.pdf,10,black_bear_unit_mortality_history,Black Bear,"Fillmore, Pahvant",21b,2012,2024,2.0,0.0,0.0,0.0,0.0,,,,0,0,0,2018 2 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2019,2020,24_black_bear_mortality_report.pdf,10,black_bear_unit_mortality_history,Black Bear,"Fillmore, Pahvant",21b,2012,2024,2.0,0.0,0.0,0.0,0.0,,,,0,0,0,2019 2 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2020,2021,24_black_bear_mortality_report.pdf,10,black_bear_unit_mortality_history,Black Bear,"Fillmore, Pahvant",21b,2012,2024,1.0,0.0,0.0,0.0,0.0,,,,0,0,0,2020 1 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2021,2022,24_black_bear_mortality_report.pdf,10,black_bear_unit_mortality_history,Black Bear,"Fillmore, Pahvant",21b,2012,2024,2.0,0.0,0.0,0.0,0.0,,,,0,0,0,2021 2 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2022,2023,24_black_bear_mortality_report.pdf,10,black_bear_unit_mortality_history,Black Bear,"Fillmore, Pahvant",21b,2012,2024,3.0,1.0,0.0,1.0,33.0,0.0,100.0,10.0,0,0,1,2022 3 1 0 1 33 0 100 10.0 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2023,2024,24_black_bear_mortality_report.pdf,10,black_bear_unit_mortality_history,Black Bear,"Fillmore, Pahvant",21b,2012,2024,3.0,1.0,0.0,1.0,33.0,0.0,100.0,6.0,0,0,1,2023 3 1 0 1 33 0 100 6.0 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2024,2025,24_black_bear_mortality_report.pdf,10,black_bear_unit_mortality_history,Black Bear,"Fillmore, Pahvant",21b,2012,2024,3.0,1.0,0.0,1.0,33.0,0.0,0.0,3.0,0,0,1,2024 3 1 0 1 33 0 0 3.0 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1990,1991,24_black_bear_mortality_report.pdf,11,black_bear_unit_mortality_history,Black Bear,Fishlake/Thousand Lakes,25ab,1990,2024,3.0,0.0,0.0,0.0,0.0,,,,0,0,0,1990 3 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1991,1992,24_black_bear_mortality_report.pdf,11,black_bear_unit_mortality_history,Black Bear,Fishlake/Thousand Lakes,25ab,1990,2024,3.0,0.0,0.0,0.0,0.0,,,,0,0,0,1991 3 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1992,1993,24_black_bear_mortality_report.pdf,11,black_bear_unit_mortality_history,Black Bear,Fishlake/Thousand Lakes,25ab,1990,2024,3.0,0.0,0.0,0.0,0.0,,,,0,0,0,1992 3 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1993,1994,24_black_bear_mortality_report.pdf,11,black_bear_unit_mortality_history,Black Bear,Fishlake/Thousand Lakes,25ab,1990,2024,3.0,1.0,0.0,1.0,33.0,0.0,,,1,0,2,1993 3 1 0 1 33 0 — — 1 0 2,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1994,1995,24_black_bear_mortality_report.pdf,11,black_bear_unit_mortality_history,Black Bear,Fishlake/Thousand Lakes,25ab,1990,2024,3.0,0.0,0.0,0.0,0.0,,,,2,1,3,1994 3 0 0 0 0 — — — 2 1 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1995,1996,24_black_bear_mortality_report.pdf,11,black_bear_unit_mortality_history,Black Bear,Fishlake/Thousand Lakes,25ab,1990,2024,4.0,2.0,1.0,3.0,75.0,33.0,,,1,1,5,1995 4 2 1 3 75 33 — — 1 1 5,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1996,1997,24_black_bear_mortality_report.pdf,11,black_bear_unit_mortality_history,Black Bear,Fishlake/Thousand Lakes,25ab,1990,2024,4.0,1.0,2.0,3.0,75.0,67.0,,,0,0,3,1996 4 1 2 3 75 67 — — 0 0 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1997,1998,24_black_bear_mortality_report.pdf,11,black_bear_unit_mortality_history,Black Bear,Fishlake/Thousand Lakes,25ab,1990,2024,4.0,3.0,0.0,3.0,75.0,0.0,,,0,0,3,1997 4 3 0 3 75 0 — — 0 0 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1998,1999,24_black_bear_mortality_report.pdf,11,black_bear_unit_mortality_history,Black Bear,Fishlake/Thousand Lakes,25ab,1990,2024,4.0,1.0,0.0,1.0,25.0,0.0,,,0,0,1,1998 4 1 0 1 25 0 — — 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1999,2000,24_black_bear_mortality_report.pdf,11,black_bear_unit_mortality_history,Black Bear,Fishlake/Thousand Lakes,25ab,1990,2024,4.0,1.0,0.0,1.0,25.0,0.0,,,0,0,1,1999 4 1 0 1 25 0 — — 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2000,2001,24_black_bear_mortality_report.pdf,11,black_bear_unit_mortality_history,Black Bear,Fishlake/Thousand Lakes,25ab,1990,2024,4.0,0.0,0.0,0.0,0.0,,,,0,0,0,2000 4 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2001,2002,24_black_bear_mortality_report.pdf,11,black_bear_unit_mortality_history,Black Bear,Fishlake/Thousand Lakes,25ab,1990,2024,4.0,0.0,0.0,0.0,0.0,,,,1,1,2,2001 4 0 0 0 0 — — — 1 1 2,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2002,2003,24_black_bear_mortality_report.pdf,11,black_bear_unit_mortality_history,Black Bear,Fishlake/Thousand Lakes,25ab,1990,2024,4.0,0.0,1.0,1.0,25.0,100.0,,2.0,0,0,1,2002 4 0 1 1 25 100 — 2.0 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2003,2004,24_black_bear_mortality_report.pdf,11,black_bear_unit_mortality_history,Black Bear,Fishlake/Thousand Lakes,25ab,1990,2024,4.0,3.0,0.0,3.0,75.0,0.0,,5.3,1,0,4,2003 4 3 0 3 75 0 — 5.3 1 0 4,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2004,2005,24_black_bear_mortality_report.pdf,11,black_bear_unit_mortality_history,Black Bear,Fishlake/Thousand Lakes,25ab,1990,2024,6.0,0.0,2.0,2.0,33.0,100.0,,11.5,0,0,2,2004 6 0 2 2 33 100 — 11.5 0 0 2,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2005,2006,24_black_bear_mortality_report.pdf,11,black_bear_unit_mortality_history,Black Bear,Fishlake/Thousand Lakes,25ab,1990,2024,6.0,2.0,0.0,2.0,33.0,0.0,,7.0,1,0,3,2005 6 2 0 2 33 0 — 7.0 1 0 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2006,2007,24_black_bear_mortality_report.pdf,11,black_bear_unit_mortality_history,Black Bear,Fishlake/Thousand Lakes,25ab,1990,2024,6.0,0.0,0.0,0.0,0.0,,,,0,0,0,2006 6 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2007,2008,24_black_bear_mortality_report.pdf,11,black_bear_unit_mortality_history,Black Bear,Fishlake/Thousand Lakes,25ab,1990,2024,6.0,1.0,0.0,1.0,17.0,0.0,,6.0,0,0,1,2007 6 1 0 1 17 0 — 6.0 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2008,2009,24_black_bear_mortality_report.pdf,11,black_bear_unit_mortality_history,Black Bear,Fishlake/Thousand Lakes,25ab,1990,2024,6.0,1.0,0.0,1.0,17.0,0.0,,3.0,0,0,1,2008 6 1 0 1 17 0 — 3.0 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2009,2010,24_black_bear_mortality_report.pdf,11,black_bear_unit_mortality_history,Black Bear,Fishlake/Thousand Lakes,25ab,1990,2024,6.0,2.0,0.0,2.0,33.0,0.0,50.0,5.5,0,0,2,2009 6 2 0 2 33 0 50 5.5 0 0 2,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2010,2011,24_black_bear_mortality_report.pdf,11,black_bear_unit_mortality_history,Black Bear,Fishlake/Thousand Lakes,25ab,1990,2024,6.0,1.0,0.0,1.0,17.0,0.0,0.0,4.0,1,0,2,2010 6 1 0 1 17 0 0 4.0 1 0 2,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2011,2012,24_black_bear_mortality_report.pdf,11,black_bear_unit_mortality_history,Black Bear,Fishlake/Thousand Lakes,25ab,1990,2024,6.0,3.0,1.0,4.0,67.0,25.0,0.0,3.8,0,0,4,2011 6 3 1 4 67 25 0 3.8 0 0 4,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2012,2013,24_black_bear_mortality_report.pdf,11,black_bear_unit_mortality_history,Black Bear,Fishlake/Thousand Lakes,25ab,1990,2024,7.0,2.0,1.0,3.0,43.0,33.0,0.0,3.7,0,0,3,2012 7 2 1 3 43 33 0 3.7 0 0 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2013,2014,24_black_bear_mortality_report.pdf,11,black_bear_unit_mortality_history,Black Bear,Fishlake/Thousand Lakes,25ab,1990,2024,7.0,3.0,0.0,3.0,43.0,0.0,0.0,2.3,0,0,3,2013 7 3 0 3 43 0 0 2.3 0 0 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2014,2015,24_black_bear_mortality_report.pdf,11,black_bear_unit_mortality_history,Black Bear,Fishlake/Thousand Lakes,25ab,1990,2024,7.0,3.0,0.0,3.0,43.0,0.0,50.0,5.5,0,0,3,2014 7 3 0 3 43 0 50 5.5 0 0 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2015,2016,24_black_bear_mortality_report.pdf,11,black_bear_unit_mortality_history,Black Bear,Fishlake/Thousand Lakes,25ab,1990,2024,8.0,2.0,1.0,3.0,38.0,33.0,0.0,3.0,0,0,3,2015 8 2 1 3 38 33 0 3.0 0 0 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2016,2017,24_black_bear_mortality_report.pdf,11,black_bear_unit_mortality_history,Black Bear,Fishlake/Thousand Lakes,25ab,1990,2024,9.0,5.0,3.0,8.0,89.0,38.0,14.0,3.3,1,0,9,2016 9 5 3 8 89 38 14 3.3 1 0 9,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2017,2018,24_black_bear_mortality_report.pdf,11,black_bear_unit_mortality_history,Black Bear,Fishlake/Thousand Lakes,25ab,1990,2024,9.0,5.0,1.0,6.0,67.0,17.0,50.0,3.7,0,0,6,2017 9 5 1 6 67 17 50 3.7 0 0 6,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2018,2019,24_black_bear_mortality_report.pdf,11,black_bear_unit_mortality_history,Black Bear,Fishlake/Thousand Lakes,25ab,1990,2024,10.0,4.0,1.0,5.0,50.0,20.0,60.0,5.6,1,0,6,2018 10 4 1 5 50 20 60 5.6 1 0 6,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2019,2020,24_black_bear_mortality_report.pdf,11,black_bear_unit_mortality_history,Black Bear,Fishlake/Thousand Lakes,25ab,1990,2024,13.0,4.0,1.0,5.0,38.0,20.0,25.0,3.5,1,0,7,2019 13 4 1 5 38 20 25 3.5 1 0 7*,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2020,2021,24_black_bear_mortality_report.pdf,11,black_bear_unit_mortality_history,Black Bear,Fishlake/Thousand Lakes,25ab,1990,2024,14.0,10.0,3.0,13.0,93.0,23.0,38.0,6.2,0,1,14,2020 14 10 3 13 93 23 38 6.2 0 1 14,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2021,2022,24_black_bear_mortality_report.pdf,11,black_bear_unit_mortality_history,Black Bear,Fishlake/Thousand Lakes,25ab,1990,2024,14.0,6.0,2.0,8.0,57.0,25.0,75.0,6.0,0,1,9,2021 14 6 2 8 57 25 75 6.0 0 1 9,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2022,2023,24_black_bear_mortality_report.pdf,11,black_bear_unit_mortality_history,Black Bear,Fishlake/Thousand Lakes,25ab,1990,2024,20.0,9.0,4.0,13.0,65.0,31.0,25.0,3.5,0,0,13,2022 20 9 4 13 65 31 25 3.5 0 0 13,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2023,2024,24_black_bear_mortality_report.pdf,11,black_bear_unit_mortality_history,Black Bear,Fishlake/Thousand Lakes,25ab,1990,2024,20.0,4.0,4.0,8.0,40.0,50.0,0.0,4.3,0,0,8,2023 20 4 4 8 40 50 0 4.3 0 0 8,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2024,2025,24_black_bear_mortality_report.pdf,11,black_bear_unit_mortality_history,Black Bear,Fishlake/Thousand Lakes,25ab,1990,2024,20.0,8.0,4.0,12.0,60.0,33.0,18.0,3.5,0,0,12,2024 20 8 4 12 60 33 18 3.5 0 0 12,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2000,2001,24_black_bear_mortality_report.pdf,12,black_bear_unit_mortality_history,Black Bear,Kaiparowits,26,2000,2003,1.0,1.0,0.0,1.0,100.0,,0.0,4.0,0,0,1,2000 1 1 0 1 100 — 0 4.0 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2001,2002,24_black_bear_mortality_report.pdf,12,black_bear_unit_mortality_history,Black Bear,Kaiparowits,26,2000,2003,1.0,0.0,0.0,0.0,0.0,,,,0,0,0,2001 1 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2002,2003,24_black_bear_mortality_report.pdf,12,black_bear_unit_mortality_history,Black Bear,Kaiparowits,26,2000,2003,1.0,0.0,0.0,0.0,0.0,,,,3,0,3,2002 1 0 0 0 0 — — — 3 0 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2003,2004,24_black_bear_mortality_report.pdf,12,black_bear_unit_mortality_history,Black Bear,Kaiparowits,26,2000,2003,1.0,0.0,1.0,1.0,100.0,,100.0,13.0,0,0,1,2003 1 0 1 1 100 — 100 13.0 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2019,2020,24_black_bear_mortality_report.pdf,12,black_bear_unit_mortality_history,Black Bear,"Kamas/North Slope, Summit",7/8a,2019,2024,21.0,3.0,5.0,8.0,38.0,63.0,13.0,4.4,0,0,8,2019 21 3 5 8 38 63 13 4.4 0 0 8,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2020,2021,24_black_bear_mortality_report.pdf,12,black_bear_unit_mortality_history,Black Bear,"Kamas/North Slope, Summit",7/8a,2019,2024,28.0,9.0,4.0,13.0,46.0,31.0,23.0,7.0,1,1,15,2020 28 9 4 13 46 31 23 7.0 1 1 15,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2021,2022,24_black_bear_mortality_report.pdf,12,black_bear_unit_mortality_history,Black Bear,"Kamas/North Slope, Summit",7/8a,2019,2024,30.0,2.0,9.0,11.0,37.0,82.0,0.0,5.0,1,0,12,2021 30 2 9 11 37 82 0 5.0 1 0 12,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2022,2023,24_black_bear_mortality_report.pdf,12,black_bear_unit_mortality_history,Black Bear,"Kamas/North Slope, Summit",7/8a,2019,2024,22.0,3.0,2.0,5.0,23.0,40.0,0.0,4.2,1,0,6,2022 22 3 2 5 23 40 0 4.2 1 0 6,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2023,2024,24_black_bear_mortality_report.pdf,12,black_bear_unit_mortality_history,Black Bear,"Kamas/North Slope, Summit",7/8a,2019,2024,22.0,2.0,2.0,4.0,18.0,50.0,25.0,4.8,0,0,4,2023 22 2 2 4 18 50 25 4.8 0 0 4,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
