source_no,permit_class,source_year_range,model_target_year,species_raw,species,hunt_family,area,condition,value,organization,permit_total,source_file,allocation_cycle_years,permit_applies_each_year,permit_count_per_year,permit_year_instances_2025_2027,permit_count_2025,permit_count_2026,permit_count_2027,interpretation
207,conservation,2025-2027,2026,Elk,Elk,Elk,Wasatch Mtns,Muzzleloader,20166.67,MDF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
208,conservation,2025-2027,2026,Elk,Elk,Elk,Statewide,,195000.0,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
209,conservation,2025-2027,2026,Moose,Moose,Moose,Cache,Any Legal Weapon,44666.67,UCWF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
210,conservation,2025-2027,2026,Moose,Moose,Moose,"North Slope, Summit",Any Legal Weapon,32666.67,SCI,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
211,conservation,2025-2027,2026,Moose,Moose,Moose,"North Slope, Summit",Any Legal Weapon,32666.67,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
212,conservation,2025-2027,2026,Moose,Moose,Moose,Wasatch Mtns/Central Mtns,Any Legal Weapon,35541.67,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
213,conservation,2025-2027,2026,Moose,Moose,Moose,Statewide,,64000.0,RMEF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
214,conservation,2025-2027,2026,Mountain Goat,Mountain Goat,Mountain Goat,Beaver (early),"Any Legal Weapon, early",32000.0,UWSF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
215,conservation,2025-2027,2026,Mountain Goat,Mountain Goat,Mountain Goat,High Uintas West,Any Legal Weapon,31000.0,RMEF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
216,conservation,2025-2027,2026,Mountain Goat,Mountain Goat,Mountain Goat,"La Sal, La Sal Mtns",Any Legal Weapon,22666.67,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
217,conservation,2025-2027,2026,Mountain Goat,Mountain Goat,Mountain Goat,Nebo,Any Legal Weapon,22666.67,UWSF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
218,conservation,2025-2027,2026,Mountain Goat,Mountain Goat,Mountain Goat,Nebo,Archery,16000.0,UAA,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
219,conservation,2025-2027,2026,Mountain Goat,Mountain Goat,Mountain Goat,"Wasatch Mtns, Timpanogos",Any Legal Weapon,21666.67,SCI,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
220,conservation,2025-2027,2026,Mountain Goat,Mountain Goat,Mountain Goat,Statewide,,59166.67,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
221,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Beaver,Hunter's Choice,5641.67,UAA,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
222,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Beaver,Hunter's Choice,5641.67,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
223,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Book Cliffs, Bitter Creek",Any Legal Weapon,3275.0,DSC,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
224,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Book Cliffs, Bitter Creek",Any Legal Weapon,3275.0,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
225,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Book Cliffs, Bitter Creek",Any Legal Weapon,3275.0,MDF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
226,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Book Cliffs, South",Any Legal Weapon,4833.33,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
227,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Book Cliffs, South",Any Legal Weapon,4833.33,MDF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
228,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Box Elder, Promontory",Any Legal Weapon,3833.33,MDF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
229,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Box Elder, Puddle Valley",Any Legal Weapon,4916.67,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
230,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Box Elder, Snowville",Any Legal Weapon,2858.33,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
231,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Box Elder, Snowville",Any Legal Weapon,2858.33,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
232,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Box Elder, West",Any Legal Weapon,2758.33,UHA,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
233,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Box Elder, West",Any Legal Weapon,2758.33,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
234,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Fillmore, Oak Creek South",Any Legal Weapon,10833.33,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
235,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Fillmore, Oak Creek South",Any Legal Weapon,10833.33,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
236,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Fillmore, Oak Creek South",Any Legal Weapon,10833.33,MDF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
237,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"La Sal, Potash/South Cisco",Any Legal Weapon,2750.0,UHA,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
238,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Mt Dutton/Paunsaugunt,Any Legal Weapon,3491.67,MDF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
239,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Mt Dutton/Paunsaugunt,Any Legal Weapon,3491.67,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
240,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Nine Mile, Anthro-Myton Bench",Any Legal Weapon,4133.33,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
241,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Nine Mile, Anthro-Myton Bench",Any Legal Weapon,4133.33,WCF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
242,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Nine Mile, Anthro-Myton Bench",Any Legal Weapon,4133.33,MDF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
243,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Nine Mile, Anthro-Myton Bench",Any Legal Weapon,4133.33,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
244,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Nine Mile, Anthro-Myton Bench",Any Legal Weapon,4133.33,WCF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
245,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Nine Mile, Anthro-Myton Bench",Any Legal Weapon,4133.33,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
246,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Nine Mile, Anthro-Myton Bench",Any Legal Weapon,4133.33,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
247,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Nine Mile, Range Creek",Any Legal Weapon,7416.67,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
248,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"North Slope, Summit",Any Legal Weapon,5000.0,MDF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
249,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"North Slope, Three Corners/West Daggett",Any Legal Weapon,4791.67,MDF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
250,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"North Slope, Three Corners/West Daggett",Any Legal Weapon,4791.67,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
251,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"North Slope, Three Corners/West Daggett",Any Legal Weapon,4791.67,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
252,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Panguitch Lake/Zion, North",Any Legal Weapon,3583.33,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
253,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Panguitch Lake/Zion, North",Any Legal Weapon,3583.33,MDF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
254,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Parker Mtn,Any Legal Weapon,5000.0,MDF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
255,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Parker Mtn,Any Legal Weapon,5000.0,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
256,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Parker Mtn,Any Legal Weapon,5000.0,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
257,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Parker Mtn,Any Legal Weapon,5000.0,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
258,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Pine Valley,Any Legal Weapon,4416.67,MDF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
259,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Pine Valley,Any Legal Weapon,4416.67,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
260,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"San Rafael, North",Any Legal Weapon,10002.78,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
261,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"San Rafael, North",Any Legal Weapon,10002.78,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
262,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"San Rafael, North",Any Legal Weapon,10002.78,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
263,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"San Rafael, North",Any Legal Weapon,10002.78,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
264,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"San Rafael, North",Any Legal Weapon,10002.78,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
265,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Southwest Desert,Any Legal Weapon,5777.08,DSC,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
266,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Southwest Desert,Any Legal Weapon,5777.08,UAA,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
267,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Southwest Desert,Any Legal Weapon,5777.08,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
268,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Southwest Desert,Any Legal Weapon,5777.08,MDF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
269,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Southwest Desert,Any Legal Weapon,5777.08,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
270,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Southwest Desert,Any Legal Weapon,5777.08,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
271,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Southwest Desert,Any Legal Weapon,5777.08,MDF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
272,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Southwest Desert,Any Legal Weapon,5777.08,RMEF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
273,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Vernal,Any Legal Weapon,5388.89,WCF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
274,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Vernal,Any Legal Weapon,5388.89,WCF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
275,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Vernal,Any Legal Weapon,5388.89,SCI,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
276,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Vernal,Any Legal Weapon,5388.89,MDF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
277,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Vernal,Any Legal Weapon,5388.89,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
278,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"West Desert, Riverbed",Any Legal Weapon,7458.33,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
279,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"West Desert, Riverbed",Any Legal Weapon,7458.33,MDF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
280,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"West Desert, Riverbed",Any Legal Weapon,7458.33,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
281,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"West Desert, Riverbed",Any Legal Weapon,7458.33,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
282,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"West Desert, Rush Valley",Any Legal Weapon,4666.67,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
283,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"West Desert, Rush Valley",Any Legal Weapon,4666.67,MDF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
284,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"West Desert, Snake Valley",Any Legal Weapon,5755.56,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
285,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"West Desert, Snake Valley",Any Legal Weapon,5755.56,MDF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
286,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"West Desert, Snake Valley",Any Legal Weapon,5755.56,RMEF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
287,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"West Desert, Snake Valley",Any Legal Weapon,5755.56,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
288,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"West Desert, Snake Valley",Any Legal Weapon,5755.56,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
289,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Statewide,,33666.67,MDF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
290,conservation,2025-2027,2026,Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,"Book Cliffs, South",Any Legal Weapon,208333.33,UWSF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
291,conservation,2025-2027,2026,Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,"Box Elder, Newfoundland Mtns (early)",Any Legal Weapon,133333.33,UWSF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
292,conservation,2025-2027,2026,Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,"Box Elder, Newfoundland Mtns (late)",Any Legal Weapon,117000.0,UWSF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
293,conservation,2025-2027,2026,Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,"Fillmore, Oak Creek (late)",Any Legal Weapon,105000.0,UWSF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
294,conservation,2025-2027,2026,Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,"Nine Mile, Gray Canyon",Any Legal Weapon,225000.0,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
295,conservation,2025-2027,2026,Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,Statewide,,230000.0,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
296,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Central Area,Multiseason,795.83,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
297,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Central Area,Multiseason,795.83,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
298,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Central Area,Multiseason,795.83,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
299,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Central Area,Multiseason,795.83,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
300,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Central Area,Multiseason,795.83,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
301,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Central Area,Multiseason,795.83,MDF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
302,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Central Area,Multiseason,795.83,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
303,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Central Area,Multiseason,795.83,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
