hunt_code,boundary_id,hunt_name,sex_type,species,weapon,hunt_type,season,permits_2026_res,permits_2026_nr,permits_2026_total,NOTES,,permits_year_res,permits_year_nr,permits_year_total,permits_2026_source,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_source,permit_allotment_2026_source_file,permit_allotment_2026_status
DB1245,573,Guildersleeve CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,,,,,,,,,,,,
EA1138,573,Guildersleeve CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,20,0,20,,,,,,,,,,,,
EB3523,573,Guildersleeve CWMU,Bull,Elk,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,2,0,2,,,,,600,,,,,,,
DB1286,574,Pisgah Mountain CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,,,,,500,,,,,,,
DB1207,575,Bear Springs CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,,,,,600,,,,,,,
EA1198,575,Bear Springs CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,2,0,2,,,,,100,,,,,,,
EB3503,575,Bear Springs CWMU,Bull,Elk,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,,,,,2000,,,,,,,
EA1164,576,SJ Ranch CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,6,0,6,,,,,250,,,,,,,
EB3551,576,SJ Ranch CWMU,Bull,Elk,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,,,,,70,,,,,,,
DB1246,577,Hardscrabble CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,,,,,50,,,,,,,
EA1139,577,Hardscrabble CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,10,0,10,,,,,300,,,,,,,
EB3524,577,Hardscrabble CWMU,Bull,Elk,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,2,0,2,,,,,400,,,,,,,
MB6251,577,Hardscrabble CWMU,Bull,Moose,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,,,,,2000,,,,,,,
DB1290,578,Skull Crack CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,,,,,400,,,,,,,
EA1165,578,Skull Crack CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,15,0,15,,,,,100,,,,,,,
EB3552,578,Skull Crack CWMU,Bull,Elk,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,,,,,275,,,,,,,
MB6219,578,Skull Crack CWMU,Bull,Moose,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,,,,,75,,,,,,,
DB1238,579,Folley Ridge CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,3,0,3,,,,,75,,,,,,,
EA1135,579,Folley Ridge CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,20,0,20,,,,,60,,,,,,,
EB3520,579,Folley Ridge CWMU,Bull,Elk,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,2,0,2,,,,,320,,,,,,,
DB1317,580,Jacob's Creek CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,,,,,30,,,,,,,
EB3530,580,Jacob's Creek CWMU,Bull,Elk,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,2,0,2,,,,,200,,,,,,,
MB6258,580,Jacob's Creek CWMU,Bull,Moose,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,,,,,300,,,,,,,
DB1202,581,Antelope Creek CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,,,,,450,,,,,,,
PB5300,581,Antelope Creek CWMU,Buck,Pronghorn,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,4,0,4,,,,,150,,,,,,,
PD1047,581,Antelope Creek CWMU,Doe,Pronghorn,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,6,0,6,,,,,200,,,,,,,
DB1206,582,Bear Mountain CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,,,225,25,250,,,,,,,
EA1120,582,Bear Mountain CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,20,0,20,,,180,20,200,,,,,,,
EB3502,582,Bear Mountain CWMU,Bull,Elk,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,,,54,6,60,,,,,,,
DB1291,585,Skull Valley South CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,,,180,20,200,,,,,,,
PB5309,585,Skull Valley South CWMU,Buck,Pronghorn,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,2,0,2,,,1080,120,1200,,,,,,,
DB1305,586,Wallsburg CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,,,,,150,,,,,,,
EA1175,586,Wallsburg CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,10,0,10,,,,,150,,,,,,,
EB3562,586,Wallsburg CWMU,Bull,Elk,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,,,,,,,,,,,,
DA1012,589,Junction Valley CWMU,Antlerless,Deer,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,15,0,15,,,,,,,,,,,,
DB1256,589,Junction Valley CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,5,0,5,,,,,25,,,,,,,
EB3533,589,Junction Valley CWMU,Bull,Elk,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,,,,,15,,,,,,,
MB6262,589,Junction Valley CWMU,Bull,Moose,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,,,,,10,,,,,,,
PB5346,589,Junction Valley CWMU,Buck,Pronghorn,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,,,,,6,,,,,,,
PB5306,590,Rabbit Creek CWMU,Buck,Pronghorn,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,,,,,16,,,,,,,
DB1275,592,Pine Canyon CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,,,,,6,,,,,,,
DB1215,598,Buckhorn Ranch CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,,,,,16,,,,,,,
DB1203,599,Avintaquin Canyon CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,,,,,750,,,,,,,
EA1233,599,Avintaquin Canyon CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,4,0,4,,,,,,,,,,,,
EB3608,599,Avintaquin Canyon CWMU,Bull,Elk,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,,,,,17,,,,,,,
DB1300,602,Thatcher Mountain CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,,,,,,,,,,,,
PB5305,603,Park Valley CWMU,Buck,Pronghorn,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,,,,,500,,,,,,,
DB1212,604,Bluebell CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,,,22,3,25,,,,,,,
DB1227,606,Deer Haven CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,,,4,0,4,,,,,,,
DB1077,607,Box Elder,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,23,3,26,,,9,1,10,,,,,,,
DB1501,607,Box Elder,Buck,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,1040,,,10,1,11,,,,,,,
DB1531,607,Box Elder,Buck,Deer,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,,,2080,,,148,17,165,,,,,,,
DB1561,607,Box Elder,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,1040,,,19,2,21,,,,,,,
DB1631,607,Box Elder,Buck,Deer,Any Legal Weapon (Early),General Season,Oct 07 2026 - Oct 11 2026,,,1040,,,36,4,40,,,,,,,
DB1770,607,Box Elder,Buck,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,688,,,10,1,11,,,,,,,
LO1501,607,Box Elder,Buck,Deer,Archery,General Season - Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,,19,2,21,,,,,,,
LO1531,607,Box Elder,Buck,Deer,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,2,,,6,1,7,,,,,,,
LO1561,607,Box Elder,Buck,Deer,Muzzleloader,General Season - Private Land Only,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,,,17,2,19,,,,,,,
LO1631,607,Box Elder,Buck,Deer,Any Legal Weapon (Early),General Season - Private Land Only,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,1,,,84,9,93,,,,,,,
MB6012,607,Box Elder,Bull,Moose,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,2,0,2,,,29,3,32,2026_RAC_CURRENT_YEAR_ALLOTMENT,2,0,2,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_bull_moose_permits.csv,RAC_CURRENT_YEAR_SPLIT
DB1054,609,Ogden,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,13,1,14,,,25,3,28,,,,,,,
DB1514,609,Ogden,Buck,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,540,,,130,15,145,,,,,,,
DB1544,609,Ogden,Buck,Deer,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,,,1620,,,9,1,10,,,,,,,
DB1574,609,Ogden,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,540,,,15,2,17,,,,,,,
DB1783,609,Ogden,Buck,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,297,,,3,0,3,,,,,,,
EA1063,609,Ogden,Antlerless,Elk,Any Legal Weapon,General Season,Oct 03 2026 - Oct 25 2026,90,10,100,,,6,1,7,2026_RAC_CURRENT_YEAR_ALLOTMENT,90,10,100,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1064,609,Ogden,Antlerless,Elk,Any Legal Weapon,General Season,Nov 07 2026 - Nov 29 2026,67,8,75,,,3,1,4,2026_RAC_CURRENT_YEAR_ALLOTMENT,67,8,75,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
LO1514,609,Ogden,Buck,Deer,Archery,General Season - Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,,6,1,7,,,,,,,
LO1544,609,Ogden,Buck,Deer,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,2,,,4,0,4,,,,,,,
LO1574,609,Ogden,Buck,Deer,Muzzleloader,General Season - Private Land Only,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,,,6,1,7,,,,,,,
MB6008,609,Ogden,Bull,Moose,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,7,0,7,,,61,7,68,2026_RAC_CURRENT_YEAR_ALLOTMENT,7,0,7,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_bull_moose_permits.csv,RAC_CURRENT_YEAR_SPLIT
BR7324,610,Chalk Creek/East Canyon/Morgan-South Rich,Either Sex,Black Bear,Multiseason,Conservation,"March 29 - May 26, 2025 | Jul 5 - 31, 2025 | Aug 1 - 31, 2025 | Sept 1 - Oct 26, 2025 | Nov 3 - 9, 2025 | Sept 1 - Oct 26, 2025",,,,,,102,11,113,,,,,,,
BR7325,610,Chalk Creek/East Canyon/Morgan-South Rich,Either Sex,Black Bear,Multiseason,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & July 5 - 31 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",1,0,1,,,8,1,9,,,,,,,
DB1030,611,Kamas,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,4,1,5,,,13,2,15,,,,,,,
DB1508,611,Kamas,Buck,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,200,,,6,1,7,,,,,,,
DB1538,611,Kamas,Buck,Deer,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,,,400,,,14,2,16,,,,,,,
DB1568,611,Kamas,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,200,,,24,3,27,,,,,,,
DB1592,611,Kamas,Buck,Deer,Any Legal Weapon (Early),General Season,Oct 07 2026 - Oct 11 2026,,,200,,,3,1,4,,,,,,,
DB1777,611,Kamas,Buck,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,55,,,13,2,15,,,,,,,
EA1033,611,Kamas,Antlerless,Elk,Any Legal Weapon,General Season,Nov 07 2026 - Jan 17 2027,90,10,100,,,8,1,9,2026_RAC_CURRENT_YEAR_ALLOTMENT,90,10,100,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA2033,611,Kamas,Antlerless,Elk,Archery,General Season,Aug 15 2026 - Sept 16 2026,180,20,200,,,13,2,15,2026_RAC_CURRENT_YEAR_ALLOTMENT,180,20,200,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA2040,611,Kamas,Antlerless,Elk,Any Legal Weapon,Private Lands Only,Aug 01 2026 - Jan 31 2027,,,150,,,9,1,10,2026_RAC_CURRENT_YEAR_ALLOTMENT,,,150,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
LO1508,611,Kamas,Buck,Deer,Archery,General Season - Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,,7,1,8,,,,,,,
LO1538,611,Kamas,Buck,Deer,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,2,,,12,1,13,,,,,,,
LO1568,611,Kamas,Buck,Deer,Muzzleloader,General Season - Private Land Only,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,,,34,4,38,,,,,,,
LO1592,611,Kamas,Buck,Deer,Any Legal Weapon (Early),General Season - Private Land Only,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,1,,,99,11,110,,,,,,,
MB6004,611,Kamas,Bull,Moose,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,6,0,6,,,57,6,63,2026_RAC_CURRENT_YEAR_ALLOTMENT,6,0,6,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_bull_moose_permits.csv,RAC_CURRENT_YEAR_SPLIT
DB1065,612,North Slope,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,14,2,16,,,12,1,13,,,,,,,
DB1513,612,North Slope,Buck,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,620,,,20,2,22,,,,,,,
DB1543,612,North Slope,Buck,Deer,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,,,1240,,,10,1,11,,,,,,,
DB1573,612,North Slope,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,620,,,30,3,33,,,,,,,
DB1598,612,North Slope,Buck,Deer,Any Legal Weapon (Early),General Season,Oct 07 2026 - Oct 11 2026,,,620,,,54,6,60,,,,,,,
DB1782,612,North Slope,Buck,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,340,,,89,10,99,,,,,,,
LO1513,612,North Slope,Buck,Deer,Archery,General Season - Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,,13,2,15,,,,,,,
LO1543,612,North Slope,Buck,Deer,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,,2,0,2,,,,,,,
LO1573,612,North Slope,Buck,Deer,Muzzleloader,General Season - Private Land Only,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,,,5,1,6,,,,,,,
LO1598,612,North Slope,Buck,Deer,Any Legal Weapon (Early),General Season - Private Land Only,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,,,,5,1,6,,,,,,,
BR7118,613,Yellowstone,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",5,0,5,,,89,10,99,,,,,,,
BR7219,613,Yellowstone,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",4,0,4,,,12,1,13,,,,,,,
BR7314,613,Yellowstone,Either Sex,Black Bear,Multiseason,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",3,0,3,,,22,2,24,,,,,,,
DB1039,613,Yellowstone,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,6,1,7,,,10,1,11,,,,,,,
DB1523,613,Yellowstone,Buck,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,280,,,12,1,13,,,,,,,
DB1553,613,Yellowstone,Buck,Deer,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,,,840,,,4,0,4,,,,,,,
DB1583,613,Yellowstone,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,280,,,10,1,11,,,,,,,
DB1792,613,Yellowstone,Buck,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,63,,,50,6,56,,,,,,,
EA1244,613,Yellowstone,Antlerless,Elk,Any Legal Weapon,General Season,Oct 03 2026 - Oct 16 2026,90,10,100,,,17,2,19,2026_RAC_CURRENT_YEAR_ALLOTMENT,90,10,100,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1245,613,Yellowstone,Antlerless,Elk,Muzzleloader,General Season,Oct 28 2026 - Nov 05 2026,45,5,50,,,15,2,17,2026_RAC_CURRENT_YEAR_ALLOTMENT,45,5,50,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA2006,613,Yellowstone,Antlerless,Elk,Any Legal Weapon,Private Lands Only,Aug 01 2026 - Jan 31 2027,,,2000,,,78,9,87,2026_RAC_CURRENT_YEAR_ALLOTMENT,,,2000,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
EA2037,613,Yellowstone,Antlerless,Elk,Archery,General Season,Aug 15 2026 - Sept 16 2026,180,20,200,,,3,0,3,2026_RAC_CURRENT_YEAR_ALLOTMENT,180,20,200,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
LO1523,613,Yellowstone,Buck,Deer,Archery,General Season - Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,,1,0,1,,,,,,,
LO1553,613,Yellowstone,Buck,Deer,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,,1,0,1,,,,,,,
LO1583,613,Yellowstone,Buck,Deer,Muzzleloader,General Season - Private Land Only,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,,,1,0,1,,,,,,,
MB6010,613,Yellowstone,Bull,Moose,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,6,0,6,,,18,2,20,2026_RAC_CURRENT_YEAR_ALLOTMENT,6,0,6,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_bull_moose_permits.csv,RAC_CURRENT_YEAR_SPLIT
DB1086,614,Vernal/Bonanza,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,6,1,7,,,3,0,3,,,,,,,
DB1522,614,Vernal/Bonanza,Buck,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,420,,,5,0,5,,,,,,,
DB1552,614,Vernal/Bonanza,Buck,Deer,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,,,700,,,2,0,2,,,,,,,
DB1582,614,Vernal/Bonanza,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,280,,,3,0,3,,,,,,,
DB1791,614,Vernal/Bonanza,Buck,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,45,,,1,0,1,,,,,,,
EA1085,614,Vernal/Bonanza,Antlerless,Elk,Archery,General Season,Aug 15 2026 - Sept 16 2026,90,10,100,,,2,0,2,2026_RAC_CURRENT_YEAR_ALLOTMENT,90,10,100,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1087,614,Vernal/Bonanza,Antlerless,Elk,Any Legal Weapon,General Season,Oct 03 2026 - Oct 16 2026,90,10,100,,,10,1,11,2026_RAC_CURRENT_YEAR_ALLOTMENT,90,10,100,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA2028,614,Vernal/Bonanza,Antlerless,Elk,Any Legal Weapon,Private Lands Only,Aug 01 2026 - Jan 31 2027,,,450,,,4,0,4,2026_RAC_CURRENT_YEAR_ALLOTMENT,,,450,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
LO1522,614,Vernal/Bonanza,Buck,Deer,Archery,General Season - Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,,3,0,3,,,,,,,
LO1552,614,Vernal/Bonanza,Buck,Deer,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,,15,2,17,,,,,,,
LO1582,614,Vernal/Bonanza,Buck,Deer,Muzzleloader,General Season - Private Land Only,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,,,175,20,195,,,,,,,
BI6527,615,Nine Mile,Hunters Choice,Bison,Any Legal Weapon,General Season,"Aug 1, 2025 - Jan 31, 2026",,,,,,155,17,172,,,,,,,
BI6538,615,"Nine Mile, Private Lands Only",Hunters Choice,Bison,Any Legal Weapon,General Season,"Aug 1, 2025 - Jan 31, 2026",,,,,,,,,,,,,,,
BR7110,615,Nine Mile,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",18,2,20,,,2,0,2,,,,,,,
BR7211,615,Nine Mile,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",26,3,29,,,22,2,24,,,,,,,
BR7317,615,Nine Mile,Either Sex,Black Bear,Multiseason,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",9,1,10,,,9,1,10,,,,,,,
DB1033,615,Nine Mile,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,6,1,7,,,21,2,23,,,,,,,
DB1512,615,Nine Mile,Buck,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,280,,,13,2,15,,,,,,,
DB1542,615,Nine Mile,Buck,Deer,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,,,560,,,22,2,24,,,,,,,
DB1572,615,Nine Mile,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,280,,,9,1,10,,,,,,,
DB1593,615,Nine Mile,Buck,Deer,Any Legal Weapon (Early),General Season,Oct 07 2026 - Oct 11 2026,,,280,,,21,2,23,,,,,,,
DB1781,615,Nine Mile,Buck,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,62,,,13,2,15,,,,,,,
LO1512,615,Nine Mile,Buck,Deer,Archery,General Season - Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,,31,4,35,,,,,,,
LO1542,615,Nine Mile,Buck,Deer,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,2,,,39,4,43,,,,,,,
LO1572,615,Nine Mile,Buck,Deer,Muzzleloader,General Season - Private Land Only,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,,,6,1,7,,,,,,,
LO1593,615,Nine Mile,Buck,Deer,Any Legal Weapon (Early),General Season - Private Land Only,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,1,,,13,1,14,,,,,,,
