hunt_code,huntCode,code,title,hunt_name,species,sex_type,weapon,hunt_type,hunt_class,season,permits_2026_res,permits_2026_nr,permits_2026_total,NOTES,boundary_id,boundaryId,unitCode,resolvedBoundaryIds,draw_family,data_status,source_authority,youth_flag,eligibility_class,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2025_draw_source,permits_2025_source,avg_points_2025,hunters_2025,harvest_2025,success_percent_2025,avg_days_2025,satisfaction_2025,access_type,permit_status,permit_allocation_type,permit_source_authority,permit_note,has_harvest,has_bonus_draw,has_antlerless_draw,source_file,permit_overlay_source,permits_2025_draw_res,permits_2025_draw_nr,draw_2025_bg_pdf_page,draw_2025_bg_report_page,draw_2025_type,permits_2025_draw_total,unitName,boundary_id_numeric,boundary_token,permits_2026_source,permits_2026_draw_res,permits_2026_draw_nr,permits_2026_draw_total,permits_2026_draw_source,draw_2026_system_type,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_source,permit_allotment_2026_source_file,permit_allotment_2026_status
EB3006,EB3006,EB3006,Manti,Manti,Elk,Bull,Archery,Limited Entry,Limited Entry,Aug 15 2026 - Sept 15 2026,148,17,165,,51,51,51,51,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,155,17,172,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,171.0,52.0,30.4,13.9,3.7,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,BULL ELK DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,155,17,202,241,Bonus Point Draw Results,172,Manti,51,51,2026_RAC_CURRENT_YEAR_ALLOTMENT,148,17,165,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,148,17,165,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3008,EB3008,EB3008,"Fillmore, Pahvant","Fillmore, Pahvant",Elk,Bull,Archery,Limited Entry,Limited Entry,Aug 15 2026 - Sept 15 2026,19,2,21,,88,88,88,88,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,18,2,20,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,22.0,7.0,31.8,13.0,3.4,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,BULL ELK DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,18,2,203,242,Bonus Point Draw Results,20,"Fillmore, Pahvant",88,88,2026_RAC_CURRENT_YEAR_ALLOTMENT,19,2,21,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,19,2,21,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3009,EB3009,EB3009,La Sal Mtns,La Sal Mtns,Elk,Bull,Archery,Limited Entry,Limited Entry,Aug 15 2026 - Sept 15 2026,36,4,40,,617,617,617,617,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,35,4,39,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,41.0,17.0,41.5,11.4,3.6,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,BULL ELK DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,35,4,204,243,Bonus Point Draw Results,39,La Sal Mtns,617,617,2026_RAC_CURRENT_YEAR_ALLOTMENT,36,4,40,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,36,4,40,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3010,EB3010,EB3010,Monroe,Monroe,Elk,Bull,Archery,Limited Entry,Limited Entry,Aug 15 2026 - Sept 15 2026,21,2,23,,629,629,629,629,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,19,2,21,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,2.0,2.0,100.0,5.0,3.0,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,BULL ELK DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,19,2,205,244,Bonus Point Draw Results,21,Monroe,629,629,2026_RAC_CURRENT_YEAR_ALLOTMENT,10,1,11,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,21,2,23,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3011,EB3011,EB3011,Mt Dutton,Mt Dutton,Elk,Bull,Archery,Limited Entry,Limited Entry,Aug 15 2026 - Sept 15 2026,19,2,21,,630,630,630,630,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,17,2,19,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,21.0,8.0,38.1,14.3,3.6,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,BULL ELK DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,17,2,206,245,Bonus Point Draw Results,19,Mt Dutton,630,630,2026_RAC_CURRENT_YEAR_ALLOTMENT,19,2,21,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,19,2,21,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3013,EB3013,EB3013,"North Slope, Three Corners","North Slope, Three Corners",Elk,Bull,Archery,Limited Entry,Limited Entry,Aug 15 2026 - Sept 15 2026,6,1,7,,140,140,140,140,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,6,1,7,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,8.0,3.0,37.5,10.1,3.1,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,BULL ELK DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,6,1,207,246,Bonus Point Draw Results,7,"North Slope, Three Corners",140,140,2026_RAC_CURRENT_YEAR_ALLOTMENT,6,1,7,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,6,1,7,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3015,EB3015,EB3015,Panguitch Lake,Panguitch Lake,Elk,Bull,Archery,Limited Entry,Limited Entry,Aug 15 2026 - Sept 15 2026,17,2,19,,634,634,634,634,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,15,2,17,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,18.0,7.0,38.9,15.1,3.6,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,BULL ELK DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,15,2,208,247,Bonus Point Draw Results,17,Panguitch Lake,634,634,2026_RAC_CURRENT_YEAR_ALLOTMENT,17,2,19,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,17,2,19,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3018,EB3018,EB3018,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,Elk,Bull,Archery,Limited Entry,Limited Entry,Aug 15 2026 - Sept 15 2026,84,9,93,,175,175,175,175,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,79,8,87,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,87.0,29.0,33.3,13.1,3.5,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,BULL ELK DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,79,8,209,248,Bonus Point Draw Results,87,Fishlake/Thousand Lakes,175,175,2026_RAC_CURRENT_YEAR_ALLOTMENT,84,9,93,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,84,9,93,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3019,EB3019,EB3019,San Juan Bull Elk,San Juan Bull Elk,Elk,Bull,Archery,Limited Entry,Limited Entry,Aug 15 2026 - Sept 15 2026,29,3,32,,183,183,183,183,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,25,3,28,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,29.0,16.0,55.2,15.1,3.4,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,BULL ELK DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,25,3,210,249,Bonus Point Draw Results,28,San Juan Bull Elk,183,183,2026_RAC_CURRENT_YEAR_ALLOTMENT,29,3,32,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,29,3,32,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3020,EB3020,EB3020,Diamond Mtn,Diamond Mtn,Elk,Bull,Archery,Limited Entry,Limited Entry,Aug 15 2026 - Sept 15 2026,25,3,28,,206,206,206,206,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,21,3,24,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,25.0,7.0,28.0,13.1,2.9,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,BULL ELK DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,21,3,211,250,Bonus Point Draw Results,24,Diamond Mtn,206,206,2026_RAC_CURRENT_YEAR_ALLOTMENT,25,3,28,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,25,3,28,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3022,EB3022,EB3022,Wasatch Mtns,Wasatch Mtns,Elk,Bull,Archery,Limited Entry,Limited Entry,Aug 15 2026 - Sept 15 2026,130,15,145,,222,222,222,222,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,160,16,176,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,169.0,43.0,25.4,13.4,3.3,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,BULL ELK DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,160,16,212,251,Bonus Point Draw Results,176,Wasatch Mtns,222,222,2026_RAC_CURRENT_YEAR_ALLOTMENT,130,15,145,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,130,15,145,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3130,EB3130,EB3130,"Box Elder, Pilot Mtn","Box Elder, Pilot Mtn",Elk,Bull,Archery,Limited Entry,Limited Entry,Aug 15 2026 - Sept 06 2026,2,0,2,,682,682,682,682,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,3,0,3,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,3.0,0.0,0.0,13.7,1.3,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,BULL ELK DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,3,0,276,315,Bonus Point Draw Results,3,"Box Elder, Pilot Mtn",682,682,2026_RAC_CURRENT_YEAR_ALLOTMENT,2,0,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,2,0,2,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3132,EB3132,EB3132,"Cache, North","Cache, North",Elk,Bull,September Archery,Limited Entry,Limited Entry,Sept 01 2026 - Sept 30 2026,22,2,24,,36,36,36,36,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,25,3,28,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,24.0,9.0,37.5,12.9,4.1,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,BULL ELK DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_hamss_and_september_archery_permits.csv,25,3,277,316,Bonus Point Draw Results,28,"Cache, North",36,36,2026_RAC_CURRENT_YEAR_ALLOTMENT,22,2,24,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,22,2,24,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_hamss_and_september_archery_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3135,EB3135,EB3135,Barney Top/Kaiparowits,Barney Top/Kaiparowits,Elk,Bull,September Archery,Limited Entry,Limited Entry,Sept 01 2026 - Sept 30 2026,9,1,10,,869,869,869,869,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,9,1,10,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,9.0,2.0,22.2,16.8,2.3,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,BULL ELK DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_hamss_and_september_archery_permits.csv,9,1,278,317,Bonus Point Draw Results,10,Barney Top/Kaiparowits,869,869,2026_RAC_CURRENT_YEAR_ALLOTMENT,9,1,10,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,9,1,10,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_hamss_and_september_archery_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3136,EB3136,EB3136,"Southwest Desert, North","Southwest Desert, North",Elk,Bull,September Archery,Limited Entry,Limited Entry,Sept 01 2026 - Sept 30 2026,21,2,23,,871,871,871,871,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,16,2,18,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,19.0,8.0,42.1,12.9,3.3,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,BULL ELK DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_hamss_and_september_archery_permits.csv,16,2,279,318,Bonus Point Draw Results,18,"Southwest Desert, North",871,871,2026_RAC_CURRENT_YEAR_ALLOTMENT,21,2,23,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,21,2,23,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_hamss_and_september_archery_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3137,EB3137,EB3137,"West Desert, Deep Creek","West Desert, Deep Creek",Elk,Bull,September Archery,Limited Entry,Limited Entry,Sept 01 2026 - Sept 30 2026,13,2,15,,241,241,241,241,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,13,1,14,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,13.0,8.0,61.5,10.9,4.3,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,BULL ELK DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_hamss_and_september_archery_permits.csv,13,1,280,319,Bonus Point Draw Results,14,"West Desert, Deep Creek",241,241,2026_RAC_CURRENT_YEAR_ALLOTMENT,13,2,15,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,13,2,15,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_hamss_and_september_archery_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3139,EB3139,EB3139,"Cache, North","Cache, North",Elk,Bull,HAMSS,Limited Entry,Limited Entry,Nov 07 2026 - Nov 30 2026,22,2,24,,36,36,36,36,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,25,3,28,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,27.0,16.0,59.3,7.8,3.8,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,BULL ELK DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_hamss_and_september_archery_permits.csv,25,3,281,320,Bonus Point Draw Results,28,"Cache, North",36,36,2026_RAC_CURRENT_YEAR_ALLOTMENT,22,2,24,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,22,2,24,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_hamss_and_september_archery_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3142,EB3142,EB3142,Barney Top/Kaiparowits,Barney Top/Kaiparowits,Elk,Bull,HAMSS,Limited Entry,Limited Entry,Nov 07 2026 - Nov 30 2026,9,1,10,,869,869,869,869,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,9,1,10,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,9.0,5.0,55.6,8.7,3.8,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,BULL ELK DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_hamss_and_september_archery_permits.csv,9,1,282,321,Bonus Point Draw Results,10,Barney Top/Kaiparowits,869,869,2026_RAC_CURRENT_YEAR_ALLOTMENT,9,1,10,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,9,1,10,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_hamss_and_september_archery_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3143,EB3143,EB3143,"Southwest Desert, North","Southwest Desert, North",Elk,Bull,HAMSS,Limited Entry,Limited Entry,Nov 07 2026 - Nov 30 2026,21,2,23,,871,871,871,871,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,16,2,18,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,18.0,13.0,72.2,9.5,2.9,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,BULL ELK DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_hamss_and_september_archery_permits.csv,16,2,283,322,Bonus Point Draw Results,18,"Southwest Desert, North",871,871,2026_RAC_CURRENT_YEAR_ALLOTMENT,21,2,23,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,21,2,23,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_hamss_and_september_archery_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3144,EB3144,EB3144,"West Desert, Deep Creek","West Desert, Deep Creek",Elk,Bull,HAMSS,Limited Entry,Limited Entry,Nov 07 2026 - Nov 30 2026,13,2,15,,241,241,241,241,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,13,1,14,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,14.0,11.0,78.6,8.2,3.8,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,BULL ELK DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_hamss_and_september_archery_permits.csv,13,1,284,323,Bonus Point Draw Results,14,"West Desert, Deep Creek",241,241,2026_RAC_CURRENT_YEAR_ALLOTMENT,13,2,15,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,13,2,15,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_hamss_and_september_archery_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3145,EB3145,EB3145,Boulder,Boulder,Elk,Bull,Archery,Limited Entry,Limited Entry,Aug 15 2026 - Sept 15 2026,31,4,35,,172,172,172,172,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,28,2,30,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,30.0,15.0,50.0,14.2,3.7,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,BULL ELK DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,28,2,285,324,Bonus Point Draw Results,30,Boulder,172,172,2026_RAC_CURRENT_YEAR_ALLOTMENT,31,4,35,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,31,4,35,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3146,EB3146,EB3146,"Southwest Desert, South","Southwest Desert, South",Elk,Bull,Archery,Limited Entry,Limited Entry,Aug 15 2026 - Sept 15 2026,39,4,43,,872,872,872,872,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,37,3,40,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,43.0,19.0,44.2,12.7,3.6,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,BULL ELK DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,37,3,286,325,Bonus Point Draw Results,40,"Southwest Desert, South",872,872,2026_RAC_CURRENT_YEAR_ALLOTMENT,39,4,43,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,39,4,43,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3158,EB3158,EB3158,"Beaver, East","Beaver, East",Elk,Bull,Late Archery,Limited Entry,Limited Entry,Nov 28 2026 - Dec 13 2026,18,2,20,,685,685,685,685,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,12,2,14,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,15.0,3.0,20.0,9.4,3.6,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,BULL ELK DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_late_archery_permits.csv,12,2,298,337,Bonus Point Draw Results,14,"Beaver, East",685,685,2026_RAC_CURRENT_YEAR_ALLOTMENT,18,2,20,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,18,2,20,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_late_archery_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3160,EB3160,EB3160,"Book Cliffs, Bitter Creek/East","Book Cliffs, Bitter Creek/East",Elk,Bull,Archery,Limited Entry,Limited Entry,Aug 15 2026 - Sept 15 2026,22,2,24,,899,899,899,899,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,19,2,21,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,23.0,10.0,43.5,12.6,2.9,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,BULL ELK DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,19,2,300,339,Bonus Point Draw Results,21,"Book Cliffs, Bitter Creek/East",899,899,2026_RAC_CURRENT_YEAR_ALLOTMENT,22,2,24,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,22,2,24,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
