hunt_code,hunt_name,species,permit_field,allotment_field,dwr_field,permit_dwr_comparison_status,allotment_action,database_permit_value,allotment_value_after,dwr_huntplanner_value,source_url
EB3087,La Sal Mtns,Elk,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,2,2,2,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3087
EB3087,La Sal Mtns,Elk,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,24,24,24,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3087
EB3111,La Sal Mtns,Elk,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,5,5,5,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3111
EB3111,La Sal Mtns,Elk,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,0,0,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3111
EB3111,La Sal Mtns,Elk,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,5,5,5,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3111
EB3182,La Sal Mtns,Elk,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,9,9,9,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3182
EB3182,La Sal Mtns,Elk,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,1,1,1,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3182
EB3182,La Sal Mtns,Elk,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,10,10,10,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3182
EB3183,La Sal Mtns,Elk,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,42,42,42,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3183
EB3183,La Sal Mtns,Elk,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,5,5,5,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3183
EB3183,La Sal Mtns,Elk,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,47,47,47,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3183
EL3009,La Sal La Sal Mtns,Elk,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EL3009
EL3009,La Sal La Sal Mtns,Elk,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EL3009
EL3009,La Sal La Sal Mtns,Elk,permits_2026_total,permit_allotment_2026_total,permits_2026_total,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EL3009
EL3045,La Sal La Sal Mtns,Elk,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EL3045
EL3045,La Sal La Sal Mtns,Elk,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EL3045
EL3045,La Sal La Sal Mtns,Elk,permits_2026_total,permit_allotment_2026_total,permits_2026_total,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EL3045
EL3046,La Sal La Sal Mtns,Elk,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EL3046
EL3046,La Sal La Sal Mtns,Elk,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EL3046
EL3046,La Sal La Sal Mtns,Elk,permits_2026_total,permit_allotment_2026_total,permits_2026_total,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EL3046
EL3087,La Sal La Sal Mtns,Elk,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EL3087
EL3087,La Sal La Sal Mtns,Elk,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EL3087
EL3087,La Sal La Sal Mtns,Elk,permits_2026_total,permit_allotment_2026_total,permits_2026_total,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EL3087
EL3182,La Sal La Sal Mtns,Elk,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EL3182
EL3182,La Sal La Sal Mtns,Elk,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EL3182
EL3182,La Sal La Sal Mtns,Elk,permits_2026_total,permit_allotment_2026_total,permits_2026_total,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EL3182
EL3183,La Sal La Sal Mtns,Elk,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EL3183
EL3183,La Sal La Sal Mtns,Elk,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EL3183
EL3183,La Sal La Sal Mtns,Elk,permits_2026_total,permit_allotment_2026_total,permits_2026_total,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EL3183
GO6817,La Sal Mtns,Mountain Goat,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,10,10,10,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=GO6817
GO6817,La Sal Mtns,Mountain Goat,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,2,2,2,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=GO6817
GO6817,La Sal Mtns,Mountain Goat,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,12,12,12,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=GO6817
LO1509,"La Sal, La Sal Mtns",Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1509
LO1509,"La Sal, La Sal Mtns",Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1509
LO1509,"La Sal, La Sal Mtns",Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1509
LO1539,"La Sal, La Sal Mtns",Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1539
LO1539,"La Sal, La Sal Mtns",Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1539
LO1539,"La Sal, La Sal Mtns",Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1539
LO1569,"La Sal, La Sal Mtns",Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1569
LO1569,"La Sal, La Sal Mtns",Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1569
LO1569,"La Sal, La Sal Mtns",Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1569
DB1085,"San Juan, Abajo Mtns",Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,13,13,13,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1085
DB1085,"San Juan, Abajo Mtns",Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,1,1,1,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1085
DB1085,"San Juan, Abajo Mtns",Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,14,14,14,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1085
DB1521,"San Juan, Abajo Mtns",Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1521
DB1521,"San Juan, Abajo Mtns",Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1521
DB1521,"San Juan, Abajo Mtns",Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,560,560,560,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1521
DB1551,"San Juan, Abajo Mtns",Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1551
DB1551,"San Juan, Abajo Mtns",Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1551
DB1551,"San Juan, Abajo Mtns",Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,1680,1680,1680,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1551
DB1581,"San Juan, Abajo Mtns",Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1581
DB1581,"San Juan, Abajo Mtns",Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1581
DB1581,"San Juan, Abajo Mtns",Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,560,560,560,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1581
DB1790,"San Juan, Abajo Mtns",Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1790
DB1790,"San Juan, Abajo Mtns",Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1790
DB1790,"San Juan, Abajo Mtns",Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,261,261,261,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1790
LO1521,"San Juan, Abajo Mtns",Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1521
LO1521,"San Juan, Abajo Mtns",Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1521
LO1521,"San Juan, Abajo Mtns",Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1521
LO1551,"San Juan, Abajo Mtns",Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1551
LO1551,"San Juan, Abajo Mtns",Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1551
LO1551,"San Juan, Abajo Mtns",Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1551
LO1581,"San Juan, Abajo Mtns",Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1581
LO1581,"San Juan, Abajo Mtns",Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1581
LO1581,"San Juan, Abajo Mtns",Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1581
DB1079,Manti/San Rafael,Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,40,40,40,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1079
DB1079,Manti/San Rafael,Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,5,5,5,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1079
DB1079,Manti/San Rafael,Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,45,45,45,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1079
DB1503,Manti/San Rafael,Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1503
DB1503,Manti/San Rafael,Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1503
DB1503,Manti/San Rafael,Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,1800,1800,1800,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1503
DB1533,Manti/San Rafael,Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1533
DB1533,Manti/San Rafael,Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1533
DB1533,Manti/San Rafael,Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,5400,5400,5400,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1533
DB1563,Manti/San Rafael,Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1563
DB1563,Manti/San Rafael,Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1563
DB1563,Manti/San Rafael,Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,1800,1800,1800,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1563
DB1772,Manti/San Rafael,Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1772
DB1772,Manti/San Rafael,Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1772
DB1772,Manti/San Rafael,Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,573,573,573,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1772
LO1503,Manti/San Rafael,Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1503
LO1503,Manti/San Rafael,Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1503
LO1503,Manti/San Rafael,Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1503
LO1533,Manti/San Rafael,Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1533
LO1533,Manti/San Rafael,Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1533
LO1533,Manti/San Rafael,Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1533
LO1563,Manti/San Rafael,Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1563
LO1563,Manti/San Rafael,Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1563
LO1563,Manti/San Rafael,Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1563
DB1087,"Wasatch Mtns, West",Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,36,36,36,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1087
DB1087,"Wasatch Mtns, West",Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,4,4,4,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1087
DB1087,"Wasatch Mtns, West",Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,40,40,40,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1087
DB1526,"Wasatch Mtns, West",Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1526
DB1526,"Wasatch Mtns, West",Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1526
DB1526,"Wasatch Mtns, West",Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,1580,1580,1580,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1526
DB1556,"Wasatch Mtns, West",Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1556
DB1556,"Wasatch Mtns, West",Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1556
DB1556,"Wasatch Mtns, West",Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,4740,4740,4740,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1556
DB1586,"Wasatch Mtns, West",Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1586
DB1586,"Wasatch Mtns, West",Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1586
