hunt_code,hunt_name,species,field_2026,field_2025,value_2026_backfilled_from_dwr,value_2025,absolute_change,percent_change,change_flag,dwr_source_url
DB1333,5S CWMU,Deer,permits_2026_res,permits_2025_res,2,2,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1333
DB1336,First Light CWMU,Deer,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1336
DB1335,Big Piney Ranch CWMU,Deer,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1335
DB1342,Faust Valley CWMU,Deer,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1342
PB5342,Salt Wells CWMU,Pronghorn,permits_2026_res,permits_2025_res,1,2,-1.0,-50.00,BIG_CHANGE_20_PERCENT_OR_MORE,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5342
DB1341,Dry Creek CWMU,Deer,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1341
PB5345,Green River Flat CWMU,Pronghorn,permits_2026_res,permits_2025_res,2,2,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5345
PD1053,Green River Flat CWMU,Pronghorn,permits_2026_res,permits_2025_res,6,6,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PD1053
DB1351,The Dirty Dozen,Deer,permits_2026_res,permits_2025_res,2,,,,NO_2025_VALUE,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1351
EA1259,Diamond Mountain CWMU,Elk,permits_2026_res,permits_2025_res,2,2,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1259
EB3620,The Dirty Dozen,Elk,permits_2026_res,permits_2025_res,1,,,,NO_2025_VALUE,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3620
BR7008,La Sal,Black Bear,permits_2026_res,permits_2025_res,49,40,9.0,22.50,BIG_CHANGE_20_PERCENT_OR_MORE,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7008
BR7008,La Sal,Black Bear,permits_2026_nr,permits_2025_nr,5,3,2.0,66.67,BIG_CHANGE_20_PERCENT_OR_MORE,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7008
BR7008,La Sal,Black Bear,permits_2026_total,permits_2025_total,54,43,11.0,25.58,BIG_CHANGE_20_PERCENT_OR_MORE,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7008
BR7108,La Sal,Black Bear,permits_2026_res,permits_2025_res,25,25,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7108
BR7108,La Sal,Black Bear,permits_2026_nr,permits_2025_nr,2,2,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7108
BR7108,La Sal,Black Bear,permits_2026_total,permits_2025_total,27,27,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7108
BR7208,La Sal,Black Bear,permits_2026_res,permits_2025_res,6,6,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7208
BR7208,La Sal,Black Bear,permits_2026_total,permits_2025_total,6,6,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7208
BI6530,"Book Cliffs, Little Creek/South",Bison,permits_2026_res,permits_2025_res,3,3,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BI6530
BI6530,"Book Cliffs, Little Creek/South",Bison,permits_2026_nr,permits_2025_nr,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BI6530
BI6530,"Book Cliffs, Little Creek/South",Bison,permits_2026_total,permits_2025_total,4,4,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BI6530
DA1044,Myton,Deer,permits_2026_total,permits_2025_total,50,40,10.0,25.00,BIG_CHANGE_20_PERCENT_OR_MORE,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DA1044
DB1036,Thousand Lakes,Deer,permits_2026_res,permits_2025_res,4,4,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1036
DB1036,Thousand Lakes,Deer,permits_2026_nr,permits_2025_nr,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1036
DB1036,Thousand Lakes,Deer,permits_2026_total,permits_2025_total,5,5,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1036
DB1059,Beaver,Deer,permits_2026_res,permits_2025_res,7,7,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1059
DB1059,Beaver,Deer,permits_2026_nr,permits_2025_nr,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1059
DB1059,Beaver,Deer,permits_2026_total,permits_2025_total,8,8,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1059
DB1082,Oquirrh-Stansbury,Deer,permits_2026_res,permits_2025_res,12,12,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1082
DB1082,Oquirrh-Stansbury,Deer,permits_2026_nr,permits_2025_nr,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1082
DB1082,Oquirrh-Stansbury,Deer,permits_2026_total,permits_2025_total,13,13,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1082
DB1088,"West Desert, Tintic",Deer,permits_2026_res,permits_2025_res,4,4,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1088
DB1088,"West Desert, Tintic",Deer,permits_2026_nr,permits_2025_nr,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1088
DB1088,"West Desert, Tintic",Deer,permits_2026_total,permits_2025_total,5,5,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1088
DB1089,"West Desert, West",Deer,permits_2026_res,permits_2025_res,4,4,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1089
DB1089,"West Desert, West",Deer,permits_2026_nr,permits_2025_nr,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1089
DB1089,"West Desert, West",Deer,permits_2026_total,permits_2025_total,5,5,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1089
DB1094,Myton,Deer,permits_2026_res,permits_2025_res,20,5,15.0,300.00,BIG_CHANGE_20_PERCENT_OR_MORE,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1094
DB1094,Myton,Deer,permits_2026_total,permits_2025_total,20,5,15.0,300.00,BIG_CHANGE_20_PERCENT_OR_MORE,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1094
DB1276,Plymouth Peak CWMU,Deer,permits_2026_total,permits_2025_total,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1276
DB1320,Deer Creek CWMU,Deer,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1320
DB1324,Royal Ivory Outfitters CWMU,Deer,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1324
DB1338,Sweetwater CWMU,Deer,permits_2026_total,permits_2025_total,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1338
DB1343,Red Iron CWMU,Deer,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1343
DB1344,Salt Wells CWMU,Deer,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1344
DB1345,Diamond Mountain CWMU,Deer,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1345
DB1348,Kimberly CWMU,Deer,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1348
DS6602,"Kaiparowits, Escalante",Desert Bighorn Sheep,permits_2026_res,permits_2025_res,7,7,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DS6602
DS6602,"Kaiparowits, Escalante",Desert Bighorn Sheep,permits_2026_nr,permits_2025_nr,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DS6602
DS6602,"Kaiparowits, Escalante",Desert Bighorn Sheep,permits_2026_total,permits_2025_total,8,8,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DS6602
EA1040,"Monroe, Koosharem Valley",Elk,permits_2026_res,permits_2025_res,7,6,1.0,16.67,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1040
EA1040,"Monroe, Koosharem Valley",Elk,permits_2026_nr,permits_2025_nr,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1040
EA1040,"Monroe, Koosharem Valley",Elk,permits_2026_total,permits_2025_total,8,7,1.0,14.29,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1040
EA1074,Pine Valley,Elk,permits_2026_res,permits_2025_res,4,4,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1074
EA1074,Pine Valley,Elk,permits_2026_nr,permits_2025_nr,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1074
EA1074,Pine Valley,Elk,permits_2026_total,permits_2025_total,5,5,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1074
EA1116,Zion,Elk,permits_2026_res,permits_2025_res,18,15,3.0,20.00,BIG_CHANGE_20_PERCENT_OR_MORE,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1116
EA1116,Zion,Elk,permits_2026_nr,permits_2025_nr,2,2,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1116
EA1116,Zion,Elk,permits_2026_total,permits_2025_total,20,17,3.0,17.65,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1116
EA1126,Cotton Thomas CWMU,Elk,permits_2026_res,permits_2025_res,5,4,1.0,25.00,BIG_CHANGE_20_PERCENT_OR_MORE,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1126
EA1126,Cotton Thomas CWMU,Elk,permits_2026_total,permits_2025_total,5,4,1.0,25.00,BIG_CHANGE_20_PERCENT_OR_MORE,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1126
EA1176,Weber Florence Creek CWMU,Elk,permits_2026_res,permits_2025_res,65,52,13.0,25.00,BIG_CHANGE_20_PERCENT_OR_MORE,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1176
EA1176,Weber Florence Creek CWMU,Elk,permits_2026_total,permits_2025_total,65,52,13.0,25.00,BIG_CHANGE_20_PERCENT_OR_MORE,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1176
EA1252,"Southwest Desert, Burbank/Garrison",Elk,permits_2026_res,permits_2025_res,4,4,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1252
EA1252,"Southwest Desert, Burbank/Garrison",Elk,permits_2026_nr,permits_2025_nr,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1252
EA1252,"Southwest Desert, Burbank/Garrison",Elk,permits_2026_total,permits_2025_total,5,5,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1252
EB3561,Two Bear CWMU,Elk,permits_2026_res,permits_2025_res,5,5,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3561
EB3609,Royal Ivory Outfitters CWMU,Elk,permits_2026_res,permits_2025_res,3,3,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3609
EB3616,Sweetwater CWMU,Elk,permits_2026_total,permits_2025_total,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3616
EB3617,Diamond Mountain CWMU,Elk,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3617
MA1006,"Wasatch Mtns, West",Moose,permits_2026_res,permits_2025_res,4,4,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=MA1006
MA1006,"Wasatch Mtns, West",Moose,permits_2026_nr,permits_2025_nr,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=MA1006
MA1006,"Wasatch Mtns, West",Moose,permits_2026_total,permits_2025_total,5,5,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=MA1006
MB6200,Bear Springs CWMU,Moose,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=MB6200
MB6207,Durst Mountain CWMU,Moose,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=MB6207
MB6209,Ensign Ranches CWMU,Moose,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=MB6209
MB6217,Sharp Mountain CWMU,Moose,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=MB6217
MB6220,South Canyon CWMU,Moose,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=MB6220
MB6223,Three C CWMU,Moose,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=MB6223
MB6224,Two Bear CWMU,Moose,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=MB6224
MB6240,Chimney Rock CWMU,Moose,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=MB6240
MB6254,SJ Ranch CWMU,Moose,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=MB6254
MB6259,Royal Ivory Outfitters CWMU,Moose,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=MB6259
PB5313,West Willow Creek Ranch CWMU,Pronghorn,permits_2026_total,permits_2025_total,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5313
PB5341,Sweetwater CWMU,Pronghorn,permits_2026_total,permits_2025_total,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5341
PD1006,Parker Mtn,Pronghorn,permits_2026_res,permits_2025_res,22,18,4.0,22.22,BIG_CHANGE_20_PERCENT_OR_MORE,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PD1006
PD1006,Parker Mtn,Pronghorn,permits_2026_nr,permits_2025_nr,3,3,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PD1006
PD1006,Parker Mtn,Pronghorn,permits_2026_total,permits_2025_total,25,21,4.0,19.05,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PD1006
PD1016,Zane CWMU,Pronghorn,permits_2026_res,permits_2025_res,4,5,-1.0,-20.00,BIG_CHANGE_20_PERCENT_OR_MORE,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PD1016
PD1025,Cottonwood Ridge CWMU,Pronghorn,permits_2026_res,permits_2025_res,4,5,-1.0,-20.00,BIG_CHANGE_20_PERCENT_OR_MORE,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PD1025
PD1026,Pahvant Ensign CWMU,Pronghorn,permits_2026_res,permits_2025_res,4,5,-1.0,-20.00,BIG_CHANGE_20_PERCENT_OR_MORE,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PD1026
PD1032,Antelope Creek CWMU,Pronghorn,permits_2026_res,permits_2025_res,6,5,1.0,20.00,BIG_CHANGE_20_PERCENT_OR_MORE,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PD1032
PD1032,Antelope Creek CWMU,Pronghorn,permits_2026_total,permits_2025_total,6,5,1.0,20.00,BIG_CHANGE_20_PERCENT_OR_MORE,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PD1032
PD1045,The Rose of Snowville CWMU,Pronghorn,permits_2026_res,permits_2025_res,4,2,2.0,100.00,BIG_CHANGE_20_PERCENT_OR_MORE,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PD1045
PD1046,Green River Flat CWMU,Pronghorn,permits_2026_res,permits_2025_res,6,5,1.0,20.00,BIG_CHANGE_20_PERCENT_OR_MORE,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PD1046
PD1046,Green River Flat CWMU,Pronghorn,permits_2026_total,permits_2025_total,6,5,1.0,20.00,BIG_CHANGE_20_PERCENT_OR_MORE,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PD1046
MB6225,Wallsburg CWMU,Moose,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=MB6225
MB6257,Ingham Peak CWMU,Moose,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=MB6257
