hunt_code,hunt_name,species,permits_2024,permits_2025,permits_2026,permit_change_pct_2025_to_2026,draw_family_changed,species_changed,change_flags,context_note
DB1510,Monroe,Deer,,181,220,21.55,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1540,Monroe,Deer,,598,660,10.37,,,permit_count_changed|age_missing|management_objective_missing,
DB1570,Monroe,Deer,,194,220,13.4,,,permit_count_changed|age_missing|management_objective_missing,
DB1779,Monroe,Deer,,61,45,-26.23,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
EA1286,Monroe,Elk,,30,40,33.33,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,
EB3010,Monroe,Elk,,21,11,-47.62,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,
EB3047,Monroe,Elk,,9,4,-55.56,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,
EB3048,Monroe,Elk,,14,15,7.14,,,permit_count_changed|age_missing|management_objective_missing,
EB3088,Monroe,Elk,,12,11,-8.33,,,permit_count_changed|age_missing|management_objective_missing,
EB3112,Monroe,Elk,,2,2,0,,,management_objective_missing,
EB3184,Monroe,Elk,,8,8,0,,,age_missing|management_objective_missing,
EB3185,Monroe,Elk,,25,21,-16,,,permit_count_changed|age_missing|management_objective_missing,
EL3010,Monroe,Elk,,,,,,,harvest_missing|management_objective_missing,
EL3047,Monroe,Elk,,,,,,,harvest_missing|management_objective_missing,
EL3048,Monroe,Elk,,,,,,,management_objective_missing,
EL3088,Monroe,Elk,,,,,,,harvest_missing|management_objective_missing,
EL3184,Monroe,Elk,,,,,,,harvest_missing|management_objective_missing,
EL3185,Monroe,Elk,,,,,,,harvest_missing|management_objective_missing,
LO1510,Monroe,Deer,,,,,,,harvest_missing|age_missing|management_objective_missing,
LO1540,Monroe,Deer,,,2,,,,new_hunts_2026|age_missing|management_objective_missing,
LO1570,Monroe,Deer,,,,,,,harvest_missing|age_missing|management_objective_missing,
BR7009,Mt Dutton,Black Bear,,3,4,33.33,,,permit_count_changed|permit_change_gt_20_percent|management_objective_missing,
BR7109,Mt Dutton,Black Bear,,3,3,0,,,management_objective_missing,
BR7210,Mt Dutton,Black Bear,,3,3,0,,,management_objective_missing,
BR7322,Mt Dutton,Black Bear,,1,1,0,,,management_objective_missing,
DB1053,Mt Dutton,Deer,,5,5,0,,,age_missing|management_objective_missing,
DB1511,Mt Dutton,Deer,,64,80,25,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1541,Mt Dutton,Deer,,222,240,8.11,,,permit_count_changed|age_missing|management_objective_missing,
DB1571,Mt Dutton,Deer,,68,80,17.65,,,permit_count_changed|age_missing|management_objective_missing,
DB1780,Mt Dutton,Deer,,6,26,333.33,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
EA2017,Mt Dutton,Elk,,,75,,,,new_hunts_2026|management_objective_missing,
EB3011,Mt Dutton,Elk,,19,21,10.53,,,permit_count_changed|age_missing|management_objective_missing,
EB3049,Mt Dutton,Elk,,8,9,12.5,,,permit_count_changed|age_missing|management_objective_missing,
EB3050,Mt Dutton,Elk,,13,15,15.38,,,permit_count_changed|age_missing|management_objective_missing,
EB3089,Mt Dutton,Elk,,12,13,8.33,,,permit_count_changed|age_missing|management_objective_missing,
EB3113,Mt Dutton,Elk,,2,3,50,,,permit_count_changed|permit_change_gt_20_percent|management_objective_missing,
EB3186,Mt Dutton,Elk,,10,15,50,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,
EB3187,Mt Dutton,Elk,,23,25,8.7,,,permit_count_changed|age_missing|management_objective_missing,
EL3011,Mt Dutton,Elk,,,,,,,harvest_missing|management_objective_missing,
EL3049,Mt Dutton,Elk,,,,,,,harvest_missing|management_objective_missing,
EL3050,Mt Dutton,Elk,,,,,,,harvest_missing|management_objective_missing,
EL3089,Mt Dutton,Elk,,,,,,,harvest_missing|management_objective_missing,
EL3186,Mt Dutton,Elk,,,,,,,harvest_missing|management_objective_missing,
EL3187,Mt Dutton,Elk,,,,,,,harvest_missing|management_objective_missing,
GO6814,Mt Dutton,Mountain Goat,,2,2,0,,,management_objective_missing,
LO1511,Mt Dutton,Deer,,,,,,,age_missing|management_objective_missing,
LO1541,Mt Dutton,Deer,,,2,,,,new_hunts_2026|age_missing|management_objective_missing,
LO1571,Mt Dutton,Deer,,,,,,,harvest_missing|age_missing|management_objective_missing,
DB1106,Thousand Lakes,Deer,,11,22,100,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1107,Thousand Lakes,Deer,,4,22,450,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1108,Thousand Lakes,Deer,,28,30,7.14,,,permit_count_changed|age_missing|management_objective_missing,
DB1109,Thousand Lakes,Deer,,,2,,,,new_hunts_2026|age_missing|management_objective_missing,
LD1108,Thousand Lakes - Private Land Only,Deer,,,,,,,age_missing|management_objective_missing,
DB1055,Fishlake,Deer,,6,7,16.67,,,permit_count_changed|age_missing|management_objective_missing,
DB1519,Fishlake,Deer,,196,260,32.65,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1549,Fishlake,Deer,,456,520,14.04,,,permit_count_changed|age_missing|management_objective_missing,
DB1579,Fishlake,Deer,,217,260,19.82,,,permit_count_changed|age_missing|management_objective_missing,
DB1596,Fishlake,Deer,,221,260,17.65,,,permit_count_changed|age_missing|management_objective_missing,
DB1788,Fishlake,Deer,,82,49,-40.24,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
LO1519,Fishlake,Deer,,,,,,,harvest_missing|age_missing|management_objective_missing,
LO1549,Fishlake,Deer,,,2,,,,new_hunts_2026|harvest_missing|age_missing|management_objective_missing,
LO1579,Fishlake,Deer,,,,,,,harvest_missing|age_missing|management_objective_missing,
LO1596,Fishlake,Deer,,,1,,,,new_hunts_2026|harvest_missing|age_missing|management_objective_missing,
DB1083,Panguitch Lake,Deer,,12,13,8.33,,,permit_count_changed|age_missing|management_objective_missing,
DB1516,Panguitch Lake,Deer,,375,500,33.33,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1546,Panguitch Lake,Deer,,828,1000,20.77,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1576,Panguitch Lake,Deer,,392,500,27.55,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1594,Panguitch Lake,Deer,,406,500,23.15,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1785,Panguitch Lake,Deer,,198,112,-43.43,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
EA1069,Panguitch Lake,Elk,,35,35,0,,,management_objective_missing,
EA1283,Panguitch Lake,Elk,,33,35,6.06,,,permit_count_changed|age_missing|management_objective_missing,
EA1284,Panguitch Lake,Elk,,33,35,6.06,,,permit_count_changed|age_missing|management_objective_missing,
EA1285,Panguitch Lake,Elk,,35,35,0,,,age_missing|management_objective_missing,
EA2018,Panguitch Lake,Elk,,,75,,,,new_hunts_2026|management_objective_missing,
EB3015,Panguitch Lake,Elk,,17,19,11.76,,,permit_count_changed|age_missing|management_objective_missing,
EB3056,Panguitch Lake,Elk,,6,8,33.33,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,
EB3057,Panguitch Lake,Elk,,12,13,8.33,,,permit_count_changed|age_missing|management_objective_missing,
EB3093,Panguitch Lake,Elk,,11,11,0,,,age_missing|management_objective_missing,
EB3117,Panguitch Lake,Elk,,2,2,0,,,management_objective_missing,
EB3188,Panguitch Lake,Elk,,10,15,50,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,
EB3189,Panguitch Lake,Elk,,20,22,10,,,permit_count_changed|age_missing|management_objective_missing,
EL3015,Panguitch Lake,Elk,,,,,,,harvest_missing|management_objective_missing,
EL3056,Panguitch Lake,Elk,,,,,,,harvest_missing|management_objective_missing,
EL3057,Panguitch Lake,Elk,,,,,,,management_objective_missing,
EL3093,Panguitch Lake,Elk,,,,,,,harvest_missing|management_objective_missing,
EL3188,Panguitch Lake,Elk,,,,,,,harvest_missing|management_objective_missing,
EL3189,Panguitch Lake,Elk,,,,,,,harvest_missing|management_objective_missing,
LO1516,Panguitch Lake,Deer,,,,,,,age_missing|management_objective_missing,
LO1546,Panguitch Lake,Deer,,,,,,,age_missing|management_objective_missing,
LO1576,Panguitch Lake,Deer,,,,,,,age_missing|management_objective_missing,
LO1594,Panguitch Lake,Deer,,,,,,,age_missing|management_objective_missing,
DB1043,Zion,Deer,,14,17,21.43,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1529,Zion,Deer,,442,675,52.71,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1559,Zion,Deer,,1176,1350,14.8,,,permit_count_changed|age_missing|management_objective_missing,
DB1589,Zion,Deer,,455,675,48.35,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1597,Zion,Deer,,530,675,27.36,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1798,Zion,Deer,,35,256,631.43,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DS6611,Zion,Desert Bighorn Sheep,,3,3,0,,,age_missing|management_objective_missing,
EA1117,Zion,Elk,,203,220,8.37,,,permit_count_changed|age_missing|management_objective_missing,
EA2020,Zion,Elk,,,320,,,,new_hunts_2026|age_missing|management_objective_missing,
LO1529,Zion,Deer,,,,,,,age_missing|management_objective_missing,
LO1559,Zion,Deer,,,2,,,,new_hunts_2026|age_missing|management_objective_missing,
LO1589,Zion,Deer,,,,,,,age_missing|management_objective_missing,
LO1597,Zion,Deer,,,1,,,,new_hunts_2026|age_missing|management_objective_missing,
DB1034,Pine Valley,Deer,,14,15,7.14,,,permit_count_changed|age_missing|management_objective_missing,
DB1517,Pine Valley,Deer,,456,600,31.58,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1547,Pine Valley,Deer,,1136,1200,5.63,,,permit_count_changed|age_missing|management_objective_missing,
DB1577,Pine Valley,Deer,,471,600,27.39,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1595,Pine Valley,Deer,,531,600,12.99,,,permit_count_changed|age_missing|management_objective_missing,
DB1786,Pine Valley,Deer,,2,228,11300,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
EA1254,Pine Valley,Elk,,30,30,0,,,age_missing|management_objective_missing,
LO1517,Pine Valley,Deer,,,,,,,age_missing|management_objective_missing,
LO1547,Pine Valley,Deer,,,2,,,,new_hunts_2026|age_missing|management_objective_missing,
LO1577,Pine Valley,Deer,,,,,,,harvest_missing|age_missing|management_objective_missing,
LO1595,Pine Valley,Deer,,,1,,,,new_hunts_2026|harvest_missing|age_missing|management_objective_missing,
PB5013,Pine Valley,Pronghorn,,8,8,0,,,management_objective_missing,
PB5042,Pine Valley,Pronghorn,,22,23,4.55,,,permit_count_changed|management_objective_missing,
PB5062,Pine Valley,Pronghorn,,8,8,0,,,management_objective_missing,
DB1224,Cotton Thomas CWMU,Deer,,1,1,0,,,age_missing|management_objective_missing,
EB3511,Cotton Thomas CWMU,Elk,,1,1,0,,,age_missing|management_objective_missing,
BI6532,"Book Cliffs, Bitter Creek",Bison,,5,6,20,,,permit_count_changed|age_missing|management_objective_missing,
BI6534,"Book Cliffs, Bitter Creek",Bison,,5,10,100,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,
BI6535,"Book Cliffs, Bitter Creek",Bison,,5,8,60,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,
BI6536,"Book Cliffs, Bitter Creek",Bison,,2,15,650,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,
PB5001,"Book Cliffs, Bitter Creek",Pronghorn,,14,14,0,,,management_objective_missing,
PB5026,"Book Cliffs, Bitter Creek",Pronghorn,,55,56,1.82,,,permit_count_changed|management_objective_missing,
RS6720,"Fillmore, Oak Creek",Rocky Mountain Bighorn Sheep,,3,4,33.33,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,
RS6726,"Fillmore, Oak Creek",Rocky Mountain Bighorn Sheep,,5,4,-20,,,permit_count_changed|age_missing|management_objective_missing,
RS6727,"Fillmore, Oak Creek",Rocky Mountain Bighorn Sheep,,2,2,0,,,age_missing|management_objective_missing,
DB1111,"Beaver, West",Deer,,5,5,0,,,age_missing|management_objective_missing,
DB1614,"Beaver, West",Deer,,88,130,47.73,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1615,"Beaver, West",Deer,,76,130,71.05,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1616,"Beaver, West",Deer,,266,390,46.62,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1803,"Beaver, West",Deer,,34,44,29.41,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
LO1614,"Beaver, West",Deer,,,,,,,age_missing|management_objective_missing,
LO1615,"Beaver, West",Deer,,,,,,,harvest_missing|age_missing|management_objective_missing,
LO1616,"Beaver, West",Deer,,,,,,,age_missing|management_objective_missing,
EA1203,"Box Elder, Pilot Mtn",Elk,,5,5,0,,,management_objective_missing,
EA1204,"Box Elder, Pilot Mtn",Elk,,5,5,0,,,management_objective_missing,
EB3031,"Box Elder, Pilot Mtn",Elk,,10,7,-30,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,
EB3130,"Box Elder, Pilot Mtn",Elk,,3,2,-33.33,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,
EL3031,Box Elder Pilot Mtn,Elk,,,,,,,harvest_missing|management_objective_missing,
EL3130,Box Elder Pilot Mtn,Elk,,,,,,,harvest_missing|management_objective_missing,
BR1009,La Sal,Black Bear,,15,15,0,,,harvest_missing|management_objective_missing,
BR1012,La Sal,Black Bear,,15,15,0,,,harvest_missing|management_objective_missing,
BR1017,La Sal,Black Bear,,2,2,0,,,harvest_missing|management_objective_missing,
BR7307,La Sal,Black Bear,,10,4,-60,,,permit_count_changed|permit_change_gt_20_percent|management_objective_missing,
DB1110,"Beaver, East",Deer,,10,11,10,,,permit_count_changed|age_missing|management_objective_missing,
DB1611,"Beaver, East",Deer,,285,440,54.39,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1612,"Beaver, East",Deer,,295,440,49.15,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
