hunt_code,hunt_name,species,permits_2024,permits_2025,permits_2026,permit_change_pct_2025_to_2026,draw_family_changed,species_changed,change_flags,context_note
EB3044,Dolores Triangle,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1037, EB3044"
EA1231,"West Desert, Tintic Valley",Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1231, EA2019"
EA2019,"West Desert, Tintic Valley",Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1231, EA2019"
DB1103,Morgan-South Rich,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1103, DB1607, DB1608, DB1609, DB1610, DB1801, LO1607, LO1608, LO1609, LO1610"
DB1607,Morgan-South Rich,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1103, DB1607, DB1608, DB1609, DB1610, DB1801, LO1607, LO1608, LO1609, LO1610"
DB1608,Morgan-South Rich,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1103, DB1607, DB1608, DB1609, DB1610, DB1801, LO1607, LO1608, LO1609, LO1610"
DB1609,Morgan-South Rich,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1103, DB1607, DB1608, DB1609, DB1610, DB1801, LO1607, LO1608, LO1609, LO1610"
DB1610,Morgan-South Rich,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1103, DB1607, DB1608, DB1609, DB1610, DB1801, LO1607, LO1608, LO1609, LO1610"
DB1801,Morgan-South Rich,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1103, DB1607, DB1608, DB1609, DB1610, DB1801, LO1607, LO1608, LO1609, LO1610"
LO1607,Morgan-South Rich,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1103, DB1607, DB1608, DB1609, DB1610, DB1801, LO1607, LO1608, LO1609, LO1610"
LO1608,Morgan-South Rich,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1103, DB1607, DB1608, DB1609, DB1610, DB1801, LO1607, LO1608, LO1609, LO1610"
LO1609,Morgan-South Rich,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1103, DB1607, DB1608, DB1609, DB1610, DB1801, LO1607, LO1608, LO1609, LO1610"
LO1610,Morgan-South Rich,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1103, DB1607, DB1608, DB1609, DB1610, DB1801, LO1607, LO1608, LO1609, LO1610"
EA1228,Morgan-South Rich,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1228, EA1229, EA2002, EB3208, EL3208"
EA1229,Morgan-South Rich,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1228, EA1229, EA2002, EB3208, EL3208"
EA2002,Morgan-South Rich,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1228, EA1229, EA2002, EB3208, EL3208"
EB3208,Morgan-South Rich,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1228, EA1229, EA2002, EB3208, EL3208"
EL3208,Morgan-South Rich,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1228, EA1229, EA2002, EB3208, EL3208"
MA1005,Morgan-South Rich,Moose,,,,,,,same_name_different_code,"Same name/species maps to codes: MA1005, MA1007, MB6005"
MA1007,Morgan-South Rich,Moose,,,,,,,same_name_different_code,"Same name/species maps to codes: MA1005, MA1007, MB6005"
MB6005,Morgan-South Rich,Moose,,,,,,,same_name_different_code,"Same name/species maps to codes: MA1005, MA1007, MB6005"
PB5011,"Nine Mile, Anthro-Myton Bench",Pronghorn,,,,,,,same_name_different_code,"Same name/species maps to codes: PB5011, PB5037, PB5059"
PB5037,"Nine Mile, Anthro-Myton Bench",Pronghorn,,,,,,,same_name_different_code,"Same name/species maps to codes: PB5011, PB5037, PB5059"
PB5059,"Nine Mile, Anthro-Myton Bench",Pronghorn,,,,,,,same_name_different_code,"Same name/species maps to codes: PB5011, PB5037, PB5059"
EA1196,"North Slope, Summit",Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1196, EA1268"
EA1268,"North Slope, Summit",Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1196, EA1268"
EA1273,"North Slope, Three Corners",Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1273, EA1274, EA1277, EB3013, EB3053, EB3091, EB3115, EB3210"
EA1274,"North Slope, Three Corners",Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1273, EA1274, EA1277, EB3013, EB3053, EB3091, EB3115, EB3210"
EA1277,"North Slope, Three Corners",Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1273, EA1274, EA1277, EB3013, EB3053, EB3091, EB3115, EB3210"
EB3013,"North Slope, Three Corners",Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1273, EA1274, EA1277, EB3013, EB3053, EB3091, EB3115, EB3210"
EB3053,"North Slope, Three Corners",Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1273, EA1274, EA1277, EB3013, EB3053, EB3091, EB3115, EB3210"
EB3091,"North Slope, Three Corners",Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1273, EA1274, EA1277, EB3013, EB3053, EB3091, EB3115, EB3210"
EB3115,"North Slope, Three Corners",Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1273, EA1274, EA1277, EB3013, EB3053, EB3091, EB3115, EB3210"
EB3210,"North Slope, Three Corners",Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1273, EA1274, EA1277, EB3013, EB3053, EB3091, EB3115, EB3210"
EL3013,North Slope Three Corners,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EL3013, EL3053, EL3091, EL3210"
EL3053,North Slope Three Corners,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EL3013, EL3053, EL3091, EL3210"
EL3091,North Slope Three Corners,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EL3013, EL3053, EL3091, EL3210"
EL3210,North Slope Three Corners,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EL3013, EL3053, EL3091, EL3210"
EA1060,"North Slope, West Daggett",Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1060, EA1061, EA1250, EA2005"
EA1061,"North Slope, West Daggett",Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1060, EA1061, EA1250, EA2005"
EA1250,"North Slope, West Daggett",Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1060, EA1061, EA1250, EA2005"
EA2005,"North Slope, West Daggett",Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1060, EA1061, EA1250, EA2005"
BR7011,Paunsaugunt,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7011, BR7113, BR7214, BR7323"
BR7113,Paunsaugunt,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7011, BR7113, BR7214, BR7323"
BR7214,Paunsaugunt,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7011, BR7113, BR7214, BR7323"
BR7323,Paunsaugunt,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7011, BR7113, BR7214, BR7323"
DB1001,Paunsaugunt Premium,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1001, DB1004, DB1006, DB1008"
DB1004,Paunsaugunt Premium,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1001, DB1004, DB1006, DB1008"
DB1006,Paunsaugunt Premium,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1001, DB1004, DB1006, DB1008"
DB1008,Paunsaugunt Premium,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1001, DB1004, DB1006, DB1008"
DB1010,Paunsaugunt Management,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1010, DB1073, DB1074"
DB1073,Paunsaugunt Management,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1010, DB1073, DB1074"
DB1074,Paunsaugunt Management,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1010, DB1073, DB1074"
EA1073,Paunsaugunt,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1073, EA2015"
EA2015,Paunsaugunt,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1073, EA2015"
LD1001,Paunsaugunt - Private Land Only,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: LD1001, LD1004, LD1006"
LD1004,Paunsaugunt - Private Land Only,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: LD1001, LD1004, LD1006"
LD1006,Paunsaugunt - Private Land Only,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: LD1001, LD1004, LD1006"
EB3145,Boulder,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EB3145, EB3148, EB3151, EB3154, EB3156, EB3190, EB3191, EL3145, EL3148, EL3151, EL3154, EL3190, EL3191"
EB3148,Boulder,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EB3145, EB3148, EB3151, EB3154, EB3156, EB3190, EB3191, EL3145, EL3148, EL3151, EL3154, EL3190, EL3191"
EB3151,Boulder,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EB3145, EB3148, EB3151, EB3154, EB3156, EB3190, EB3191, EL3145, EL3148, EL3151, EL3154, EL3190, EL3191"
EB3154,Boulder,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EB3145, EB3148, EB3151, EB3154, EB3156, EB3190, EB3191, EL3145, EL3148, EL3151, EL3154, EL3190, EL3191"
EB3156,Boulder,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EB3145, EB3148, EB3151, EB3154, EB3156, EB3190, EB3191, EL3145, EL3148, EL3151, EL3154, EL3190, EL3191"
EB3190,Boulder,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EB3145, EB3148, EB3151, EB3154, EB3156, EB3190, EB3191, EL3145, EL3148, EL3151, EL3154, EL3190, EL3191"
EB3191,Boulder,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EB3145, EB3148, EB3151, EB3154, EB3156, EB3190, EB3191, EL3145, EL3148, EL3151, EL3154, EL3190, EL3191"
EL3145,Boulder,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EB3145, EB3148, EB3151, EB3154, EB3156, EB3190, EB3191, EL3145, EL3148, EL3151, EL3154, EL3190, EL3191"
EL3148,Boulder,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EB3145, EB3148, EB3151, EB3154, EB3156, EB3190, EB3191, EL3145, EL3148, EL3151, EL3154, EL3190, EL3191"
EL3151,Boulder,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EB3145, EB3148, EB3151, EB3154, EB3156, EB3190, EB3191, EL3145, EL3148, EL3151, EL3154, EL3190, EL3191"
EL3154,Boulder,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EB3145, EB3148, EB3151, EB3154, EB3156, EB3190, EB3191, EL3145, EL3148, EL3151, EL3154, EL3190, EL3191"
EL3190,Boulder,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EB3145, EB3148, EB3151, EB3154, EB3156, EB3190, EB3191, EL3145, EL3148, EL3151, EL3154, EL3190, EL3191"
EL3191,Boulder,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EB3145, EB3148, EB3151, EB3154, EB3156, EB3190, EB3191, EL3145, EL3148, EL3151, EL3154, EL3190, EL3191"
BR7013,Fishlake/Thousand Lakes,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7013, BR7115, BR7216, BR7311"
BR7115,Fishlake/Thousand Lakes,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7013, BR7115, BR7216, BR7311"
BR7216,Fishlake/Thousand Lakes,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7013, BR7115, BR7216, BR7311"
BR7311,Fishlake/Thousand Lakes,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7013, BR7115, BR7216, BR7311"
EA1078,Fishlake/Thousand Lakes,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1078, EB3018, EB3063, EB3064, EB3065, EB3096, EB3120, EB3192, EL3018, EL3063, EL3064, EL3065, EL3096, EL3192"
EB3018,Fishlake/Thousand Lakes,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1078, EB3018, EB3063, EB3064, EB3065, EB3096, EB3120, EB3192, EL3018, EL3063, EL3064, EL3065, EL3096, EL3192"
EB3063,Fishlake/Thousand Lakes,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1078, EB3018, EB3063, EB3064, EB3065, EB3096, EB3120, EB3192, EL3018, EL3063, EL3064, EL3065, EL3096, EL3192"
EB3064,Fishlake/Thousand Lakes,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1078, EB3018, EB3063, EB3064, EB3065, EB3096, EB3120, EB3192, EL3018, EL3063, EL3064, EL3065, EL3096, EL3192"
EB3065,Fishlake/Thousand Lakes,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1078, EB3018, EB3063, EB3064, EB3065, EB3096, EB3120, EB3192, EL3018, EL3063, EL3064, EL3065, EL3096, EL3192"
EB3096,Fishlake/Thousand Lakes,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1078, EB3018, EB3063, EB3064, EB3065, EB3096, EB3120, EB3192, EL3018, EL3063, EL3064, EL3065, EL3096, EL3192"
EB3120,Fishlake/Thousand Lakes,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1078, EB3018, EB3063, EB3064, EB3065, EB3096, EB3120, EB3192, EL3018, EL3063, EL3064, EL3065, EL3096, EL3192"
EB3192,Fishlake/Thousand Lakes,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1078, EB3018, EB3063, EB3064, EB3065, EB3096, EB3120, EB3192, EL3018, EL3063, EL3064, EL3065, EL3096, EL3192"
EL3018,Fishlake/Thousand Lakes,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1078, EB3018, EB3063, EB3064, EB3065, EB3096, EB3120, EB3192, EL3018, EL3063, EL3064, EL3065, EL3096, EL3192"
EL3063,Fishlake/Thousand Lakes,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1078, EB3018, EB3063, EB3064, EB3065, EB3096, EB3120, EB3192, EL3018, EL3063, EL3064, EL3065, EL3096, EL3192"
EL3064,Fishlake/Thousand Lakes,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1078, EB3018, EB3063, EB3064, EB3065, EB3096, EB3120, EB3192, EL3018, EL3063, EL3064, EL3065, EL3096, EL3192"
EL3065,Fishlake/Thousand Lakes,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1078, EB3018, EB3063, EB3064, EB3065, EB3096, EB3120, EB3192, EL3018, EL3063, EL3064, EL3065, EL3096, EL3192"
EL3096,Fishlake/Thousand Lakes,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1078, EB3018, EB3063, EB3064, EB3065, EB3096, EB3120, EB3192, EL3018, EL3063, EL3064, EL3065, EL3096, EL3192"
EL3192,Fishlake/Thousand Lakes,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1078, EB3018, EB3063, EB3064, EB3065, EB3096, EB3120, EB3192, EL3018, EL3063, EL3064, EL3065, EL3096, EL3192"
EB3019,San Juan Bull Elk,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EB3019, EB3066, EB3067, EB3097, EB3121, EB3193, EB3194, EL3019, EL3066, EL3067, EL3097, EL3193, EL3194"
EB3066,San Juan Bull Elk,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EB3019, EB3066, EB3067, EB3097, EB3121, EB3193, EB3194, EL3019, EL3066, EL3067, EL3097, EL3193, EL3194"
EB3067,San Juan Bull Elk,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EB3019, EB3066, EB3067, EB3097, EB3121, EB3193, EB3194, EL3019, EL3066, EL3067, EL3097, EL3193, EL3194"
EB3097,San Juan Bull Elk,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EB3019, EB3066, EB3067, EB3097, EB3121, EB3193, EB3194, EL3019, EL3066, EL3067, EL3097, EL3193, EL3194"
EB3121,San Juan Bull Elk,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EB3019, EB3066, EB3067, EB3097, EB3121, EB3193, EB3194, EL3019, EL3066, EL3067, EL3097, EL3193, EL3194"
EB3193,San Juan Bull Elk,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EB3019, EB3066, EB3067, EB3097, EB3121, EB3193, EB3194, EL3019, EL3066, EL3067, EL3097, EL3193, EL3194"
EB3194,San Juan Bull Elk,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EB3019, EB3066, EB3067, EB3097, EB3121, EB3193, EB3194, EL3019, EL3066, EL3067, EL3097, EL3193, EL3194"
EL3019,San Juan Bull Elk,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EB3019, EB3066, EB3067, EB3097, EB3121, EB3193, EB3194, EL3019, EL3066, EL3067, EL3097, EL3193, EL3194"
EL3066,San Juan Bull Elk,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EB3019, EB3066, EB3067, EB3097, EB3121, EB3193, EB3194, EL3019, EL3066, EL3067, EL3097, EL3193, EL3194"
EL3067,San Juan Bull Elk,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EB3019, EB3066, EB3067, EB3097, EB3121, EB3193, EB3194, EL3019, EL3066, EL3067, EL3097, EL3193, EL3194"
EL3097,San Juan Bull Elk,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EB3019, EB3066, EB3067, EB3097, EB3121, EB3193, EB3194, EL3019, EL3066, EL3067, EL3097, EL3193, EL3194"
EL3193,San Juan Bull Elk,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EB3019, EB3066, EB3067, EB3097, EB3121, EB3193, EB3194, EL3019, EL3066, EL3067, EL3097, EL3193, EL3194"
EL3194,San Juan Bull Elk,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EB3019, EB3066, EB3067, EB3097, EB3121, EB3193, EB3194, EL3019, EL3066, EL3067, EL3097, EL3193, EL3194"
DB1014,"San Juan, Elk Ridge",Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1014, DB1022, DB1037, DB1046"
DB1022,"San Juan, Elk Ridge",Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1014, DB1022, DB1037, DB1046"
DB1037,"San Juan, Elk Ridge",Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1014, DB1022, DB1037, DB1046"
DB1046,"San Juan, Elk Ridge",Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1014, DB1022, DB1037, DB1046"
DS1004,"San Rafael, Dirty Devil",Desert Bighorn Sheep,,,,,,,same_name_different_code,"Same name/species maps to codes: DS1004, DS6608, DS6624"
DS6608,"San Rafael, Dirty Devil",Desert Bighorn Sheep,,,,,,,same_name_different_code,"Same name/species maps to codes: DS1004, DS6608, DS6624"
DS6624,"San Rafael, Dirty Devil",Desert Bighorn Sheep,,,,,,,same_name_different_code,"Same name/species maps to codes: DS1004, DS6608, DS6624"
PB5015,"San Rafael, North",Pronghorn,,,,,,,same_name_different_code,"Same name/species maps to codes: PB5015, PB5046, PB5056"
PB5046,"San Rafael, North",Pronghorn,,,,,,,same_name_different_code,"Same name/species maps to codes: PB5015, PB5046, PB5056"
PB5056,"San Rafael, North",Pronghorn,,,,,,,same_name_different_code,"Same name/species maps to codes: PB5015, PB5046, PB5056"
DS1007,"San Rafael, South",Desert Bighorn Sheep,,,,,,,same_name_different_code,"Same name/species maps to codes: DS1007, DS6610"
DS6610,"San Rafael, South",Desert Bighorn Sheep,,,,,,,same_name_different_code,"Same name/species maps to codes: DS1007, DS6610"
PB5337,Heist CWMU,Pronghorn,,,,,,,same_name_different_code,"Same name/species maps to codes: PB5337, PD1052"
PD1052,Heist CWMU,Pronghorn,,,,,,,same_name_different_code,"Same name/species maps to codes: PB5337, PD1052"
DB1015,Diamond Mtn,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1015, DB1023, DB1038, DB1047"
DB1023,Diamond Mtn,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1015, DB1023, DB1038, DB1047"
DB1038,Diamond Mtn,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1015, DB1023, DB1038, DB1047"
DB1047,Diamond Mtn,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1015, DB1023, DB1038, DB1047"
EA1089,Diamond Mtn,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1089, EA1090, EA2030, EB3020, EB3068, EB3069, EB3098, EB3122, EB3195, EB3196, EL3020, EL3068, EL3069, EL3098, EL3195, EL3196"
EA1090,Diamond Mtn,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1089, EA1090, EA2030, EB3020, EB3068, EB3069, EB3098, EB3122, EB3195, EB3196, EL3020, EL3068, EL3069, EL3098, EL3195, EL3196"
EA2030,Diamond Mtn,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1089, EA1090, EA2030, EB3020, EB3068, EB3069, EB3098, EB3122, EB3195, EB3196, EL3020, EL3068, EL3069, EL3098, EL3195, EL3196"
EB3020,Diamond Mtn,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1089, EA1090, EA2030, EB3020, EB3068, EB3069, EB3098, EB3122, EB3195, EB3196, EL3020, EL3068, EL3069, EL3098, EL3195, EL3196"
EB3068,Diamond Mtn,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1089, EA1090, EA2030, EB3020, EB3068, EB3069, EB3098, EB3122, EB3195, EB3196, EL3020, EL3068, EL3069, EL3098, EL3195, EL3196"
EB3069,Diamond Mtn,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1089, EA1090, EA2030, EB3020, EB3068, EB3069, EB3098, EB3122, EB3195, EB3196, EL3020, EL3068, EL3069, EL3098, EL3195, EL3196"
EB3098,Diamond Mtn,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1089, EA1090, EA2030, EB3020, EB3068, EB3069, EB3098, EB3122, EB3195, EB3196, EL3020, EL3068, EL3069, EL3098, EL3195, EL3196"
EB3122,Diamond Mtn,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1089, EA1090, EA2030, EB3020, EB3068, EB3069, EB3098, EB3122, EB3195, EB3196, EL3020, EL3068, EL3069, EL3098, EL3195, EL3196"
EB3195,Diamond Mtn,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1089, EA1090, EA2030, EB3020, EB3068, EB3069, EB3098, EB3122, EB3195, EB3196, EL3020, EL3068, EL3069, EL3098, EL3195, EL3196"
EB3196,Diamond Mtn,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1089, EA1090, EA2030, EB3020, EB3068, EB3069, EB3098, EB3122, EB3195, EB3196, EL3020, EL3068, EL3069, EL3098, EL3195, EL3196"
EL3020,Diamond Mtn,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1089, EA1090, EA2030, EB3020, EB3068, EB3069, EB3098, EB3122, EB3195, EB3196, EL3020, EL3068, EL3069, EL3098, EL3195, EL3196"
EL3068,Diamond Mtn,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1089, EA1090, EA2030, EB3020, EB3068, EB3069, EB3098, EB3122, EB3195, EB3196, EL3020, EL3068, EL3069, EL3098, EL3195, EL3196"
EL3069,Diamond Mtn,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1089, EA1090, EA2030, EB3020, EB3068, EB3069, EB3098, EB3122, EB3195, EB3196, EL3020, EL3068, EL3069, EL3098, EL3195, EL3196"
EL3098,Diamond Mtn,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1089, EA1090, EA2030, EB3020, EB3068, EB3069, EB3098, EB3122, EB3195, EB3196, EL3020, EL3068, EL3069, EL3098, EL3195, EL3196"
EL3195,Diamond Mtn,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1089, EA1090, EA2030, EB3020, EB3068, EB3069, EB3098, EB3122, EB3195, EB3196, EL3020, EL3068, EL3069, EL3098, EL3195, EL3196"
EL3196,Diamond Mtn,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1089, EA1090, EA2030, EB3020, EB3068, EB3069, EB3098, EB3122, EB3195, EB3196, EL3020, EL3068, EL3069, EL3098, EL3195, EL3196"
LO0008,Diamond Mtn Landowner Association,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: LO0008, LO0009, LO0010"
LO0009,Diamond Mtn Landowner Association,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: LO0008, LO0009, LO0010"
LO0010,Diamond Mtn Landowner Association,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: LO0008, LO0009, LO0010"
LO0011,Diamond Mtn Landowner Association,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: LO0011, LO0012, LO0013, LO0014, LO0015"
LO0012,Diamond Mtn Landowner Association,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: LO0011, LO0012, LO0013, LO0014, LO0015"
LO0013,Diamond Mtn Landowner Association,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: LO0011, LO0012, LO0013, LO0014, LO0015"
LO0014,Diamond Mtn Landowner Association,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: LO0011, LO0012, LO0013, LO0014, LO0015"
LO0015,Diamond Mtn Landowner Association,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: LO0011, LO0012, LO0013, LO0014, LO0015"
PB5017,Vernal,Pronghorn,,,,,,,same_name_different_code,"Same name/species maps to codes: PB5017, PB5048, PB5072"
PB5048,Vernal,Pronghorn,,,,,,,same_name_different_code,"Same name/species maps to codes: PB5017, PB5048, PB5072"
PB5072,Vernal,Pronghorn,,,,,,,same_name_different_code,"Same name/species maps to codes: PB5017, PB5048, PB5072"
EA2038,Wasatch Mtns,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA2038, EB3022, EB3072, EB3073, EB3100, EB3124, EB3127, EB3199, EL3022, EL3072, EL3073, EL3100, EL3127, EL3199"
EB3022,Wasatch Mtns,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA2038, EB3022, EB3072, EB3073, EB3100, EB3124, EB3127, EB3199, EL3022, EL3072, EL3073, EL3100, EL3127, EL3199"
EB3072,Wasatch Mtns,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA2038, EB3022, EB3072, EB3073, EB3100, EB3124, EB3127, EB3199, EL3022, EL3072, EL3073, EL3100, EL3127, EL3199"
EB3073,Wasatch Mtns,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA2038, EB3022, EB3072, EB3073, EB3100, EB3124, EB3127, EB3199, EL3022, EL3072, EL3073, EL3100, EL3127, EL3199"
EB3100,Wasatch Mtns,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA2038, EB3022, EB3072, EB3073, EB3100, EB3124, EB3127, EB3199, EL3022, EL3072, EL3073, EL3100, EL3127, EL3199"
EB3124,Wasatch Mtns,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA2038, EB3022, EB3072, EB3073, EB3100, EB3124, EB3127, EB3199, EL3022, EL3072, EL3073, EL3100, EL3127, EL3199"
EB3127,Wasatch Mtns,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA2038, EB3022, EB3072, EB3073, EB3100, EB3124, EB3127, EB3199, EL3022, EL3072, EL3073, EL3100, EL3127, EL3199"
